osmid,oneway,name,highway,reversed,length,maxspeed,geometry,junction,lanes
"[48558619, 135339518]",False,"['Camino del Tejar', 'Calle Antonio Machado']","['residential', 'unclassified']","[False, True]",428.6309999999999,30,"LINESTRING (-0.9939405 41.7150884, -0.9937417 41.7150934, -0.9935185 41.7151178, -0.993284 41.7151439, -0.993117 41.7151479, -0.9929067 41.7151279, -0.9925863 41.7150126, -0.9922905 41.7147997, -0.9917173 41.7143014, -0.991547 41.7142478, -0.9911898 41.7141986, -0.9906592 41.7141161, -0.990012 41.7139582, -0.9898941 41.7139182, -0.9897597 41.7138836, -0.9895849 41.7138069, -0.9893886 41.7137153)",,
614217444,False,Calle Antonio Machado,residential,False,81.203,,"LINESTRING (-0.9939405 41.7150884, -0.9941008 41.7151277, -0.9943773 41.7152321, -0.9948068 41.7154228)",,
365829338,True,Calle de Aragón,residential,False,15.254,,"LINESTRING (-0.9948068 41.7154228, -0.9948379 41.7152876)",,
141131635,False,Calle de Aragón,residential,True,51.501999999999995,,"LINESTRING (-0.9948068 41.7154228, -0.9947866 41.7157042, -0.9947883 41.7157181, -0.9947957 41.7157452, -0.9948104 41.7157827, -0.9948232 41.7158042, -0.9948386 41.7158212, -0.9948862 41.7158653)",,
614217444,False,Calle Antonio Machado,residential,True,81.203,,"LINESTRING (-0.9948068 41.7154228, -0.9943773 41.7152321, -0.9941008 41.7151277, -0.9939405 41.7150884)",,
135270353,False,Ronda del Castellar,residential,False,28.063,,"LINESTRING (-0.9928061 41.7163496, -0.9928768 41.7161028)",,
48980590,False,Calle Tarragona,residential,False,62.205,,"LINESTRING (-0.9928061 41.7163496, -0.9931791 41.7164268, -0.9935397 41.7164535)",,
135270353,False,Ronda del Castellar,residential,True,150.54,,"LINESTRING (-0.9928061 41.7163496, -0.9927043 41.7167167, -0.9936842 41.7168825, -0.9939715 41.7169627)",,
369839961,False,Calle Barcelona,residential,False,43.75,,"LINESTRING (-0.9935397 41.7164535, -0.9936214 41.7160648)",,
"[369839962, 48980590]",False,"['Calle Tortosa', 'Calle Tarragona']",residential,"[False, True]",93.688,,"LINESTRING (-0.9935397 41.7164535, -0.9940673 41.7165265, -0.9939715 41.7169627)",,
48980590,False,Calle Tarragona,residential,True,62.205,,"LINESTRING (-0.9935397 41.7164535, -0.9931791 41.7164268, -0.9928061 41.7163496)",,
48980591,True,Calle Amadeo Navarro,residential,False,140.02,,"LINESTRING (-0.9942257 41.7138473, -0.9939405 41.7150884)",,
48980593,False,Calle del Pontillo,residential,True,108.663,,"LINESTRING (-0.9942257 41.7138473, -0.9937023 41.7136367, -0.9936083 41.7135989, -0.9930397 41.7134387)",,
