osmid,oneway,ref,highway,reversed,length,geometry,name,maxspeed,bridge,lanes,access
31345311,True,Ma-15F,tertiary,False,18.197,"LINESTRING (3.2801049 39.6082883, 3.2802366 39.6084167)",,,,,
498274098,True,Ma-15F,tertiary,False,9.794,"LINESTRING (3.2801049 39.6082883, 3.2800636 39.6083016, 3.2799969 39.6083168)",,,,,
31301405,True,,residential,False,47.146,"LINESTRING (3.2807635 39.6089372, 3.2810803 39.6085905)",carrer Jaume II,,,,
41982636,False,Ma-15F,tertiary,False,44.026,"LINESTRING (3.2807635 39.6089372, 3.2810339 39.6092739)",carrer de Mossèn Galmés,50,,,
41982636,False,Ma-15F,tertiary,True,63.257999999999996,"LINESTRING (3.2807635 39.6089372, 3.2806058 39.6087775, 3.2804437 39.6086345, 3.2802939 39.6084985)",carrer de Mossèn Galmés,50,,,
86841618,False,Ma-3323,tertiary,False,9.77,"LINESTRING (3.2820111 39.6116316, 3.2819267 39.6116907)",Carretera de Calicant,,,,
27993561,False,,residential,True,56.861000000000004,"LINESTRING (3.2820111 39.6116316, 3.2817044 39.6113824, 3.2816788 39.6113267, 3.2817003 39.6112191)",Carrer Lepant,,,,
"[145626377, 31301693, 243479677]",False,Ma-3323,tertiary,"[False, True]",80.97399999999999,"LINESTRING (3.2820111 39.6116316, 3.2822682 39.6114673, 3.2824138 39.6114181, 3.2828409 39.6113036)","['carrer de la Teulera', 'Camí de Calicant']",,yes,,
293643123,False,Ma-4030,tertiary,False,54.713,"LINESTRING (3.2841389 39.6084739, 3.284054 39.6084717, 3.2835006 39.6084571)",carrer de les Brodadores,,,,
293643123,False,Ma-4030,tertiary,True,74.413,"LINESTRING (3.2841389 39.6084739, 3.2842782 39.6084789, 3.2850066 39.608505)",carrer de les Brodadores,,,,
31301383,True,,residential,False,80.229,"LINESTRING (3.2816777 39.6097821, 3.2821894 39.6091778)",carrer del rei Sanç,,,,
41982636,False,Ma-15F,tertiary,False,27.724999999999998,"LINESTRING (3.2816777 39.6097821, 3.2817984 39.6098264, 3.2819296 39.6098661, 3.2819752 39.6098799)",carrer de Mossèn Galmés,50,,,
41982636,False,Ma-15F,tertiary,True,37.715999999999994,"LINESTRING (3.2816777 39.6097821, 3.2814881 39.6096961, 3.2813865 39.6096247, 3.2813258 39.6095814)",carrer de Mossèn Galmés,50,,,
41982636,False,Ma-15F,tertiary,False,75.447,"LINESTRING (3.282457 39.6100093, 3.2825883 39.6101046, 3.2829727 39.6105556)",carrer de Mossèn Galmés,50,,,
41982636,False,Ma-15F,tertiary,True,43.748,"LINESTRING (3.282457 39.6100093, 3.282369 39.6099788, 3.2819752 39.6098799)",carrer de Mossèn Galmés,50,,,
243464741,False,,residential,True,20.201999999999998,"LINESTRING (3.282457 39.6100093, 3.2825085 39.6099636, 3.2826632 39.6099418)",carrer Basílica de Son Peretó,,,,
27993561,False,,residential,False,7.789,"LINESTRING (3.2819752 39.6098799, 3.2819611 39.6099491)",Carrer Lepant,,,,
41982636,False,Ma-15F,tertiary,False,43.748,"LINESTRING (3.2819752 39.6098799, 3.282369 39.6099788, 3.282457 39.6100093)",carrer de Mossèn Galmés,50,,,
41982636,False,Ma-15F,tertiary,True,27.724999999999998,"LINESTRING (3.2819752 39.6098799, 3.2819296 39.6098661, 3.2817984 39.6098264, 3.2816777 39.6097821)",carrer de Mossèn Galmés,50,,,
31368197,False,,unclassified,True,296.99399999999997,"LINESTRING (3.2893242 39.6086371, 3.289283 39.6086922, 3.289005 39.6090639, 3.2877963 39.6106801, 3.2878054 39.6107313, 3.2878095 39.610764, 3.2877949 39.6109127, 3.287781 39.6109914)",camí des Cós,,,,
145626402,False,Ma-4030,tertiary,False,93.295,"LINESTRING (3.2893242 39.6086371, 3.2884463 39.6086061, 3.2882363 39.6085987)",carretera de Son Servera,,,,
31413334,False,Ma-4022,tertiary,True,2.235,"LINESTRING (3.2878076 39.6070548, 3.2878149 39.6070355)",,,,,
31345029,False,,residential,True,78.273,"LINESTRING (3.2878076 39.6070548, 3.2873875 39.6070662, 3.2869502 39.6070793, 3.2869015 39.6071001)",Carrer de l'Aurora,,,,
"[145626386, 145626388, 31413334]",False,Ma-4022,tertiary,False,71.693,"LINESTRING (3.2878076 39.6070548, 3.2877653 39.6071945, 3.2877496 39.607333, 3.2876964 39.6074451, 3.2875534 39.6076616)",carrer de la Mar,,yes,,
31413334,False,Ma-4022,tertiary,False,131.363,"LINESTRING (3.2891832 39.606582, 3.2889354 39.6066393, 3.288694 39.6066951, 3.2884225 39.6067579, 3.2883973 39.6067637, 3.2882423 39.6067991, 3.2881561 39.6068188, 3.2881185 39.6068272, 3.2879806 39.6068746, 3.2879012 39.6069289, 3.2878494 39.6069777, 3.2878357 39.6069926, 3.2878149 39.6070355)",,,,,
31301351,True,,residential,False,31.719,"LINESTRING (3.2835006 39.6084571, 3.283356 39.6087197)",carrer Cardassar,,,,
"[293643123, 145626397]",False,Ma-4030,tertiary,"[False, True]",102.708,"LINESTRING (3.2835006 39.6084571, 3.2825009 39.6084309, 3.2823024 39.6084251)",carrer de les Brodadores,,yes,,
293643123,False,Ma-4030,tertiary,True,54.713,"LINESTRING (3.2835006 39.6084571, 3.284054 39.6084717, 3.2841389 39.6084739)",carrer de les Brodadores,,,,
31301135,False,,residential,False,56.686,"LINESTRING (3.2849542 39.6077635, 3.2856146 39.6077954)",Carrer de s'Estació,,,,
31301135,False,,residential,True,82.823,"LINESTRING (3.2873873 39.607881, 3.2864224 39.6078344)",Carrer de s'Estació,,,,
145626388,False,Ma-4022,tertiary,False,39.902,"LINESTRING (3.2873873 39.607881, 3.2871695 39.6081982)",carrer de la Mar,,,,
145626388,False,Ma-4022,tertiary,True,28.243,"LINESTRING (3.2873873 39.607881, 3.2875534 39.6076616)",carrer de la Mar,,,,
