osmid,oneway,ref,name,highway,reversed,length,geometry,lanes,junction,tunnel,access
733317075,True,CA-3208,Calle de Conil a Fuente del Gallo,tertiary,False,17.68,"LINESTRING (-6.0898353 36.2807894, -6.0898456 36.2807651, -6.0898255 36.2807229, -6.0898115 36.2806958, -6.0898072 36.2806666, -6.0898129 36.2806376)",,,,
53590702,False,,Calle de El Greco,residential,True,14.971,"LINESTRING (-6.0845175 36.2762188, -6.0845382 36.2763524)",,,,
57831564,False,,Calle de Pascual Junquera,tertiary,False,13.965,"LINESTRING (-6.0845175 36.2762188, -6.0843636 36.2761993)",,,,
57831564,False,,Calle de Pascual Junquera,tertiary,True,60.876,"LINESTRING (-6.0845175 36.2762188, -6.084738 36.2762342, -6.0848612 36.2762289, -6.0851101 36.2762423, -6.085195 36.2762404)",,,,
53540140,True,,Calle Benavente,residential,False,51.722,"LINESTRING (-6.0844069 36.2758074, -6.0844534 36.2755673, -6.0845776 36.275369)",,,,
53590676,True,,Calle Hermanos Álvarez Quintero,residential,False,39.346000000000004,"LINESTRING (-6.0844069 36.2758074, -6.084308 36.2757539, -6.0841042 36.2755552)",,,,
53602816,False,,Calle Pablo Neruda,residential,False,63.206,"LINESTRING (-6.0844069 36.2758074, -6.0844508 36.2757659, -6.0845923 36.2757717, -6.0847069 36.2757722, -6.0847603 36.2757891, -6.0847879 36.2758285, -6.0848287 36.2759069, -6.0848242 36.2760376)",,,,
139932205,False,,Calle Mirador de Castilnovo,residential,True,21.949,"LINESTRING (-6.0852668 36.2731741, -6.0852136 36.2731902, -6.0850375 36.2732433)",,,,
731572234,True,,Avenida del Río,residential,False,18.694,"LINESTRING (-6.0852668 36.2731741, -6.0852483 36.2732094, -6.0852484 36.2733392)",,,,
537935563,False,,Avenida de la Playa,residential,False,24.059,"LINESTRING (-6.0897209 36.2741714, -6.0899457 36.2740532)",,,,
537935563,False,,Avenida de la Playa,residential,True,32.463,"LINESTRING (-6.0897209 36.2741714, -6.0894827 36.2743913)",,,,
684306851,True,,Calle de la Almadraba,residential,False,166.68,"LINESTRING (-6.0897209 36.2741714, -6.0894739 36.2739934, -6.0891654 36.2737173, -6.0890661 36.2735907, -6.0889483 36.2735335, -6.0883111 36.2732242)",,,,
53540124,False,,Calle de Tarifa,residential,False,59.879999999999995,"LINESTRING (-6.0845619 36.2782253, -6.0845099 36.2781926, -6.0843604 36.278097, -6.0840329 36.2778965)",,,,
57831565,True,,Calle de la Confederación,residential,False,16.171,"LINESTRING (-6.0845619 36.2782253, -6.0844991 36.2782398, -6.0843885 36.2782654)",,,,
53540125,True,,Calle de la Laguna,residential,False,105.484,"LINESTRING (-6.0841025 36.2783306, -6.0831868 36.2777348)",,,,
57831565,True,,Calle de la Confederación,residential,False,42.546,"LINESTRING (-6.0841025 36.2783306, -6.0836442 36.2784301)",,,,
53540126,True,,Calle del Río Salado,residential,False,38.796,"LINESTRING (-6.084658 36.2773919, -6.0847899 36.2777242)",,,,
53540127,True,,Calle del Guadalete,residential,False,114.22799999999998,"LINESTRING (-6.084658 36.2773919, -6.08447 36.2774716, -6.0843412 36.2774991, -6.0842752 36.2775132, -6.0841141 36.2774935, -6.0836675 36.27742, -6.083614 36.2774157, -6.0835574 36.2774356, -6.0834841 36.2775183)",1,,,
57831565,True,,Calle de la Confederación,residential,False,34.982,"LINESTRING (-6.0849409 36.2781503, -6.0845619 36.2782253)",,,,
53540129,True,,Calle La Línea de la Concepción,residential,False,189.91899999999998,"LINESTRING (-6.0828485 36.2805116, -6.0829065 36.280492, -6.0831596 36.2802496, -6.0832774 36.2801241, -6.0834226 36.279994, -6.0835713 36.2798393, -6.0836839 36.2797262, -6.0839312 36.2794739, -6.0839891 36.279414, -6.0841915 36.2791991)",,,,
53540129,True,,Calle La Línea de la Concepción,residential,False,46.875,"LINESTRING (-6.0844697 36.2789316, -6.0848038 36.2786073)",,,,
53540132,True,,Calle Sanlúcar de Barrameda,residential,False,83.461,"LINESTRING (-6.0844697 36.2789316, -6.0851827 36.2794143)",,,,
53540129,True,,Calle La Línea de la Concepción,residential,False,85.695,"LINESTRING (-6.0848038 36.2786073, -6.0855096 36.2780875)",,,,
57831535,True,,Calle Jerez de la Frontera,residential,False,53.209,"LINESTRING (-6.0848038 36.2786073, -6.0843885 36.2782654)",,,,
53540131,False,,Calle de la Confederación,residential,False,21.362,"LINESTRING (-6.085859 36.277937, -6.0856337 36.2779996)",,,,
55692814,True,,Calle Edison,residential,False,27.717999999999996,"LINESTRING (-6.085859 36.277937, -6.0858906 36.2779968, -6.0859155 36.2780206, -6.0859664 36.2780415, -6.0860216 36.2780652, -6.0860889 36.2780816)",,,,
57831565,True,,Calle de la Confederación,residential,False,26.642,"LINESTRING (-6.0843885 36.2782654, -6.0841025 36.2783306)",,,,
53540132,True,,Calle Sanlúcar de Barrameda,residential,False,37.359,"LINESTRING (-6.0836442 36.2784301, -6.083754 36.2784848, -6.0839805 36.2786278)",,,,
57831566,False,,Calle de la Confederación,residential,False,90.709,"LINESTRING (-6.0836442 36.2784301, -6.0831233 36.2785462, -6.0826702 36.2786513)",,,,
53540132,True,,Calle Sanlúcar de Barrameda,residential,False,80.759,"LINESTRING (-6.0829455 36.2779716, -6.0836442 36.2784301)",,,,
