osmid,name,highway,oneway,reversed,length,bridge,geometry,lanes,junction,maxspeed
124380995,Avenida de Ramón y Cajal,tertiary,False,False,85.285,,"LINESTRING (-7.4025023 37.2125624, -7.4029986 37.2119051)",,,
"[124380994, 124380995]",Avenida de Ramón y Cajal,tertiary,False,True,135.399,yes,"LINESTRING (-7.4025023 37.2125624, -7.4021391 37.2134629, -7.4021285 37.2134891, -7.4021181 37.213515, -7.4020407 37.2137232)",,,
30437634,Barriada de la Estación,tertiary,True,False,26.856,,"LINESTRING (-7.4017016 37.2139027, -7.4016814 37.2139397, -7.4016805 37.2139798, -7.4016991 37.2140174, -7.4017341 37.2140463, -7.4017805 37.2140623, -7.401831 37.214063)",2,roundabout,
32043272,Avenida del Alcalde José Antonio González Sánchez,tertiary,True,False,22.335,,"LINESTRING (-7.4017016 37.2139027, -7.4016287 37.2138947, -7.4014518 37.213875)",2,,
119688191,Calle Buenavista,tertiary,False,False,32.0,,"LINESTRING (-7.403615 37.2139918, -7.4036504 37.2142782)",,,
124381005,Avenida de Andalucía,tertiary,False,False,41.448,,"LINESTRING (-7.403615 37.2139918, -7.403147 37.2139972)",,,
"[124381005, 1243589159]",Avenida de Andalucía,tertiary,False,True,92.837,,"LINESTRING (-7.403615 37.2139918, -7.4042036 37.2138923, -7.4045411 37.2137882, -7.4046201 37.2137638)",,,
124381000,Avenida de Andalucía,tertiary,True,False,21.695999999999998,,"LINESTRING (-7.4046201 37.2137638, -7.4047471 37.2137175, -7.404841 37.2136795)",,,
"[124381005, 1243589159]",Avenida de Andalucía,tertiary,False,False,92.83699999999999,,"LINESTRING (-7.4046201 37.2137638, -7.4045411 37.2137882, -7.4042036 37.2138923, -7.403615 37.2139918)",,,
32044316,,tertiary,True,False,31.505,,"LINESTRING (-7.4051177 37.2133064, -7.4049378 37.2133523, -7.4048107 37.2134384)",,roundabout,
"[143628729, 32044317]",Avenida del Alcalde Narciso Martín Navarro,tertiary,True,False,65.09,viaduct,"LINESTRING (-7.4051177 37.2133064, -7.4049332 37.2130585, -7.4048934 37.2130058, -7.4047411 37.2128037)",2,,
32043265,Calle de Lope de Vega,residential,True,False,37.415,,"LINESTRING (-7.4021202 37.2124188, -7.4025023 37.2125624)",,,
143620163,Calle Álvarez Quintero,residential,True,False,53.409,,"LINESTRING (-7.4021202 37.2124188, -7.4023927 37.2119903)",,,50
"[124381009, 32043268]",Calle Hermanos Álvarez Quintero,residential,False,False,142.637,yes,"LINESTRING (-7.4021202 37.2124188, -7.4021054 37.2124557, -7.4017705 37.2132813, -7.4017537 37.2133228, -7.4016184 37.2136377)",,,
32043269,Avenida de Andalucía,tertiary,True,False,26.809,,"LINESTRING (-7.4018841 37.2140485, -7.4021843 37.2140173)",,,
30437634,Barriada de la Estación,tertiary,True,False,18.546,,"LINESTRING (-7.4018841 37.2140485, -7.4019344 37.2140258, -7.4019708 37.2139978, -7.4019909 37.2139611, -7.4019918 37.2139207)",2,roundabout,
"[124381009, 32043268]",Calle Hermanos Álvarez Quintero,residential,False,True,142.637,yes,"LINESTRING (-7.4016184 37.2136377, -7.4017537 37.2133228, -7.4017705 37.2132813, -7.4021054 37.2124557, -7.4021202 37.2124188)",,,
124381012,Calle Hermanos Álvarez Quintero,residential,True,False,30.378999999999998,,"LINESTRING (-7.4016184 37.2136377, -7.4015457 37.2137688, -7.4014518 37.213875)",,,
30437634,Barriada de la Estación,tertiary,True,False,4.971,,"LINESTRING (-7.401831 37.214063, -7.4018841 37.2140485)",2,roundabout,
30437634,Barriada de la Estación,tertiary,True,False,4.47,,"LINESTRING (-7.4019918 37.2139207, -7.4019733 37.2138833)",2,roundabout,
32043812,,tertiary,True,False,10.918,,"LINESTRING (-7.4035615 37.2114944, -7.4035897 37.2115183, -7.4036242 37.211536, -7.4036631 37.2115465)",2,roundabout,
32043812,,tertiary,True,False,20.779000000000003,,"LINESTRING (-7.4036631 37.2115465, -7.4037099 37.211549, -7.4037558 37.211541, -7.4037971 37.2115233, -7.4038306 37.2114972, -7.4038539 37.2114647)",2,roundabout,
32044322,Avenida del Alcalde Narciso Martín Navarro,tertiary,True,False,169.17399999999998,,"LINESTRING (-7.4036631 37.2115465, -7.4038202 37.211696, -7.4039714 37.2119185, -7.4045055 37.2126708, -7.404607 37.2128638)",2,,
32043812,,tertiary,True,False,18.32,,"LINESTRING (-7.4038539 37.2114647, -7.4038653 37.2114246, -7.403861 37.2113835, -7.4038411 37.2113455, -7.4038077 37.211314)",2,roundabout,
70451322,Avenida de Ramón y Cajal,tertiary,True,False,14.719,,"LINESTRING (-7.4035696 37.211328, -7.4034307 37.2114007)",,,
32043812,,tertiary,True,False,19.916,,"LINESTRING (-7.4035696 37.211328, -7.4035452 37.211358, -7.4035316 37.2113922, -7.4035298 37.211428, -7.4035401 37.2114629, -7.4035615 37.2114944)",2,roundabout,
124380995,Avenida de Ramón y Cajal,tertiary,False,True,51.345,,"LINESTRING (-7.4033568 37.211542, -7.4029986 37.2119051)",,,
70451335,Avenida de Ramón y Cajal,tertiary,True,False,19.048000000000002,,"LINESTRING (-7.4033568 37.211542, -7.403455 37.2115075, -7.4035615 37.2114944)",,,
124381004,Avenida de Andalucía,tertiary,True,False,27.319000000000003,,"LINESTRING (-7.4047964 37.2135631, -7.4047027 37.2136862, -7.4046201 37.2137638)",,,
1243589161,,tertiary,True,False,17.253,,"LINESTRING (-7.4047964 37.2135631, -7.4048774 37.2136194, -7.4049645 37.2136146)",,roundabout,
1243589160,,tertiary,True,False,22.341,,"LINESTRING (-7.4049645 37.2136146, -7.4050824 37.2135673, -7.4051745 37.2135057)",,roundabout,
32044321,Avenida de Andalucía,tertiary,True,False,38.914,,"LINESTRING (-7.4051745 37.2135057, -7.4055399 37.2133113)",,,
1243589162,,tertiary,True,False,20.073,,"LINESTRING (-7.4051745 37.2135057, -7.4052023 37.2134053, -7.4051737 37.213331)",,roundabout,
32044316,,tertiary,True,False,14.056999999999999,,"LINESTRING (-7.4048107 37.2134384, -7.4047925 37.2135014, -7.4047964 37.2135631)",,roundabout,
32044316,,tertiary,True,False,5.663,,"LINESTRING (-7.4051737 37.213331, -7.4051177 37.2133064)",,roundabout,
124381008,Avenida de Andalucía,tertiary,False,False,9.603,,"LINESTRING (-7.4055399 37.2133113, -7.4056233 37.2132561)",,,
124381057,Avenida de Andalucía,tertiary,True,False,32.631,,"LINESTRING (-7.4055399 37.2133113, -7.4053745 37.2133332, -7.4051737 37.213331)",,,
"[1204285347, 124381091, 124380990]","['Avenida Villa Real de San Antonio', 'Avenida del Muelle de Portugal']",tertiary,False,"[False, True]",380.4200000000001,,"LINESTRING (-7.4073662 37.212029, -7.4081739 37.2115812, -7.4084795 37.2113988, -7.4086122 37.2113196, -7.4088749 37.2111478, -7.4090438 37.2110373, -7.4093959 37.2108071, -7.4095673 37.2107001, -7.4096668 37.2106579, -7.409747 37.2106514, -7.409826 37.210665, -7.4098927 37.2106989, -7.4099313 37.2107457, -7.4099485 37.21082, -7.4099712 37.211113, -7.4100113 37.2116257)",2,,
124381008,Avenida de Andalucía,tertiary,False,True,117.262,,"LINESTRING (-7.4073662 37.212029, -7.4069111 37.2123592, -7.406387 37.2127389)",,,
