osmid,ref,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,tunnel,junction
"[42877192, 42876446]",N-332,"['Ronda de Sales', 'Avinguda de Gandient']",trunk,False,"[False, True]",103.97699999999999,"LINESTRING (-0.3166299 39.2036113, -0.3165902 39.2034818, -0.3165953 39.2033917, -0.316637 39.2032873, -0.3167983 39.2029766, -0.3168733 39.2028145, -0.3169111 39.2027237)",,,,
42877180,N-332,Ronda d'Espanya,trunk,False,False,145.273,"LINESTRING (-0.3169111 39.2027237, -0.3169243 39.2026108, -0.3168907 39.2024879, -0.3167703 39.2023475, -0.3166074 39.2022263, -0.316438 39.2020985, -0.315941 39.201719)",,,,
"[42877192, 42876446]",N-332,"['Ronda de Sales', 'Avinguda de Gandient']",trunk,False,"[False, True]",103.977,"LINESTRING (-0.3169111 39.2027237, -0.3168733 39.2028145, -0.3167983 39.2029766, -0.316637 39.2032873, -0.3165953 39.2033917, -0.3165902 39.2034818, -0.3166299 39.2036113)",,,,
131504790,,Carrer de la Mare de Déu,residential,True,False,88.283,"LINESTRING (-0.3169111 39.2027237, -0.3168027 39.2027191, -0.3166495 39.2027366, -0.3162915 39.2028032, -0.3162003 39.2028094, -0.3160039 39.2027874, -0.3159036 39.2027693)",2,50,,
42877180,N-332,Ronda d'Espanya,trunk,False,False,86.73,"LINESTRING (-0.3151417 39.2011175, -0.3144345 39.2005625)",,,,
42877180,N-332,Ronda d'Espanya,trunk,False,True,77.627,"LINESTRING (-0.3151417 39.2011175, -0.3157924 39.2016003)",,,,
1164691622,,,residential,False,False,13.608,"LINESTRING (-0.3151417 39.2011175, -0.3152494 39.201028)",,,,
42877181,N-332,Ronda d'Espanya,trunk,False,True,75.279,"LINESTRING (-0.3131999 39.1997119, -0.313868 39.2001481)",2,,,
42877181,N-332,Ronda d'Espanya,trunk,False,False,76.482,"LINESTRING (-0.3131999 39.1997119, -0.3129042 39.1995069, -0.3125877 39.1992162)",2,,,
42877182,N-332,Ronda del Cabanyal,trunk,False,False,25.594,"LINESTRING (-0.3125877 39.1992162, -0.3123722 39.1990578)",,,,
132854362,,Ronda d'Espanya,residential,True,False,62.916,"LINESTRING (-0.3125877 39.1992162, -0.3120011 39.1988793)",1,,,
153943246,,Carrer de Sebastià Diego,residential,False,True,49.014,"LINESTRING (-0.3125877 39.1992162, -0.3128216 39.1988144)",,,,
42877181,N-332,Ronda d'Espanya,trunk,False,True,76.482,"LINESTRING (-0.3125877 39.1992162, -0.3129042 39.1995069, -0.3131999 39.1997119)",2,,,
42877182,N-332,Ronda del Cabanyal,trunk,False,False,46.17400000000001,"LINESTRING (-0.3114701 39.1984941, -0.3111378 39.1982885, -0.3110443 39.1982427)",,,,
42877182,N-332,Ronda del Cabanyal,trunk,False,True,46.155,"LINESTRING (-0.3114701 39.1984941, -0.3118471 39.1987083, -0.3118988 39.1987427)",,,,
131746798,,Carrer de Sant Miquel,residential,True,False,110.417,"LINESTRING (-0.3131216 39.2023394, -0.313702 39.2014541)",,,,
131504790,,Carrer de la Mare de Déu,residential,True,False,72.015,"LINESTRING (-0.3131216 39.2023394, -0.3127319 39.2022531, -0.3124977 39.2021943, -0.312321 39.2021538)",2,50,,
42877180,N-332,Ronda d'Espanya,trunk,False,True,86.73,"LINESTRING (-0.3144345 39.2005625, -0.3151417 39.2011175)",,,,
"[42877180, 42877181]",N-332,Ronda d'Espanya,trunk,False,False,48.86,"LINESTRING (-0.3144345 39.2005625, -0.3140618 39.20028, -0.3140308 39.200254)",2,,,
153764130,,,tertiary,True,False,53.623000000000005,"LINESTRING (-0.3144345 39.2005625, -0.314414 39.2005126, -0.3143282 39.2004274, -0.3142262 39.200336, -0.3141431 39.2002611, -0.3141005 39.2001644)",,,,
131746797,,Carrer de Francisco Victoria,residential,True,False,90.337,"LINESTRING (-0.3139429 39.2010769, -0.314834 39.2015049)",,,,
131746798,,Carrer de Sant Miquel,residential,True,False,47.704,"LINESTRING (-0.3139429 39.2010769, -0.3141908 39.2006933)",,,,
131746799,CV-5002,Carrer de Sant Josep,residential,True,False,129.788,"LINESTRING (-0.3131723 39.2011909, -0.312321 39.2021538)",,,,
131746801,,Carrer Nou,residential,True,False,55.313,"LINESTRING (-0.3131723 39.2011909, -0.3126193 39.2009383)",,,,
131746798,,Carrer de Sant Miquel,residential,True,False,46.798,"LINESTRING (-0.313702 39.2014541, -0.3139429 39.2010769)",,,,
131746801,,Carrer Nou,residential,True,False,54.22,"LINESTRING (-0.313702 39.2014541, -0.3131723 39.2011909)",,,,
42877180,N-332,Ronda d'Espanya,trunk,False,False,77.627,"LINESTRING (-0.3157924 39.2016003, -0.3151417 39.2011175)",,,,
131746796,,Avenida del Mestre Serrano,residential,True,False,36.065,"LINESTRING (-0.3157924 39.2016003, -0.3156851 39.2019138)",,,,
42877180,N-332,Ronda d'Espanya,trunk,False,True,18.395,"LINESTRING (-0.3157924 39.2016003, -0.3158613 39.2016582, -0.315941 39.201719)",,,,
131746797,,Carrer de Francisco Victoria,residential,True,False,86.288,"LINESTRING (-0.314834 39.2015049, -0.3156851 39.2019138)",,,,
131746800,,Carrer Foradat,residential,True,False,50.583,"LINESTRING (-0.314834 39.2015049, -0.3151417 39.2011175)",,,,
131746800,,Carrer Foradat,residential,True,False,47.902,"LINESTRING (-0.3145433 39.2018721, -0.314834 39.2015049)",,,,
131746801,,Carrer Nou,residential,True,False,86.114,"LINESTRING (-0.3145433 39.2018721, -0.313702 39.2014541)",,,,
131746796,,Avenida del Mestre Serrano,residential,True,False,52.373,"LINESTRING (-0.3156851 39.2019138, -0.3155522 39.2023734)",,,,
1164691623,CV-5002,Carrer de la Mare de Déu,residential,True,False,21.302999999999997,"LINESTRING (-0.312321 39.2021538, -0.3122193 39.2021305, -0.3120981 39.2020744)",2,50,,
131746796,,Avenida del Mestre Serrano,residential,True,False,35.637,"LINESTRING (-0.3155522 39.2023734, -0.315442 39.2026823)",,,,
131746801,,Carrer Nou,residential,True,False,103.27,"LINESTRING (-0.3155522 39.2023734, -0.3145433 39.2018721)",,,,
131504790,,Carrer de la Mare de Déu,residential,True,False,41.188,"LINESTRING (-0.3142342 39.2025206, -0.3137665 39.2024441)",2,50,,
131746800,,Carrer Foradat,residential,True,False,76.872,"LINESTRING (-0.3142342 39.2025206, -0.3145433 39.2018721)",,,,
131504790,,Carrer de la Mare de Déu,residential,True,False,102.19500000000001,"LINESTRING (-0.315442 39.2026823, -0.3150066 39.2026196, -0.3145395 39.2025526, -0.3142741 39.202523)",2,50,,
