osmid,oneway,name,highway,reversed,length,lanes,ref,maxspeed,tunnel,geometry,access,junction
4706259,True,יצחק קריב,tertiary,False,11.389,,,,,"LINESTRING (35.2272522 31.7757682, 35.227142 31.7758096)",,
"[234683419, 234683429, 334278015]",True,יפו,trunk,False,297.80999999999995,"['1', '2']",60,50,yes,"LINESTRING (35.2272522 31.7757682, 35.2273023 31.7761494, 35.2273285 31.7763488, 35.2273265 31.7763905, 35.2273116 31.7764476, 35.2272887 31.7765264, 35.2272609 31.7765893, 35.2272046 31.7766745, 35.2270898 31.7767852, 35.22647 31.7772856, 35.2260633 31.777614, 35.2259668 31.7777098, 35.2257598 31.7779153)",,
231422044,False,שלמה המלך,tertiary,False,53.63,,,,,"LINESTRING (35.2242284 31.7786265, 35.2236951 31.7784619)",,
4710022,True,כורש,residential,False,165.04500000000002,1,,30,,"LINESTRING (35.2242284 31.7786265, 35.2242012 31.7786902, 35.2241752 31.778732, 35.2241549 31.7787554, 35.2241267 31.7787796, 35.2236001 31.7791078, 35.2235444 31.7791427, 35.222888 31.7795523)",,
231422044,False,שלמה המלך,tertiary,True,63.437000000000005,,,,,"LINESTRING (35.2242284 31.7786265, 35.2243947 31.7786756, 35.2245537 31.7787317, 35.2247209 31.7787928, 35.2248471 31.7788461)",,
217279059,True,,tertiary_link,False,36.007,,,,,"LINESTRING (35.2231236 31.7776326, 35.2230747 31.7776601, 35.2230368 31.7776876, 35.2229987 31.7777177, 35.2229742 31.777742, 35.2229503 31.7777689, 35.2229328 31.7777922, 35.2229184 31.7778155, 35.2229107 31.777834, 35.2229045 31.7778515, 35.2229013 31.7778812)",,
771909617,True,יצחק קריב,tertiary,False,26.82,,,,,"LINESTRING (35.2231236 31.7776326, 35.2228983 31.7776947, 35.2228532 31.7777056)",,
29859164,True,משעול הגבורה,residential,False,115.63799999999999,,,50,,"LINESTRING (35.2245593 31.7813079, 35.2244933 31.78128, 35.2242058 31.7811587, 35.2234635 31.7808455)",destination,
231422039,True,שבטי ישראל,tertiary,False,167.673,,,,,"LINESTRING (35.2245593 31.7813079, 35.2245378 31.7815462, 35.2245383 31.7817318, 35.2245203 31.782023, 35.2245135 31.7821341, 35.2244989 31.7825595, 35.2244927 31.7826733, 35.2244795 31.7828138)",,
"[235952676, 4719663]",True,"['ינאי', 'שלומציון המלכה']",residential,False,304.57500000000005,1,,30,,"LINESTRING (35.221692 31.7801058, 35.2219742 31.7796838, 35.2221817 31.7793736, 35.2224072 31.7790219, 35.2226268 31.7786591, 35.2229179 31.7787809, 35.2230212 31.778811, 35.2231444 31.7788189, 35.2232507 31.7788058, 35.2233246 31.7787744, 35.2235957 31.7785978, 35.2236454 31.7785544, 35.2236766 31.7785081, 35.2236951 31.7784619)",,
