osmid,name,highway,oneway,reversed,length,lanes,maxspeed,width,geometry,bridge,junction
24907396,Victoria Road,secondary,False,False,124.63,,,,"LINESTRING (-159.7697422 -21.2055122, -159.7694056 -21.2065882)",,
640790770,Ara Tapu,primary,False,False,147.499,2,50,6,"LINESTRING (-159.7697422 -21.2055122, -159.7704867 -21.2056076, -159.7711444 -21.2057331)",,
640790770,Ara Tapu,primary,False,True,276.248,2,50,6,"LINESTRING (-159.7697422 -21.2055122, -159.7690737 -21.2054605, -159.7686446 -21.2054258, -159.7685374 -21.2054117, -159.7683744 -21.2053903, -159.7682501 -21.205374, -159.7680545 -21.2053607, -159.7678546 -21.2053478, -159.7678316 -21.2053444, -159.7677519 -21.2053327, -159.767428 -21.2052852, -159.7673514 -21.2052748, -159.7673129 -21.2052695, -159.7672266 -21.2052616, -159.7671909 -21.2052575, -159.7671325 -21.2052508, -159.767095 -21.2052419)",,
"[640790770, 298278667, 298278669]",Ara Tapu,primary,False,True,50.566,2,50,6,"LINESTRING (-159.7749791 -21.2067333, -159.774954 -21.206724, -159.7747955 -21.2066652, -159.774694 -21.2066129, -159.7745595 -21.2065301, -159.7745467 -21.2065278)",yes,
574825240,Ara Tapu,primary,True,False,31.116999999999997,,50,6,"LINESTRING (-159.7749791 -21.2067333, -159.775122 -21.2068323, -159.7752276 -21.2068895)",,
656507068,Ara Tapu,primary,True,False,16.038,2,50,6,"LINESTRING (-159.7754916 -21.2066968, -159.7754266 -21.2067113, -159.7753794 -21.2067206, -159.7753421 -21.2067331)",,
336080471,Ara Metua,residential,False,True,84.32000000000001,,,,"LINESTRING (-159.7714051 -21.2090617, -159.772004 -21.2092744, -159.7720724 -21.2092266, -159.7721591 -21.2092195)",,
574849577,Ara Metua,residential,False,False,85.64,,,,"LINESTRING (-159.770835 -21.2088587, -159.7700688 -21.2085707)",,
574849577,Ara Metua,residential,False,True,85.64,,,,"LINESTRING (-159.7700688 -21.2085707, -159.770835 -21.2088587)",,
207000190,,residential,False,False,205.203,,,,"LINESTRING (-159.7700688 -21.2085707, -159.7699387 -21.2089178, -159.7698671 -21.2092117, -159.7697993 -21.2093967, -159.769769 -21.2097342, -159.7697832 -21.2099868, -159.7698883 -21.2103635)",,
