osmid,highway,oneway,reversed,length,lanes,name,maxspeed,ref,geometry,junction,bridge
120469696,residential,False,False,65.959,,,,,"LINESTRING (-79.4700105 -1.0223526, -79.4695213 -1.0226882)",,
290949788,primary,False,False,69.918,4,Avenida Walter Andrade Fajardo,50,,"LINESTRING (-79.4700105 -1.0223526, -79.4701238 -1.0229711)",,
290949788,primary,False,True,91.502,4,Avenida Walter Andrade Fajardo,50,,"LINESTRING (-79.4700105 -1.0223526, -79.4698776 -1.0215405)",,
467550917,trunk,True,False,45.675,1,Avenida Guayaquil,50,E25;E30,"LINESTRING (-79.462641 -1.0221171, -79.4630518 -1.0221223)",,
467550919,residential,False,True,11.94,2,Eugenio Espejo,30,,"LINESTRING (-79.462641 -1.0221171, -79.462637 -1.0220098)",,
220735349,trunk,False,True,26.923,2,Calle 1,40,E25;E30,"LINESTRING (-79.4653943 -1.0218077, -79.4651667 -1.0218904)",,
390537942,trunk,True,False,28.567,1,Calle 1,30,E25;E30,"LINESTRING (-79.4653943 -1.0218077, -79.4654529 -1.0217907, -79.4655053 -1.0217661, -79.4655376 -1.0217368, -79.4655943 -1.0216613)",,
167420629,trunk,True,False,75.852,1,Avenida Quito,40,E25,"LINESTRING (-79.4657176 -1.0210024, -79.4658175 -1.0216772)",,
239490794,trunk,False,False,14.417,4,Avenida Quito,50,E25,"LINESTRING (-79.4657176 -1.0210024, -79.4657112 -1.0208729)",,
525810280,trunk,True,False,4.352,2,,30,E25;E30,"LINESTRING (-79.4655943 -1.0216613, -79.4656178 -1.02163)",roundabout,
247095725,secondary,True,False,58.642,,Avenida José Joaquín de Olmedo,,,"LINESTRING (-79.4625743 -1.024356, -79.4625653 -1.0238287)",,
247095724,residential,True,False,94.99600000000001,,Calle Colombia,,,"LINESTRING (-79.4625743 -1.024356, -79.4628883 -1.0242776, -79.4634043 -1.0241531)",,
247091621,secondary,True,False,68.574,,Calle Brasil,50,,"LINESTRING (-79.462578 -1.0255085, -79.4631942 -1.0254813)",,
247091622,secondary,True,False,72.966,2,Avenida José Joaquín de Olmedo,50,,"LINESTRING (-79.462578 -1.0255085, -79.4625766 -1.0248523)",,
247088854,secondary,True,False,29.97,2,Calle Argentina,40,,"LINESTRING (-79.4634811 -1.026296, -79.4632116 -1.0262899)",,
247091619,residential,True,False,51.586,,Calle Camilo Arévalo,,,"LINESTRING (-79.4634811 -1.026296, -79.4634612 -1.0267595)",,
247091620,residential,False,False,69.667,,Calle Argentina,,,"LINESTRING (-79.4634811 -1.026296, -79.4641077 -1.0262896)",,
247095725,secondary,True,False,24.012999999999998,,Avenida José Joaquín de Olmedo,,,"LINESTRING (-79.4625404 -1.0233256, -79.4625114 -1.0232569, -79.4624711 -1.0231991, -79.462425 -1.0231452)",,
220735349,trunk,False,False,26.923,2,Calle 1,40,E25;E30,"LINESTRING (-79.4651667 -1.0218904, -79.4653943 -1.0218077)",,
"[1185103736, 220735348, 220735349]",trunk,False,True,188.33499999999998,2,"['Calle 1', 'Puente Velazco Ibarra']",40,E25;E30,"LINESTRING (-79.4651667 -1.0218904, -79.4648806 -1.0219187, -79.4635522 -1.0220843, -79.4634849 -1.0220927)",,yes
408658555,residential,False,False,86.717,,Calle Bolivar,,,"LINESTRING (-79.4651667 -1.0218904, -79.4650422 -1.0213714, -79.4650292 -1.0211256)",,
107689105,residential,True,False,43.547,,Calle 11,,,"LINESTRING (-79.465996 -1.0288445, -79.4663862 -1.0288104)",,
167420643,residential,False,True,76.192,2,Malecon Eloy Alfaro,10,,"LINESTRING (-79.465996 -1.0288445, -79.4658731 -1.0281704)",,
107689023,residential,False,False,58.497,,Calle 35,,,"LINESTRING (-79.4676679 -1.0204808, -79.4674146 -1.0200197)",,
107689023,residential,False,True,42.234,,Calle 35,,,"LINESTRING (-79.4676679 -1.0204808, -79.4680476 -1.0204926)",,
107689143,residential,False,True,80.058,,Ayacucho,,,"LINESTRING (-79.4676679 -1.0204808, -79.4670363 -1.0208266)",,
220735354,residential,False,True,55.873,,Calle 2,,,"LINESTRING (-79.4684202 -1.0198754, -79.4681167 -1.0202759)",,
167421802,residential,False,True,137.539,,,,,"LINESTRING (-79.4684202 -1.0198754, -79.4688196 -1.0202886, -79.4689823 -1.0205213, -79.4691667 -1.0208517)",,
107688884,residential,False,True,28.959,,Amazonas,,,"LINESTRING (-79.4679425 -1.0207925, -79.4678974 -1.021049)",,
220735354,residential,False,True,121.686,,Calle 2,,,"LINESTRING (-79.4679425 -1.0207925, -79.4670089 -1.0213637)",,
220735354,residential,False,False,35.492,,Calle 2,,,"LINESTRING (-79.4679425 -1.0207925, -79.4679722 -1.0207426, -79.4680476 -1.0204926)",,
107689105,residential,True,False,11.926,,Calle 11,,,"LINESTRING (-79.4697891 -1.0275851, -79.4698909 -1.0275513)",,
264968476,residential,True,False,80.688,,12 de Octubre,,,"LINESTRING (-79.4697891 -1.0275851, -79.4695061 -1.0269169)",,
167420635,residential,True,False,77.806,2,Calle 10,50,,"LINESTRING (-79.4677673 -1.0275409, -79.4671009 -1.0277546)",,
239576501,secondary,True,False,87.93499999999999,3,Avenida 7 de Octubre,50,E30,"LINESTRING (-79.4677673 -1.0275409, -79.4677935 -1.0276164, -79.4680026 -1.0282333, -79.4680217 -1.0282897)",,
220735354,residential,False,False,55.873,,Calle 2,,,"LINESTRING (-79.4681167 -1.0202759, -79.4684202 -1.0198754)",,
220735354,residential,False,True,25.291,,Calle 2,,,"LINESTRING (-79.4681167 -1.0202759, -79.4680476 -1.0204926)",,
444985857,tertiary,True,False,5.817,2,June Guzmán,50,,"LINESTRING (-79.4680259 -1.0258707, -79.4680058 -1.0258224)",,
1178317153,residential,True,False,90.22200000000001,,Calle 8,30,,"LINESTRING (-79.4680259 -1.0258707, -79.4673629 -1.0261041, -79.4672543 -1.0261059)",,
107688649,living_street,False,True,80.047,,Avenida Los Alamos,,,"LINESTRING (-79.4672329 -1.0231027, -79.4675788 -1.023041, -79.4678823 -1.0228318)",,
107689105,residential,True,False,77.61,,Calle 11,,,"LINESTRING (-79.4673877 -1.0285818, -79.4680217 -1.0282897)",,
120703475,secondary,True,False,97.35,3,Calle Bolivar,60,E30,"LINESTRING (-79.4673877 -1.0285818, -79.4671009 -1.0277546)",,
290949788,primary,False,False,40.29,4,Avenida Walter Andrade Fajardo,50,,"LINESTRING (-79.4701315 -1.0230222, -79.4702483 -1.0233652)",,
290949788,primary,False,True,5.746,4,Avenida Walter Andrade Fajardo,50,,"LINESTRING (-79.4701315 -1.0230222, -79.4701238 -1.0229711)",,
1179812442,residential,True,False,78.656,,Avenida Los Alamos,,,"LINESTRING (-79.4701315 -1.0230222, -79.4695005 -1.0233421)",,
107688820,residential,False,False,116.137,,Callejón Chang,,,"LINESTRING (-79.4672221 -1.022612, -79.466626 -1.0228679, -79.4666041 -1.022889, -79.4665981 -1.0229151, -79.4667092 -1.023235)",,
107688581,residential,False,True,65.386,,Calle 40,,,"LINESTRING (-79.4689364 -1.0218771, -79.4692582 -1.0223693)",,
167421775,residential,False,False,44.004,,,,,"LINESTRING (-79.4689364 -1.0218771, -79.4685761 -1.0220409)",,
107688581,residential,False,False,68.919,,Calle 40,,,"LINESTRING (-79.4689364 -1.0218771, -79.4687151 -1.0214373, -79.4686629 -1.021321)",,
167421775,residential,False,True,113.87300000000002,,,,,"LINESTRING (-79.4689364 -1.0218771, -79.4692103 -1.0217496, -79.4694624 -1.0215993, -79.4698643 -1.0214504)",,
167699857,residential,False,False,23.45,,Calle 9,,,"LINESTRING (-79.4695438 -1.025883, -79.4697504 -1.0258405)",,
107688803,residential,False,False,143.39999999999998,2,Marcos Quintana,30,,"LINESTRING (-79.4695438 -1.025883, -79.4692652 -1.025378, -79.4689357 -1.0247458)",,
467551749,residential,False,False,92.022,2,Eugenio Espejo,30,,"LINESTRING (-79.4624537 -1.0199098, -79.4625272 -1.0207341)",,
107688884,residential,False,False,48.659,,Amazonas,,,"LINESTRING (-79.4689682 -1.0225794, -79.4687063 -1.0222288)",,
