osmid,highway,oneway,reversed,length,ref,name,geometry,lanes,maxspeed,bridge,tunnel
1046491845,residential,False,True,63.038,,,"LINESTRING (20.3375484 42.991761, 20.3382595 42.9919865)",,,,
1190357333,secondary,False,True,93.61699999999999,203,ЈНА,"LINESTRING (20.3375484 42.991761, 20.3376122 42.9916655, 20.3377029 42.9915164, 20.337728 42.9914539, 20.3377474 42.9913975, 20.3377614 42.9913371, 20.3377673 42.9912912, 20.3377686 42.9912307, 20.3377664 42.9910737, 20.3377676 42.9910193, 20.3377441 42.9909516)",,,,
222769147,secondary,False,False,12.928,203,Треће санџачке бригаде,"LINESTRING (20.3379396 42.9907858, 20.3378989 42.9908, 20.3378689 42.9908194, 20.3378227 42.9908615)",2,40,,
222769147,secondary,False,True,169.605,203,Треће санџачке бригаде,"LINESTRING (20.3379396 42.9907858, 20.3379703 42.9906772, 20.3382479 42.9899381, 20.3384047 42.9895412, 20.3385004 42.9893171)",2,40,,
1208991096,residential,False,False,87.958,,Богољуба Чукића,"LINESTRING (20.3379396 42.9907858, 20.3380571 42.9907598, 20.3382676 42.9907044, 20.3384578 42.9906385, 20.3389201 42.9904573)",,,,
26946878,residential,False,True,73.872,,Револуције,"LINESTRING (20.3375878 42.9891351, 20.3376479 42.9889947, 20.3378779 42.9885056)",2,,,
222769186,residential,True,False,90.993,,Револуције,"LINESTRING (20.3375878 42.9891351, 20.3385535 42.9889094, 20.3386531 42.9888853)",1,,,
222765194,residential,False,False,170.17000000000002,,Његошева,"LINESTRING (20.3357887 42.9890926, 20.3357511 42.9891262, 20.3352096 42.9896112, 20.3349445 42.9898487, 20.3345349 42.9902701, 20.3344949 42.9902929)",1,,,
"[420084122, 222769211]",residential,False,"[False, True]",402.246,,"['Ибарска', 'Омладинска']","LINESTRING (20.3357887 42.9890926, 20.3363799 42.9895782, 20.3364425 42.9896304, 20.3364855 42.9896113, 20.3367225 42.9888756, 20.3367587 42.9885288, 20.3367857 42.9873981, 20.3367503 42.9870803, 20.3366725 42.986778)","['1', '2']",,,
"[222769198, 510528133, 510528134]",residential,False,"[False, True]",245.782,,Омладинска,"LINESTRING (20.3357887 42.9890926, 20.3357323 42.9885243, 20.3357184 42.9883414, 20.3356393 42.98823, 20.334902 42.9883655, 20.3345949 42.988425, 20.3344951 42.9884382, 20.3343322 42.9884513, 20.3341186 42.9884621, 20.3338963 42.9884548, 20.3338555 42.9884525)",,,,
222765240,secondary,False,False,75.125,202,Пештерска,"LINESTRING (20.331677 42.9892319, 20.3308783 42.9888926)",,,,
222765240,secondary,False,True,152.023,202,Пештерска,"LINESTRING (20.331677 42.9892319, 20.333344 42.9898502)",,,,
222769157,residential,False,True,75.614,,29. Новембар,"LINESTRING (20.331677 42.9892319, 20.3321763 42.9886583)",,,,
1085934274,residential,False,False,89.803,,29. Новембар,"LINESTRING (20.331677 42.9892319, 20.3311468 42.9899403)",,,,
222765194,residential,False,True,170.17,,Његошева,"LINESTRING (20.3344949 42.9902929, 20.3345349 42.9902701, 20.3349445 42.9898487, 20.3352096 42.9896112, 20.3357511 42.9891262, 20.3357887 42.9890926)",1,,,
222765233,residential,False,True,42.10999999999999,,Његошева,"LINESTRING (20.3344949 42.9902929, 20.3344363 42.9903344, 20.3344041 42.9903624, 20.3342609 42.9905045, 20.3342424 42.9905264, 20.334224 42.9905483, 20.3341975 42.9905682, 20.3341683 42.9905842)",,,,
222765240,secondary,False,False,105.77,202,Пештерска,"LINESTRING (20.3344949 42.9902929, 20.3342238 42.9901939, 20.3336561 42.9899721, 20.333344 42.9898502)",,,,
222765240,secondary,False,True,113.38,202,Пештерска,"LINESTRING (20.3344949 42.9902929, 20.3346042 42.9903354, 20.3354675 42.9906608, 20.3355544 42.9907006, 20.3356097 42.9907315, 20.3357044 42.9907933)",,,,
222765240,secondary,False,True,75.125,202,Пештерска,"LINESTRING (20.3308783 42.9888926, 20.331677 42.9892319)",,,,
222765199,residential,False,False,122.829,,Суља Хамзагића,"LINESTRING (20.3311468 42.9899403, 20.3324958 42.9904368)",,,,
1085934274,residential,False,True,89.803,,29. Новембар,"LINESTRING (20.3311468 42.9899403, 20.331677 42.9892319)",,,,
"[1085934274, 1085934275, 222765235]",residential,False,False,83.918,,29. Новембар,"LINESTRING (20.3311468 42.9899403, 20.3309149 42.9903288, 20.3308886 42.9903633, 20.3308495 42.99042, 20.3306963 42.9906183)",,,yes,
222765199,residential,False,True,122.829,,Суља Хамзагића,"LINESTRING (20.3324958 42.9904368, 20.3311468 42.9899403)",,,,
420110793,residential,False,True,111.876,,Радничка,"LINESTRING (20.3324958 42.9904368, 20.3318481 42.9913244)",,,,
222765199,residential,False,False,63.063,,Суља Хамзагића,"LINESTRING (20.3324958 42.9904368, 20.3329583 42.9906732, 20.3331341 42.9907587)",,,,
"[1085934274, 222765235, 1085934275]",residential,False,True,83.918,,29. Новембар,"LINESTRING (20.3306963 42.9906183, 20.3308495 42.99042, 20.3308886 42.9903633, 20.3309149 42.9903288, 20.3311468 42.9899403)",,,yes,
222765193,secondary,False,False,115.69200000000001,202,7. Јула,"LINESTRING (20.3373508 42.9905082, 20.3373277 42.9905045, 20.3373039 42.9905053, 20.3372788 42.9905085, 20.337257 42.9905152, 20.3368085 42.9907425, 20.3365105 42.9909044, 20.3363755 42.9909751, 20.3362602 42.9910316, 20.3362348 42.9910403, 20.3362094 42.991047, 20.3361862 42.9910522, 20.3361615 42.9910543)",2,,,
"[420084120, 556417633, 420084121]",secondary,True,False,55.97,202,,"LINESTRING (20.3373508 42.9905082, 20.3374217 42.9905282, 20.3374762 42.9905573, 20.3375481 42.9906215, 20.3376913 42.9907767, 20.3377333 42.9908047, 20.3378227 42.9908615)",,,yes,
222765199,residential,False,False,38.083,,Суља Хамзагића,"LINESTRING (20.3331341 42.9907587, 20.3335028 42.9909698)",,,,
222765203,residential,False,True,149.337,,Саве Коачевића,"LINESTRING (20.3331341 42.9907587, 20.3322331 42.9919289)",,,,
222765199,residential,False,True,63.063,,Суља Хамзагића,"LINESTRING (20.3331341 42.9907587, 20.3329583 42.9906732, 20.3324958 42.9904368)",,,,
510528140,residential,True,False,112.293,,Двадесеттрећег новембра,"LINESTRING (20.3354195 42.99092, 20.3353034 42.9909956, 20.3351878 42.9911159, 20.3351187 42.9911816, 20.3350697 42.9912095, 20.3349654 42.9912313, 20.3348237 42.9912564, 20.3345245 42.9912741, 20.334382 42.9912699, 20.3342335 42.9912474)",,,,
512372476,residential,True,False,109.031,,Ковачка,"LINESTRING (20.3354195 42.99092, 20.3352312 42.9908617, 20.3343718 42.9906736, 20.3342668 42.9906392, 20.3342026 42.9906028, 20.3341683 42.9905842)",1,,,
222765193,secondary,False,True,115.69200000000001,202,7. Јула,"LINESTRING (20.3361615 42.9910543, 20.3361862 42.9910522, 20.3362094 42.991047, 20.3362348 42.9910403, 20.3362602 42.9910316, 20.3363755 42.9909751, 20.3365105 42.9909044, 20.3368085 42.9907425, 20.337257 42.9905152, 20.3372788 42.9905085, 20.3373039 42.9905053, 20.3373277 42.9905045, 20.3373508 42.9905082)",2,,,
222765200,tertiary,False,True,177.168,,7. Јула,"LINESTRING (20.3361615 42.9910543, 20.3361495 42.9911066, 20.3361217 42.9911416, 20.33608 42.991166, 20.336033 42.9911888, 20.3355137 42.9913333, 20.3349417 42.9914951, 20.3344578 42.9916638, 20.3343012 42.9916955, 20.3342369 42.9917211)",,,,
222765240,secondary,False,False,47.355999999999995,202,Пештерска,"LINESTRING (20.3361615 42.9910543, 20.3361271 42.9910445, 20.3361025 42.9910347, 20.3360589 42.9910121, 20.3359523 42.990948, 20.3357423 42.9908159, 20.3357044 42.9907933)",,,,
420110793,residential,False,False,111.876,,Радничка,"LINESTRING (20.3318481 42.9913244, 20.3324958 42.9904368)",,,,
222765210,residential,False,True,83.848,,Радничка,"LINESTRING (20.3317065 42.9915289, 20.3312251 42.9921957)",,,,
826092828,residential,False,True,42.049,,Двадесеттрећег новембра,"LINESTRING (20.3340565 42.9916027, 20.3342335 42.9912474)",,,,
222765223,residential,False,False,19.714,,,"LINESTRING (20.3340565 42.9916027, 20.3342042 42.9916986, 20.3342369 42.9917211)",,,,
222769182,residential,False,False,73.274,,Двадесеттрећег новембра,"LINESTRING (20.3340565 42.9916027, 20.3339849 42.9917563, 20.3335272 42.9921232)",,,,
222765200,tertiary,False,False,177.16799999999995,,7. Јула,"LINESTRING (20.3342369 42.9917211, 20.3343012 42.9916955, 20.3344578 42.9916638, 20.3349417 42.9914951, 20.3355137 42.9913333, 20.336033 42.9911888, 20.33608 42.991166, 20.3361217 42.9911416, 20.3361495 42.9911066, 20.3361615 42.9910543)",,,,
222765200,tertiary,False,True,71.757,,7. Јула,"LINESTRING (20.3342369 42.9917211, 20.3340357 42.991851, 20.3336101 42.9921746)",,,,
222765223,residential,False,True,19.714,,,"LINESTRING (20.3342369 42.9917211, 20.3342042 42.9916986, 20.3340565 42.9916027)",,,,
222765203,residential,False,False,149.337,,Саве Коачевића,"LINESTRING (20.3322331 42.9919289, 20.3331341 42.9907587)",,,,
222765202,residential,False,True,38.812,,Штавичка,"LINESTRING (20.3320335 42.9920287, 20.3318067 42.9923358)",,,,
222765243,residential,False,True,42.344,,Штавичка,"LINESTRING (20.3307268 42.9920854, 20.3312251 42.9921957)",,,,
222765207,residential,False,False,117.315,,Бошка Бухе,"LINESTRING (20.3307268 42.9920854, 20.3314014 42.9911963, 20.3314411 42.9911715)",,,,
222765210,residential,False,False,83.848,,Радничка,"LINESTRING (20.3312251 42.9921957, 20.3317065 42.9915289)",,,,
222765243,residential,False,False,42.344,,Штавичка,"LINESTRING (20.3312251 42.9921957, 20.3307268 42.9920854)",,,,
222765243,residential,False,True,28.051,,Штавичка,"LINESTRING (20.3312251 42.9921957, 20.3315506 42.9922791)",,,,
222765243,residential,False,False,28.051,,Штавичка,"LINESTRING (20.3315506 42.9922791, 20.3312251 42.9921957)",,,,
222765243,residential,False,True,21.763,,Штавичка,"LINESTRING (20.3315506 42.9922791, 20.3318067 42.9923358)",,,,
222765202,residential,False,False,38.812,,Штавичка,"LINESTRING (20.3318067 42.9923358, 20.3320335 42.9920287)",,,,
222765243,residential,False,False,21.763,,Штавичка,"LINESTRING (20.3318067 42.9923358, 20.3315506 42.9922791)",,,,
222765243,residential,False,True,33.35,,Штавичка,"LINESTRING (20.3318067 42.9923358, 20.3321915 42.9924394)",,,,
222765212,residential,False,True,96.031,,Пионирска,"LINESTRING (20.3321915 42.9924394, 20.3315179 42.9931487)",,,,
222765243,residential,False,False,33.35,,Штавичка,"LINESTRING (20.3321915 42.9924394, 20.3318067 42.9923358)",,,,
222765243,residential,False,True,66.138,,Штавичка,"LINESTRING (20.3321915 42.9924394, 20.3324922 42.9925073, 20.3326224 42.9925601, 20.3328545 42.9926846, 20.3328952 42.9927186)",,,,
222765200,tertiary,False,False,83.904,,7. Јула,"LINESTRING (20.3328952 42.9927186, 20.3336101 42.9921746)",,,,
222765200,tertiary,False,True,101.557,,7. Јула,"LINESTRING (20.3328952 42.9927186, 20.3327299 42.9928879, 20.3324375 42.9932625, 20.3323368 42.9934021, 20.3322628 42.9935048)",,,,
222765243,residential,False,False,66.138,,Штавичка,"LINESTRING (20.3328952 42.9927186, 20.3328545 42.9926846, 20.3326224 42.9925601, 20.3324922 42.9925073, 20.3321915 42.9924394)",,,,
222765219,residential,False,True,41.522,,Маршала Тита,"LINESTRING (20.331086 42.9929496, 20.3315179 42.9931487)",,,,
