osmid,name,highway,oneway,reversed,length,geometry,ref,lanes,bridge,maxspeed
255923516,Немањина,residential,False,False,86.482,"LINESTRING (21.8692784 43.6457028, 21.8692503 43.645674, 21.8692425 43.6456522, 21.869226 43.6455243, 21.8692017 43.6453907, 21.8691926 43.6453446, 21.8691784 43.6452733, 21.8691421 43.6451619, 21.8691386 43.645151, 21.8690773 43.6450006, 21.8690607 43.6449462)",,,,
255923516,Немањина,residential,False,True,31.212,"LINESTRING (21.8692784 43.6457028, 21.8693047 43.6457176, 21.8693377 43.645745, 21.869361 43.6457942, 21.8693892 43.6458834, 21.8694096 43.6459587)",,,,
416179998,Немањина,residential,False,False,61.509,"LINESTRING (21.8692784 43.6457028, 21.8692347 43.6457218, 21.8691628 43.6457379, 21.8689666 43.6457675, 21.8689229 43.6457801, 21.8689025 43.645797, 21.8688947 43.6458117, 21.8688947 43.6458406, 21.868924 43.6459421, 21.868783 43.6459882)",,,,
416180014,Миладина Живановића,secondary,False,True,24.539,"LINESTRING (21.8697088 43.6464955, 21.8698257 43.6465083, 21.8699089 43.6465325, 21.8699241 43.6465362, 21.870001 43.6465547)",217,,,
814536257,Радета Живковића,secondary,False,False,258.26900000000006,"LINESTRING (21.8697088 43.6464955, 21.8696299 43.6464636, 21.8695476 43.6464546, 21.8695287 43.6464537, 21.8694516 43.6464501, 21.8693581 43.6464498, 21.869231 43.6464519, 21.8687168 43.6464737, 21.8685785 43.6464753, 21.8684779 43.6464724, 21.8684149 43.6464656, 21.8683304 43.646452, 21.8682607 43.6464336, 21.8681988 43.6464105, 21.8681346 43.6463841, 21.8680756 43.6463491, 21.8680112 43.6463035, 21.8679682 43.6462628, 21.8679334 43.646223, 21.8678945 43.6461735, 21.8678709 43.6461332, 21.8678436 43.6460793, 21.8678167 43.6460211, 21.8677899 43.6459522, 21.8676827 43.6456754, 21.8675721 43.6454034, 21.8675428 43.6453314)",217,2,,
416179988,Радета Живковића,residential,True,False,25.813,"LINESTRING (21.870001 43.6465547, 21.8699357 43.6465956, 21.869919 43.6466081, 21.8699009 43.6466217, 21.8698718 43.6466476, 21.8698578 43.64666, 21.8697876 43.6467269)",,,,
416180014,Миладина Живановића,secondary,False,False,24.539,"LINESTRING (21.870001 43.6465547, 21.8699241 43.6465362, 21.8699089 43.6465325, 21.8698257 43.6465083, 21.8697088 43.6464955)",217,,,
416180014,Миладина Живановића,secondary,False,True,149.0,"LINESTRING (21.870001 43.6465547, 21.8700671 43.6465685, 21.8701309 43.6465757, 21.8702026 43.6465801, 21.870275 43.6465791, 21.8703407 43.6465723, 21.870414 43.6465602, 21.8705191 43.6465325, 21.870676 43.6464801, 21.8708597 43.6464122, 21.8710676 43.6463336, 21.8713412 43.6462356, 21.8715996 43.646146, 21.8716395 43.646131, 21.8717019 43.6461077)",217,,,
"[415878866, 415878867, 255925228]",Кнеза Милоша,residential,False,True,374.26700000000005,"LINESTRING (21.8752177 43.6452891, 21.8752393 43.6453546, 21.8752754 43.6454639, 21.8753281 43.6455868, 21.8753643 43.6456596, 21.8753764 43.6456975, 21.8753826 43.6457399, 21.8753512 43.6462537, 21.8753822 43.6464358, 21.8753869 43.6464508, 21.8754348 43.6465517, 21.875468 43.6466207, 21.875501 43.6466868, 21.8756238 43.6468506, 21.8758147 43.6471248, 21.8759326 43.647301, 21.8759526 43.647353, 21.8759726 43.6474225, 21.875985 43.6475074, 21.8760127 43.6476971, 21.8760414 43.6478839, 21.8760515 43.6479191, 21.8761717 43.6482986, 21.8762535 43.6485228)",,,yes,
1065458019,Миладина Живановића,secondary,False,True,96.164,"LINESTRING (21.8752177 43.6452891, 21.8753175 43.6452787, 21.8754047 43.6452651, 21.8754959 43.6452477, 21.8755755 43.6452271, 21.8756394 43.645204, 21.8756917 43.6451807, 21.8757521 43.6451477, 21.8758084 43.645107, 21.8758778 43.645044, 21.8760404 43.6448876, 21.8761336 43.6447968)",217,,,
