osmid,name,highway,oneway,reversed,length,lanes,geometry,maxspeed,ref,bridge,tunnel
"[284307749, 1179751604, 1179751605]",Првог маја,residential,False,False,128.315,,"LINESTRING (19.1623383 44.5125572, 19.1623701 44.5125535, 19.1624888 44.5125395, 19.1625653 44.5124769, 19.1624775 44.5123069, 19.1624949 44.5121403, 19.1625854 44.5118918, 19.1629287 44.5116317)",,,yes,
"[1179751604, 284307749, 1179751605]",Првог маја,residential,False,True,128.315,,"LINESTRING (19.1629287 44.5116317, 19.1625854 44.5118918, 19.1624949 44.5121403, 19.1624775 44.5123069, 19.1625653 44.5124769, 19.1624888 44.5125395, 19.1623701 44.5125535, 19.1623383 44.5125572)",,,yes,
95236826,Филипа Кљајића,residential,False,False,97.57900000000001,,"LINESTRING (19.1588089 44.5121825, 19.1587959 44.5123438, 19.158658 44.513053)",,,,
766085993,,residential,False,True,74.989,,"LINESTRING (19.1588089 44.5121825, 19.1593597 44.5122291, 19.1597495 44.5122068)",,,,
92346929,Маршала Тита,tertiary,False,False,152.4,,"LINESTRING (19.1640522 44.5160082, 19.1621529 44.5157977)",,,,
95099393,Вука Караџића,residential,False,False,256.64,,"LINESTRING (19.1640522 44.5160082, 19.1642518 44.5145602, 19.1643879 44.5137127)",,,,
284307748,Првог маја,residential,False,True,44.986,,"LINESTRING (19.1624562 44.5136431, 19.1623641 44.5140423)",,,,
95099375,Здравка Машановића,residential,False,False,161.97500000000002,,"LINESTRING (19.1624562 44.5136431, 19.1623522 44.5136123, 19.1614731 44.5134972, 19.1612338 44.5135354, 19.161019 44.5135291, 19.1604758 44.5133921)",,,,
284307748,Првог маја,residential,False,False,78.024,,"LINESTRING (19.1624562 44.5136431, 19.1625647 44.5135016, 19.16259 44.5133959, 19.1624135 44.5129814)",,,,
"[1179750509, 1179750510, 1179750511]",Здравка Машановића,residential,False,False,65.86500000000001,,"LINESTRING (19.1624562 44.5136431, 19.1624724 44.5136444, 19.1625884 44.5136536, 19.1626622 44.5136595, 19.1632709 44.5135636)",,,yes,
284307748,Првог маја,residential,False,False,44.986,,"LINESTRING (19.1623641 44.5140423, 19.1624562 44.5136431)",,,,
95099371,Карађорђева,residential,False,True,345.79400000000004,,"LINESTRING (19.1623641 44.5140423, 19.1617271 44.5142941, 19.159874 44.5149953, 19.1592646 44.5152447, 19.1589047 44.5152961, 19.1585831 44.5152912, 19.1584988 44.5153741)",,,,
95099379,Првог маја,residential,False,True,39.974999999999994,,"LINESTRING (19.1623641 44.5140423, 19.162395 44.5142291, 19.1624198 44.5143996)",,,,
807092038,Карађорђева,residential,False,False,167.087,,"LINESTRING (19.1623641 44.5140423, 19.1626713 44.5139269, 19.163551 44.513728, 19.1643879 44.5137127)",,,,
60202373,Маршала Тита,tertiary,False,False,264.472,,"LINESTRING (19.158039 44.5152896, 19.1565758 44.5149685, 19.1562039 44.5149282, 19.156059 44.514924, 19.1558525 44.5149117, 19.1547791 44.5148565)",,,,
92346929,Маршала Тита,tertiary,False,True,37.663,,"LINESTRING (19.158039 44.5152896, 19.1583545 44.5153521, 19.1584988 44.5153741)",,,,
295661441,Филипа Кљајића,tertiary,False,True,253.56099999999998,,"LINESTRING (19.158039 44.5152896, 19.1580774 44.5151696, 19.1581264 44.5150165, 19.1585148 44.5136857, 19.158658 44.513053)",,331,,
"[913642888, 913642889, 284307708]",Устаничка,residential,False,False,143.11499999999998,,"LINESTRING (19.1602075 44.5114942, 19.1602655 44.5114755, 19.1602885 44.5114775, 19.1603689 44.5114846, 19.1619195 44.5118589)",,,yes,
1122007973,Филипа Кљајића,tertiary,False,False,216.29800000000003,,"LINESTRING (19.1602075 44.5114942, 19.1599656 44.5110317, 19.1600251 44.5105425, 19.1598147 44.5103279, 19.1592929 44.5099709, 19.1590814 44.5098672)",,331,,
1122007973,Филипа Кљајића,tertiary,False,True,96.17000000000002,,"LINESTRING (19.1602075 44.5114942, 19.1602698 44.5116899, 19.1602603 44.5118084, 19.1602109 44.5118894, 19.1597495 44.5122068)",,331,,
766085993,,residential,False,False,74.989,,"LINESTRING (19.1597495 44.5122068, 19.1593597 44.5122291, 19.1588089 44.5121825)",,,,
"[284307732, 913642886, 913642887]",,residential,False,True,201.719,,"LINESTRING (19.1597495 44.5122068, 19.1597771 44.5122074, 19.1599099 44.5122102, 19.1603518 44.5122194, 19.1606699 44.5122693, 19.1607398 44.5124032, 19.1606858 44.5126254, 19.1604758 44.5132741, 19.1604758 44.5133921)",,,yes,
1122007973,Филипа Кљајића,tertiary,False,False,96.16999999999999,,"LINESTRING (19.1597495 44.5122068, 19.1602109 44.5118894, 19.1602603 44.5118084, 19.1602698 44.5116899, 19.1602075 44.5114942)",,331,,
1122007973,Филипа Кљајића,tertiary,False,True,127.927,,"LINESTRING (19.1597495 44.5122068, 19.1587324 44.5129788, 19.158658 44.513053)",,331,,
146791021,Народног фронта,residential,False,True,35.383,,"LINESTRING (19.1541377 44.5151121, 19.15401 44.5148072)",,,,
284307747,Народног фронта,residential,False,False,51.204,,"LINESTRING (19.1541377 44.5151121, 19.1541706 44.5153798, 19.1541961 44.5155707)",,,,
913654721,,residential,False,False,72.077,,"LINESTRING (19.1541377 44.5151121, 19.1546548 44.5150981, 19.154691 44.5150904, 19.1547205 44.5150732, 19.1547487 44.5150474, 19.154758 44.5150206, 19.1547661 44.5149604, 19.1547791 44.5148565)",,,,
284307747,Народног фронта,residential,False,False,37.842,,"LINESTRING (19.1541961 44.5155707, 19.1542365 44.5159098)",,,,
284307736,Народног фронта,residential,False,False,223.978,,"LINESTRING (19.1541961 44.5155707, 19.1553208 44.5157228, 19.1554624 44.515742, 19.1555483 44.5157891, 19.1555615 44.5158456, 19.1554844 44.5158864, 19.1547338 44.5159303, 19.1542365 44.5159098)",,,,
284307747,Народног фронта,residential,False,True,51.204,,"LINESTRING (19.1541961 44.5155707, 19.1541706 44.5153798, 19.1541377 44.5151121)",,,,
284307747,Народног фронта,residential,False,True,37.842,,"LINESTRING (19.1542365 44.5159098, 19.1541961 44.5155707)",,,,
284307736,Народног фронта,residential,False,True,223.978,,"LINESTRING (19.1542365 44.5159098, 19.1547338 44.5159303, 19.1554844 44.5158864, 19.1555615 44.5158456, 19.1555483 44.5157891, 19.1554624 44.515742, 19.1553208 44.5157228, 19.1541961 44.5155707)",,,,
"[284307746, 284307747, 146791019]",Народног фронта,residential,False,False,90.582,,"LINESTRING (19.1542365 44.5159098, 19.1543319 44.5163472, 19.1543934 44.5166296, 19.1544054 44.5166885, 19.154408 44.5167151)",,,,yes
284307731,Гаврила Принципа,residential,False,True,183.76,,"LINESTRING (19.1603072 44.5100936, 19.1604309 44.5102043, 19.1605051 44.5103326, 19.1605658 44.5104465, 19.1607322 44.5105299, 19.1612878 44.5106742, 19.1621537 44.5109677)",,,,
284307684,,residential,False,True,25.558,,"LINESTRING (19.1622774 44.5102267, 19.1622976 44.5104561)",,,,
1046411954,Гучевска 3,residential,False,False,88.04399999999998,,"LINESTRING (19.1622774 44.5102267, 19.1624522 44.509988, 19.1625354 44.5099096, 19.1627178 44.5097088, 19.162825 44.5095404)",,,,
284307684,,residential,False,False,25.558,,"LINESTRING (19.1622976 44.5104561, 19.1622774 44.5102267)",,,,
284307658,Првог маја,residential,False,True,58.872,,"LINESTRING (19.1622976 44.5104561, 19.1622886 44.5106951, 19.1622166 44.5108795, 19.1621537 44.5109677)",,,,
284307658,Првог маја,residential,False,False,58.872,,"LINESTRING (19.1621537 44.5109677, 19.1622166 44.5108795, 19.1622886 44.5106951, 19.1622976 44.5104561)",,,,
284307658,Првог маја,residential,False,True,100.936,,"LINESTRING (19.1621537 44.5109677, 19.1620435 44.511497, 19.1620052 44.5116253, 19.1619195 44.5118589)",,,,
284307731,Гаврила Принципа,residential,False,False,183.76,,"LINESTRING (19.1621537 44.5109677, 19.1612878 44.5106742, 19.1607322 44.5105299, 19.1605658 44.5104465, 19.1605051 44.5103326, 19.1604309 44.5102043, 19.1603072 44.5100936)",,,,
284307658,Првог маја,residential,False,True,12.943,,"LINESTRING (19.1619195 44.5118589, 19.1618917 44.5119736)",,,,
284307658,Првог маја,residential,False,False,100.936,,"LINESTRING (19.1619195 44.5118589, 19.1620052 44.5116253, 19.1620435 44.511497, 19.1621537 44.5109677)",,,,
"[913642888, 913642889, 284307708]",Устаничка,residential,False,True,143.11499999999998,,"LINESTRING (19.1619195 44.5118589, 19.1603689 44.5114846, 19.1602885 44.5114775, 19.1602655 44.5114755, 19.1602075 44.5114942)",,,yes,
284307675,,residential,False,False,15.453,,"LINESTRING (19.1527485 44.5123418, 19.1526169 44.5124443)",,,,
284307688,Народног фронта,residential,False,False,20.786,,"LINESTRING (19.1527485 44.5123418, 19.1525772 44.5122003)",,,,
284307688,Народног фронта,residential,False,True,57.986,,"LINESTRING (19.1527485 44.5123418, 19.1532511 44.5127206)",,,,
284307675,,residential,False,True,15.453,,"LINESTRING (19.1526169 44.5124443, 19.1527485 44.5123418)",,,,
284307688,Народног фронта,residential,False,False,57.986,,"LINESTRING (19.1532511 44.5127206, 19.1527485 44.5123418)",,,,
1179712423,Партизанска,residential,False,False,103.2,,"LINESTRING (19.1532511 44.5127206, 19.1540969 44.5120152)",,,,
284307688,Народног фронта,residential,False,True,41.887,,"LINESTRING (19.1532511 44.5127206, 19.1533226 44.5128204, 19.1533592 44.512961, 19.1534077 44.5130776)",,,,
284307722,Војвођанских Бригада,residential,False,False,60.396,,"LINESTRING (19.1526567 44.5132752, 19.1526904 44.5133273, 19.152716 44.5133852, 19.1527227 44.5134452, 19.1527087 44.5135121, 19.1526915 44.5135979, 19.1526883 44.5136383, 19.1526957 44.5136787, 19.1527145 44.513738, 19.1527475 44.5138024)",,,,
"[913642884, 913642885, 95099375]",Здравка Машановића,residential,False,False,149.234,,"LINESTRING (19.1604758 44.5133921, 19.1599032 44.5133148, 19.1589153 44.5131233, 19.1588076 44.5130946, 19.1587176 44.5130688, 19.158658 44.513053)",,,yes,
95099375,Здравка Машановића,residential,False,True,161.975,,"LINESTRING (19.1604758 44.5133921, 19.161019 44.5135291, 19.1612338 44.5135354, 19.1614731 44.5134972, 19.1623522 44.5136123, 19.1624562 44.5136431)",,,,
"[284307732, 913642886, 913642887]",,residential,False,False,201.719,,"LINESTRING (19.1604758 44.5133921, 19.1604758 44.5132741, 19.1606858 44.5126254, 19.1607398 44.5124032, 19.1606699 44.5122693, 19.1603518 44.5122194, 19.1599099 44.5122102, 19.1597771 44.5122074, 19.1597495 44.5122068)",,,yes,
60202021,Карла Маркса,residential,False,True,66.852,,"LINESTRING (19.1527475 44.5138024, 19.1535606 44.5136434)",,,,
284307722,Војвођанских Бригада,residential,False,True,60.396,,"LINESTRING (19.1527475 44.5138024, 19.1527145 44.513738, 19.1526957 44.5136787, 19.1526883 44.5136383, 19.1526915 44.5135979, 19.1527087 44.5135121, 19.1527227 44.5134452, 19.152716 44.5133852, 19.1526904 44.5133273, 19.1526567 44.5132752)",,,,
60202390,Народног фронта,residential,False,False,60.019,2,"LINESTRING (19.15376 44.5141641, 19.1535606 44.5136434)",,,,
284307678,,residential,False,False,64.095,,"LINESTRING (19.15376 44.5141641, 19.1529922 44.5143444)",,,,
60202390,Народног фронта,residential,False,True,74.212,2,"LINESTRING (19.15376 44.5141641, 19.1539694 44.5147144, 19.15401 44.5148072)",,,,
284307678,,residential,False,True,64.095,,"LINESTRING (19.1529922 44.5143444, 19.15376 44.5141641)",,,,
284307703,Војвођанских Бригада,residential,True,False,63.314,,"LINESTRING (19.1529922 44.5143444, 19.1527475 44.5138024)",,,,
95099379,Првог маја,residential,False,True,5.438,,"LINESTRING (19.1624198 44.5143996, 19.1624187 44.5144485)",,,,
95099379,Првог маја,residential,False,False,39.974999999999994,,"LINESTRING (19.1624198 44.5143996, 19.162395 44.5142291, 19.1623641 44.5140423)",,,,
284307718,Девина,residential,False,True,214.833,,"LINESTRING (19.1624198 44.5143996, 19.1608984 44.5149177, 19.1608602 44.5149594, 19.1606878 44.5156282)",,,,
60202373,Маршала Тита,tertiary,False,False,59.197,,"LINESTRING (19.1532395 44.5149273, 19.1525118 44.5150463)",,,,
60202373,Маршала Тита,tertiary,False,True,62.535,,"LINESTRING (19.1532395 44.5149273, 19.15401 44.5148072)",,,,
284307703,Војвођанских Бригада,residential,True,False,67.718,,"LINESTRING (19.1532395 44.5149273, 19.1530991 44.5146022, 19.1529922 44.5143444)",,,,
92346929,Маршала Тита,tertiary,False,True,117.685,,"LINESTRING (19.1606878 44.5156282, 19.1621529 44.5157977)",,,,
92346929,Маршала Тита,tertiary,False,False,175.848,,"LINESTRING (19.1606878 44.5156282, 19.1602622 44.5155788, 19.1594039 44.5154792, 19.1584988 44.5153741)",,,,
284307718,Девина,residential,False,False,214.83299999999997,,"LINESTRING (19.1606878 44.5156282, 19.1608602 44.5149594, 19.1608984 44.5149177, 19.1624198 44.5143996)",,,,
"[284307747, 284307746, 146791019]",Народног фронта,residential,False,True,90.582,,"LINESTRING (19.154408 44.5167151, 19.1544054 44.5166885, 19.1543934 44.5166296, 19.1543319 44.5163472, 19.1542365 44.5159098)",,,,yes
60202373,Маршала Тита,tertiary,False,False,61.228,,"LINESTRING (19.1547791 44.5148565, 19.15401 44.5148072)",,,,
60202373,Маршала Тита,tertiary,False,True,264.472,,"LINESTRING (19.1547791 44.5148565, 19.1558525 44.5149117, 19.156059 44.514924, 19.1562039 44.5149282, 19.1565758 44.5149685, 19.158039 44.5152896)",,,,
913654721,,residential,False,True,72.077,,"LINESTRING (19.1547791 44.5148565, 19.1547661 44.5149604, 19.154758 44.5150206, 19.1547487 44.5150474, 19.1547205 44.5150732, 19.154691 44.5150904, 19.1546548 44.5150981, 19.1541377 44.5151121)",,,,
1122007973,Филипа Кљајића,tertiary,False,True,40.731,,"LINESTRING (19.1586582 44.5096596, 19.1590814 44.5098672)",,331,,
1122007973,Филипа Кљајића,tertiary,False,False,40.731,,"LINESTRING (19.1590814 44.5098672, 19.1586582 44.5096596)",,331,,
1122007973,Филипа Кљајића,tertiary,False,True,216.29800000000003,,"LINESTRING (19.1590814 44.5098672, 19.1592929 44.5099709, 19.1598147 44.5103279, 19.1600251 44.5105425, 19.1599656 44.5110317, 19.1602075 44.5114942)",,331,,
1046411954,Гучевска 3,residential,False,True,88.044,,"LINESTRING (19.162825 44.5095404, 19.1627178 44.5097088, 19.1625354 44.5099096, 19.1624522 44.509988, 19.1622774 44.5102267)",,,,
95099379,Првог маја,residential,False,False,5.438,,"LINESTRING (19.1624187 44.5144485, 19.1624198 44.5143996)",,,,
95099379,Првог маја,residential,False,True,151.796,,"LINESTRING (19.1624187 44.5144485, 19.162412 44.5147317, 19.1621529 44.5157977)",,,,
"[1179751714, 1179751715, 1046411066]",4. Јула,residential,False,True,76.456,,"LINESTRING (19.1624187 44.5144485, 19.1624257 44.5144484, 19.1625307 44.5144476, 19.1633829 44.5144408)",,,yes,
"[1046411066, 1179751715, 1179751714]",4. Јула,residential,False,False,76.45600000000002,,"LINESTRING (19.1633829 44.5144408, 19.1625307 44.5144476, 19.1624257 44.5144484, 19.1624187 44.5144485)",,,yes,
1179712423,Партизанска,residential,False,True,103.2,,"LINESTRING (19.1540969 44.5120152, 19.1532511 44.5127206)",,,,
284307688,Народног фронта,residential,False,True,20.786,,"LINESTRING (19.1525772 44.5122003, 19.1527485 44.5123418)",,,,
1179712424,Бприса Кидрича,residential,False,False,110.77099999999999,,"LINESTRING (19.1525772 44.5122003, 19.152965 44.512019, 19.1537965 44.5117168)",,,,
1179712424,Бприса Кидрича,residential,False,True,110.77099999999999,,"LINESTRING (19.1537965 44.5117168, 19.152965 44.512019, 19.1525772 44.5122003)",,,,
"[1179750509, 1179750510, 1179750511]",Здравка Машановића,residential,False,True,65.86500000000001,,"LINESTRING (19.1632709 44.5135636, 19.1626622 44.5136595, 19.1625884 44.5136536, 19.1624724 44.5136444, 19.1624562 44.5136431)",,,yes,
284307658,Првог маја,residential,False,False,12.943,,"LINESTRING (19.1618917 44.5119736, 19.1619195 44.5118589)",,,,
284307658,Првог маја,residential,False,True,78.717,,"LINESTRING (19.1618917 44.5119736, 19.161877 44.5120343, 19.1619018 44.512161, 19.1619625 44.5122973, 19.1620952 44.512416, 19.1623383 44.5125572)",,,,
1179750512,Железничка,residential,False,False,98.613,,"LINESTRING (19.1618917 44.5119736, 19.1615584 44.5121532, 19.1612829 44.5122664, 19.1607786 44.5122231)",,,,
1179750512,Железничка,residential,False,True,98.613,,"LINESTRING (19.1607786 44.5122231, 19.1612829 44.5122664, 19.1615584 44.5121532, 19.1618917 44.5119736)",,,,
