osmid,oneway,name,highway,reversed,length,geometry,lanes,maxspeed,junction,bridge,access
38691396,True,Ђуке Динић,residential,False,140.62199999999999,"LINESTRING (21.8901562 43.3244741, 21.890343 43.3244519, 21.8905123 43.3244323, 21.8906055 43.3244212, 21.8910825 43.3243629, 21.8918689 43.3242578)",,,,,
170772573,False,Булевар 12. фебруар,secondary,False,16.918,"LINESTRING (21.8901562 43.3244741, 21.8901519 43.324349, 21.890151 43.324322)",4,,,,
170772573,False,Булевар 12. фебруар,secondary,True,80.252,"LINESTRING (21.8901562 43.3244741, 21.8901573 43.3245569, 21.8901579 43.3245989, 21.8902036 43.3251949)",4,,,,
417309446,False,Булевар 12. фебруар,secondary,False,137.431,"LINESTRING (21.8901132 43.3229131, 21.8901378 43.3228463, 21.8901623 43.3227795, 21.8905403 43.3217983, 21.890571 43.3217229)",4,,,,
646264078,False,Булевар 12. фебруар,secondary,True,156.692,"LINESTRING (21.8901132 43.3229131, 21.8901145 43.3229628, 21.8901159 43.3230125, 21.8901492 43.3242533, 21.890151 43.324322)",4,,,,
"[545148171, 1004737860]",False,Књегиње Љубице,secondary,True,96.74199999999999,"LINESTRING (21.8911647 43.3201673, 21.8911046 43.3202918, 21.8910691 43.3203557, 21.8909021 43.3207769, 21.8908155 43.3209989)","['5', '6']",,,,
"[38359845, 1004737861]",False,Књегиње Љубице,tertiary,False,163.695,"LINESTRING (21.8911647 43.3201673, 21.8911959 43.3200731, 21.8912123 43.3200055, 21.8913024 43.3197337, 21.8915941 43.318913, 21.8916134 43.3188702, 21.8916678 43.3187419)",5,,,,
"[1004744416, 1004744417]",False,Генерала Милојка Лешјанина,secondary,True,122.063,"LINESTRING (21.8911647 43.3201673, 21.8912949 43.3201936, 21.8913819 43.3202105, 21.8918872 43.3203083, 21.8926224 43.3204507)","['4', '5']",30,,,
931208584,True,Вожда Карађорђа,secondary,False,8.564,"LINESTRING (21.9005724 43.3205423, 21.9004681 43.3205555)",2,,,,
548247853,True,Краља Стефана Првовенчаног,secondary,False,69.134,"LINESTRING (21.9005724 43.3205423, 21.9006284 43.3206508, 21.9007784 43.3209383, 21.9008175 43.3210308, 21.9008433 43.3211306)",2,,,,
203589974,False,Цара Душана,tertiary,True,18.186,"LINESTRING (21.8944944 43.316901, 21.8943677 43.3168978, 21.8943015 43.3169002, 21.8942699 43.3169024)",3,,,,
694603074,True,Цара Душана,tertiary,False,106.896,"LINESTRING (21.8944944 43.316901, 21.8946407 43.3169125, 21.8958035 43.317031)",2,,,,
417114094,True,Трг краља Александра Ујединитеља,tertiary,False,44.944,"LINESTRING (21.8901578 43.3179538, 21.8902012 43.3178626, 21.8902577 43.3176741, 21.890271 43.3176547, 21.8902881 43.3176371, 21.890306 43.3176234, 21.890369 43.3175976)",2,,roundabout,,
101152389,True,Цара Душана,tertiary,False,62.382,"LINESTRING (21.8935138 43.3168018, 21.8939384 43.3168358, 21.8942076 43.3168894, 21.8942699 43.3169024)",2,,,,
203589961,True,Обилићев венац,tertiary_link,False,30.939,"LINESTRING (21.8935138 43.3168018, 21.8935456 43.3168119, 21.8935845 43.316832, 21.8936221 43.3168523, 21.8936559 43.3168873, 21.8936604 43.3169158, 21.8936485 43.3169569, 21.8936056 43.3170204)",1,,,,
417192344,False,Обилићев венац,tertiary,True,44.376,"LINESTRING (21.8935138 43.3168018, 21.8932883 43.3167741, 21.8931868 43.3167601, 21.8930598 43.3167454, 21.8929793 43.3167197)",,,,,
38393862,True,Трг Павла Стојковића,tertiary,False,56.07,"LINESTRING (21.8942699 43.3169024, 21.8940142 43.3169139, 21.8939011 43.3169296, 21.8937971 43.3169523, 21.8937144 43.3169807, 21.8936056 43.3170204)",1,,,,
203589974,False,Цара Душана,tertiary,False,18.186,"LINESTRING (21.8942699 43.3169024, 21.8943015 43.3169002, 21.8943677 43.3168978, 21.8944944 43.316901)",3,,,,
138652753,True,Пријездина,residential,False,36.184,"LINESTRING (21.8958035 43.317031, 21.8958077 43.3167056)",,,,,
694603074,True,Цара Душана,tertiary,False,62.282,"LINESTRING (21.8958035 43.317031, 21.8965597 43.317136)",2,,,,
203589954,True,Косте Стаменковића,residential,False,81.61099999999999,"LINESTRING (21.8978511 43.3173299, 21.8974937 43.3178705, 21.8974257 43.3179951)",,,,,
"[694603074, 1030215633, 1030215634, 1030215635, 1030215636]",True,Цара Душана,tertiary,False,159.032,"LINESTRING (21.8978511 43.3173299, 21.8980222 43.3173521, 21.898125 43.3173655, 21.8989847 43.3174772, 21.8995823 43.3175862, 21.8996241 43.3175929, 21.8996773 43.3175998, 21.8997778 43.3176089)",2,30,,,
203589957,True,Наде Томић,residential,False,185.999,"LINESTRING (21.8974257 43.3179951, 21.8973723 43.3180837, 21.8966454 43.3195683)",,,,,
1068837568,True,Николе Пашића,tertiary,False,71.545,"LINESTRING (21.8974257 43.3179951, 21.8973511 43.3179974, 21.8972635 43.3180029, 21.8971998 43.3180092, 21.8968208 43.3180563, 21.8965517 43.3180897)",2,,,,
38359849,True,Светозара Марковића,residential,False,60.788,"LINESTRING (21.8966454 43.3195683, 21.8958951 43.3195386)",,,,,
203589956,False,Наде Томић,residential,False,113.528,"LINESTRING (21.8966454 43.3195683, 21.8962025 43.3205371)",,,,,
203589968,True,Светозара Марковића,residential,False,134.511,"LINESTRING (21.8966454 43.3195683, 21.8983024 43.3196685)",,,,,
203589965,False,Светозара Марковића,residential,False,41.425,"LINESTRING (21.8958951 43.3195386, 21.8953834 43.3195246)",,,,,
38359864,True,Караџићева,residential,False,152.708,"LINESTRING (21.8958951 43.3195386, 21.8959161 43.3189775, 21.8958873 43.3188868, 21.895816 43.3188013, 21.8954441 43.3183438, 21.895386 43.3182673)",,,,,
38359865,True,Николе Пашића,tertiary,False,19.912000000000003,"LINESTRING (21.8992139 43.3183492, 21.8992139 43.3183293, 21.8992219 43.3183065, 21.899238 43.3182872, 21.8992581 43.3182717, 21.8992936 43.3182553, 21.8993345 43.3182482, 21.8993763 43.3182512)",2,,roundabout,,
1068837568,True,Николе Пашића,tertiary,False,152.805,"LINESTRING (21.8992139 43.3183492, 21.8991672 43.3182934, 21.899152 43.3182827, 21.8991314 43.318273, 21.8991042 43.3182627, 21.8990776 43.3182548, 21.8985819 43.3181688, 21.8975847 43.3179953, 21.8975019 43.3179948, 21.8974257 43.3179951)",2,,,,
38359865,True,Николе Пашића,tertiary,False,6.869,"LINESTRING (21.8992501 43.3184043, 21.8992336 43.318388, 21.8992259 43.3183771, 21.8992201 43.3183661, 21.8992139 43.3183492)",2,,roundabout,,
38359865,True,Николе Пашића,tertiary,False,2.206,"LINESTRING (21.8994433 43.3183987, 21.8994232 43.3184121)",2,,roundabout,,
266143653,True,Синђелићев трг,tertiary,False,2.206,"LINESTRING (21.8994433 43.3183987, 21.8994232 43.3184121)",1,,,,
38359865,True,Николе Пашића,tertiary,False,2.945,"LINESTRING (21.8994616 43.3183758, 21.8994433 43.3183987)",2,,roundabout,,
38359852,True,Николе Пашића,tertiary,False,81.431,"LINESTRING (21.8993763 43.3182512, 21.8994309 43.31823, 21.8994641 43.3182188, 21.8994916 43.3182073, 21.8995506 43.3181849, 21.8995956 43.3181623, 21.8996371 43.3181425, 21.8996703 43.3181216, 21.8997074 43.3180897, 21.8997328 43.3180567, 21.8997603 43.3180167, 21.8997738 43.3179815, 21.8997941 43.317902, 21.8998001 43.3178281, 21.8997836 43.3177537, 21.8997736 43.3177021, 21.8997672 43.3176643)",2,,,,
38359865,True,Николе Пашића,tertiary,False,17.442999999999998,"LINESTRING (21.8993763 43.3182512, 21.8994094 43.3182614, 21.8994372 43.318278, 21.8994576 43.3182995, 21.8994689 43.3183243, 21.8994703 43.3183504, 21.8994616 43.3183758)",2,,roundabout,,
203589964,False,Светозара Марковића,residential,False,45.190999999999995,"LINESTRING (21.8993786 43.3196934, 21.8994383 43.319685, 21.8998693 43.3195704, 21.8999054 43.3195598)",,,,,
38375823,True,Поп Луке Лазаревића,residential,False,107.243,"LINESTRING (21.8965517 43.3180897, 21.8965352 43.3180125, 21.8965071 43.3178917, 21.8964577 43.3176885, 21.8965597 43.317136)",,,,,
"[1068837568, 38359850]",True,Николе Пашића,tertiary,False,96.358,"LINESTRING (21.8965517 43.3180897, 21.8964577 43.3181025, 21.8961716 43.3181436, 21.8960748 43.3181574, 21.895386 43.3182673)",2,30,,,
1068837569,True,Николе Пашића,tertiary,False,33.972,"LINESTRING (21.8935858 43.3185349, 21.8931743 43.3185958)",2,,,,
1068837569,True,Николе Пашића,tertiary,False,18.17,"LINESTRING (21.8931743 43.3185958, 21.8929531 43.3186241)",2,,,,
38375838,True,Боривоја Гојковић,residential,False,135.17399999999998,"LINESTRING (21.8931743 43.3185958, 21.8931255 43.3184917, 21.8926784 43.3174906, 21.8926537 43.3174407)",,,,,
38375848,False,,residential,False,22.388,"LINESTRING (21.8926537 43.3174407, 21.8925241 43.3172628)",,,,,
931405746,True,Трг Павла Стојковића,tertiary,False,56.203,"LINESTRING (21.8926537 43.3174407, 21.8921692 43.317656, 21.8920635 43.3177072)",1,,,,
203589971,True,Трг Павла Стојковића,tertiary,False,57.443,"LINESTRING (21.8932598 43.3171716, 21.8926537 43.3174407)",1,,,,
203589950,True,Александра Ненадовића,residential,False,153.87,"LINESTRING (21.8932598 43.3171716, 21.8932695 43.317212, 21.893561 43.3184235, 21.8935858 43.3185349)",,,,,
30951906,False,Давидова,residential,True,137.481,"LINESTRING (21.894 43.3219851, 21.8945714 43.3210138, 21.8946014 43.3209497, 21.894627 43.3208968, 21.8946526 43.3208439)",2,,,,
38375823,True,Поп Луке Лазаревића,residential,False,41.962,"LINESTRING (21.8965597 43.317136, 21.8966329 43.3167624)",,,,,
694603074,True,Цара Душана,tertiary,False,106.678,"LINESTRING (21.8965597 43.317136, 21.8978511 43.3173299)",2,,,,
"[1004737861, 38359845]",False,Књегиње Љубице,tertiary,True,163.69500000000002,"LINESTRING (21.8916678 43.3187419, 21.8916134 43.3188702, 21.8915941 43.318913, 21.8913024 43.3197337, 21.8912123 43.3200055, 21.8911959 43.3200731, 21.8911647 43.3201673)",5,,,,
38655903,True,Трг краља Александра Ујединитеља,tertiary,False,136.06199999999998,"LINESTRING (21.8916678 43.3187419, 21.8914495 43.3186789, 21.8902193 43.3184419, 21.8901688 43.3184298, 21.8901371 43.3184166, 21.8901117 43.3184017, 21.8900806 43.3183713)",2,,roundabout,,
