osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,width,junction,ref
"[652826620, 75682156]",False,,Штросмајерова,tertiary,,False,69.188,"LINESTRING (19.6626954 46.0998742, 19.6627849 46.0998698, 19.6628444 46.0998655, 19.6629126 46.0998531, 19.6629723 46.0998317, 19.6634229 46.0995465)",,,
652826622,True,,,tertiary,,False,13.655999999999999,"LINESTRING (19.6626954 46.0998742, 19.6626852 46.0999041, 19.6626633 46.0999308, 19.6626316 46.0999522, 19.6625925 46.0999666)",,roundabout,
"[875457900, 737044759]",False,2,Трг жртава фашизма,tertiary,,True,20.958,"LINESTRING (19.6601013 46.0986803, 19.6601238 46.0986694, 19.6601599 46.0986519, 19.6602125 46.0986323, 19.6603434 46.0985967)",,,
75682235,False,2,Трг синагоге,tertiary,,False,100.152,"LINESTRING (19.6604894 46.1016229, 19.6605829 46.1016616, 19.6614315 46.1020269, 19.6615762 46.1021136)",,,
833612748,True,,Трг синагоге,tertiary,,False,26.579,"LINESTRING (19.6604894 46.1016229, 19.6603902 46.1016054, 19.66034 46.1015933, 19.6603064 46.1015798, 19.6602628 46.1015533, 19.6602003 46.1015061)",,,
75683502,False,2,Парк Ференца Рајхла,residential,50,False,135.35399999999998,"LINESTRING (19.668864 46.1016324, 19.6689464 46.1016522, 19.6705271 46.1020222)",,,
835851526,False,3,Ђуре Ђаковића,tertiary,50,False,160.374,"LINESTRING (19.668864 46.1016324, 19.6682145 46.1029495, 19.668191 46.1029971)",,,
835851528,False,2,Ђуре Ђаковића,tertiary,50,True,182.72400000000002,"LINESTRING (19.668864 46.1016324, 19.6689436 46.1014725, 19.6692752 46.1008065, 19.669307 46.1007427, 19.6693368 46.1006831, 19.6696066 46.1001436, 19.6696387 46.1000794)",,,
75682905,False,,Целовечка,residential,,False,75.299,"LINESTRING (19.6639726 46.1028099, 19.6647663 46.1024153)",,,
75682324,False,,Суботе Врлића,residential,,True,187.77399999999997,"LINESTRING (19.6639726 46.1028099, 19.6631349 46.1025017, 19.6623722 46.102259, 19.662341 46.1022491, 19.6623389 46.1022771, 19.6623123 46.1026244, 19.6623085 46.102674)",,,
75682905,False,,Целовечка,residential,,True,38.75,"LINESTRING (19.6639726 46.1028099, 19.6637825 46.1030837, 19.6637546 46.1031239)",,,
75682043,False,,Аге Мамужића,residential,,False,59.62800000000001,"LINESTRING (19.6656454 46.0984247, 19.6656574 46.0984133, 19.6660803 46.0980119, 19.6661016 46.0979917)",,,
75682043,False,,Аге Мамужића,residential,,True,76.449,"LINESTRING (19.6656454 46.0984247, 19.6656314 46.0984389, 19.665105 46.0989696, 19.6650836 46.0989912)",,,
75683098,False,,Птујска,residential,,True,92.09200000000001,"LINESTRING (19.6599321 46.0958387, 19.6598996 46.0958774, 19.6598928 46.0958855, 19.6594313 46.0964353, 19.6592551 46.0963714)",,,
75683021,False,2,Антонија Хаџића,residential,,False,81.309,"LINESTRING (19.663373 46.1035029, 19.6642661 46.1038918)",,,
75682108,False,,Целовечка,residential,,False,49.937,"LINESTRING (19.663373 46.1035029, 19.6635181 46.1032444, 19.6635787 46.1031182, 19.6635964 46.1030815)",,,
"[75682509, 75682735]",False,2,"['Васе Стајића', 'Босе Милићевић']",residential,,"[False, True]",296.419,"LINESTRING (19.6705271 46.1020222, 19.6704943 46.1020915, 19.6698921 46.1033661, 19.6698318 46.1033883, 19.6697381 46.1033787, 19.6683102 46.1030266, 19.6682718 46.1030171, 19.668191 46.1029971)",,,
"[835846450, 75683502]",False,2,Парк Ференца Рајхла,residential,50,False,250.12600000000003,"LINESTRING (19.6705271 46.1020222, 19.6705964 46.1018869, 19.6708478 46.1013961, 19.6713217 46.1004707, 19.671528 46.0999805, 19.6715397 46.0999528, 19.6715671 46.0998922)",,,
75683502,False,2,Парк Ференца Рајхла,residential,50,True,135.35399999999998,"LINESTRING (19.6705271 46.1020222, 19.6689464 46.1016522, 19.668864 46.1016324)",,,
737964768,False,3,Ђуре Ђаковића,tertiary,50,True,113.00399999999999,"LINESTRING (19.6673789 46.1046018, 19.6673958 46.104567, 19.6678541 46.1036764, 19.6678705 46.1036444)",,,
737964769,False,3,Змај Јовина,tertiary,50,True,32.665,"LINESTRING (19.6673789 46.1046018, 19.6673219 46.1045711, 19.6670444 46.1044215)",,,
981488182,False,4,Максима Горког,secondary,50,False,74.744,"LINESTRING (19.6636486 46.0970265, 19.6645313 46.0973043)",,,
981488811,False,4,Максима Горког,secondary,50,True,12.223,"LINESTRING (19.6636486 46.0970265, 19.6635029 46.0969832)",,,
735286340,True,1,Есперанто,residential,50,False,83.153,"LINESTRING (19.6663939 46.0962381, 19.6654711 46.0958873, 19.6654483 46.0958786)",,,
836881384,False,2,Есперанто,residential,30,True,59.001999999999995,"LINESTRING (19.6663939 46.0962381, 19.6664245 46.0962605, 19.6669132 46.096607, 19.6669284 46.0966178)",,,
75683229,False,2,Партизанска,residential,50,False,72.11699999999999,"LINESTRING (19.6648834 46.1034941, 19.6649671 46.1034583, 19.6649882 46.1034493, 19.6650338 46.1034168, 19.6653296 46.1029707, 19.6653458 46.1029463)",,,
75683466,False,2,Змај Јовина,tertiary,50,False,107.68599999999999,"LINESTRING (19.6648834 46.1034941, 19.6649401 46.103517, 19.6660912 46.1039805)",,,
713190504,False,2,Змај Јовина,tertiary,50,True,96.273,"LINESTRING (19.6648834 46.1034941, 19.6648328 46.1034775, 19.6637546 46.1031239)",,,
737964771,False,3,Арсенија Чарнојевића,tertiary,50,False,50.907,"LINESTRING (19.6648834 46.1034941, 19.6648262 46.1035127, 19.6647924 46.1035237, 19.6647106 46.1035609, 19.6646449 46.1036018, 19.6643901 46.1037913)",,,
75683232,True,,Петра Драпшина,residential,,False,123.305,"LINESTRING (19.6624991 46.0971358, 19.6625185 46.0972234, 19.6627268 46.0982334)",,,
736307219,False,2,Матије Гупца,tertiary,50,True,235.699,"LINESTRING (19.6624991 46.0971358, 19.6606638 46.0985234, 19.6606202 46.0985415, 19.6605704 46.0985629, 19.6603434 46.0985967)",,,
981487748,False,2,Матије Гупца,tertiary,50,False,49.355000000000004,"LINESTRING (19.6624991 46.0971358, 19.6627588 46.0969439, 19.6628663 46.0968645, 19.6629372 46.0968122)",,,
652826620,False,,Штросмајерова,tertiary,,False,202.454,"LINESTRING (19.6634229 46.0995465, 19.6635393 46.0994746, 19.6636525 46.0994047, 19.6640173 46.0991123, 19.664085 46.099058, 19.6641961 46.0989534, 19.6642354 46.098918, 19.6644593 46.0987084, 19.6650719 46.0981349)",,,
"[75682156, 652826620]",False,,Штросмајерова,tertiary,,True,69.188,"LINESTRING (19.6634229 46.0995465, 19.6629723 46.0998317, 19.6629126 46.0998531, 19.6628444 46.0998655, 19.6627849 46.0998698, 19.6626954 46.0998742)",,,
713772231,False,4,Максима Горког,secondary,50,True,48.849,"LINESTRING (19.6688814 46.0991866, 19.6683194 46.0989838)",,,
808444439,True,3,Максима Горког,secondary,50,False,87.443,"LINESTRING (19.6688814 46.0991866, 19.6691798 46.0992336, 19.6694653 46.0993318, 19.669758 46.099419, 19.669796 46.0994281, 19.6698481 46.0994406, 19.6699417 46.0994537)",,,
77409611,False,,Вука Караџића,residential,,True,230.78999999999996,"LINESTRING (19.6665336 46.1004804, 19.6664541 46.1009861, 19.6664819 46.1013555, 19.6665288 46.1017397, 19.6665001 46.1019911, 19.6664487 46.1021797, 19.6663171 46.1024695, 19.6662926 46.1025306)",,,
75682727,True,,Цара Душана,residential,,False,131.565,"LINESTRING (19.666445 46.0996387, 19.6664895 46.0996191, 19.6665741 46.0995818, 19.6673977 46.0992191, 19.6674153 46.0992114, 19.6675268 46.0991623, 19.6676424 46.0991169, 19.6678964 46.0990171)",,,
713772232,False,2,Браће Радића,tertiary,50,False,48.779,"LINESTRING (19.6674498 46.0973421, 19.6677127 46.0969431)",,,
713772232,False,2,Браће Радића,tertiary,50,True,51.305,"LINESTRING (19.6674498 46.0973421, 19.667154 46.0977554)",,,
75683111,False,,Павла Штоса,residential,,False,59.802,"LINESTRING (19.6674498 46.0973421, 19.6675141 46.0973779, 19.6680547 46.0976787)",,,
75682951,True,1,,tertiary,,False,15.655000000000001,"LINESTRING (19.6618575 46.1023819, 19.6618159 46.1023779, 19.6617774 46.1023663, 19.6617448 46.1023478, 19.6617224 46.1023261, 19.6617086 46.1023012)",5,roundabout,
893134478,True,1,Алеја Маршала Тита,tertiary,50,False,25.824,"LINESTRING (19.6618575 46.1023819, 19.6618116 46.1024117, 19.6617764 46.1024416, 19.6617424 46.1024837, 19.6617307 46.102512, 19.6617267 46.1025287, 19.6617138 46.1025834)",,,
981489587,False,4,Максима Горког,secondary,50,True,41.196,"LINESTRING (19.6650138 46.0974634, 19.6645313 46.0973043)",,,
981488181,False,4,Максима Горког,secondary,50,False,40.158,"LINESTRING (19.6650138 46.0974634, 19.6653371 46.097567, 19.6654814 46.097622)",,,
75682187,True,,Бранислава Нушића,residential,,False,140.554,"LINESTRING (19.6678159 46.100091, 19.6686425 46.1000805, 19.6689834 46.1000801, 19.6692065 46.1000799, 19.669511 46.1000796, 19.6696387 46.1000794)",,,
75683104,True,,Бранислава Нушића,residential,,False,119.231,"LINESTRING (19.6678159 46.100091, 19.6677407 46.1001037, 19.6671315 46.0999398, 19.6671126 46.0999347, 19.667082 46.0999276, 19.6670521 46.0999147, 19.6665393 46.0996977, 19.666445 46.0996387)",,,
75683111,False,,Павла Штоса,residential,,True,14.254,"LINESTRING (19.6691945 46.0981967, 19.6690402 46.0981261)",,,
75683265,False,,Шеноина,residential,,True,49.816,"LINESTRING (19.6691945 46.0981967, 19.6687862 46.0985439)",,,
"[75683265, 770666926]",False,,Шеноина,residential,,False,230.32500000000002,"LINESTRING (19.6691945 46.0981967, 19.6695885 46.097841, 19.6704664 46.0970132, 19.6704672 46.0969876, 19.6704513 46.0969705, 19.670344 46.0969189, 19.6702559 46.0968579, 19.6701989 46.096802, 19.6700479 46.0965166)",,,
75683466,False,2,Змај Јовина,tertiary,50,False,88.347,"LINESTRING (19.6660912 46.1039805, 19.6670444 46.1044215)",,,
75683466,False,2,Змај Јовина,tertiary,50,True,107.68599999999999,"LINESTRING (19.6660912 46.1039805, 19.6649401 46.103517, 19.6648834 46.1034941)",,,
713190504,False,2,Змај Јовина,tertiary,50,False,13.076,"LINESTRING (19.6635964 46.1030815, 19.6637546 46.1031239)",,,
75682108,False,,Целовечка,residential,,True,49.937,"LINESTRING (19.6635964 46.1030815, 19.6635787 46.1031182, 19.6635181 46.1032444, 19.663373 46.1035029)",,,
713190504,False,2,Змај Јовина,tertiary,50,True,109.188,"LINESTRING (19.6635964 46.1030815, 19.6624074 46.1027132, 19.6623546 46.1026934, 19.6623085 46.102674)",,,
735286336,False,4,Максима Горког,secondary,50,False,47.584,"LINESTRING (19.6629372 46.0968122, 19.6630316 46.0968407, 19.663279 46.0969155, 19.6635029 46.0969832)",,,
835553912,False,4,Максима Горког,secondary,50,True,162.245,"LINESTRING (19.6629372 46.0968122, 19.6627843 46.0967577, 19.662464 46.0966436, 19.6620466 46.0964839, 19.6618374 46.0963835, 19.6617086 46.0962867, 19.6613772 46.0959335, 19.6613535 46.0959083)",,,
835565613,False,2,Матије Гупца,tertiary,50,False,129.042,"LINESTRING (19.6629372 46.0968122, 19.6629691 46.0967617, 19.663609 46.0957493)",,,
981487748,False,2,Матије Гупца,tertiary,50,True,49.355000000000004,"LINESTRING (19.6629372 46.0968122, 19.6628663 46.0968645, 19.6627588 46.0969439, 19.6624991 46.0971358)",,,
75683232,True,,Петра Драпшина,residential,,False,159.80599999999998,"LINESTRING (19.6627268 46.0982334, 19.6628018 46.0986584, 19.662892 46.098967, 19.6630484 46.099158, 19.6632779 46.0994505, 19.663304 46.0994837, 19.6633422 46.0995023, 19.6633692 46.0995171, 19.6634229 46.0995465)",,,
75683505,True,,Ендреа Бајчи Жилинског,residential,,False,71.60499999999999,"LINESTRING (19.6627268 46.0982334, 19.6627703 46.0982187, 19.6628924 46.0981868, 19.6631078 46.0981195, 19.6632667 46.0979575, 19.6633369 46.0978049)",,,
652826622,True,,,tertiary,,False,18.555,"LINESTRING (19.6625925 46.0999666, 19.6625452 46.099973, 19.6624974 46.0999691, 19.6624536 46.0999554, 19.6624177 46.0999332, 19.6623933 46.0999044)",,roundabout,
735286339,True,1,Ивана Броза,residential,50,False,60.981,"LINESTRING (19.6654483 46.0958786, 19.6654331 46.0958937, 19.6650314 46.0962906, 19.664994 46.0963275)",,,
835553912,False,4,Максима Горког,secondary,50,False,162.245,"LINESTRING (19.6613535 46.0959083, 19.6613772 46.0959335, 19.6617086 46.0962867, 19.6618374 46.0963835, 19.6620466 46.0964839, 19.662464 46.0966436, 19.6627843 46.0967577, 19.6629372 46.0968122)",,,
"[835565610, 871120980]",False,2,Харамбашићева,residential,50,True,66.798,"LINESTRING (19.6613535 46.0959083, 19.6612768 46.0959631, 19.6610539 46.0961223, 19.6607624 46.0963473)",,,
835851516,False,2,Арсенија Чарнојевића,tertiary,50,False,14.706,"LINESTRING (19.6643901 46.1037913, 19.6642661 46.1038918)",,,
737964771,False,3,Арсенија Чарнојевића,tertiary,50,True,50.907000000000004,"LINESTRING (19.6643901 46.1037913, 19.6646449 46.1036018, 19.6647106 46.1035609, 19.6647924 46.1035237, 19.6648262 46.1035127, 19.6648834 46.1034941)",,,
"[77409610, 75683291]",True,,"['Трг слободе', 'Браће Радића']",residential,,False,174.43200000000002,"LINESTRING (19.666803 46.0982732, 19.6667728 46.0983323, 19.6661693 46.0994448, 19.6661656 46.09946, 19.6661489 46.0995275, 19.666445 46.0996387)",,,
713772230,False,5,Максима Горког,secondary,50,True,125.017,"LINESTRING (19.666803 46.0982732, 19.6667491 46.0982464, 19.6657149 46.0977313, 19.6654814 46.097622)",,,
713772231,False,4,Максима Горког,secondary,50,False,105.41,"LINESTRING (19.666803 46.0982732, 19.6669045 46.0983307, 19.6675168 46.0986336, 19.6679202 46.0988189)",,,
713772232,False,2,Браће Радића,tertiary,50,False,63.62,"LINESTRING (19.666803 46.0982732, 19.6668938 46.0981375, 19.667154 46.0977554)",,,
332658550,False,,Милоша Обилића,residential,,True,28.227,"LINESTRING (19.6601924 46.1043306, 19.6600317 46.1042628, 19.6598794 46.1041989)",,,
75683466,False,2,Змај Јовина,tertiary,50,True,88.347,"LINESTRING (19.6670444 46.1044215, 19.6660912 46.1039805)",,,
737964769,False,3,Змај Јовина,tertiary,50,False,32.665,"LINESTRING (19.6670444 46.1044215, 19.6673219 46.1045711, 19.6673789 46.1046018)",,,
79702978,True,1,Матије Корвина,residential,,False,88.69399999999999,"LINESTRING (19.6675141 46.1028416, 19.6674554 46.1028791, 19.666792 46.1034263, 19.6667665 46.1034473)",,,
736307229,False,2,Васе Стајића,residential,,False,100.34899999999999,"LINESTRING (19.6675141 46.1028416, 19.6663528 46.1025505, 19.6662926 46.1025306)",,,
"[871129643, 736307230]",False,2,Васе Стајића,residential,,True,54.985,"LINESTRING (19.6675141 46.1028416, 19.6678232 46.102914, 19.6681117 46.1029816, 19.668191 46.1029971)",,,
"[75682509, 75682735]",False,2,"['Васе Стајића', 'Босе Милићевић']",residential,,"[False, True]",296.419,"LINESTRING (19.668191 46.1029971, 19.6682718 46.1030171, 19.6683102 46.1030266, 19.6697381 46.1033787, 19.6698318 46.1033883, 19.6698921 46.1033661, 19.6704943 46.1020915, 19.6705271 46.1020222)",,,
"[871129643, 736307230]",False,2,Васе Стајића,residential,,False,54.985,"LINESTRING (19.668191 46.1029971, 19.6681117 46.1029816, 19.6678232 46.102914, 19.6675141 46.1028416)",,,
835851524,False,2,Ђуре Ђаковића,tertiary,50,False,76.1,"LINESTRING (19.668191 46.1029971, 19.6681684 46.1030428, 19.6678705 46.1036444)",,,
835851526,False,3,Ђуре Ђаковића,tertiary,50,True,160.374,"LINESTRING (19.668191 46.1029971, 19.6682145 46.1029495, 19.668864 46.1016324)",,,
713190504,False,2,Змај Јовина,tertiary,50,True,13.076,"LINESTRING (19.6637546 46.1031239, 19.6635964 46.1030815)",,,
75682905,False,,Целовечка,residential,,False,38.75,"LINESTRING (19.6637546 46.1031239, 19.6637825 46.1030837, 19.6639726 46.1028099)",,,
713190504,False,2,Змај Јовина,tertiary,50,False,96.273,"LINESTRING (19.6637546 46.1031239, 19.6648328 46.1034775, 19.6648834 46.1034941)",,,
75682140,True,1,Вука Караџића,residential,,False,73.949,"LINESTRING (19.6662926 46.1025306, 19.6662642 46.1025772, 19.6659621 46.1030982, 19.6659336 46.1031473)",,,
77409611,False,,Вука Караџића,residential,,False,230.79,"LINESTRING (19.6662926 46.1025306, 19.6663171 46.1024695, 19.6664487 46.1021797, 19.6665001 46.1019911, 19.6665288 46.1017397, 19.6664819 46.1013555, 19.6664541 46.1009861, 19.6665336 46.1004804)",,,
"[736307229, 75683229]",False,2,"['Васе Стајића', 'Партизанска']",residential,50,"[False, True]",115.63400000000001,"LINESTRING (19.6662926 46.1025306, 19.6662274 46.1025131, 19.6656796 46.1023985, 19.6656545 46.1024426, 19.6654585 46.1027619, 19.6653458 46.1029463)",,,
736307229,False,2,Васе Стајића,residential,,True,100.34899999999999,"LINESTRING (19.6662926 46.1025306, 19.6663528 46.1025505, 19.6675141 46.1028416)",,,
835565613,False,2,Матије Гупца,tertiary,50,True,129.042,"LINESTRING (19.663609 46.0957493, 19.6629691 46.0967617, 19.6629372 46.0968122)",,,
981488182,False,4,Максима Горког,secondary,50,True,74.744,"LINESTRING (19.6645313 46.0973043, 19.6636486 46.0970265)",,,
981489587,False,4,Максима Горког,secondary,50,False,41.196,"LINESTRING (19.6645313 46.0973043, 19.6650138 46.0974634)",,,
"[75682910, 836454447]",False,,Бледска,residential,,True,142.906,"LINESTRING (19.6645313 46.0973043, 19.6644846 46.0973638, 19.6642816 46.0976224, 19.664045 46.0979021, 19.6639372 46.0980127, 19.6633369 46.0978049)",,,
981488811,False,4,Максима Горког,secondary,50,False,12.223,"LINESTRING (19.6635029 46.0969832, 19.6636486 46.0970265)",,,
735286336,False,4,Максима Горког,secondary,50,True,47.583999999999996,"LINESTRING (19.6635029 46.0969832, 19.663279 46.0969155, 19.6630316 46.0968407, 19.6629372 46.0968122)",,,
1116638107,True,1,,tertiary,,False,5.797,"LINESTRING (19.6607523 46.1008243, 19.6606906 46.1007945)",,roundabout,
77409616,True,,Трг Јакаба и Комора,tertiary,,False,87.707,"LINESTRING (19.6602003 46.1015061, 19.6602983 46.1013981, 19.6607038 46.1009512, 19.6607249 46.100928, 19.6607444 46.100877, 19.6607523 46.1008243)",,,
833612747,True,,Трг синагоге,tertiary,,False,26.700000000000003,"LINESTRING (19.6602003 46.1015061, 19.6603084 46.1015245, 19.6603527 46.101537, 19.6604016 46.1015556, 19.6604291 46.1015714, 19.6604894 46.1016229)",,,
75682727,True,,Цара Душана,residential,,False,23.296999999999997,"LINESTRING (19.6678964 46.0990171, 19.6679307 46.0989771, 19.6679512 46.0989243, 19.6679448 46.0988711, 19.6679202 46.0988189)",,,
77810089,True,,,residential,,False,19.625999999999998,"LINESTRING (19.6678964 46.0990171, 19.6679479 46.0990097, 19.6680024 46.099021, 19.6680506 46.0990617, 19.6680679 46.0991081)",,,
157000768,True,,Цара Душана,residential,,False,22.724,"LINESTRING (19.6678964 46.0990171, 19.6680341 46.0989594, 19.6681527 46.0989164)",,,
893110609,True,1,,tertiary,,False,6.614,"LINESTRING (19.661796 46.1021788, 19.6618374 46.1021708, 19.6618802 46.1021711)",5,roundabout,
736599519,False,2,Пушкинов трг,residential,,True,45.534000000000006,"LINESTRING (19.6707935 46.0963494, 19.670745 46.0963608, 19.6705793 46.0963996, 19.6702306 46.096473)",,,
821251641,False,2,Пушкинов трг,residential,50,False,61.762,"LINESTRING (19.6707935 46.0963494, 19.670823 46.0963737, 19.6711978 46.0966824, 19.6713085 46.0967748)",,,
75682503,True,1,Динка Златарића,residential,,False,85.42399999999999,"LINESTRING (19.6607624 46.0963473, 19.6607168 46.0963193, 19.6599321 46.0958387)",,,
"[835565609, 835565611]",False,2,Харамбашићева,residential,50,True,214.81699999999998,"LINESTRING (19.6607624 46.0963473, 19.6606698 46.0964376, 19.6604522 46.09665, 19.6599145 46.0973193, 19.6594441 46.0978963, 19.6594239 46.0979211, 19.6593846 46.0979632, 19.6593497 46.0980103)",,,
"[835565610, 871120980]",False,2,Харамбашићева,residential,50,False,66.798,"LINESTRING (19.6607624 46.0963473, 19.6610539 46.0961223, 19.6612768 46.0959631, 19.6613535 46.0959083)",,,
75682698,True,,Рудић улица,tertiary,,False,142.253,"LINESTRING (19.6623933 46.0999044, 19.66235 46.0999324, 19.6623218 46.0999504, 19.662214 46.1000264, 19.6620133 46.1001988, 19.6614348 46.1006516, 19.6613495 46.1007051, 19.6612707 46.1007654, 19.6611832 46.100866)",,,
893110606,True,,,tertiary,,False,17.962,"LINESTRING (19.6623933 46.0999044, 19.6623827 46.099873, 19.6623859 46.0998407, 19.6624026 46.0998106, 19.6624313 46.0997851, 19.6624696 46.0997667)",,roundabout,
75682555,False,,Бошка Вујића,residential,,True,154.2,"LINESTRING (19.6696734 46.1042448, 19.6679449 46.1036684, 19.6678705 46.1036444)",,,
75682043,False,,Аге Мамужића,residential,,False,76.449,"LINESTRING (19.6650836 46.0989912, 19.665105 46.0989696, 19.6656314 46.0984389, 19.6656454 46.0984247)",,,
75683265,False,,Шеноина,residential,,False,49.816,"LINESTRING (19.6687862 46.0985439, 19.6691945 46.0981967)",,,
713772232,False,2,Браће Радића,tertiary,50,False,51.305,"LINESTRING (19.667154 46.0977554, 19.6674498 46.0973421)",,,
713772232,False,2,Браће Радића,tertiary,50,True,63.62,"LINESTRING (19.667154 46.0977554, 19.6668938 46.0981375, 19.666803 46.0982732)",,,
736307239,False,2,Захарија Орфелина,residential,30,True,29.715,"LINESTRING (19.667154 46.0977554, 19.6670937 46.0977388, 19.6667958 46.0976568)",,,
75683021,False,2,Антонија Хаџића,residential,,True,81.309,"LINESTRING (19.6642661 46.1038918, 19.663373 46.1035029)",,,
835851516,False,2,Арсенија Чарнојевића,tertiary,50,True,14.706,"LINESTRING (19.6642661 46.1038918, 19.6643901 46.1037913)",,,
713772232,False,2,Браће Радића,tertiary,50,True,48.779,"LINESTRING (19.6677127 46.0969431, 19.6674498 46.0973421)",,,
"[75682056, 836881384]",False,2,Есперанто,residential,"['50', '30']",False,71.69,"LINESTRING (19.6677127 46.0969431, 19.667664 46.0968869, 19.6675672 46.0968301, 19.6672756 46.0967332, 19.6669284 46.0966178)",,,
75682143,False,2,Ивана Горана Ковачића,residential,,False,196.15300000000002,"LINESTRING (19.6677127 46.0969431, 19.6677731 46.0969996, 19.6678492 46.0970416, 19.6678917 46.0970503, 19.6679292 46.097058, 19.6681282 46.0969969, 19.6682301 46.0969597, 19.6683873 46.0969023, 19.6685936 46.0968513, 19.6696355 46.0966096, 19.6700479 46.0965166)",,,
75682968,True,1,Захарија Орфелина,residential,30,False,116.275,"LINESTRING (19.6669284 46.0966178, 19.6669216 46.0966346, 19.6668778 46.0967422, 19.6668069 46.0974582, 19.6667958 46.0976568)",,,
836881384,False,2,Есперанто,residential,30,False,59.001999999999995,"LINESTRING (19.6669284 46.0966178, 19.6669132 46.096607, 19.6664245 46.0962605, 19.6663939 46.0962381)",,,
"[836881384, 75682056]",False,2,Есперанто,residential,"['30', '50']",True,71.69,"LINESTRING (19.6669284 46.0966178, 19.6672756 46.0967332, 19.6675672 46.0968301, 19.667664 46.0968869, 19.6677127 46.0969431)",,,
75682324,False,,Суботе Врлића,residential,,False,187.774,"LINESTRING (19.6623085 46.102674, 19.6623123 46.1026244, 19.6623389 46.1022771, 19.662341 46.1022491, 19.6623722 46.102259, 19.6631349 46.1025017, 19.6639726 46.1028099)",,,
713190504,False,2,Змај Јовина,tertiary,50,False,109.188,"LINESTRING (19.6623085 46.102674, 19.6623546 46.1026934, 19.6624074 46.1027132, 19.6635964 46.1030815)",,,
713190504,False,2,Змај Јовина,tertiary,50,True,22.703000000000003,"LINESTRING (19.6623085 46.102674, 19.6622692 46.102639, 19.6621276 46.1025129)",,,
713772231,False,4,Максима Горког,secondary,50,False,48.849,"LINESTRING (19.6683194 46.0989838, 19.6688814 46.0991866)",,,
713772231,False,4,Максима Горког,secondary,50,True,14.879,"LINESTRING (19.6683194 46.0989838, 19.6681527 46.0989164)",,,
