osmid,ref,name,highway,oneway,reversed,length,lanes,maxspeed,geometry,width,bridge,junction
151609416,,Иве Андрића,residential,False,True,215.38199999999998,,,"LINESTRING (19.997266 43.2756963, 19.9973498 43.275766, 19.9974259 43.2758248, 19.9975067 43.275896, 19.9975875 43.2759761, 19.9978036 43.2761587, 19.998041 43.2763544, 19.9983807 43.2765868, 19.9984851 43.2766747, 19.998581 43.2767657, 19.9986657 43.2768561, 19.9989554 43.2771841)",,,
1239036649,21,Јездимира Ловића,primary,False,False,159.99499999999998,,,"LINESTRING (19.997266 43.2756963, 19.9972568 43.2758129, 19.9972469 43.275884, 19.997224 43.2759714, 19.9971983 43.2760586, 19.997161 43.2761771, 19.9971269 43.2762664, 19.9970554 43.2764429, 19.9970177 43.2765041, 19.9969747 43.2765935, 19.9969317 43.2766794, 19.9968886 43.2767609, 19.9968177 43.2768783, 19.9967498 43.2769866, 19.9966906 43.2770614)",,,
1239124853,,,residential,False,False,38.892,,,"LINESTRING (19.997266 43.2756963, 19.9972018 43.2756732, 19.997134 43.2756709, 19.9970821 43.2756753, 19.997016 43.2756812, 19.9969606 43.2756835, 19.9969027 43.2756849, 19.9967941 43.2756824)",,,
151609417,29,Браће Чоловића,primary,False,False,20.933,2,40,"LINESTRING (19.9999653 43.2758598, 20.000114 43.2758902, 20.0001771 43.2759001, 20.0002164 43.2759034)",,,
151609417,29,Браће Чоловића,primary,False,True,229.48600000000008,2,40,"LINESTRING (19.9999653 43.2758598, 19.9998819 43.275832, 19.999756 43.2757919, 19.9996229 43.2757552, 19.9994607 43.2757106, 19.9985124 43.2754279, 19.9983857 43.2753934, 19.9983168 43.2753745, 19.9982399 43.2753557, 19.9981638 43.2753403, 19.9980908 43.2753271, 19.9980301 43.2753196, 19.9979787 43.2753143, 19.9978812 43.2753076, 19.9978084 43.2753054, 19.9977081 43.2753056, 19.9976213 43.2753107, 19.9975561 43.2753181, 19.9974848 43.27533, 19.9974473 43.2753388, 19.9974036 43.2753497, 19.9973517 43.2753646, 19.9972937 43.2753914)",,,
231680833,,Мустај-бега Чавића,residential,False,True,128.985,,,"LINESTRING (19.9999653 43.2758598, 19.9999586 43.2759409, 19.9999425 43.2760317, 19.9999183 43.2761733, 19.9998473 43.2764745, 19.9997563 43.2770093)",,,
1239036649,21,Јездимира Ловића,primary,False,True,28.806,,,"LINESTRING (19.9965072 43.2772834, 19.9966906 43.2770614)",,,
231680847,,Алије Изетбеговића,residential,False,True,128.061,,,"LINESTRING (20.0007164 43.2694967, 20.0007834 43.2697677, 20.0008671 43.2700085, 20.0010489 43.2704425, 20.0010931 43.2705411, 20.0010999 43.2706114)",,,
694376038,,Хасана Прушчака,residential,False,False,113.463,,,"LINESTRING (20.0007164 43.2694967, 20.0012514 43.2694182, 20.0016229 43.2693615, 20.0020909 43.269298)",,,
231680847,,Алије Изетбеговића,residential,False,False,128.061,,,"LINESTRING (20.0010999 43.2706114, 20.0010931 43.2705411, 20.0010489 43.2704425, 20.0008671 43.2700085, 20.0007834 43.2697677, 20.0007164 43.2694967)",,,
231680847,,Алије Изетбеговића,residential,False,True,130.805,,,"LINESTRING (20.0010999 43.2706114, 20.0010918 43.2706515, 20.0010636 43.2707198, 20.0009952 43.2708595, 20.0009389 43.2709815, 20.0009242 43.2710362, 20.0009282 43.2710928, 20.0009416 43.2711895, 20.0009912 43.2714219, 20.0010479 43.2717621)",,,
231680866,,Доњи Букреш,residential,False,False,147.968,,,"LINESTRING (20.0010999 43.2706114, 20.0012004 43.2705987, 20.001293 43.2705958, 20.0013775 43.2706124, 20.0014821 43.2706485, 20.0015518 43.2706612, 20.0016363 43.2706661, 20.0018696 43.2706505, 20.0024068 43.270594, 20.0025496 43.2705655, 20.0027119 43.270507, 20.0028621 43.2704542)",,,
"[231680875, 1239824115]",,Хакије Зејнеловића,residential,False,False,265.48599999999993,,,"LINESTRING (19.9948899 43.2707282, 19.9946277 43.2708077, 19.9945124 43.2708556, 19.994452 43.2708888, 19.9944127 43.270917, 19.9943702 43.270963, 19.9943179 43.2710382, 19.9942549 43.2711124, 19.9942187 43.2711485, 19.9941715 43.2711874, 19.9940067 43.2713184, 19.9939947 43.2713399, 19.9939933 43.2713672, 19.9939973 43.2713887, 19.9940081 43.2714065, 19.9941623 43.2715108, 19.9943273 43.2716211, 19.9944319 43.2717012, 19.9945016 43.2717529, 19.9945727 43.2717861, 19.9946196 43.2717998, 19.9946663 43.2718051, 19.9946933 43.2717998, 19.9947336 43.2717774, 19.9948035 43.2717269, 19.9948516 43.2717006, 19.9948932 43.2716875, 19.9949388 43.2716846, 19.9949884 43.2716924, 19.9950379 43.2717054, 19.9951091 43.2717344, 19.9951812 43.2717717, 19.9952553 43.2718223, 19.9953277 43.2718887, 19.9953773 43.2719356, 19.9954573 43.2720263)",,,
551598503,201,Змаја од Босне,tertiary,False,True,38.827,2,50,"LINESTRING (19.9983614 43.2716557, 19.998428 43.2720015)",,,
231680863,,Санџачка,residential,False,False,78.85900000000001,,,"LINESTRING (19.9983614 43.2716557, 19.9983197 43.2716621, 19.9982098 43.2716914, 19.9981249 43.2717183, 19.9980274 43.271751, 19.9979375 43.2717959, 19.9978597 43.2718477, 19.9977498 43.271918, 19.9976527 43.2719817, 19.9975593 43.27204)",,,
551598503,201,Змаја од Босне,tertiary,False,False,241.856,2,50,"LINESTRING (19.9983614 43.2716557, 19.9983506 43.2715977, 19.9983364 43.271514, 19.9983224 43.2714542, 19.9983103 43.2714112, 19.9982889 43.2713497, 19.998248 43.2712596, 19.9981054 43.27102, 19.997882 43.2706639, 19.9977678 43.2704913, 19.9976943 43.2703501, 19.9976439 43.2702218, 19.9976028 43.2700677, 19.9975863 43.2699781, 19.9975632 43.269861, 19.9975079 43.269589)",,,
231680847,,Алије Изетбеговића,residential,False,True,20.272,,,"LINESTRING (20.0010479 43.2717621, 20.0010666 43.2719439)",,,
231680847,,Алије Изетбеговића,residential,False,False,130.80500000000004,,,"LINESTRING (20.0010479 43.2717621, 20.0009912 43.2714219, 20.0009416 43.2711895, 20.0009282 43.2710928, 20.0009242 43.2710362, 20.0009389 43.2709815, 20.0009952 43.2708595, 20.0010636 43.2707198, 20.0010918 43.2706515, 20.0010999 43.2706114)",,,
231680857,,Букреш,residential,False,False,148.68300000000002,,,"LINESTRING (20.0010479 43.2717621, 20.0012219 43.2717158, 20.0014445 43.2716582, 20.001651 43.2716211, 20.0019099 43.2715977, 20.0020762 43.2715964, 20.002158 43.2715957, 20.0024678 43.2715762, 20.0028031 43.2715703, 20.00285 43.2715703)",,,
231680830,,Меше Селимовића,residential,False,False,125.469,,,"LINESTRING (19.9954573 43.2720263, 19.9955531 43.2721542, 19.9956523 43.2722792, 19.9958403 43.272504, 19.9959299 43.2726063, 19.9959823 43.2726542, 19.9960359 43.2726913, 19.9960935 43.2727099, 19.996174 43.2727294, 19.9962193 43.2727372, 19.9963376 43.2727509, 19.9964883 43.2727581)",,,
231680867,,Санџачка,residential,False,False,105.12200000000001,,,"LINESTRING (19.9954573 43.2720263, 19.995492 43.2720156, 19.9955517 43.2720088, 19.9956053 43.2720176, 19.9956805 43.272042, 19.9958921 43.2721145, 19.9960439 43.2721592, 19.9961418 43.2721855, 19.9962212 43.2722069, 19.9962786 43.2722187, 19.9963483 43.2722275, 19.9965535 43.2722422, 19.9966343 43.2722453, 19.9966932 43.2722445)",,,
"[231680875, 1239824115]",,Хакије Зејнеловића,residential,False,True,265.48599999999993,,,"LINESTRING (19.9954573 43.2720263, 19.9953773 43.2719356, 19.9953277 43.2718887, 19.9952553 43.2718223, 19.9951812 43.2717717, 19.9951091 43.2717344, 19.9950379 43.2717054, 19.9949884 43.2716924, 19.9949388 43.2716846, 19.9948932 43.2716875, 19.9948516 43.2717006, 19.9948035 43.2717269, 19.9947336 43.2717774, 19.9946933 43.2717998, 19.9946663 43.2718051, 19.9946196 43.2717998, 19.9945727 43.2717861, 19.9945016 43.2717529, 19.9944319 43.2717012, 19.9943273 43.2716211, 19.9941623 43.2715108, 19.9940081 43.2714065, 19.9939973 43.2713887, 19.9939933 43.2713672, 19.9939947 43.2713399, 19.9940067 43.2713184, 19.9941715 43.2711874, 19.9942187 43.2711485, 19.9942549 43.2711124, 19.9943179 43.2710382, 19.9943702 43.270963, 19.9944127 43.270917, 19.994452 43.2708888, 19.9945124 43.2708556, 19.9946277 43.2708077, 19.9948899 43.2707282)",,,
231680859,,Мака Диздара,residential,False,False,375.701,,,"LINESTRING (19.9975593 43.27204, 19.996987 43.2715233, 19.9965464 43.2711098, 19.9959851 43.2705376, 19.9955964 43.2701489, 19.9951723 43.2697404, 19.9949662 43.2695571, 19.9947398 43.2693578)",,,
231680859,,Мака Диздара,residential,False,True,76.48299999999999,,,"LINESTRING (19.9975593 43.27204, 19.9976854 43.2721013, 19.997786 43.2721601, 19.9979455 43.2722435, 19.9981694 43.2723656, 19.9982305 43.2724, 19.9983181 43.2724493)",,,
231680863,,Санџачка,residential,False,True,78.85900000000001,,,"LINESTRING (19.9975593 43.27204, 19.9976527 43.2719817, 19.9977498 43.271918, 19.9978597 43.2718477, 19.9979375 43.2717959, 19.9980274 43.271751, 19.9981249 43.2717183, 19.9982098 43.2716914, 19.9983197 43.2716621, 19.9983614 43.2716557)",,,
1241903853,,Санџачка,residential,False,True,74.239,1,40,"LINESTRING (19.9975593 43.27204, 19.997507 43.2720664, 19.9973971 43.2721103, 19.9973227 43.2721277, 19.9969031 43.2722112, 19.9967818 43.2722306, 19.9966932 43.2722445)",,,
231680847,,Алије Изетбеговића,residential,False,False,35.793,,,"LINESTRING (20.0010996 43.2722649, 20.0010666 43.2719439)",,,
231680888,,Краља Твртка првог,secondary,False,False,111.316,,40,"LINESTRING (20.0010996 43.2722649, 20.0012311 43.2722549, 20.0014031 43.2722407, 20.0015757 43.2722265, 20.0018924 43.2721943, 20.0021726 43.2721677, 20.0022867 43.2721601, 20.0023624 43.2721584, 20.0024249 43.2721621, 20.0024651 43.272166)",,,
"[231680888, 685635188, 685635189]",,Краља Твртка првог,secondary,False,True,22.391000000000002,,40,"LINESTRING (20.0010996 43.2722649, 20.0009116 43.2722828, 20.0008973 43.2722837, 20.000837 43.272289, 20.0008253 43.2722905)",,yes,
231680867,,Санџачка,residential,False,True,105.12199999999999,,,"LINESTRING (19.9966932 43.2722445, 19.9966343 43.2722453, 19.9965535 43.2722422, 19.9963483 43.2722275, 19.9962786 43.2722187, 19.9962212 43.2722069, 19.9961418 43.2721855, 19.9960439 43.2721592, 19.9958921 43.2721145, 19.9956805 43.272042, 19.9956053 43.2720176, 19.9955517 43.2720088, 19.995492 43.2720156, 19.9954573 43.2720263)",,,
231680884,,Рушид-аге Спаховића,residential,False,True,59.857,1,40,"LINESTRING (19.9966932 43.2722445, 19.9966869 43.2722797, 19.9966715 43.2723193, 19.9966514 43.2723525, 19.9966118 43.2724194, 19.9965634 43.2724991, 19.9965352 43.2725677, 19.9965178 43.2726309, 19.9964953 43.2727003, 19.9964883 43.2727581)",,,
1241903853,,Санџачка,residential,False,False,74.239,1,40,"LINESTRING (19.9966932 43.2722445, 19.9967818 43.2722306, 19.9969031 43.2722112, 19.9973227 43.2721277, 19.9973971 43.2721103, 19.997507 43.2720664, 19.9975593 43.27204)",,,
231680830,,Меше Селимовића,residential,False,False,76.229,,,"LINESTRING (19.9974011 43.2727142, 19.9976775 43.2726787, 19.9979286 43.2726478, 19.9981172 43.2726191, 19.9982436 43.2725887, 19.9982819 43.2725786, 19.9983193 43.2725689)",,,
231680830,,Меше Селимовића,residential,False,True,74.233,,,"LINESTRING (19.9974011 43.2727142, 19.9971893 43.2727344, 19.9968399 43.2727617, 19.9966865 43.2727647, 19.9965967 43.2727628, 19.9964883 43.2727581)",,,
1239103615,,Ковачница,residential,False,False,125.048,,,"LINESTRING (19.9974011 43.2727142, 19.9974907 43.2729834, 19.9975374 43.2730145, 19.997615 43.2730267, 19.9979935 43.2729719, 19.9981441 43.2729598, 19.9982 43.2730362, 19.9983264 43.2732856)",,,
231680891,,Рушид-аге Спаховића,residential,False,True,29.143,1,40,"LINESTRING (19.9964883 43.2727581, 19.9965052 43.2730199)",,,
231680830,,Меше Селимовића,residential,False,False,74.23299999999999,,,"LINESTRING (19.9964883 43.2727581, 19.9965967 43.2727628, 19.9966865 43.2727647, 19.9968399 43.2727617, 19.9971893 43.2727344, 19.9974011 43.2727142)",,,
231680830,,Меше Селимовића,residential,False,True,125.469,,,"LINESTRING (19.9964883 43.2727581, 19.9963376 43.2727509, 19.9962193 43.2727372, 19.996174 43.2727294, 19.9960935 43.2727099, 19.9960359 43.2726913, 19.9959823 43.2726542, 19.9959299 43.2726063, 19.9958403 43.272504, 19.9956523 43.2722792, 19.9955531 43.2721542, 19.9954573 43.2720263)",,,
231680884,,Рушид-аге Спаховића,residential,False,False,59.857000000000006,1,40,"LINESTRING (19.9964883 43.2727581, 19.9964953 43.2727003, 19.9965178 43.2726309, 19.9965352 43.2725677, 19.9965634 43.2724991, 19.9966118 43.2724194, 19.9966514 43.2723525, 19.9966715 43.2723193, 19.9966869 43.2722797, 19.9966932 43.2722445)",,,
400295595,,Рифата Бурџовића Трше,secondary,False,False,86.81200000000001,2,40,"LINESTRING (20.0028534 43.2727984, 20.0031212 43.2727533, 20.0034825 43.2726917, 20.0035474 43.2726806, 20.0038956 43.272615)",,,
687948666,,Краља Твртка првог,secondary,False,True,35.734,,40,"LINESTRING (20.0028534 43.2727984, 20.0027941 43.2725833, 20.0027647 43.2724836)",,,
231680827,,Видњеви,residential,False,False,43.22,,,"LINESTRING (19.9983264 43.2732856, 19.9979708 43.2735755)",,,
1143765117,,,unclassified,False,False,29.591,1,,"LINESTRING (19.9983264 43.2732856, 19.9986722 43.2731994)",,,
1239103615,,Ковачница,residential,False,True,125.04799999999999,,,"LINESTRING (19.9983264 43.2732856, 19.9982 43.2730362, 19.9981441 43.2729598, 19.9979935 43.2729719, 19.997615 43.2730267, 19.9975374 43.2730145, 19.9974907 43.2729834, 19.9974011 43.2727142)",,,
231680896,,Сафвет-бега Башагића,residential,True,False,70.261,,40,"LINESTRING (20.002717 43.2734036, 20.0027373 43.2733573, 20.0028271 43.2732144, 20.0028554 43.2731571, 20.0028768 43.2731024, 20.0028894 43.2730586, 20.0028969 43.2730223, 20.0028969 43.2729784, 20.0028916 43.2729335, 20.0028534 43.2727984)",,,
291867038,,,residential,False,False,75.375,,,"LINESTRING (20.002717 43.2734036, 20.0026341 43.2733827, 20.0025415 43.2733485, 20.0024477 43.2733065, 20.0023685 43.2732655, 20.0023046 43.2732204, 20.0022653 43.2731844, 20.0022224 43.2731346, 20.0021919 43.2730847, 20.0021294 43.2729279)",3,,
231680827,,Видњеви,residential,False,True,43.22,,,"LINESTRING (19.9979708 43.2735755, 19.9983264 43.2732856)",,,
231680827,,Видњеви,residential,False,False,17.387999999999998,,,"LINESTRING (19.9979708 43.2735755, 19.9979006 43.273659, 19.9978658 43.2737117)",,,
"[231680889, 1239127631]",,Каћевски сокак,residential,False,False,88.51299999999999,,,"LINESTRING (19.9979708 43.2735755, 19.998077 43.273638, 19.9982373 43.273721, 19.9983653 43.2737947, 19.9985793 43.2738924, 19.9986215 43.2738977, 19.9986736 43.2738899, 19.998747 43.273875, 19.9988344 43.2738526, 19.9989118 43.2738397)",,,
231680889,,Каћевски сокак,residential,False,True,143.094,,,"LINESTRING (19.9979708 43.2735755, 19.9978772 43.2735111, 19.9977974 43.2734676, 19.9976934 43.2734349, 19.9975231 43.2734002, 19.9973763 43.2733695, 19.9972127 43.2733451, 19.9971255 43.2733265, 19.9970678 43.2733104, 19.9970236 43.2732777, 19.99699 43.273243, 19.9969532 43.2731729, 19.9969089 43.2730897, 19.9968821 43.2730614, 19.9968372 43.2730507, 19.9965857 43.2730223, 19.9965052 43.2730199)",,,
231680827,,Видњеви,residential,False,False,116.97,,,"LINESTRING (19.9978658 43.2737117, 19.9978551 43.273762, 19.9978443 43.2738421, 19.9978282 43.2739138, 19.9978034 43.2739817, 19.9977686 43.2740291, 19.9977223 43.2740784, 19.9976613 43.2741116, 19.9975272 43.2741662, 19.9972408 43.2742697, 19.9970839 43.2743308, 19.9970256 43.2743679, 19.9969941 43.2743967, 19.9969692 43.2744338)",,,
231680827,,Видњеви,residential,False,True,17.387999999999998,,,"LINESTRING (19.9978658 43.2737117, 19.9979006 43.273659, 19.9979708 43.2735755)",,,
231680852,,Атифа Пуриватре,residential,False,True,72.655,,,"LINESTRING (19.9978658 43.2737117, 19.9978443 43.2737068, 19.9978101 43.2737098, 19.9977451 43.2737249, 19.9974842 43.2738128, 19.997256 43.2738986, 19.997157 43.2739343, 19.997046 43.2739622)",,,
231680832,,Мимара Синана,residential,False,False,58.760000000000005,,,"LINESTRING (19.9953507 43.273842, 19.9954348 43.2740388, 19.9955571 43.2742196, 19.9956354 43.2743261)",,,
231680861,,Ћазима Чолаковића,residential,False,False,105.376,,,"LINESTRING (19.9953507 43.273842, 19.9953049 43.2738387, 19.995254 43.2738269, 19.9951909 43.2738045, 19.9950863 43.2737762, 19.9949214 43.2737488, 19.9946558 43.2737293, 19.9943916 43.2737225, 19.9940725 43.2737391)",,,
231680900,,Султана Мурата четвртог,residential,True,False,236.29200000000003,,,"LINESTRING (19.9990244 43.2741813, 19.99912 43.2741715, 19.9992864 43.2741544, 19.9994609 43.2741783, 19.9995556 43.2742252, 19.9997647 43.2744008, 19.9999032 43.274627, 19.9999838 43.2749604, 19.9999968 43.2752675, 20.0000069 43.2754439, 20.0000055 43.2755523, 19.9999934 43.2756538, 19.9999814 43.2757599, 19.9999653 43.2758598)",,,
344143554,201,Краља Петра првог,secondary,False,False,72.363,2,50,"LINESTRING (19.9990244 43.2741813, 19.9990082 43.2742161, 19.9989984 43.2742325, 19.9989788 43.2742564, 19.9989353 43.2742812, 19.9988766 43.2742956, 19.9987774 43.2743153, 19.9987017 43.2743296, 19.9986768 43.2743343, 19.9986415 43.2743406, 19.9985584 43.2743554, 19.9983938 43.2743792, 19.9982302 43.2744032)",,,
"[231680818, 1196100779]",201,Краља Петра првог,secondary,False,True,39.125,2,50,"LINESTRING (19.9990244 43.2741813, 19.9990205 43.2741526, 19.9990138 43.2741233, 19.9989957 43.2740593, 19.9989858 43.2740305, 19.9989809 43.2740164, 19.9989709 43.2739921, 19.9989467 43.2739329, 19.9989118 43.2738397)",,,
231680832,,Мимара Синана,residential,False,True,58.76,,,"LINESTRING (19.9956354 43.2743261, 19.9955571 43.2742196, 19.9954348 43.2740388, 19.9953507 43.273842)",,,
231680891,,Рушид-аге Спаховића,residential,False,False,164.08499999999998,1,40,"LINESTRING (19.9956354 43.2743261, 19.9957716 43.2741101, 19.9959299 43.2738855, 19.9960385 43.2737605, 19.9961713 43.2736551, 19.9963148 43.2735223, 19.9963979 43.2733944, 19.9964543 43.2732645, 19.9964918 43.2731366, 19.9965052 43.2730199)",,,
1239117269,,Дебој,residential,False,False,183.02400000000003,,,"LINESTRING (19.9956354 43.2743261, 19.9955007 43.2743005, 19.9953224 43.2742888, 19.9951413 43.2742878, 19.9944051 43.2743269, 19.9938887 43.2743601, 19.9935961 43.2743716, 19.9933853 43.2743864)",,,
1239117269,,Дебој,residential,False,True,84.443,,,"LINESTRING (19.9956354 43.2743261, 19.9959161 43.2744259, 19.9964464 43.27463, 19.996545 43.2746926)",,,
231680835,,,residential,False,False,132.85,,,"LINESTRING (19.9933853 43.2743864, 19.9936718 43.2755628)",,,
1239117269,,Дебој,residential,False,True,183.024,,,"LINESTRING (19.9933853 43.2743864, 19.9935961 43.2743716, 19.9938887 43.2743601, 19.9944051 43.2743269, 19.9951413 43.2742878, 19.9953224 43.2742888, 19.9955007 43.2743005, 19.9956354 43.2743261)",,,
231680827,,Видњеви,residential,False,True,14.16,,,"LINESTRING (19.9969816 43.2745596, 19.9969646 43.2744899, 19.9969625 43.2744629, 19.9969692 43.2744338)",,,
231680828,,Луја Пастера,residential,False,False,38.355000000000004,,,"LINESTRING (19.9969816 43.2745596, 19.9968243 43.2746081, 19.9967241 43.274632, 19.996545 43.2746926)",,,
231680828,,Луја Пастера,residential,False,True,67.66799999999999,,,"LINESTRING (19.9969816 43.2745596, 19.997097 43.2745317, 19.99722 43.2745073, 19.9973016 43.2744939, 19.9973955 43.2744806, 19.9975009 43.2744712, 19.9975539 43.2744671, 19.9976145 43.2744712, 19.9976615 43.2744807, 19.9976947 43.2744943, 19.9977869 43.2745229)",,,
231680828,,Луја Пастера,residential,False,True,38.355,,,"LINESTRING (19.996545 43.2746926, 19.9967241 43.274632, 19.9968243 43.2746081, 19.9969816 43.2745596)",,,
