osmid,name,highway,oneway,reversed,length,lanes,geometry,maxspeed,width
707074545,Јоце Селића,residential,False,False,123.283,,"LINESTRING (21.5164584 44.7586615, 21.5180181 44.75861)",,
481186710,Воје Богдановића,tertiary,False,True,253.919,2,"LINESTRING (21.5164584 44.7586615, 21.5164913 44.7591755, 21.5165548 44.760061, 21.51659 44.7604247, 21.5166027 44.7606074, 21.5166155 44.7607833, 21.5166149 44.7608336, 21.5165957 44.7609412)",,
481203656,Вељка Дугошевића,residential,False,True,167.43000000000004,,"LINESTRING (21.5224038 44.765009, 21.5223079 44.7650523, 21.5222116 44.7651022, 21.5220993 44.7651623, 21.5219557 44.7652312, 21.5218014 44.7653117, 21.5215417 44.7654329, 21.5213824 44.7655076, 21.52125 44.7655705, 21.5211831 44.7655992, 21.5210772 44.7656612, 21.5209871 44.7657091, 21.5208881 44.7657642, 21.5208285 44.7657969, 21.5207763 44.7658222, 21.5207153 44.7658406, 21.5206556 44.7658547)",,
481205999,Браће Буђони,residential,False,True,47.659000000000006,,"LINESTRING (21.5224038 44.765009, 21.5223696 44.7648612, 21.5223435 44.7647804, 21.5223137 44.7646816, 21.5223081 44.7646375, 21.5223093 44.7645869)",,
481298282,Обала краља Петра,residential,False,True,87.847,2,"LINESTRING (21.5121167 44.7659377, 21.5131503 44.7662303)",,
241773012,Београдска,residential,False,True,83.583,2,"LINESTRING (21.5121167 44.7659377, 21.5124683 44.7659659, 21.5127755 44.7659966, 21.5131669 44.7660325)",,
481298282,Обала краља Петра,residential,False,False,128.393,2,"LINESTRING (21.5121167 44.7659377, 21.5119908 44.7659139, 21.5115765 44.7658501, 21.5114129 44.7658284, 21.5112278 44.7658046, 21.5108006 44.7657682, 21.5105143 44.7657513)",,
174806368,Албанске споменице,tertiary,False,False,67.304,,"LINESTRING (21.5184641 44.7602514, 21.5177111 44.7605351)",,
174806368,Албанске споменице,tertiary,False,True,165.786,,"LINESTRING (21.5184641 44.7602514, 21.5203113 44.7595425)",,
707053340,Пере Металца,residential,False,False,159.861,,"LINESTRING (21.5184641 44.7602514, 21.5190465 44.7616283)",,
707053340,Пере Металца,residential,False,True,156.995,,"LINESTRING (21.5184641 44.7602514, 21.5184079 44.7601315, 21.5181541 44.7591132, 21.5180874 44.7588663)",,
1228438345,Војводе Мишића,residential,False,False,56.415,,"LINESTRING (21.517892 44.7633786, 21.5185924 44.7634791)",,
"[867728178, 665349006]",Војводе Мишића,residential,True,False,118.702,1,"LINESTRING (21.517892 44.7633786, 21.5170011 44.7632866, 21.5165692 44.763242, 21.5164056 44.763265)",,
810017649,Светосавска,residential,False,True,149.64100000000002,,"LINESTRING (21.517892 44.7633786, 21.5182211 44.7640654, 21.5184997 44.7646533)",,
665349003,Кнеза Лазара,residential,True,False,114.789,1,"LINESTRING (21.5164056 44.763265, 21.5170367 44.7641356, 21.517072 44.7641825)",30,
"[707053336, 867727963]",Његошева,residential,True,False,74.77499999999999,,"LINESTRING (21.5164056 44.763265, 21.5161147 44.7633429, 21.5158248 44.7634019, 21.5155033 44.7634678)",,
"[810017648, 867728179]",Трг Младена Милорадовића,residential,False,True,28.7,,"LINESTRING (21.5164056 44.763265, 21.5163382 44.7631464, 21.5162818 44.7630225)",,5
481204048,Мирослава Стојановића,residential,True,False,160.73,1,"LINESTRING (21.5195013 44.7666623, 21.5199171 44.7670457, 21.5199341 44.7670556, 21.5200093 44.7670993, 21.5201437 44.767138, 21.5203311 44.7671717, 21.5209062 44.7672752, 21.5212006 44.7673278)",,
707079739,Житни трг,residential,False,False,47.577,,"LINESTRING (21.5195013 44.7666623, 21.5194717 44.7666826, 21.5194073 44.7667258, 21.5193306 44.7667759, 21.5192479 44.766826, 21.5192281 44.7668374, 21.5191786 44.7668658, 21.5191449 44.7668851, 21.5190386 44.7669351)",,
