osmid,lanes,highway,maxspeed,width,junction,oneway,reversed,length,geometry,name,bridge,ref,tunnel,access
"[937811840, 712141586, 170006911]",2,primary,50,,,False,True,83.13,"LINESTRING (19.8437501 43.8534971, 19.8436695 43.8535567, 19.8436173 43.8535979, 19.8435965 43.8536163, 19.8435762 43.853636, 19.8435327 43.8536815, 19.8435077 43.8537088, 19.8434315 43.8537889, 19.8432153 43.8540162, 19.8431369 43.8540981)",Омладинска,,28,,
"[65774312, 954742401]",1,primary,50,,,True,False,54.346999999999994,"LINESTRING (19.8437501 43.8534971, 19.843793 43.8534422, 19.8438269 43.8534193, 19.843852 43.8534024, 19.8440203 43.853285, 19.8440646 43.8532509, 19.844087 43.8532299, 19.8441059 43.8532092, 19.844138 43.8531658, 19.8441613 43.8531172)",Омладинска,,28,,
913271371,1,primary,50,5.5,roundabout,True,False,14.577,"LINESTRING (19.8443832 43.8530569, 19.8443795 43.8530815, 19.844365 43.8531065, 19.8443409 43.8531272, 19.8443134 43.8531419, 19.8442773 43.8531509)",,,,,
65773984,2,primary,30,,,True,False,31.664,"LINESTRING (19.8446007 43.8521269, 19.8446342 43.8521709, 19.8446469 43.8521983, 19.8446543 43.8522166, 19.8446691 43.8522476, 19.8446919 43.8522846, 19.8447163 43.8523092, 19.8447536 43.8523358, 19.8448019 43.8523647)",,,28,,
969483595,3,tertiary,30,,,False,True,35.155,"LINESTRING (19.8447029 43.8547698, 19.8450975 43.854632)",Димитрија Туцовића,,,,
"[742669968, 742669969, 893143152, 1017600438]",4,tertiary,"['30', '50']",9.6,,False,False,149.06,"LINESTRING (19.8447029 43.8547698, 19.8446203 43.854799, 19.8445874 43.8548106, 19.8445531 43.8548226, 19.8443506 43.8548938, 19.8434347 43.8552172, 19.8431572 43.8553154, 19.8430332 43.8553592)",Димитрија Туцовића,,,,
301493818,3,tertiary,50,,,False,True,33.203,"LINESTRING (19.8424905 43.8555523, 19.8425093 43.8556298, 19.8425181 43.8556661, 19.8425282 43.8556919, 19.8425327 43.8557035, 19.8425379 43.8557168, 19.842587 43.8558423)",Трг Светог Саве,,,,
713635324,4,tertiary,50,9.6,,False,False,33.82,"LINESTRING (19.8424905 43.8555523, 19.8423596 43.8555985, 19.8423232 43.8556115, 19.8421122 43.8556868)",Димитрија Туцовића,,,,
742669955,2,tertiary,50,,,False,False,26.475,"LINESTRING (19.8424905 43.8555523, 19.8424667 43.8554462, 19.8424605 43.8554176, 19.8424582 43.8553931, 19.8424504 43.8553162)",Обилићева,,,,
742669966,4,tertiary,50,9.6,,False,True,23.015,"LINESTRING (19.8424905 43.8555523, 19.8425976 43.855514, 19.8426414 43.855498, 19.8427479 43.8554607)",Димитрија Туцовића,,,,
"[159970835, 1262710006, 1262710007]",2,secondary,50,5.6,,False,False,142.648,"LINESTRING (19.8460883 43.8576141, 19.8460521 43.8576073, 19.8460085 43.8575967, 19.8459888 43.8575886, 19.8459666 43.8575778, 19.8459451 43.8575633, 19.84592 43.8575435, 19.8458439 43.8574746, 19.845743 43.857375, 19.8457135 43.8573447, 19.8455686 43.8571958, 19.8455207 43.857147, 19.8453802 43.8569993, 19.8453467 43.8569635, 19.8453145 43.8569335, 19.8452927 43.8569142, 19.8452615 43.8568922, 19.8451643 43.8568313, 19.8450556 43.8567674, 19.8449993 43.8567408, 19.8449484 43.856722, 19.8448846 43.8567065)",Војводе Демира,,,,
1262710007,2,secondary,50,5.6,,False,True,24.25,"LINESTRING (19.8460883 43.8576141, 19.8461278 43.8576161, 19.8461639 43.8576108, 19.846192 43.8576025, 19.8462352 43.8575841, 19.8462794 43.8575613, 19.8463548 43.8575244)",Војводе Демира,,,,
"[159970835, 1262710006, 1262710007]",2,secondary,50,5.6,,False,True,142.648,"LINESTRING (19.8448846 43.8567065, 19.8449484 43.856722, 19.8449993 43.8567408, 19.8450556 43.8567674, 19.8451643 43.8568313, 19.8452615 43.8568922, 19.8452927 43.8569142, 19.8453145 43.8569335, 19.8453467 43.8569635, 19.8453802 43.8569993, 19.8455207 43.857147, 19.8455686 43.8571958, 19.8457135 43.8573447, 19.845743 43.857375, 19.8458439 43.8574746, 19.84592 43.8575435, 19.8459451 43.8575633, 19.8459666 43.8575778, 19.8459888 43.8575886, 19.8460085 43.8575967, 19.8460521 43.8576073, 19.8460883 43.8576141)",Војводе Демира,,,,
869800293,2,secondary,50,5.6,,False,False,163.97099999999998,"LINESTRING (19.8448846 43.8567065, 19.8448069 43.8567012, 19.8447197 43.8567017, 19.8446084 43.856708, 19.8443757 43.8567302, 19.8442664 43.8567408, 19.8441055 43.8567655, 19.8440069 43.8567853, 19.8438493 43.8568264, 19.8436589 43.8568782, 19.8433631 43.8569587, 19.8433391 43.8569647, 19.8433133 43.8569692, 19.8432818 43.8569734, 19.8430966 43.8569983, 19.8430739 43.857001, 19.8430557 43.8570022, 19.8430329 43.8570021, 19.8430027 43.857002, 19.8429005 43.8569976)",Сланушка,,,,
993135836,2,secondary,,,,False,True,23.368,"LINESTRING (19.8391997 43.8573916, 19.8389115 43.8574229)",Краља Петра I,,,,
65636050,2,tertiary,50,,,False,False,77.39399999999999,"LINESTRING (19.8391997 43.8573916, 19.8392519 43.857483, 19.8392716 43.8575175, 19.8394283 43.8578197, 19.8394365 43.8578355, 19.8394904 43.8579433, 19.8395382 43.8580433)",Марије Маге Магазиновић,,339,,
867672524,2,tertiary,50,,,False,True,35.674,"LINESTRING (19.8391997 43.8573916, 19.8391393 43.8573108, 19.8391275 43.8572883, 19.8391199 43.857274, 19.8391099 43.8572538, 19.8390489 43.8571296, 19.8390358 43.8570944)",Страхињића Бана,,339,,
"[1017600454, 993135826, 993135827, 993135828, 893376948, 993135835, 170155675, 993135837]","['2', '3']",secondary,50,,,False,False,202.186,"LINESTRING (19.8391997 43.8573916, 19.8393938 43.8573695, 19.8395278 43.8573542, 19.8398048 43.8573226, 19.8399629 43.8573045, 19.8402646 43.8572701, 19.8404145 43.8572528, 19.8405513 43.8572365, 19.8410651 43.8571752, 19.8411275 43.8571677, 19.8413747 43.8571386, 19.8415219 43.8571212, 19.8415614 43.8571165, 19.841689 43.8571013)",Краља Петра I,,,,
742669952,3,tertiary,50,,,False,False,40.400999999999996,"LINESTRING (19.842729 43.8561909, 19.8426628 43.8560338, 19.842587 43.8558423)",Трг Светог Саве,,,,
742669953,3,tertiary,50,,,False,True,90.87899999999999,"LINESTRING (19.842729 43.8561909, 19.8427509 43.8562412, 19.8427617 43.8562702, 19.8427715 43.8563034, 19.842813 43.8565187, 19.842882 43.8568683, 19.8428866 43.8568915, 19.8428949 43.8569333, 19.8428988 43.8569631, 19.8429005 43.8569976)",Трг Светог Саве,,,,
"[1011467924, 867868998]","['2', '3']",tertiary,50,,,False,False,88.04400000000001,"LINESTRING (19.8418258 43.8574858, 19.8418295 43.8574972, 19.841832 43.8575121, 19.8418328 43.857528, 19.8418317 43.8575421, 19.8418328 43.857554, 19.8418364 43.8575726, 19.8418489 43.8576223, 19.8418919 43.857796, 19.8419042 43.8578454, 19.8419407 43.8579927, 19.8419801 43.8581544, 19.8419873 43.8581826, 19.8420087 43.8582659)",Југ Богданова,,,,
"[893376949, 865108710]",2,tertiary,50,,,False,"[False, True]",44.141,"LINESTRING (19.8418258 43.8574858, 19.8417995 43.8574137, 19.8417929 43.8573953, 19.8417873 43.8573798, 19.841755 43.8572901, 19.8417161 43.8571822, 19.8417136 43.857175, 19.8417068 43.857156, 19.841689 43.8571013)",Југ Богданова,,,,
"[1017600456, 1017600457, 1017600458, 1017600459, 1011515402, 65774238]",2,residential,50,,,False,"[False, True]",195.428,"LINESTRING (19.8418258 43.8574858, 19.841785 43.8575148, 19.8417497 43.8575353, 19.8417161 43.8575516, 19.8416608 43.8575749, 19.8416423 43.8575812, 19.8415046 43.857628, 19.8413168 43.8576894, 19.8412999 43.8576949, 19.8412452 43.8577127, 19.8411804 43.8577338, 19.8410806 43.8577641, 19.8409587 43.8577991, 19.8408654 43.8578234, 19.8407913 43.8578419, 19.8406906 43.8578634, 19.8405921 43.857884, 19.8405244 43.8578965, 19.8404654 43.8579057, 19.840391 43.8579175, 19.8401643 43.8579514, 19.839948 43.8579823, 19.8396471 43.8580244, 19.839611 43.8580295, 19.8395382 43.8580433)",Љубе Стојановића,,,,
65636050,2,tertiary,50,,,False,False,73.2,"LINESTRING (19.8395382 43.8580433, 19.8395721 43.8581318, 19.8396094 43.8582393, 19.8396213 43.858281, 19.8396282 43.8583183, 19.8396343 43.8583625, 19.8396376 43.8583862, 19.8396464 43.8584774, 19.8396553 43.8586048, 19.8396596 43.858693)",Марије Маге Магазиновић,,339,,
65636050,2,tertiary,50,,,False,True,77.394,"LINESTRING (19.8395382 43.8580433, 19.8394904 43.8579433, 19.8394365 43.8578355, 19.8394283 43.8578197, 19.8392716 43.8575175, 19.8392519 43.857483, 19.8391997 43.8573916)",Марије Маге Магазиновић,,339,,
"[1017600456, 1017600457, 1017600458, 1011515402, 1017600459, 65774238]",2,residential,50,,,False,"[False, True]",195.42799999999994,"LINESTRING (19.8395382 43.8580433, 19.839611 43.8580295, 19.8396471 43.8580244, 19.839948 43.8579823, 19.8401643 43.8579514, 19.840391 43.8579175, 19.8404654 43.8579057, 19.8405244 43.8578965, 19.8405921 43.857884, 19.8406906 43.8578634, 19.8407913 43.8578419, 19.8408654 43.8578234, 19.8409587 43.8577991, 19.8410806 43.8577641, 19.8411804 43.8577338, 19.8412452 43.8577127, 19.8412999 43.8576949, 19.8413168 43.8576894, 19.8415046 43.857628, 19.8416423 43.8575812, 19.8416608 43.8575749, 19.8417161 43.8575516, 19.8417497 43.8575353, 19.841785 43.8575148, 19.8418258 43.8574858)",Љубе Стојановића,,,,
"[1017600466, 858265366]",2,residential,50,,,False,True,47.205,"LINESTRING (19.8434325 43.8560029, 19.8434736 43.8559956, 19.8434839 43.8559938, 19.8435241 43.8559928, 19.843569 43.8559943, 19.8436026 43.8559977, 19.843683 43.8560078, 19.8440109 43.8560576)",Трг Светог Саве,,,,
"[65636072, 1017600437]",1,residential,50,5,,True,False,60.20099999999999,"LINESTRING (19.8434325 43.8560029, 19.8433421 43.8560275, 19.8430373 43.8561175, 19.8428418 43.8561662, 19.842811 43.8561747, 19.842729 43.8561909)",Трг Светог Саве,,,,
169979807,1,secondary_link,,,,True,False,36.596000000000004,"LINESTRING (19.846493 43.8577638, 19.8464652 43.8577466, 19.8464323 43.8577307, 19.8463778 43.8577101, 19.8463008 43.8576846, 19.8462832 43.8576788, 19.8462099 43.8576545, 19.8460883 43.8576141)",Немањина,,,,
784507511,,secondary,,,,True,False,28.984,"LINESTRING (19.846493 43.8577638, 19.8464592 43.857725, 19.8464309 43.8576851, 19.8464048 43.8576392, 19.8463847 43.8575855, 19.8463548 43.8575244)",Немањина,,174,,
"[860437890, 159970837, 859629118, 867652951]",1,residential,50,,,True,False,187.09300000000002,"LINESTRING (19.8463548 43.8575244, 19.8463358 43.8574881, 19.8463128 43.8574518, 19.8462853 43.8574149, 19.8462751 43.8574012, 19.846197 43.8572966, 19.8461796 43.8572732, 19.8461048 43.8571744, 19.8460234 43.8570655, 19.8459854 43.8570139, 19.8459075 43.856908, 19.8458174 43.8567858, 19.8457957 43.8567597, 19.8457678 43.8567263, 19.8457272 43.8566844, 19.8456781 43.8566375, 19.8455599 43.8565308, 19.8454358 43.8564277, 19.8452966 43.8563164, 19.8452505 43.8562794, 19.8451731 43.8562152, 19.8451542 43.8561998, 19.8451214 43.8561727, 19.8450932 43.8561577, 19.8450746 43.8561516, 19.8450563 43.8561456)","['Трг Светог Саве', 'Жичка']",,,,
1262710007,2,secondary,50,5.6,,False,False,24.25,"LINESTRING (19.8463548 43.8575244, 19.8462794 43.8575613, 19.8462352 43.8575841, 19.846192 43.8576025, 19.8461639 43.8576108, 19.8461278 43.8576161, 19.8460883 43.8576141)",Војводе Демира,,,,
"[860437891, 1017600468, 1017600469, 1017600470, 65774175]",1,residential,50,,,True,False,102.23400000000001,"LINESTRING (19.8440109 43.8560576, 19.8440149 43.8560789, 19.844023 43.8560953, 19.8440371 43.8561171, 19.8440605 43.8561398, 19.8440961 43.8561659, 19.8441771 43.8562177, 19.8442247 43.8562482, 19.8444348 43.8563827, 19.8446167 43.8564992, 19.844674 43.856536, 19.8448323 43.8566376, 19.8448426 43.8566442, 19.8448538 43.8566514, 19.8448699 43.8566683, 19.8448806 43.8566843, 19.8448846 43.8567065)",Трг Светог Саве,,,,
"[867652952, 169977992]",2,residential,50,,,False,True,85.46700000000003,"LINESTRING (19.8440109 43.8560576, 19.8445847 43.8561541, 19.8446265 43.8561611, 19.8446855 43.8561679, 19.8447412 43.8561698, 19.8448069 43.8561688, 19.8448887 43.8561625, 19.8449779 43.8561509, 19.8450174 43.8561442, 19.8450372 43.8561437, 19.8450563 43.8561456)",Трг Светог Саве,,,,
"[1017600466, 858265366]",2,residential,50,,,False,False,47.205,"LINESTRING (19.8440109 43.8560576, 19.843683 43.8560078, 19.8436026 43.8559977, 19.843569 43.8559943, 19.8435241 43.8559928, 19.8434839 43.8559938, 19.8434736 43.8559956, 19.8434325 43.8560029)",Трг Светог Саве,,,,
742669973,2,tertiary,30,,,False,False,4.323,"LINESTRING (19.846288 43.8539236, 19.8462564 43.8539551)",Димитрија Туцовића,,,,
867672524,2,tertiary,50,,,False,False,35.674,"LINESTRING (19.8390358 43.8570944, 19.8390489 43.8571296, 19.8391099 43.8572538, 19.8391199 43.857274, 19.8391275 43.8572883, 19.8391393 43.8573108, 19.8391997 43.8573916)",Страхињића Бана,,339,,
867672524,2,tertiary,50,,,False,True,33.041,"LINESTRING (19.8390358 43.8570944, 19.839027 43.857064, 19.8390213 43.8570403, 19.8390159 43.8570179, 19.8390004 43.8569553, 19.8389818 43.8568745, 19.8389698 43.8568012)",Страхињића Бана,,339,,
893291569,2,residential,,3,,False,False,106.85900000000001,"LINESTRING (19.8390358 43.8570944, 19.8391001 43.8570861, 19.8391397 43.8570811, 19.8394359 43.8570436, 19.8394616 43.8570404, 19.8394827 43.8570351, 19.8394971 43.8570256, 19.8395068 43.8570106, 19.8395095 43.8569945, 19.8395058 43.8569797, 19.8394816 43.8568825, 19.8394753 43.8568572, 19.8394572 43.8567844, 19.8394447 43.8567663, 19.8394237 43.8567529, 19.839404 43.8567489, 19.8393824 43.8567488, 19.8390598 43.8567906, 19.8390412 43.8567931, 19.8390208 43.8567957, 19.8389698 43.8568012)",Трг партизана,,,,
"[863592067, 860437892, 65774015]",1,residential,50,3.7,,True,False,78.415,"LINESTRING (19.8430332 43.8553592, 19.8430721 43.8554176, 19.8430843 43.8554368, 19.8430943 43.8554529, 19.8430996 43.8554615, 19.843106 43.8554719, 19.8431416 43.8555295, 19.8433776 43.8559116, 19.8433893 43.8559297, 19.8434325 43.8560029)",Трг Светог Саве,,,,
"[893143153, 1043866252]",4,tertiary,50,9.6,,False,False,25.508,"LINESTRING (19.8430332 43.8553592, 19.8429195 43.8553995, 19.8428496 43.8554248, 19.8427479 43.8554607)",Димитрија Туцовића,,,,
"[893143152, 742669969, 742669968, 1017600438]",4,tertiary,"['50', '30']",9.6,,False,True,149.06,"LINESTRING (19.8430332 43.8553592, 19.8431572 43.8553154, 19.8434347 43.8552172, 19.8443506 43.8548938, 19.8445531 43.8548226, 19.8445874 43.8548106, 19.8446203 43.854799, 19.8447029 43.8547698)",Димитрија Туцовића,,,,
954742402,1,primary,50,,,True,False,8.771,"LINESTRING (19.8438502 43.8534653, 19.8437501 43.8534971)",Омладинска,,28,,
"[1017600449, 65774027]",1,residential,30,,,True,False,132.791,"LINESTRING (19.8438502 43.8534653, 19.8438538 43.8534835, 19.8438589 43.8534963, 19.8438645 43.8535054, 19.8438761 43.8535227, 19.8439352 43.8536113, 19.8439543 43.85364, 19.8440612 43.8538004, 19.8441179 43.8538853, 19.844132 43.8539065, 19.844139 43.853917, 19.8443977 43.8543083, 19.8444502 43.8543877, 19.8444646 43.8544095, 19.8445543 43.8545451)",Момчила Тешића,,,,
170006773,1,primary,50,,,True,False,48.311,"LINESTRING (19.8442611 43.8531499, 19.8442302 43.8531898, 19.844195 43.8532183, 19.8441064 43.8532823, 19.8440896 43.8532945, 19.8438896 43.8534332, 19.8438502 43.8534653)",Омладинска,,28,,
913307949,1,primary,50,5.5,roundabout,True,False,9.078,"LINESTRING (19.8442611 43.8531499, 19.8442329 43.8531481, 19.844206 43.8531418, 19.8441817 43.8531314, 19.8441613 43.8531172)",,,,,
712141585,2,tertiary,50,,,False,False,128.43699999999998,"LINESTRING (19.839305 43.8542081, 19.8392856 43.8542318, 19.8392741 43.8542545, 19.8392681 43.8542778, 19.8392531 43.8544031, 19.8392464 43.8544372, 19.8392379 43.8544692, 19.8392228 43.8545132, 19.8392143 43.8545367, 19.8392018 43.8545651, 19.8391843 43.8545977, 19.8391484 43.8546634, 19.8391236 43.8547048, 19.8390589 43.8548037, 19.8390359 43.8548376, 19.8390153 43.8548672, 19.838912 43.8550079, 19.8388996 43.8550217, 19.8388839 43.8550383, 19.8388695 43.8550516, 19.8388503 43.8550659, 19.8388279 43.855079, 19.8387967 43.8550952, 19.8387156 43.8551263, 19.8386328 43.8551594, 19.8386185 43.855166, 19.8386039 43.855175, 19.8385906 43.8551865)",Међај,,,,
890255258,2,residential,50,,,False,True,140.09699999999998,"LINESTRING (19.839305 43.8542081, 19.8392593 43.8541781, 19.8391907 43.8541329, 19.8391448 43.8541071, 19.8391087 43.8540901, 19.8390789 43.8540808, 19.8390472 43.8540765, 19.8389996 43.854074, 19.8389825 43.8540749, 19.8389496 43.8540765, 19.8387261 43.8541039, 19.8386356 43.8541154, 19.838579 43.8541226, 19.8385328 43.8541285, 19.8384576 43.8541376, 19.8384259 43.8541413, 19.838311 43.8541555, 19.8382493 43.854163, 19.8381022 43.8541809, 19.8380292 43.8541889, 19.837971 43.8541935, 19.8379173 43.8541946, 19.837833 43.8541948, 19.8377517 43.8541932, 19.8376864 43.854191, 19.8376347 43.8541885)",Михајла Пупина,,,,
"[890255257, 929367564, 1017600446, 1017600447]",2,tertiary,50,9.5,,False,False,222.097,"LINESTRING (19.839305 43.8542081, 19.8393305 43.8541878, 19.8393566 43.8541748, 19.8393995 43.8541627, 19.8394375 43.8541578, 19.8396654 43.8541285, 19.8400158 43.8540872, 19.8400797 43.8540807, 19.840156 43.8540729, 19.8409458 43.8540094, 19.8417122 43.8539498, 19.8418517 43.8539393, 19.8418819 43.8539373, 19.8419215 43.8539359, 19.8419421 43.8539369, 19.8419653 43.8539403, 19.8419876 43.8539464, 19.8420071 43.8539542, 19.8420235 43.8539638)",Михајла Пупина,,,,
"[165285433, 169964282, 169964283]",3,tertiary,50,,,False,True,76.794,"LINESTRING (19.8420235 43.8539638, 19.8420418 43.8539776, 19.8420595 43.8539953, 19.8420705 43.854011, 19.842079 43.8540286, 19.8420841 43.8540427, 19.8420931 43.8540763, 19.8420999 43.8541011, 19.8422092 43.8544685, 19.8422128 43.8544797, 19.8422162 43.8544907, 19.8422563 43.8546286)",Обилићева,yes,,,
"[890255257, 929367564, 1017600446, 1017600447]",2,tertiary,50,9.5,,False,True,222.097,"LINESTRING (19.8420235 43.8539638, 19.8420071 43.8539542, 19.8419876 43.8539464, 19.8419653 43.8539403, 19.8419421 43.8539369, 19.8419215 43.8539359, 19.8418819 43.8539373, 19.8418517 43.8539393, 19.8417122 43.8539498, 19.8409458 43.8540094, 19.840156 43.8540729, 19.8400797 43.8540807, 19.8400158 43.8540872, 19.8396654 43.8541285, 19.8394375 43.8541578, 19.8393995 43.8541627, 19.8393566 43.8541748, 19.8393305 43.8541878, 19.839305 43.8542081)",Михајла Пупина,,,,
"[925926214, 925926215, 931973866, 170142456, 923523700, 925926264, 925926265]",2,residential,50,,,False,True,263.12999999999994,"LINESTRING (19.8420235 43.8539638, 19.8420496 43.8539502, 19.8420725 43.8539392, 19.8420999 43.8539321, 19.8421261 43.853928, 19.8423858 43.8539089, 19.8425699 43.8538953, 19.8426095 43.853888, 19.8426443 43.8538706, 19.8426678 43.8538508, 19.8426839 43.8538295, 19.8426919 43.8538048, 19.8426946 43.8537739, 19.8426899 43.8537483, 19.8426823 43.8537302, 19.8426727 43.8537126, 19.842622 43.853635, 19.8426217 43.8536346, 19.8425785 43.8535684, 19.8425785 43.8535683, 19.842411 43.8533121, 19.8423721 43.8532531, 19.8423439 43.8532101, 19.8423365 43.8531936, 19.8423345 43.8531748, 19.8423406 43.8531521, 19.842362 43.8531264, 19.8423945 43.853097, 19.8424686 43.8530319, 19.8427106 43.8528182, 19.8427769 43.8527594, 19.8427958 43.8527426, 19.8428705 43.8526765, 19.8429108 43.8526408, 19.84297 43.8525884, 19.8431605 43.8524198, 19.8432374 43.8523512, 19.8432816 43.8523106, 19.8433106 43.8522829)",Велики парк,,,,
"[924513477, 924513478, 76848846]",,residential,30,,,True,False,58.916000000000004,"LINESTRING (19.8405586 43.855006, 19.8405985 43.8550777, 19.8406043 43.8550882, 19.8408032 43.8554454, 19.8408061 43.8554507, 19.8408323 43.8554977)",Петра Ћеловића,,,,
156296546,2,residential,30,,,False,False,96.03999999999999,"LINESTRING (19.8405586 43.855006, 19.8404957 43.8550267, 19.8400226 43.8551827, 19.8399687 43.8552006, 19.8398547 43.8552399, 19.8397958 43.855254, 19.8397717 43.8552584, 19.8397493 43.8552624, 19.8396822 43.8552683, 19.8395899 43.8552714, 19.8395655 43.8552707, 19.8395367 43.8552677, 19.8394944 43.8552598, 19.8394414 43.8552479)",Вуколе Дабића,,,,
"[924513480, 156296547, 924513479]",,residential,30,,,True,False,64.64800000000001,"LINESTRING (19.8405586 43.855006, 19.8405375 43.8549695, 19.8405286 43.8549541, 19.8403313 43.8546128, 19.8403281 43.8546072, 19.8403214 43.8545955, 19.8402538 43.8544678)",Петра Ћеловића,,,,
"[924513472, 165019572]",2,residential,30,,,False,False,40.183,"LINESTRING (19.8408323 43.8554977, 19.8407792 43.8555104, 19.8407671 43.8555134, 19.8403503 43.8555964)",Дечанска,,,,
"[924513471, 911348319]",2,residential,30,,,False,False,22.582,"LINESTRING (19.8408323 43.8554977, 19.8408483 43.8555265, 19.8408548 43.8555385, 19.8409357 43.8556866)",Петра Ћеловића,,,,
"[924513473, 924513474, 924513475, 924513476, 65774142]",,residential,30,,,True,False,136.49400000000003,"LINESTRING (19.8408323 43.8554977, 19.8408884 43.8554845, 19.8408995 43.8554818, 19.8409263 43.8554775, 19.8412641 43.8554238, 19.8413204 43.8554148, 19.8413814 43.8554049, 19.8414553 43.8553928, 19.8416496 43.8553611, 19.8416664 43.8553577, 19.8416817 43.8553532, 19.8416993 43.8553464, 19.8417156 43.8553393, 19.8417388 43.8553263, 19.8417569 43.8553154, 19.8417813 43.8552961, 19.8418799 43.8552107, 19.8418903 43.8552023, 19.841904 43.8551924, 19.8419178 43.8551841, 19.8419322 43.8551769, 19.8419607 43.8551641, 19.841978 43.855157, 19.8419952 43.85515, 19.8420375 43.855136, 19.8421768 43.855099, 19.8422542 43.8550792, 19.8422993 43.8550682, 19.8423748 43.8550532)",Дечанска,,,,
170072128,3,tertiary,50,,,False,False,48.16,"LINESTRING (19.8423748 43.8550532, 19.8423002 43.8547871, 19.8422979 43.8547777, 19.8422563 43.8546286)",Обилићева,,,,
742669954,3,tertiary,50,,,False,True,29.866,"LINESTRING (19.8423748 43.8550532, 19.8424015 43.8551462, 19.8424504 43.8553162)",Обилићева,,,,
