osmid,highway,oneway,reversed,length,ref,geometry,name,bridge
275953812,tertiary,False,False,79.573,,"LINESTRING (30.5769701 40.0262491, 30.5770529 40.0255363)",,
275953764,secondary,False,True,71.398,26-03,"LINESTRING (30.5769701 40.0262491, 30.5768257 40.0263042, 30.5762106 40.0265211)",,
275953816,secondary,True,False,90.25399999999999,26-03,"LINESTRING (30.5769701 40.0262491, 30.5771966 40.0261846, 30.5774939 40.0261979, 30.5780086 40.0262573)",,
275953741,secondary,False,True,36.733999999999995,26-03,"LINESTRING (30.5814337 40.0288664, 30.5815003 40.0289863, 30.5816085 40.0291684)",Sarıcakaya - Mihalgazi yolu,
275953815,secondary,True,False,217.74499999999998,26-03,"LINESTRING (30.5814337 40.0288664, 30.5811047 40.0281061, 30.5802438 40.0272717, 30.5801645 40.0272001)",,
"[53789968, 53789970, 275953812]",tertiary,False,True,231.98,,"LINESTRING (30.5783467 40.0219594, 30.5780361 40.0221777, 30.5775381 40.0225774, 30.5773663 40.0227559, 30.5772936 40.0230363, 30.577228 40.0236312, 30.5772158 40.0237371)",,yes
275953764,secondary,False,False,76.564,26-03,"LINESTRING (30.5753939 40.0268092, 30.5762106 40.0265211)",,
371155787,residential,False,False,142.166,,"LINESTRING (30.5753939 40.0268092, 30.5758477 40.0276065, 30.5759891 40.0280007)",,
372785748,residential,False,True,114.293,,"LINESTRING (30.5753939 40.0268092, 30.5748595 40.0259144, 30.5748373 40.0258739)",,
275953816,secondary,True,False,38.885,26-03,"LINESTRING (30.579967 40.0268624, 30.5802444 40.0271402)",,
371155786,residential,False,False,32.313,,"LINESTRING (30.579967 40.0268624, 30.5803452 40.0268384)",,
275953812,tertiary,False,False,8.341,,"LINESTRING (30.5770529 40.0255363, 30.5770547 40.0254613)",,
275953812,tertiary,False,True,79.573,,"LINESTRING (30.5770529 40.0255363, 30.5769701 40.0262491)",,
371155785,residential,False,True,77.762,,"LINESTRING (30.5770529 40.0255363, 30.5775055 40.0255621, 30.5779649 40.0255621)",,
371155785,residential,False,True,8.442,,"LINESTRING (30.5779649 40.0255621, 30.5780604 40.0255825)",,
466350817,residential,False,True,29.619,,"LINESTRING (30.5779649 40.0255621, 30.5780749 40.0253094)",,
371155785,residential,False,False,77.762,,"LINESTRING (30.5779649 40.0255621, 30.5775055 40.0255621, 30.5770529 40.0255363)",,
371155781,residential,False,True,33.2,,"LINESTRING (30.5790435 40.0258273, 30.5790847 40.0255304)",,
371155781,residential,False,False,60.443,,"LINESTRING (30.5790435 40.0258273, 30.5789702 40.0261688, 30.5789206 40.0263626)",,
371155785,residential,False,False,88.232,,"LINESTRING (30.5790435 40.0258273, 30.5784975 40.0256641, 30.5782512 40.0256233, 30.5780604 40.0255825)",,
275953815,secondary,True,False,58.414,26-03,"LINESTRING (30.5776535 40.02629, 30.5771803 40.026252, 30.5769701 40.0262491)",,
371155784,residential,False,False,87.41300000000001,,"LINESTRING (30.5776535 40.02629, 30.5774766 40.0267431, 30.5773323 40.0268468, 30.577157 40.0269369)",,
275953815,secondary,True,False,51.856,26-03,"LINESTRING (30.5782572 40.0263503, 30.577963 40.0263149, 30.5776535 40.02629)",,
371155775,residential,False,True,157.99099999999999,,"LINESTRING (30.5782572 40.0263503, 30.5780949 40.0267535, 30.5779754 40.0269543, 30.5777606 40.027164, 30.5776306 40.0272847, 30.5774308 40.0273588, 30.5772696 40.027497)",,
275953816,secondary,True,False,108.61800000000001,26-03,"LINESTRING (30.5789206 40.0263626, 30.5792207 40.0263972, 30.5796286 40.0265833, 30.579967 40.0268624)",,
371155781,residential,False,True,60.443,,"LINESTRING (30.5789206 40.0263626, 30.5789702 40.0261688, 30.5790435 40.0258273)",,
275953764,secondary,False,True,76.564,26-03,"LINESTRING (30.5762106 40.0265211, 30.5753939 40.0268092)",,
371155780,residential,False,False,34.999,,"LINESTRING (30.5762106 40.0265211, 30.5762032 40.0268358)",,
275953764,secondary,False,False,71.398,26-03,"LINESTRING (30.5762106 40.0265211, 30.5768257 40.0263042, 30.5769701 40.0262491)",,
466350826,residential,False,True,96.866,,"LINESTRING (30.5762106 40.0265211, 30.5762269 40.026365, 30.5762269 40.0258123, 30.5762946 40.025659)",,
371155786,residential,False,True,160.48100000000002,,"LINESTRING (30.5831162 40.0266804, 30.5828687 40.0266278, 30.5824974 40.0265962, 30.5818579 40.0266594, 30.5814041 40.0267541, 30.5812657 40.0267651)",,
371155776,residential,False,False,34.639,,"LINESTRING (30.5803452 40.0268384, 30.5802444 40.0271402)",,
371155786,residential,False,False,78.8,,"LINESTRING (30.5803452 40.0268384, 30.5812657 40.0267651)",,
371155786,residential,False,True,32.313,,"LINESTRING (30.5803452 40.0268384, 30.579967 40.0268624)",,
"[371155778, 372785758]",residential,False,"[False, True]",201.675,,"LINESTRING (30.5803452 40.0268384, 30.5803383 40.0267647, 30.5804483 40.0258801, 30.580792 40.0259484, 30.5812201 40.0260208, 30.5814759 40.0261656)",,
371155779,residential,False,False,30.492,,"LINESTRING (30.577157 40.0269369, 30.5772392 40.0272038)",,
