osmid,highway,oneway,reversed,length,tunnel,geometry
"[694352184, 694352185, 694352183]",residential,False,False,102.99099999999999,yes,"LINESTRING (31.1961859 40.8732477, 31.1961221 40.8733186, 31.1961221 40.8733862, 31.1961348 40.8734763, 31.1961774 40.8735439, 31.1964712 40.8737822, 31.1966593 40.8738972, 31.1967607 40.8739593)"
"[694352184, 694352185, 694352183]",residential,False,True,102.991,yes,"LINESTRING (31.1967607 40.8739593, 31.1966593 40.8738972, 31.1964712 40.8737822, 31.1961774 40.8735439, 31.1961348 40.8734763, 31.1961221 40.8733862, 31.1961221 40.8733186, 31.1961859 40.8732477)"
