osmid,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,junction,ref
59758924,Sadi Özcan Caddesi,tertiary,50,False,False,8.468,,"LINESTRING (28.1367033 37.3386927, 28.1367389 37.338622)",,
623722418,Sadi Özcan Caddesi,tertiary,50,True,False,40.388,1,"LINESTRING (28.1367033 37.3386927, 28.1366785 37.3387562, 28.1366611 37.3388266, 28.136645 37.3389055, 28.1366363 37.3389502, 28.136624 37.3389821, 28.1366071 37.3390077, 28.1365751 37.3390353)",,
597354153,198. Sokak,residential,50,False,False,12.952,,"LINESTRING (28.1435672 37.3410707, 28.1436271 37.3409644)",,
117508140,Mehmet Özcan Caddesi,tertiary,50,False,False,14.583,2,"LINESTRING (28.1355124 37.3409257, 28.1354545 37.3410485)",,
117508140,Mehmet Özcan Caddesi,tertiary,50,False,True,12.453,2,"LINESTRING (28.1355124 37.3409257, 28.1355624 37.340821)",,
623762401,Başkomiser Süleyman Özcan Caddesi,unclassified,50,False,True,154.0,2,"LINESTRING (28.1355124 37.3409257, 28.1343424 37.3403889, 28.1341055 37.340296, 28.1339946 37.3402468)",,
117508140,Mehmet Özcan Caddesi,tertiary,50,False,False,33.89,2,"LINESTRING (28.1361948 37.3396043, 28.1360374 37.3398822)",,
623722417,Mehmet Özcan Caddesi,tertiary,50,True,False,44.611,1,"LINESTRING (28.1361948 37.3396043, 28.1362318 37.3395331, 28.1362586 37.339467, 28.1362881 37.3393828, 28.136294 37.3393581, 28.1363083 37.3392975, 28.1363217 37.3392177)",,
623803445,Ünal Toksöz Caddesi,residential,,False,False,188.373,,"LINESTRING (28.1361948 37.3396043, 28.1372214 37.3399423, 28.1374112 37.3400008, 28.1376425 37.340072, 28.1379649 37.3401625, 28.1381795 37.3402192)",,
623787903,Atatürk Caddesi,tertiary,50,False,True,8.428,,"LINESTRING (28.1446463 37.344113, 28.1447405 37.3441247)",,
623787903,Atatürk Caddesi,tertiary,50,False,False,43.81,,"LINESTRING (28.1446463 37.344113, 28.1445071 37.3440844, 28.1444148 37.3440575, 28.1443236 37.344023, 28.1441982 37.343954)",,
625245306,Ömer Tekin Caddesi,unclassified,50,False,True,32.944,,"LINESTRING (28.1446463 37.344113, 28.1444136 37.3440861, 28.1443554 37.3440821, 28.1442765 37.3440776)",,
625219199,Ahmet Necati Özdemir Caddesi,unclassified,50,False,True,54.135,,"LINESTRING (28.1450661 37.3424456, 28.1445005 37.342259)",,
471765603,Ömer Tekin Caddesi,unclassified,50,False,False,59.202,,"LINESTRING (28.1450661 37.3424456, 28.1448395 37.3429193, 28.1448267 37.3429428)",,
623787903,Atatürk Caddesi,tertiary,50,False,False,9.795,,"LINESTRING (28.1441982 37.343954, 28.1441034 37.3439084)",,
471765603,Ömer Tekin Caddesi,unclassified,50,False,True,65.286,,"LINESTRING (28.1441982 37.343954, 28.1443941 37.3436647, 28.14454 37.3434336)",,
623787903,Atatürk Caddesi,tertiary,50,False,True,43.81,,"LINESTRING (28.1441982 37.343954, 28.1443236 37.344023, 28.1444148 37.3440575, 28.1445071 37.3440844, 28.1446463 37.344113)",,
28244926,Cumhuriyet Caddesi,tertiary,50,False,False,4.981,,"LINESTRING (28.1413074 37.3373171, 28.1413037 37.3373618)",,
623819508,Karaoğlanoğlu Caddesi,unclassified,50,False,True,107.0,,"LINESTRING (28.1413074 37.3373171, 28.1400992 37.3372606)",,
59758924,Sadi Özcan Caddesi,tertiary,50,False,True,23.91,,"LINESTRING (28.1368395 37.3384224, 28.1367389 37.338622)",,
597354151,186. Sokak,residential,50,False,False,72.643,2,"LINESTRING (28.1368395 37.3384224, 28.1376111 37.338647)",,
28244926,Cumhuriyet Caddesi,tertiary,50,False,False,51.589,,"LINESTRING (28.1406036 37.3395044, 28.1403639 37.3399274)",,
28244926,Cumhuriyet Caddesi,tertiary,50,False,True,83.313,,"LINESTRING (28.1406036 37.3395044, 28.14095 37.3388076)",,
597354151,186. Sokak,residential,50,False,False,82.098,2,"LINESTRING (28.1406036 37.3395044, 28.141464 37.3397822)",,
597354151,186. Sokak,residential,50,False,True,67.219,2,"LINESTRING (28.1406036 37.3395044, 28.139888 37.3393001)",,
597354151,186. Sokak,residential,50,False,False,47.58,2,"LINESTRING (28.1439028 37.3404748, 28.1444102 37.3406175)",,
597354151,186. Sokak,residential,50,False,True,151.817,2,"LINESTRING (28.1439028 37.3404748, 28.1422856 37.3400155)",,
597354153,198. Sokak,residential,50,False,False,60.71,,"LINESTRING (28.1439028 37.3404748, 28.1441826 37.3399762)",,
597354153,198. Sokak,residential,50,False,True,59.648,,"LINESTRING (28.1439028 37.3404748, 28.1436271 37.3409644)",,
597354153,198. Sokak,residential,50,False,False,69.896,,"LINESTRING (28.1444337 37.3394901, 28.1447843 37.3389267)",,
597354153,198. Sokak,residential,50,False,True,58.433,,"LINESTRING (28.1444337 37.3394901, 28.1441826 37.3399762)",,
597354155,203. Sokak,residential,50,False,True,154.935,,"LINESTRING (28.1444337 37.3394901, 28.1429115 37.3387996)",,
597354153,198. Sokak,residential,50,False,True,69.896,,"LINESTRING (28.1447843 37.3389267, 28.1444337 37.3394901)",,
623796381,Karaoğlanoğlu Caddesi,tertiary,50,False,True,10.237,,"LINESTRING (28.1447843 37.3389267, 28.1446879 37.3388757)",,
28244926,Cumhuriyet Caddesi,tertiary,50,False,True,25.142,,"LINESTRING (28.1412184 37.3381952, 28.1412501 37.3379705)",,
597354155,203. Sokak,residential,50,False,False,89.068,,"LINESTRING (28.1412184 37.3381952, 28.1421509 37.3384984)",,
28244926,Cumhuriyet Caddesi,tertiary,50,False,False,41.744,,"LINESTRING (28.1412184 37.3381952, 28.1411997 37.33826, 28.1411608 37.3383567, 28.1410699 37.3385511)",,
597354155,203. Sokak,residential,50,False,False,75.122,,"LINESTRING (28.1421509 37.3384984, 28.1429115 37.3387996)",,
597354155,203. Sokak,residential,50,False,True,89.068,,"LINESTRING (28.1421509 37.3384984, 28.1412184 37.3381952)",,
597354158,196. Sokak,residential,50,False,False,86.149,,"LINESTRING (28.1421509 37.3384984, 28.1425511 37.337792)",,
597354158,196. Sokak,residential,50,False,True,75.205,,"LINESTRING (28.1421509 37.3384984, 28.1418326 37.3391256)",,
597354151,186. Sokak,residential,50,False,False,77.128,2,"LINESTRING (28.141464 37.3397822, 28.1422856 37.3400155)",,
597354151,186. Sokak,residential,50,False,True,82.098,2,"LINESTRING (28.141464 37.3397822, 28.1406036 37.3395044)",,
597354158,196. Sokak,residential,50,False,False,79.953,,"LINESTRING (28.141464 37.3397822, 28.1418326 37.3391256)",,
597354158,196. Sokak,residential,50,False,True,86.149,,"LINESTRING (28.1425511 37.337792, 28.1421509 37.3384984)",,
623796381,Karaoğlanoğlu Caddesi,tertiary,50,False,False,110.90899999999999,,"LINESTRING (28.1425511 37.337792, 28.1429524 37.3379878, 28.1436114 37.338325)",,
623796381,Karaoğlanoğlu Caddesi,tertiary,50,False,True,121.189,,"LINESTRING (28.1425511 37.337792, 28.1423283 37.3376737, 28.1421256 37.3375833, 28.1419454 37.3375139, 28.1416971 37.3374435, 28.1414413 37.3373891, 28.1413037 37.3373618)",,
28244926,Cumhuriyet Caddesi,tertiary,50,False,False,83.313,,"LINESTRING (28.14095 37.3388076, 28.1406036 37.3395044)",,
28244926,Cumhuriyet Caddesi,tertiary,50,False,True,30.428,,"LINESTRING (28.14095 37.3388076, 28.1410699 37.3385511)",,
597354160,202. Sokak,residential,50,False,False,85.666,,"LINESTRING (28.14095 37.3388076, 28.1418326 37.3391256)",,
597354158,196. Sokak,residential,50,False,False,75.205,,"LINESTRING (28.1418326 37.3391256, 28.1421509 37.3384984)",,
597354158,196. Sokak,residential,50,False,True,79.953,,"LINESTRING (28.1418326 37.3391256, 28.141464 37.3397822)",,
597354160,202. Sokak,residential,50,False,False,74.602,,"LINESTRING (28.1418326 37.3391256, 28.1426002 37.3394043)",,
597354160,202. Sokak,residential,50,False,True,85.666,,"LINESTRING (28.1418326 37.3391256, 28.14095 37.3388076)",,
597354153,198. Sokak,residential,50,False,False,58.433,,"LINESTRING (28.1441826 37.3399762, 28.1444337 37.3394901)",,
597354153,198. Sokak,residential,50,False,True,60.71,,"LINESTRING (28.1441826 37.3399762, 28.1439028 37.3404748)",,
597354160,202. Sokak,residential,50,False,True,153.669,,"LINESTRING (28.1441826 37.3399762, 28.1426002 37.3394043)",,
597354160,202. Sokak,residential,50,False,False,153.669,,"LINESTRING (28.1426002 37.3394043, 28.1441826 37.3399762)",,
597354160,202. Sokak,residential,50,False,True,74.602,,"LINESTRING (28.1426002 37.3394043, 28.1418326 37.3391256)",,
597354161,197. Sokak,residential,50,False,False,72.654,,"LINESTRING (28.1426002 37.3394043, 28.1429115 37.3387996)",,
597354161,197. Sokak,residential,50,False,True,73.433,,"LINESTRING (28.1426002 37.3394043, 28.1422856 37.3400155)",,
597354155,203. Sokak,residential,50,False,False,154.935,,"LINESTRING (28.1429115 37.3387996, 28.1444337 37.3394901)",,
597354155,203. Sokak,residential,50,False,True,75.122,,"LINESTRING (28.1429115 37.3387996, 28.1421509 37.3384984)",,
597354161,197. Sokak,residential,50,False,True,72.654,,"LINESTRING (28.1429115 37.3387996, 28.1426002 37.3394043)",,
623796381,Karaoğlanoğlu Caddesi,tertiary,50,False,False,10.237,,"LINESTRING (28.1446879 37.3388757, 28.1447843 37.3389267)",,
623796381,Karaoğlanoğlu Caddesi,tertiary,50,False,True,113.169,,"LINESTRING (28.1446879 37.3388757, 28.1436114 37.338325)",,
624421707,198. Sokak,residential,,False,False,58.357,,"LINESTRING (28.1446879 37.3388757, 28.1449163 37.3384936, 28.1449671 37.3384002)",,
623762395,Atatürk Caddesi,tertiary,50,False,True,62.506,,"LINESTRING (28.1388154 37.3430293, 28.1381828 37.3427782)",,
623787878,Atatürk Caddesi,tertiary,50,True,False,12.674,,"LINESTRING (28.1388154 37.3430293, 28.1388267 37.3430166, 28.1388528 37.3430014, 28.1388837 37.3429937, 28.1389171 37.3429943, 28.1389411 37.3430015)",roundabout,
623787878,Atatürk Caddesi,tertiary,50,True,False,14.846999999999998,,"LINESTRING (28.1389411 37.3430015, 28.1389483 37.3430037, 28.138974 37.3430207, 28.1389911 37.3430435, 28.1389979 37.3430695, 28.1389935 37.3430958, 28.1389815 37.3431147)",roundabout,
623787886,İnönü Bulvarı,trunk,50,True,False,8.87,2,"LINESTRING (28.1365751 37.3390353, 28.1366604 37.3390773)",,D330
623722414,,trunk,30,True,False,34.092,2,"LINESTRING (28.1365751 37.3390353, 28.1366071 37.3390709, 28.1366232 37.3391128, 28.1366218 37.3391566, 28.1366029 37.3391977, 28.1365685 37.339232, 28.1365223 37.3392558, 28.1364689 37.3392666)",circular,
623722414,,trunk,30,True,False,9.741,2,"LINESTRING (28.136478 37.3389964, 28.1365305 37.3390095, 28.1365751 37.3390353)",circular,
623722419,Sadi Özcan Caddesi,tertiary,50,True,False,39.300999999999995,1,"LINESTRING (28.136478 37.3389964, 28.1365243 37.3389499, 28.1365717 37.3388908, 28.1366257 37.3388102, 28.1367033 37.3386927)",,
623722414,,trunk,30,True,False,14.613999999999999,2,"LINESTRING (28.1364689 37.3392666, 28.136414 37.3392635, 28.1363631 37.3392466, 28.1363217 37.3392177)",circular,
