osmid,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,access,bridge,name
731616615,residential,False,True,59.378,"LINESTRING (43.1344531 41.126847, 43.1337756 41.1266898)",,,,,,
88810163,residential,False,True,66.702,"LINESTRING (43.1344531 41.126847, 43.1343736 41.1270423, 43.1343332 41.1271, 43.1342956 41.1271929, 43.1342873 41.1272752, 43.1342975 41.1274257)",,,,,,
731616615,residential,False,False,54.804,"LINESTRING (43.1344531 41.126847, 43.1345714 41.1268702, 43.1350896 41.1269611)",,,,,,
1160633650,primary,False,False,36.979,"LINESTRING (43.1295373 41.1273574, 43.1296456 41.127035)",2,D 010,90,yes,,
88810152,residential,False,False,171.91199999999998,"LINESTRING (43.1295373 41.1273574, 43.1298593 41.1273445, 43.1302077 41.1272972, 43.1305021 41.1272491, 43.1307122 41.1272273, 43.1309279 41.1272396, 43.1313058 41.1272555, 43.1315732 41.1272677)",,,,,,
1160633650,primary,False,True,179.724,"LINESTRING (43.1295373 41.1273574, 43.1294906 41.1276758, 43.1295001 41.1280044, 43.1295583 41.1282718, 43.1296421 41.1287098, 43.129697 41.1289602)",2,D 010,90,yes,,
88810151,living_street,False,False,58.172,"LINESTRING (43.1337391 41.1277147, 43.1338423 41.1276374, 43.1339711 41.1275253, 43.1342975 41.1274257)",,,,,,
88810184,residential,False,False,91.754,"LINESTRING (43.1337391 41.1277147, 43.1338011 41.127766, 43.1338513 41.1280803, 43.1339067 41.128292, 43.1339976 41.1285047)",,,,,,
88810184,residential,False,True,96.549,"LINESTRING (43.1337391 41.1277147, 43.1335098 41.1275263, 43.1333152 41.1273743, 43.1331549 41.1272223, 43.1329697 41.1270688)",,,,,,
88810136,tertiary,False,False,92.83,"LINESTRING (43.1364682 41.1252017, 43.1357885 41.1258611)",,,,,,
"[88810212, 88810141]",tertiary,False,True,188.458,"LINESTRING (43.1364682 41.1252017, 43.1367322 41.1250033, 43.1376627 41.1241966, 43.1379536 41.1239298)",2,,,,yes,
731616607,residential,False,False,74.399,"LINESTRING (43.1364682 41.1252017, 43.1360713 41.1248634, 43.1358889 41.1247361, 43.1358635 41.1247126)",,,,,,
88810212,tertiary,False,False,53.473,"LINESTRING (43.1381832 41.1234907, 43.1381713 41.1236265, 43.1379536 41.1239298)",2,,,,,
1005572692,tertiary,False,True,30.279,"LINESTRING (43.1381832 41.1234907, 43.1384327 41.1233901, 43.1384935 41.1233527)",,,,,,
731616610,residential,False,False,81.342,"LINESTRING (43.1317043 41.1293225, 43.1323228 41.1298865)",,,,,,
88810157,residential,False,False,142.90499999999997,"LINESTRING (43.1317043 41.1293225, 43.1315326 41.1293725, 43.1314123 41.129383, 43.1313667 41.1293628, 43.1313157 41.1293042, 43.1312674 41.1292395, 43.1312218 41.1292092, 43.1311548 41.129189, 43.1310421 41.1291688, 43.1304708 41.1291123, 43.130334 41.1291123, 43.1302455 41.1291082, 43.1301463 41.1290799)",,,,,,
88810157,residential,False,True,122.149,"LINESTRING (43.1317043 41.1293225, 43.1323951 41.1291036, 43.1326863 41.1290496, 43.1330639 41.1289311)",,,,,,
88810136,tertiary,False,False,14.932,"LINESTRING (43.1343634 41.1286177, 43.1343728 41.1287518)",,,,,,
88810136,tertiary,False,True,71.632,"LINESTRING (43.1343634 41.1286177, 43.1343975 41.128336, 43.1344359 41.1281252, 43.134524 41.1279923)",,,,,,
731616613,residential,False,True,206.42399999999998,"LINESTRING (43.1343634 41.1286177, 43.1344807 41.1286314, 43.1346443 41.1286213, 43.1348938 41.1285547, 43.1350762 41.1284658, 43.13528 41.1283567, 43.1354517 41.1282455, 43.1355429 41.1281546, 43.1355965 41.128094, 43.1356287 41.1280112, 43.1356341 41.1279122, 43.1355482 41.1273667)",,,,,,
88810157,residential,False,False,40.237,"LINESTRING (43.1339976 41.1285047, 43.1335484 41.128633)",,,,,,
88810184,residential,False,False,42.045,"LINESTRING (43.1339976 41.1285047, 43.1341149 41.1286109, 43.1343728 41.1287518)",,,,,,
88810184,residential,False,True,91.75399999999999,"LINESTRING (43.1339976 41.1285047, 43.1339067 41.128292, 43.1338513 41.1280803, 43.1338011 41.127766, 43.1337391 41.1277147)",,,,,,
"[88810112, 88810150, 88810135]",secondary,False,True,432.548,"LINESTRING (43.1402423 41.1291694, 43.1401783 41.1290728, 43.1400435 41.1288317, 43.1399135 41.1285273, 43.1397624 41.128158, 43.1386416 41.1254734)",2,75-01,90,yes,yes,Çıldır - Aktaş sınır kapısı yolu
88810172,tertiary,False,True,88.397,"LINESTRING (43.1402423 41.1291694, 43.1398854 41.1292234, 43.1396708 41.1292557, 43.1394115 41.129267, 43.1391987 41.1292691)",,,,,,
88810136,tertiary,False,True,17.58,"LINESTRING (43.134431 41.1289037, 43.1343728 41.1287518)",,,,,,
"[88810136, 88810172, 88810156]",tertiary,False,False,102.12,"LINESTRING (43.134431 41.1289037, 43.1346221 41.1290214, 43.1348793 41.1291528, 43.1353386 41.1292643, 43.135506 41.1293122)",,,,,yes,
731616611,residential,False,False,64.556,"LINESTRING (43.134431 41.1289037, 43.13436 41.1290597, 43.1344289 41.1294721)",,,,,,
88810136,tertiary,False,False,14.958,"LINESTRING (43.135135 41.126831, 43.1350896 41.1269611)",,,,,,
88810182,residential,False,False,32.23,"LINESTRING (43.135135 41.126831, 43.1355161 41.1268711)",,,,,,
88810136,tertiary,False,True,124.685,"LINESTRING (43.135135 41.126831, 43.1351781 41.1265848, 43.1352371 41.126405, 43.1353023 41.1262984, 43.1357885 41.1258611)",,,,,,
88810152,residential,False,False,79.824,"LINESTRING (43.1329697 41.1270688, 43.1331874 41.1269796, 43.1334306 41.126834, 43.1337756 41.1266898)",,,,,,
88810152,residential,False,True,93.098,"LINESTRING (43.1329697 41.1270688, 43.1324691 41.1271889, 43.1319687 41.1272523, 43.1318901 41.1272554)",,,,,,
88810184,residential,False,False,96.549,"LINESTRING (43.1329697 41.1270688, 43.1331549 41.1272223, 43.1333152 41.1273743, 43.1335098 41.1275263, 43.1337391 41.1277147)",,,,,,
88810151,living_street,False,True,58.172,"LINESTRING (43.1342975 41.1274257, 43.1339711 41.1275253, 43.1338423 41.1276374, 43.1337391 41.1277147)",,,,,,
88810163,residential,False,False,66.702,"LINESTRING (43.1342975 41.1274257, 43.1342873 41.1272752, 43.1342956 41.1271929, 43.1343332 41.1271, 43.1343736 41.1270423, 43.1344531 41.126847)",,,,,,
88810163,residential,False,True,66.932,"LINESTRING (43.1342975 41.1274257, 43.1343393 41.1276785, 43.1344002 41.1278462, 43.134524 41.1279923)",,,,,,
731616615,residential,False,False,59.378,"LINESTRING (43.1337756 41.1266898, 43.1344531 41.126847)",,,,,,
88810152,residential,False,False,453.16800000000006,"LINESTRING (43.1337756 41.1266898, 43.1336063 41.1263302, 43.1334186 41.1260352, 43.1331664 41.1256473, 43.1330216 41.1254453, 43.1329143 41.1252756, 43.1328499 41.1251564, 43.1328285 41.1250654, 43.1328231 41.124926, 43.1328285 41.124825, 43.1328177 41.1246896, 43.1328177 41.124427, 43.1328231 41.1241562, 43.1328553 41.1240673, 43.1328607 41.1240027, 43.1328767 41.1239057, 43.1328285 41.1236632, 43.132807 41.1234814, 43.132748 41.123247, 43.1326783 41.1230733, 43.1326353 41.1230005, 43.1325549 41.122952, 43.1324691 41.122952, 43.1323886 41.1229662)",,,,,,
88810152,residential,False,True,79.824,"LINESTRING (43.1337756 41.1266898, 43.1334306 41.126834, 43.1331874 41.1269796, 43.1329697 41.1270688)",,,,,,
731616615,residential,False,True,165.06500000000003,"LINESTRING (43.1337756 41.1266898, 43.133563 41.1266407, 43.1320346 41.1262965, 43.1318891 41.1262606)",,,,,,
88810157,residential,False,False,122.149,"LINESTRING (43.1330639 41.1289311, 43.1326863 41.1290496, 43.1323951 41.1291036, 43.1317043 41.1293225)",,,,,,
88810157,residential,False,True,52.489999999999995,"LINESTRING (43.1330639 41.1289311, 43.1333052 41.128774, 43.133412 41.1287012, 43.1335484 41.128633)",,,,,,
88810216,residential,False,False,125.157,"LINESTRING (43.1330639 41.1289311, 43.1327984 41.1293181, 43.1326953 41.1295321, 43.1326358 41.1296446, 43.1325898 41.1296901, 43.1325411 41.1297486, 43.1323704 41.1298629, 43.1323228 41.1298865)",,,,,,
88810150,secondary,False,False,181.059,"LINESTRING (43.1379536 41.1239298, 43.1386028 41.1253804, 43.1386416 41.1254734)",2,75-01,90,yes,,
"[88810212, 88810141]",tertiary,False,False,188.458,"LINESTRING (43.1379536 41.1239298, 43.1376627 41.1241966, 43.1367322 41.1250033, 43.1364682 41.1252017)",2,,,,yes,
88810212,tertiary,False,True,53.473,"LINESTRING (43.1379536 41.1239298, 43.1381713 41.1236265, 43.1381832 41.1234907)",2,,,,,
88810136,tertiary,False,False,71.632,"LINESTRING (43.134524 41.1279923, 43.1344359 41.1281252, 43.1343975 41.128336, 43.1343634 41.1286177)",,,,,,
88810136,tertiary,False,True,125.03999999999999,"LINESTRING (43.134524 41.1279923, 43.1347065 41.1277643, 43.134824 41.127601, 43.1349565 41.127367, 43.1350341 41.1271205, 43.1350896 41.1269611)",,,,,,
88810163,residential,False,False,66.932,"LINESTRING (43.134524 41.1279923, 43.1344002 41.1278462, 43.1343393 41.1276785, 43.1342975 41.1274257)",,,,,,
731616597,residential,False,False,54.07299999999999,"LINESTRING (43.1344289 41.1294721, 43.1339899 41.1295608, 43.1338012 41.1295835)",,,,,,
731616611,residential,False,False,150.626,"LINESTRING (43.1344289 41.1294721, 43.1344351 41.1296032, 43.1343829 41.1297715, 43.1343305 41.129884, 43.1342576 41.1299778, 43.1341088 41.1301411, 43.133947 41.1303352, 43.1337063 41.1305239, 43.1335768 41.1306154)",,,,,,
731616611,residential,False,True,64.556,"LINESTRING (43.1344289 41.1294721, 43.13436 41.1290597, 43.134431 41.1289037)",,,,,,
1160633650,primary,False,True,36.979,"LINESTRING (43.1296456 41.127035, 43.1295373 41.1273574)",2,D 010,90,yes,,
