osmid,oneway,name,highway,reversed,length,geometry,ref,bridge,lanes,maxspeed,junction
724581766,True,Zağnos Caddesi,tertiary,False,29.899,"LINESTRING (39.7199654 41.0044545, 39.7200438 41.0047168)",,,,,
132930807,True,Şh.Refik Cesur Caddesi,tertiary,False,17.421,"LINESTRING (39.7197005 41.0026909, 39.7197509 41.0028223, 39.7197582 41.0028414)",,,,,
486887690,False,Şh.Refik Cesur Caddesi,tertiary,True,261.05,"LINESTRING (39.7197005 41.0026909, 39.7196436 41.0023734, 39.7196118 41.0022503, 39.7195733 41.0020391, 39.7195593 41.0019998, 39.7195186 41.001886, 39.7195179 41.0018447, 39.7195145 41.0016558, 39.7194947 41.0014952, 39.7194302 41.00121, 39.7194325 41.0009274, 39.719375 41.0003624)",61-56,,,,
132930807,True,Şh.Refik Cesur Caddesi,tertiary,False,13.394,"LINESTRING (39.7197582 41.0028414, 39.7197972 41.0029582)",,,,,
1167108030,False,,residential,False,18.987,"LINESTRING (39.7197582 41.0028414, 39.7199772 41.0027985)",,,,,
132930807,True,Şh.Refik Cesur Caddesi,tertiary,False,11.709,"LINESTRING (39.7197972 41.0029582, 39.7198191 41.0030622)",,,,,
"[1268365916, 392004071]",True,"['Yavuz Selim Bulvarı', 'Kanuni Sultan Süleyman Köprüsü']",secondary,False,184.318,"LINESTRING (39.7197972 41.0029582, 39.7203082 41.0028588, 39.7204761 41.0028282, 39.7207705 41.0027913, 39.7210408 41.0027706, 39.7213 41.0027654, 39.7216021 41.0027743, 39.7219648 41.0027999)",,viaduct,2,50,
132930824,True,Şh.Refik Cesur Caddesi,tertiary,False,10.637,"LINESTRING (39.7198107 41.0033024, 39.7197639 41.0032135)",,,,,
132930803,False,Şh.Refik Cesur Caddesi,tertiary,False,46.912000000000006,"LINESTRING (39.7198107 41.0033024, 39.7198738 41.0036305, 39.7198992 41.0037188)",,,,,
216726731,False,Şakir Sokak,residential,True,52.150000000000006,"LINESTRING (39.7198107 41.0033024, 39.7199614 41.0032948, 39.7200719 41.003307, 39.7201237 41.003388, 39.7202023 41.0034176, 39.7203018 41.0034399, 39.7203493 41.0034448)",,,,,
51096832,False,Islahane Caddesi,tertiary,True,76.44699999999999,"LINESTRING (39.7200118 41.0061816, 39.7200254 41.0060717, 39.7201146 41.005896, 39.7201327 41.005794, 39.7201357 41.0056625, 39.7201084 41.0055397, 39.7201036 41.0055099)",,,,,
393051601,False,Islahane Caddesi,residential,True,134.15099999999998,"LINESTRING (39.7200118 41.0061816, 39.7199752 41.0064774, 39.7199423 41.0067104, 39.7199125 41.0068242, 39.7198689 41.0070433, 39.7198354 41.0072341, 39.7198208 41.0073787)",,,,,
730317000,True,Kahramanmaraş Caddesi,tertiary,False,188.39799999999997,"LINESTRING (39.7200118 41.0061816, 39.7199355 41.0061899, 39.7196724 41.0062206, 39.7194782 41.0062432, 39.7191258 41.0062782, 39.7190654 41.0062848, 39.7185742 41.0063383, 39.7177928 41.0064385)",,,,,
486887746,True,Yavuz Selim Bulvarı,secondary,False,27.421,"LINESTRING (39.7169863 41.002569, 39.7169521 41.002645, 39.7169106 41.002733, 39.7168665 41.0027979)",,,,,circular
"[758131441, 132930813, 132930782]",True,"['Yavuz Selim Bulvarı', 'Gülbaharhatun Köprüsü']",secondary,False,236.198,"LINESTRING (39.7169863 41.002569, 39.7171084 41.0025561, 39.7173035 41.002564, 39.7175493 41.002597, 39.7178251 41.0026844, 39.7185772 41.00292, 39.7189855 41.0030129, 39.7190798 41.0030241, 39.7192362 41.0030297, 39.7195335 41.0030038, 39.7196839 41.0029751)",,yes,2,,
759003410,True,Yavuz Selim Bulvarı,secondary,False,28.356,"LINESTRING (39.7168665 41.0027979, 39.7165535 41.002894)",,,,,circular
1135286527,True,Şh.Er Mustafa Mutlu Sokak,tertiary,False,48.293,"LINESTRING (39.7168665 41.0027979, 39.7167832 41.0028848, 39.7166968 41.0029853, 39.7166437 41.0030974, 39.7166244 41.0031844)",,,,,
132930804,True,Yavuz Selim Bulvarı,secondary,False,34.353,"LINESTRING (39.7165535 41.002894, 39.7161909 41.0030374)",,,,,
730748772,True,Yavuz Selim Bulvarı,secondary,False,31.847,"LINESTRING (39.7165535 41.002894, 39.7165726 41.0027958, 39.7166044 41.0026867, 39.7166272 41.0026368, 39.7166423 41.0026172)",,,,,circular
1268365916,True,Yavuz Selim Bulvarı,secondary,False,9.692,"LINESTRING (39.7196839 41.0029751, 39.7197972 41.0029582)",,,,,
