osmid,highway,oneway,reversed,length,lanes,maxspeed,geometry,ref,name
170255753,residential,False,True,11.209,,,"LINESTRING (42.141657 39.7011971, 42.141631 39.7012959)",,
1158452626,secondary,True,False,39.31,2,90,"LINESTRING (42.141657 39.7011971, 42.1420366 39.7013963)",,
706462274,secondary,False,True,62.837,2,90,"LINESTRING (42.1469002 39.7036401, 42.147527 39.7033455)",,
211667426,residential,False,False,124.69900000000001,,,"LINESTRING (42.1469002 39.7036401, 42.1470852 39.7037317, 42.1476148 39.70416, 42.1479531 39.7044102)",,
706462274,secondary,False,False,157.97199999999998,2,90,"LINESTRING (42.1469002 39.7036401, 42.1455824 39.7028663, 42.1454316 39.7027789)",,
1158452575,residential,False,False,140.539,,,"LINESTRING (42.1469002 39.7036401, 42.1468216 39.7037303, 42.1466687 39.7038272, 42.1460706 39.7041368, 42.1459767 39.7041657, 42.1459043 39.7041636, 42.1455342 39.7040295)",,
170255728,residential,False,False,134.901,,,"LINESTRING (42.1415049 39.7015652, 42.1430168 39.7019098)",,
170255753,residential,False,False,31.829,,,"LINESTRING (42.1415049 39.7015652, 42.141631 39.7012959)",,
170255728,residential,False,True,110.47399999999999,,,"LINESTRING (42.1415049 39.7015652, 42.1403906 39.7012321, 42.1403006 39.7012067)",,
170255753,residential,False,True,44.737,,,"LINESTRING (42.1415049 39.7015652, 42.1414313 39.7017426, 42.1413795 39.701955)",,
170255753,residential,False,True,38.528,,,"LINESTRING (42.1413795 39.701955, 42.1412645 39.70229)",,
1158452620,residential,False,True,101.271,,,"LINESTRING (42.1413795 39.701955, 42.1402232 39.70176)",,
170255725,residential,False,True,138.109,,,"LINESTRING (42.1413795 39.701955, 42.1417702 39.702021, 42.142977 39.702125)",,
170255753,residential,False,False,44.737,,,"LINESTRING (42.1413795 39.701955, 42.1414313 39.7017426, 42.1415049 39.7015652)",,
170255751,residential,False,False,26.691,,,"LINESTRING (42.142977 39.702125, 42.1429582 39.7023646)",,
170255751,residential,False,True,18.599,,,"LINESTRING (42.142977 39.702125, 42.1430076 39.7019594)",,
1158452629,residential,False,True,85.714,,,"LINESTRING (42.142977 39.702125, 42.1439329 39.7023559)",,
170255725,residential,False,False,138.109,,,"LINESTRING (42.142977 39.702125, 42.1417702 39.702021, 42.1413795 39.701955)",,
170255751,residential,False,True,9.558,,,"LINESTRING (42.1429515 39.7024504, 42.1429582 39.7023646)",,
170255642,residential,False,False,145.607,,,"LINESTRING (42.1429515 39.7024504, 42.1417844 39.7023703, 42.1412645 39.70229)",,
170255751,residential,False,False,54.689,,,"LINESTRING (42.1429515 39.7024504, 42.142832 39.7026704, 42.1426318 39.7028716)",,
122408928,tertiary,False,False,67.457,,,"LINESTRING (42.1454316 39.7027789, 42.1449489 39.7032586)",,
170255761,residential,False,True,61.202,,,"LINESTRING (42.1454316 39.7027789, 42.1458481 39.7023314)",,
706462274,secondary,False,False,74.341,2,90,"LINESTRING (42.1454316 39.7027789, 42.1447853 39.702332)",,
706462274,secondary,False,True,157.97199999999998,2,90,"LINESTRING (42.1454316 39.7027789, 42.1455824 39.7028663, 42.1469002 39.7036401)",,
122408928,tertiary,False,False,67.384,,,"LINESTRING (42.1449489 39.7032586, 42.1445464 39.7037795)",,
122408928,tertiary,False,True,67.457,,,"LINESTRING (42.1449489 39.7032586, 42.1454316 39.7027789)",,
1158452580,residential,False,False,69.826,,,"LINESTRING (42.1449489 39.7032586, 42.1442578 39.7029245)",,
170255760,residential,False,False,109.295,,,"LINESTRING (42.1466012 39.6995057, 42.1460579 39.7003953)",,
984615573,residential,False,False,45.091,,,"LINESTRING (42.1466012 39.6995057, 42.146678 39.699536, 42.1470743 39.6996844)",,
984615573,residential,False,True,83.73,,,"LINESTRING (42.1466012 39.6995057, 42.1463231 39.6993959, 42.1456926 39.6992306)",,
170255761,residential,False,True,78.556,,,"LINESTRING (42.1472373 39.7008655, 42.1477299 39.7002693)",,
170255761,residential,False,False,50.599,,,"LINESTRING (42.1472373 39.7008655, 42.1470147 39.7011467, 42.1469174 39.7012478)",,
984615574,residential,False,False,113.975,,,"LINESTRING (42.1472373 39.7008655, 42.1468554 39.7006714, 42.1460579 39.7003953)",,
170255723,residential,False,False,218.979,,,"LINESTRING (42.1430191 39.7006897, 42.1453721 39.7014648)",,
780490138,secondary,False,False,33.307,,,"LINESTRING (42.1430191 39.7006897, 42.1430424 39.7009887)",25-28,
780490138,secondary,False,True,28.099,,,"LINESTRING (42.1430191 39.7006897, 42.143019 39.700437)",25-28,
170255688,residential,False,False,201.19,,,"LINESTRING (42.1430424 39.7009887, 42.145217 39.7016775)",,
780490138,secondary,False,False,35.58,,,"LINESTRING (42.1430424 39.7009887, 42.1430765 39.7013076)",25-28,
780490138,secondary,False,True,33.307,,,"LINESTRING (42.1430424 39.7009887, 42.1430191 39.7006897)",25-28,
170255723,residential,False,False,91.94,,,"LINESTRING (42.1453721 39.7014648, 42.1462968 39.7018861)",,
170255723,residential,False,True,218.979,,,"LINESTRING (42.1453721 39.7014648, 42.1430191 39.7006897)",,
170255760,residential,False,False,27.119,,,"LINESTRING (42.1453721 39.7014648, 42.145217 39.7016775)",,
170255760,residential,False,True,26.476,,,"LINESTRING (42.1453721 39.7014648, 42.1455165 39.7012542)",,
170255751,residential,False,False,29.063,,,"LINESTRING (42.1430758 39.7016524, 42.1430168 39.7019098)",,
780490138,secondary,False,True,38.34,,,"LINESTRING (42.1430758 39.7016524, 42.1430765 39.7013076)",25-28,
1158452625,secondary,False,False,93.355,2,90,"LINESTRING (42.1430758 39.7016524, 42.1420366 39.7013963)",,
1158452628,secondary,True,False,156.88,,,"LINESTRING (42.1430758 39.7016524, 42.1433294 39.7016811, 42.1440375 39.701873, 42.1443003 39.7019844, 42.1446061 39.7021557, 42.144676 39.7022564)",,
170255688,residential,False,True,201.19,,,"LINESTRING (42.145217 39.7016775, 42.1430424 39.7009887)",,
170255760,residential,False,False,21.86,,,"LINESTRING (42.145217 39.7016775, 42.1450732 39.70184)",,
170255760,residential,False,True,27.119,,,"LINESTRING (42.145217 39.7016775, 42.1453721 39.7014648)",,
170255721,residential,False,False,19.057,,,"LINESTRING (42.1450732 39.70184, 42.1452451 39.701949)",,Çiğdem Sokak
170255760,residential,False,False,19.361,,,"LINESTRING (42.1450732 39.70184, 42.1449426 39.7019822)",,
170255760,residential,False,True,21.86,,,"LINESTRING (42.1450732 39.70184, 42.145217 39.7016775)",,
170255728,residential,False,True,134.901,,,"LINESTRING (42.1430168 39.7019098, 42.1415049 39.7015652)",,
170255751,residential,False,False,5.571,,,"LINESTRING (42.1430168 39.7019098, 42.1430076 39.7019594)",,
