osmid,highway,oneway,reversed,length,geometry,lanes,maxspeed,junction,ref,name
191778745,tertiary,False,False,283.41499999999996,"LINESTRING (38.6033491 40.0613929, 38.6034642 40.0613015, 38.6035327 40.0612396, 38.604022 40.0612269, 38.6046564 40.0612659, 38.6057188 40.0614745, 38.6065371 40.0616038)",,,,,
900736918,tertiary,True,False,70.039,"LINESTRING (38.6033491 40.0613929, 38.6032674 40.0614791, 38.6032115 40.0615168, 38.6031359 40.061547, 38.6030472 40.0615571, 38.6029453 40.0615369, 38.6028335 40.0614816, 38.602733 40.0613528)",,,,,
900736914,residential,False,False,123.97500000000001,"LINESTRING (38.6074456 40.0579944, 38.6080019 40.0589689, 38.6080229 40.0590178)",,,,,
191778739,residential,False,True,7.385,"LINESTRING (38.6084482 40.0594086, 38.6083832 40.0594526)",,,,,
191778744,residential,False,True,42.372,"LINESTRING (38.6084482 40.0594086, 38.6081939 40.059081)",,,,,
191778744,residential,False,False,198.625,"LINESTRING (38.6084482 40.0594086, 38.6087218 40.0597611, 38.6095718 40.0609739)",,,,,
191778771,residential,False,True,31.713,"LINESTRING (38.6072312 40.0594839, 38.6073646 40.0597502)",,,,,
900736915,secondary,True,False,417.005,"LINESTRING (38.6072312 40.0594839, 38.6066066 40.0597224, 38.6053228 40.0602369, 38.6042818 40.0606685, 38.603666 40.060944, 38.6029264 40.0612731)",2,110,,,
191778739,residential,False,False,7.385,"LINESTRING (38.6083832 40.0594526, 38.6084482 40.0594086)",,,,,
191778753,residential,False,False,92.79,"LINESTRING (38.6083832 40.0594526, 38.6073646 40.0597502)",,,,,
191778739,residential,False,True,151.976,"LINESTRING (38.6083832 40.0594526, 38.6085671 40.0597827, 38.6082653 40.0600849, 38.6079987 40.0604317, 38.6078664 40.0606328)",,,,,
191778753,residential,False,True,92.79,"LINESTRING (38.6073646 40.0597502, 38.6083832 40.0594526)",,,,,
191778771,residential,False,False,31.713,"LINESTRING (38.6073646 40.0597502, 38.6072312 40.0594839)",,,,,
191778771,residential,False,True,99.844,"LINESTRING (38.6073646 40.0597502, 38.6076032 40.0602268, 38.607798 40.0605845)",,,,,
191778745,tertiary,False,True,158.166,"LINESTRING (38.6112476 40.0603589, 38.6095718 40.0609739)",,,,,
191778740,residential,False,False,149.74,"LINESTRING (38.6112476 40.0603589, 38.6117347 40.0609728, 38.6122612 40.061455)",,,,,
191778745,tertiary,False,False,239.86800000000002,"LINESTRING (38.6112476 40.0603589, 38.6123491 40.0599052, 38.61358 40.059497, 38.6137388 40.0593738)",,,,,
191778771,residential,False,True,7.92,"LINESTRING (38.607798 40.0605845, 38.6078664 40.0606328)",,,,,
191778771,residential,False,False,99.844,"LINESTRING (38.607798 40.0605845, 38.6076032 40.0602268, 38.6073646 40.0597502)",,,,,
191778782,residential,False,False,160.054,"LINESTRING (38.607798 40.0605845, 38.6075504 40.06066, 38.6073852 40.0607548, 38.6069787 40.0611068, 38.606755 40.0613276, 38.6066758 40.0614861, 38.6065371 40.0616038)",,,,,
191778771,residential,False,False,7.92,"LINESTRING (38.6078664 40.0606328, 38.607798 40.0605845)",,,,,
191778739,residential,False,False,151.976,"LINESTRING (38.6078664 40.0606328, 38.6079987 40.0604317, 38.6082653 40.0600849, 38.6085671 40.0597827, 38.6083832 40.0594526)",,,,,
191778739,residential,False,True,86.34700000000001,"LINESTRING (38.6078664 40.0606328, 38.6078929 40.0607255, 38.6079853 40.0609392, 38.60784 40.0611234, 38.607852 40.0613646)",,,,,
191778745,tertiary,False,False,158.166,"LINESTRING (38.6095718 40.0609739, 38.6112476 40.0603589)",,,,,
191778745,tertiary,False,True,40.543,"LINESTRING (38.6095718 40.0609739, 38.6091181 40.0610851)",,,,,
191778744,residential,False,False,95.413,"LINESTRING (38.6095718 40.0609739, 38.6098399 40.0613542, 38.6102078 40.0616738)",,,,,
191778744,residential,False,True,198.625,"LINESTRING (38.6095718 40.0609739, 38.6087218 40.0597611, 38.6084482 40.0594086)",,,,,
191778745,tertiary,False,False,40.543,"LINESTRING (38.6091181 40.0610851, 38.6095718 40.0609739)",,,,,
191778745,tertiary,False,True,56.586,"LINESTRING (38.6091181 40.0610851, 38.6084928 40.0612581)",,,,,
191778774,residential,False,False,106.522,"LINESTRING (38.6091181 40.0610851, 38.6092181 40.0613348, 38.6091097 40.0614087, 38.6090413 40.0616005, 38.6089868 40.0618285, 38.608894 40.0619664)",,,,,
191778743,unclassified,False,False,68.354,"LINESTRING (38.6084928 40.0612581, 38.608773 40.0618342)",,,,,
191778745,tertiary,False,False,56.586,"LINESTRING (38.6084928 40.0612581, 38.6091181 40.0610851)",,,,,
191778745,tertiary,False,True,55.806,"LINESTRING (38.6084928 40.0612581, 38.607852 40.0613646)",,,,,
191778745,tertiary,False,False,55.806,"LINESTRING (38.607852 40.0613646, 38.6084928 40.0612581)",,,,,
191778745,tertiary,False,True,31.378,"LINESTRING (38.607852 40.0613646, 38.6074917 40.0614245)",,,,,
191778739,residential,False,False,86.34700000000001,"LINESTRING (38.607852 40.0613646, 38.60784 40.0611234, 38.6079853 40.0609392, 38.6078929 40.0607255, 38.6078664 40.0606328)",,,,,
191778745,tertiary,False,False,31.378,"LINESTRING (38.6074917 40.0614245, 38.607852 40.0613646)",,,,,
191778745,tertiary,False,True,83.651,"LINESTRING (38.6074917 40.0614245, 38.6065371 40.0616038)",,,,,
191778758,residential,False,False,32.412,"LINESTRING (38.6074917 40.0614245, 38.607556 40.0617118)",,,,,
191778785,residential,False,True,26.724,"LINESTRING (38.6140666 40.0614547, 38.6142324 40.0616588)",,,,,
191778770,residential,False,True,74.009,"LINESTRING (38.6140666 40.0614547, 38.6138301 40.0615874, 38.6133907 40.0618729)",,,,,
191778740,residential,False,False,41.938,"LINESTRING (38.6122612 40.061455, 38.6120323 40.061789)",,,,,
191778740,residential,False,True,149.74,"LINESTRING (38.6122612 40.061455, 38.6117347 40.0609728, 38.6112476 40.0603589)",,,,,
191778792,residential,False,True,179.406,"LINESTRING (38.6122612 40.061455, 38.6119532 40.0614661, 38.6115404 40.0615964, 38.6110077 40.0616964, 38.6106042 40.0617168, 38.6102078 40.0616738)",,,,,
191778745,tertiary,False,False,83.651,"LINESTRING (38.6065371 40.0616038, 38.6074917 40.0614245)",,,,,
191778800,unclassified,False,False,38.236,"LINESTRING (38.6065371 40.0616038, 38.6062641 40.0618769)",,,,,
191778745,tertiary,False,True,283.415,"LINESTRING (38.6065371 40.0616038, 38.6057188 40.0614745, 38.6046564 40.0612659, 38.604022 40.0612269, 38.6035327 40.0612396, 38.6034642 40.0613015, 38.6033491 40.0613929)",,,,,
191778782,residential,False,True,160.05399999999997,"LINESTRING (38.6065371 40.0616038, 38.6066758 40.0614861, 38.606755 40.0613276, 38.6069787 40.0611068, 38.6073852 40.0607548, 38.6075504 40.06066, 38.607798 40.0605845)",,,,,
191778760,residential,False,True,69.295,"LINESTRING (38.6142324 40.0616588, 38.6135969 40.0620484)",,,,,
191778785,residential,False,False,26.724,"LINESTRING (38.6142324 40.0616588, 38.6140666 40.0614547)",,,,,
191778744,residential,False,False,79.478,"LINESTRING (38.6102078 40.0616738, 38.6105913 40.0620641, 38.6107423 40.0622588)",,,,,
191778744,residential,False,True,95.413,"LINESTRING (38.6102078 40.0616738, 38.6098399 40.0613542, 38.6095718 40.0609739)",,,,,
191778792,residential,False,False,179.406,"LINESTRING (38.6102078 40.0616738, 38.6106042 40.0617168, 38.6110077 40.0616964, 38.6115404 40.0615964, 38.6119532 40.0614661, 38.6122612 40.061455)",,,,,
191778758,residential,False,False,28.65,"LINESTRING (38.607556 40.0617118, 38.6077167 40.0619382)",,,,,
191778758,residential,False,True,32.412,"LINESTRING (38.607556 40.0617118, 38.6074917 40.0614245)",,,,,
191778776,residential,False,False,119.316,"LINESTRING (38.607556 40.0617118, 38.6071431 40.061883, 38.6068783 40.0619578, 38.6066655 40.0619828, 38.6064515 40.0619644, 38.6062641 40.0618769)",,,,,
191778740,residential,False,True,41.938,"LINESTRING (38.6120323 40.061789, 38.6122612 40.061455)",,,,,
191778740,residential,False,False,99.19200000000001,"LINESTRING (38.6120323 40.061789, 38.6120087 40.062144, 38.6120947 40.0625287, 38.6121801 40.0626596)",,,,,
191778786,residential,False,False,141.441,"LINESTRING (38.6120323 40.061789, 38.6114722 40.0624793, 38.61136 40.0627945, 38.6112783 40.0629116)",,,,,
191778743,unclassified,False,False,17.948,"LINESTRING (38.608773 40.0618342, 38.608894 40.0619664)",,,,,
191778743,unclassified,False,True,68.354,"LINESTRING (38.608773 40.0618342, 38.6084928 40.0612581)",,,,,
191778788,residential,False,True,90.65700000000001,"LINESTRING (38.608773 40.0618342, 38.6081777 40.0619017, 38.6077167 40.0619382)",,,,,
191778767,residential,False,True,26.244,"LINESTRING (38.6133907 40.0618729, 38.6135969 40.0620484)",,,,,
191778770,residential,False,True,135.153,"LINESTRING (38.6133907 40.0618729, 38.6121801 40.0626596)",,,,,
191778770,residential,False,False,74.009,"LINESTRING (38.6133907 40.0618729, 38.6138301 40.0615874, 38.6140666 40.0614547)",,,,,
191778800,unclassified,False,False,36.899,"LINESTRING (38.6062641 40.0618769, 38.606115 40.0621885)",,,,,
191778800,unclassified,False,True,38.236,"LINESTRING (38.6062641 40.0618769, 38.6065371 40.0616038)",,,,,
191778776,residential,False,True,119.316,"LINESTRING (38.6062641 40.0618769, 38.6064515 40.0619644, 38.6066655 40.0619828, 38.6068783 40.0619578, 38.6071431 40.061883, 38.607556 40.0617118)",,,,,
191778758,residential,False,True,28.65,"LINESTRING (38.6077167 40.0619382, 38.607556 40.0617118)",,,,,
191778788,residential,False,False,90.65700000000001,"LINESTRING (38.6077167 40.0619382, 38.6081777 40.0619017, 38.608773 40.0618342)",,,,,
191778788,residential,False,True,146.349,"LINESTRING (38.6077167 40.0619382, 38.6074713 40.062083, 38.6071403 40.0621902, 38.606643 40.0622101, 38.6062604 40.0622502, 38.606115 40.0621885)",,,,,
191778743,unclassified,False,False,13.887,"LINESTRING (38.608894 40.0619664, 38.6089467 40.0620846)",,,,,
191778743,unclassified,False,True,17.948,"LINESTRING (38.608894 40.0619664, 38.608773 40.0618342)",,,,,
191778774,residential,False,True,106.52199999999999,"LINESTRING (38.608894 40.0619664, 38.6089868 40.0618285, 38.6090413 40.0616005, 38.6091097 40.0614087, 38.6092181 40.0613348, 38.6091181 40.0610851)",,,,,
191778760,residential,False,False,69.295,"LINESTRING (38.6135969 40.0620484, 38.6142324 40.0616588)",,,,,
191778760,residential,False,True,136.924,"LINESTRING (38.6135969 40.0620484, 38.6123945 40.0628666)",,,,,
191778767,residential,False,False,26.244,"LINESTRING (38.6135969 40.0620484, 38.6133907 40.0618729)",,,,,
191778767,residential,False,True,27.68,"LINESTRING (38.6135969 40.0620484, 38.6138295 40.0622224)",,,,,
191778743,unclassified,False,False,10.031,"LINESTRING (38.6089467 40.0620846, 38.6089547 40.0621746)",,,,,
191778743,unclassified,False,True,13.887,"LINESTRING (38.6089467 40.0620846, 38.608894 40.0619664)",,,,,
191778768,residential,False,False,154.29899999999998,"LINESTRING (38.6089467 40.0620846, 38.6093878 40.0621158, 38.6097993 40.0621311, 38.6105544 40.0622428, 38.6107423 40.0622588)",,,,,
191778743,unclassified,False,True,10.031,"LINESTRING (38.6089547 40.0621746, 38.6089467 40.0620846)",,,,,
191778743,unclassified,False,False,101.651,"LINESTRING (38.6089547 40.0621746, 38.6090387 40.0624126, 38.6092749 40.0630553)",,,,,
191778769,residential,False,False,185.69600000000003,"LINESTRING (38.6089547 40.0621746, 38.608381 40.0623119, 38.6080341 40.0624623, 38.6074405 40.0625794, 38.6069397 40.0627865)",,,,,
191778800,unclassified,False,True,36.899,"LINESTRING (38.606115 40.0621885, 38.6062641 40.0618769)",,,,,
191778788,residential,False,False,146.349,"LINESTRING (38.606115 40.0621885, 38.6062604 40.0622502, 38.606643 40.0622101, 38.6071403 40.0621902, 38.6074713 40.062083, 38.6077167 40.0619382)",,,,,
191778800,unclassified,False,False,187.902,"LINESTRING (38.606115 40.0621885, 38.6056208 40.0627523, 38.6050735 40.0633059, 38.6048924 40.0634338, 38.6049089 40.0635613)",,,,,
191778767,residential,False,False,27.68,"LINESTRING (38.6138295 40.0622224, 38.6135969 40.0620484)",,,,,
191778767,residential,False,True,27.642,"LINESTRING (38.6138295 40.0622224, 38.6140391 40.0624123)",,,,,
191778777,residential,False,True,139.237,"LINESTRING (38.6138295 40.0622224, 38.6128876 40.0628616, 38.612621 40.0630659)",,,,,
191778744,residential,False,False,85.741,"LINESTRING (38.6107423 40.0622588, 38.6108822 40.0624391, 38.6112783 40.0629116)",,,,,
191778744,residential,False,True,79.478,"LINESTRING (38.6107423 40.0622588, 38.6105913 40.0620641, 38.6102078 40.0616738)",,,,,
191778768,residential,False,True,154.29899999999998,"LINESTRING (38.6107423 40.0622588, 38.6105544 40.0622428, 38.6097993 40.0621311, 38.6093878 40.0621158, 38.6089467 40.0620846)",,,,,
