osmid,oneway,ref,highway,reversed,length,name,geometry,bridge,lanes
23844401,True,D330,primary,False,90.502,,"LINESTRING (37.193034 38.2065056, 37.1940692 38.2065328)",,
171029586,False,,secondary,False,15.235,Tepebaşı Caddesi,"LINESTRING (37.193034 38.2065056, 37.1931087 38.2066294)",,
321978261,False,,tertiary,True,65.345,Tepebaşı Caddesi,"LINESTRING (37.193034 38.2065056, 37.192832 38.2063196, 37.1926475 38.2060086)",,
171029706,False,,residential,True,29.848,,"LINESTRING (37.1946602 38.19832, 37.1949438 38.1984696)",,
171029648,True,,tertiary,False,53.697,Ahmet Karacabey Caddesi,"LINESTRING (37.1946602 38.19832, 37.1944048 38.1983596, 37.1941403 38.1985447)",,
457348778,False,,residential,True,52.242999999999995,Hoca Ahmet Yesevi,"LINESTRING (37.1946602 38.19832, 37.194753 38.1982383, 37.1948549 38.1981392, 37.1949917 38.1979326)",,
171054835,False,,residential,False,113.508,,"LINESTRING (37.1941403 38.1985447, 37.1929944 38.198064)",,
171029648,True,,tertiary,False,49.333,Ahmet Karacabey Caddesi,"LINESTRING (37.1941403 38.1985447, 37.1940133 38.1987896, 37.1938984 38.1989444)",,
171029572,False,,tertiary,False,46.589,,"LINESTRING (37.1860765 38.1988866, 37.186567 38.1990508)",,
171029676,False,46-07,secondary,False,77.79,,"LINESTRING (37.1860765 38.1988866, 37.1864383 38.1982474)",,
171029676,False,46-07,secondary,True,160.588,,"LINESTRING (37.1860765 38.1988866, 37.1860127 38.1989954, 37.1852848 38.2001899)",,
171029572,False,,tertiary,True,49.247,,"LINESTRING (37.187597 38.1994641, 37.1871231 38.1992244)",,
"[171029576, 171029723]",False,,tertiary,False,30.192,,"LINESTRING (37.187597 38.1994641, 37.1878477 38.1995494, 37.1879163 38.1995674)",yes,
692802924,False,,residential,False,96.68099999999998,,"LINESTRING (37.187597 38.1994641, 37.1876698 38.199286, 37.1876549 38.1989869, 37.1877363 38.1986092)",,
171029526,False,,tertiary,True,61.344,,"LINESTRING (37.1893322 38.1996758, 37.1894443 38.1991312)",,
171029723,False,,tertiary,True,30.335,,"LINESTRING (37.1893322 38.1996758, 37.188989 38.1997168)",,
171029526,False,,tertiary,False,71.93900000000001,,"LINESTRING (37.1893322 38.1996758, 37.1893259 38.1997244, 37.1892711 38.2002845, 37.1892776 38.2003205)",,
171029723,False,,tertiary,False,97.178,,"LINESTRING (37.1893322 38.1996758, 37.1899998 38.199573, 37.1900428 38.199575, 37.1904315 38.1995724)",,
171029723,False,,tertiary,False,39.999,,"LINESTRING (37.1912908 38.1996973, 37.1917471 38.1997258)",,
"[692802819, 171029517]",False,,residential,False,153.047,,"LINESTRING (37.1912908 38.1996973, 37.191073 38.2002838, 37.1910567 38.2003309, 37.1909168 38.2008607, 37.1907102 38.200794)",,
171029517,False,,residential,True,176.82799999999997,,"LINESTRING (37.1912908 38.1996973, 37.1912907 38.1996545, 37.191416 38.1988599, 37.1913325 38.1985447, 37.1912689 38.1984634, 37.1911319 38.1982885, 37.1910379 38.1981889)",,
171029723,False,,tertiary,True,76.592,,"LINESTRING (37.1912908 38.1996973, 37.1906639 38.1995823, 37.1904315 38.1995724)",,
171029589,True,,unclassified,False,142.765,Dulkadiroğlu Caddesi,"LINESTRING (37.1917471 38.1997258, 37.1923383 38.1985289)",,
171029723,False,,tertiary,False,52.918,,"LINESTRING (37.1917471 38.1997258, 37.1923409 38.1998192)",,
171029723,False,,tertiary,True,39.999,,"LINESTRING (37.1917471 38.1997258, 37.1912908 38.1996973)",,
171029723,False,,tertiary,True,32.609,,"LINESTRING (37.1955292 38.2004226, 37.195168 38.2003489)",,
321974701,False,,residential,False,73.97800000000001,,"LINESTRING (37.1955292 38.2004226, 37.195653 38.1998247, 37.1956857 38.199771)",,
321974701,False,,residential,True,84.417,,"LINESTRING (37.1955292 38.2004226, 37.1955051 38.2009385, 37.1955236 38.201181)",,
171029559,False,,tertiary,False,24.436,,"LINESTRING (37.1852848 38.2001899, 37.1855447 38.200271)",,
171029676,False,46-07,secondary,False,160.588,,"LINESTRING (37.1852848 38.2001899, 37.1860127 38.1989954, 37.1860765 38.1988866)",,
