osmid,highway,oneway,reversed,length,geometry,bridge,lanes,ref,name,maxspeed,access
211735649,residential,False,True,80.07,"LINESTRING (41.6719915 39.9728798, 41.6719135 39.9735974)",,,,,,
211735669,residential,False,False,192.86,"LINESTRING (41.6719915 39.9728798, 41.6723903 39.9728732, 41.6730319 39.9728067, 41.6733094 39.9728267, 41.6735435 39.972933, 41.673644 39.9734376)",,,,,,
211735632,residential,False,False,77.605,"LINESTRING (41.6688891 39.9730125, 41.6688962 39.9737104)",,,,,,
211749385,tertiary,False,False,8.837,"LINESTRING (41.673644 39.9734376, 41.673661 39.973516)",,,,,,
211735669,residential,False,True,192.86,"LINESTRING (41.673644 39.9734376, 41.6735435 39.972933, 41.6733094 39.9728267, 41.6730319 39.9728067, 41.6723903 39.9728732, 41.6719915 39.9728798)",,,,,,
211735485,residential,False,True,149.185,"LINESTRING (41.673661 39.973516, 41.6719135 39.9735974)",,,,,,
211749385,tertiary,False,True,8.837,"LINESTRING (41.673661 39.973516, 41.673644 39.9734376)",,,,,,
211749385,tertiary,False,False,73.982,"LINESTRING (41.673661 39.973516, 41.6737437 39.9738961, 41.6738059 39.974172)",,,,,,
211735485,residential,False,False,149.185,"LINESTRING (41.6719135 39.9735974, 41.673661 39.973516)",,,,,,
211735485,residential,False,True,97.003,"LINESTRING (41.6719135 39.9735974, 41.6707765 39.97364)",,,,,,
211735649,residential,False,False,80.07,"LINESTRING (41.6719135 39.9735974, 41.6719915 39.9728798)",,,,,,
211735649,residential,False,True,65.527,"LINESTRING (41.6719135 39.9735974, 41.6719131 39.9741867)",,,,,,
211735485,residential,False,False,97.003,"LINESTRING (41.6707765 39.97364, 41.6719135 39.9735974)",,,,,,
211735485,residential,False,True,59.217,"LINESTRING (41.6707765 39.97364, 41.6700824 39.973666)",,,,,,
211735587,residential,False,True,62.417,"LINESTRING (41.6707765 39.97364, 41.6707391 39.9742006)",,,,,,
211735485,residential,False,False,59.217,"LINESTRING (41.6700824 39.973666, 41.6707765 39.97364)",,,,,,
211735485,residential,False,True,60.548,"LINESTRING (41.6700824 39.973666, 41.6693727 39.9736925)",,,,,,
211735537,residential,False,True,82.745,"LINESTRING (41.6700824 39.973666, 41.6700632 39.97441)",,,,,,
211735485,residential,False,False,60.548,"LINESTRING (41.6693727 39.9736925, 41.6700824 39.973666)",,,,,,
211735485,residential,False,True,40.653,"LINESTRING (41.6693727 39.9736925, 41.6688962 39.9737104)",,,,,,
211735615,residential,False,False,74.405,"LINESTRING (41.6693727 39.9736925, 41.6693904 39.9743615)",,,,,,
211735485,residential,False,False,40.653,"LINESTRING (41.6688962 39.9737104, 41.6693727 39.9736925)",,,,,,
211735632,residential,False,True,77.605,"LINESTRING (41.6688962 39.9737104, 41.6688891 39.9730125)",,,,,,
211735632,residential,False,False,129.309,"LINESTRING (41.6688962 39.9737104, 41.6688615 39.9747602, 41.6688536 39.9748728)",,,,,,
211735589,residential,False,False,161.299,"LINESTRING (41.6738059 39.974172, 41.6719131 39.9741867)",,,,,,
211749385,tertiary,False,False,125.24499999999999,"LINESTRING (41.6738059 39.974172, 41.6739431 39.9747798, 41.6741945 39.9752515)",,,,,,
211749385,tertiary,False,True,73.982,"LINESTRING (41.6738059 39.974172, 41.6737437 39.9738961, 41.673661 39.973516)",,,,,,
211735589,residential,False,False,100.051,"LINESTRING (41.6719131 39.9741867, 41.6707391 39.9742006)",,,,,,
211735589,residential,False,True,161.299,"LINESTRING (41.6719131 39.9741867, 41.6738059 39.974172)",,,,,,
211735649,residential,False,False,65.527,"LINESTRING (41.6719131 39.9741867, 41.6719135 39.9735974)",,,,,,
211735649,residential,False,True,39.522,"LINESTRING (41.6719131 39.9741867, 41.6718904 39.9745417)",,,,,,
211735587,residential,False,False,62.417,"LINESTRING (41.6707391 39.9742006, 41.6707765 39.97364)",,,,,,
211735587,residential,False,True,28.603,"LINESTRING (41.6707391 39.9742006, 41.670722 39.9744575)",,,,,,
211735589,residential,False,True,100.051,"LINESTRING (41.6707391 39.9742006, 41.6719131 39.9741867)",,,,,,
211735603,residential,False,False,57.584,"LINESTRING (41.6693904 39.9743615, 41.6700632 39.97441)",,,,,,
211735615,residential,False,False,31.036,"LINESTRING (41.6693904 39.9743615, 41.6693865 39.9746406)",,,,,,
211735615,residential,False,True,74.405,"LINESTRING (41.6693904 39.9743615, 41.6693727 39.9736925)",,,,,,
211735537,residential,False,False,82.745,"LINESTRING (41.6700632 39.97441, 41.6700824 39.973666)",,,,,,
