osmid,oneway,lanes,highway,maxspeed,reversed,length,name,geometry,bridge,width,junction
1194728808,True,1,primary_link,30,False,7.514,,"LINESTRING (28.9704183 41.0771313, 28.9703308 41.077146)",,,
1194728809,True,2,primary,30,False,51.828,Cendere Caddesi,"LINESTRING (28.9704183 41.0771313, 28.9704705 41.0771905, 28.970767 41.0775162)",,,
1135485314,True,2,primary,30,False,110.298,Cendere Caddesi,"LINESTRING (28.970767 41.0775162, 28.9708832 41.0776506, 28.9712639 41.078095, 28.9713294 41.0781521, 28.9713901 41.0781954, 28.9714404 41.0782245, 28.9715752 41.0782809)",,,
879215375,False,,secondary,,True,46.123,İsmetpaşa Caddesi,"LINESTRING (28.9764826 41.0828477, 28.9759323 41.0828477)",yes,,
736829196,True,3,primary,30,False,365.49100000000004,Cendere Caddesi,"LINESTRING (28.9764826 41.0828477, 28.9763643 41.0826409, 28.9759181 41.0817977, 28.9756855 41.0813702, 28.9755717 41.0811625, 28.9752217 41.080515, 28.9751889 41.0804591, 28.9751265 41.0803752, 28.9750583 41.0802985, 28.9749915 41.0802329, 28.9749191 41.0801759, 28.9748225 41.0801095, 28.9747199 41.0800546, 28.9746379 41.0800131, 28.974538 41.0799659)",,,
1127979182,True,4,primary,30,False,22.233,Cendere Caddesi,"LINESTRING (28.9736899 41.0796399, 28.973456 41.0795456)",,,
156544304,False,,residential,,False,44.946999999999996,Bahtiyar Sokağı,"LINESTRING (28.9747841 41.0783178, 28.9746379 41.0780361, 28.9746205 41.0779902, 28.9746108 41.0779367)",,,
"[958878496, 227374899, 1064649176]",True,,residential,,False,81.112,,"LINESTRING (28.9747841 41.0783178, 28.9748213 41.0783903, 28.9748318 41.0784676, 28.9748318 41.0785351, 28.9748243 41.0785606, 28.9748004 41.0786066, 28.9747679 41.0786678, 28.9747449 41.0787179, 28.974714 41.0787831, 28.9746888 41.0788517, 28.9746634 41.0789338, 28.974647 41.0789876, 28.9746373 41.0790189)",,,
26352909,False,2,secondary,,False,78.376,Onarım Sokağı,"LINESTRING (28.9740509 41.0770492, 28.9736969 41.0773944, 28.9735135 41.0776246)",,,
43644776,False,,secondary,,False,31.057,Kağıthane Caddesi,"LINESTRING (28.9740509 41.0770492, 28.9739393 41.0770781, 28.9738489 41.0770855, 28.973765 41.0770905, 28.9736878 41.0770862)",,,
26352909,False,2,secondary,,False,51.531000000000006,Onarım Sokağı,"LINESTRING (28.9735135 41.0776246, 28.9731708 41.0778022, 28.9730928 41.0778292, 28.9729849 41.0778547)",,,
26352909,False,2,secondary,,True,78.376,Onarım Sokağı,"LINESTRING (28.9735135 41.0776246, 28.9736969 41.0773944, 28.9740509 41.0770492)",,,
1135485314,True,2,primary,30,False,25.705,Cendere Caddesi,"LINESTRING (28.9715752 41.0782809, 28.9716827 41.0783188, 28.9718634 41.0783579)",,,
1245595298,False,,secondary,,True,93.40799999999999,Onarım Sokağı,"LINESTRING (28.9715752 41.0782809, 28.9716076 41.0782343, 28.971665 41.0781945, 28.9717997 41.0781315, 28.9721903 41.0779737, 28.9724167 41.0779159, 28.9725399 41.0778964)",,4,
26352900,True,,primary,,False,228.53300000000004,Develi Caddesi,"LINESTRING (28.9718634 41.0783579, 28.9723093 41.0784284, 28.9725345 41.078464, 28.9725891 41.0784681, 28.9728285 41.0784862, 28.9730163 41.0784946, 28.9737206 41.0785108, 28.9742422 41.0785279, 28.9743246 41.0785337, 28.9743943 41.0785425, 28.9744322 41.078562, 28.9744636 41.078579, 28.9744866 41.0786022, 28.9745101 41.0786389)",,,
