osmid,highway,oneway,reversed,length,geometry,ref,name,junction
304241263,tertiary,False,False,176.796,"LINESTRING (32.4563374 36.9847462, 32.4566254 36.9847803, 32.4567434 36.984806, 32.4568346 36.984836, 32.4569204 36.984896, 32.4569929 36.9850074, 32.4570653 36.9852024, 32.4571377 36.9854166, 32.4571753 36.9855366, 32.4571967 36.9856394, 32.4572101 36.9857787, 32.4571994 36.9858987, 32.4572025 36.9859497)",,,
304241263,tertiary,False,True,71.953,"LINESTRING (32.4563374 36.9847462, 32.4561113 36.9847539, 32.4558087 36.9847606, 32.4555349 36.9848113)",,,
802057910,tertiary,False,True,58.583,"LINESTRING (32.4563374 36.9847462, 32.4563411 36.984806, 32.4564001 36.984836, 32.4564993 36.9848831, 32.4566522 36.9849838, 32.4567488 36.9850867, 32.4567482 36.9851187)",,,
304241288,secondary,False,True,84.003,"LINESTRING (32.4555678 36.986159, 32.4546317 36.9862667)",,,
441628471,secondary,False,False,22.951,"LINESTRING (32.4555678 36.986159, 32.4557754 36.9860361)",,,
304241327,secondary,False,True,22.683999999999997,"LINESTRING (32.4555678 36.986159, 32.4556362 36.9861521, 32.4558219 36.9861654)",,,
304241299,tertiary,False,True,27.049,"LINESTRING (32.4596633 36.9870623, 32.4594548 36.9872396)",,,
802057909,tertiary,False,True,35.516,"LINESTRING (32.4596633 36.9870623, 32.4592701 36.9870042)",,,
304241253,primary,False,True,29.938,"LINESTRING (32.450862 36.9828055, 32.451196 36.9828416)",D340,Bozkır-Hadim Yolu,
304241253,primary,False,False,29.938,"LINESTRING (32.451196 36.9828416, 32.450862 36.9828055)",D340,Bozkır-Hadim Yolu,
304241253,primary,False,True,50.56,"LINESTRING (32.451196 36.9828416, 32.4513297 36.982853, 32.4515668 36.9828605, 32.4517639 36.9828509)",D340,Bozkır-Hadim Yolu,
304241332,tertiary,True,False,27.219,"LINESTRING (32.451196 36.9828416, 32.4512671 36.9829618, 32.4512895 36.9830722)",,,
304241253,primary,False,False,50.56,"LINESTRING (32.4517639 36.9828509, 32.4515668 36.9828605, 32.4513297 36.982853, 32.451196 36.9828416)",D340,Bozkır-Hadim Yolu,
304241253,primary,False,True,245.06,"LINESTRING (32.4517639 36.9828509, 32.4530956 36.9826956, 32.454444 36.982555, 32.4544971 36.9825516)",D340,Bozkır-Hadim Yolu,
304241309,tertiary,True,False,48.837,"LINESTRING (32.4517639 36.9828509, 32.4516472 36.9829034, 32.451512 36.9829588, 32.4512895 36.9830722)",,,
304241311,tertiary,True,False,32.048,"LINESTRING (32.4510605 36.9830447, 32.4510035 36.982957, 32.4509441 36.9828834, 32.450862 36.9828055)",,,
304241329,tertiary,True,False,25.703,"LINESTRING (32.4510605 36.9830447, 32.4511205 36.9829319, 32.451196 36.9828416)",,,
304241332,tertiary,True,False,43.304,"LINESTRING (32.4512895 36.9830722, 32.4511453 36.98322, 32.4510242 36.9833974)",,,
304241282,secondary,True,False,10.95,"LINESTRING (32.4590109 36.9892241, 32.4590156 36.9891257)",,Atatürk Caddesi,
802057898,residential,False,False,24.258000000000003,"LINESTRING (32.4590109 36.9892241, 32.4589428 36.9891723, 32.4588704 36.9891423, 32.4587738 36.9891316)",,,
304241329,tertiary,True,False,39.351,"LINESTRING (32.4510242 36.9833974, 32.4510605 36.9830447)",,,
304241319,tertiary,False,True,85.346,"LINESTRING (32.4510242 36.9833974, 32.4510223 36.9836104, 32.4510453 36.9837926, 32.4511119 36.9840071, 32.4511188 36.9840904, 32.4511377 36.9841556)",,,
304241263,tertiary,False,True,65.434,"LINESTRING (32.4526837 36.984386, 32.4519478 36.9843589)",,,
304241294,residential,False,True,57.895,"LINESTRING (32.4526837 36.984386, 32.4523983 36.9848541)",,,
304241263,tertiary,False,False,92.05600000000001,"LINESTRING (32.4526837 36.984386, 32.4531688 36.9843846, 32.4537052 36.9844863)",,,
304241294,residential,False,False,144.737,"LINESTRING (32.4526837 36.984386, 32.4527362 36.9842725, 32.4527657 36.9841975, 32.4527657 36.9841289, 32.452763 36.9840625, 32.4527281 36.9840218, 32.4525833 36.9839854, 32.4523902 36.9839747, 32.4515936 36.9840582)",,,
304241263,tertiary,False,False,85.322,"LINESTRING (32.4537052 36.9844863, 32.4546112 36.9847413)",,,
304241334,residential,False,True,36.826,"LINESTRING (32.4537052 36.9844863, 32.4535603 36.9847966)",,,
304241263,tertiary,False,True,92.05600000000001,"LINESTRING (32.4537052 36.9844863, 32.4531688 36.9843846, 32.4526837 36.984386)",,,
