osmid,oneway,highway,reversed,length,geometry,name,access,tunnel
191150598,True,residential,False,25.982,"LINESTRING (29.2719671 40.9656417, 29.271969 40.965634, 29.2719703 40.9655663, 29.2719733 40.9654082)",,,
817531401,True,primary,False,14.318000000000001,"LINESTRING (29.2719671 40.9656417, 29.2720744 40.9656255, 29.2721354 40.9656229)",Fatih Bulvarı,,
140375581,False,secondary_link,False,36.699,"LINESTRING (29.2616497 40.9705956, 29.2616697 40.9709253)",,,
140375524,True,secondary_link,False,46.381,"LINESTRING (29.2616497 40.9705956, 29.2617894 40.9707781, 29.2618783 40.9708261, 29.2619456 40.9708485, 29.2620249 40.9708813)",,,
140375529,False,secondary_link,False,90.615,"LINESTRING (29.2616497 40.9705956, 29.2616423 40.9704684, 29.2616413 40.9704176, 29.2616499 40.9702896, 29.2616501 40.9702139, 29.2616665 40.9701549, 29.2616992 40.9701048, 29.2617561 40.9700701, 29.2618271 40.9700547, 29.2620967 40.9700245)",,,
491611539,True,primary_link,False,49.935,"LINESTRING (29.2620564 40.9688939, 29.2619689 40.9686666, 29.2619014 40.9685941, 29.2618488 40.9685577, 29.2617643 40.9685292)",,,
824244341,True,primary_link,False,44.789,"LINESTRING (29.2620564 40.9688939, 29.261984 40.9685891, 29.2619752 40.9684962)",Bosna Bulvarı,,
83010083,True,tertiary,False,127.149,"LINESTRING (29.2638206 40.9664257, 29.2623865 40.966793)",Şanlıurfa Caddesi,,
140375562,False,secondary,False,105.679,"LINESTRING (29.2638206 40.9664257, 29.2634162 40.9655257)",Kale Caddesi,,
273189714,False,tertiary,False,112.06,"LINESTRING (29.2638206 40.9664257, 29.2642421 40.9673819)",Kale Caddesi,,
83010083,True,tertiary,False,45.6,"LINESTRING (29.2665423 40.9657986, 29.2660219 40.9659159)",Şanlıurfa Caddesi,,
1234258514,False,tertiary,False,103.004,"LINESTRING (29.2665423 40.9657986, 29.2661628 40.9649177)",Kuran Kursu Caddesi,,
1234258514,False,tertiary,True,107.362,"LINESTRING (29.2665423 40.9657986, 29.2665616 40.9658386, 29.2666767 40.9660671, 29.266996 40.9667013)",Kuran Kursu Caddesi,,
83010083,True,tertiary,False,125.756,"LINESTRING (29.2694149 40.9650188, 29.268006 40.9654025)",Şanlıurfa Caddesi,,
140375522,False,residential,False,105.933,"LINESTRING (29.2694149 40.9650188, 29.2698154 40.9659222)",Gün Caddesi,,
140375522,False,residential,True,107.764,"LINESTRING (29.2694149 40.9650188, 29.2689698 40.9641098)",Gün Caddesi,,
817531402,True,residential,False,52.656,"LINESTRING (29.2722259 40.9641925, 29.2720306 40.9637425)",,,
954695936,True,tertiary,False,125.471,"LINESTRING (29.2722259 40.9641925, 29.2708334 40.9646019)",Şanlıurfa Caddesi,,
308029525,False,residential,False,75.48700000000001,"LINESTRING (29.2722259 40.9641925, 29.2724413 40.9642221, 29.2727726 40.9643766, 29.2728877 40.9644248, 29.2729934 40.9644306, 29.2730465 40.9644313)",Şanlıurfa Caddesi,,
140375533,False,residential,True,126.93,"LINESTRING (29.2699728 40.9627261, 29.2685847 40.9631781)",Berat Caddesi,,
236641830,True,residential,False,113.09,"LINESTRING (29.2699728 40.9627261, 29.2704137 40.9636871)",Ziya Ülhak Caddesi,,
83010083,True,tertiary,False,127.808,"LINESTRING (29.2708334 40.9646019, 29.2694149 40.9650188)",Şanlıurfa Caddesi,,
954695937,True,residential,False,107.647,"LINESTRING (29.2708334 40.9646019, 29.2712642 40.9655137)",Ziya Ülhak Caddesi,,
328532851,True,primary_link,False,9.469,"LINESTRING (29.2713918 40.9657855, 29.2714286 40.965866)",,,
812989918,True,primary,False,50.882,"LINESTRING (29.2713918 40.9657855, 29.2719671 40.9656417)",Fatih Bulvarı,,
83010086,False,residential,False,54.041,"LINESTRING (29.2729726 40.9655164, 29.2727228 40.9650685)",,,
140375587,False,residential,False,127.664,"LINESTRING (29.2718075 40.9632284, 29.2704137 40.9636871)",Miraç Caddesi,,
140375587,False,residential,True,90.861,"LINESTRING (29.2718075 40.9632284, 29.2727474 40.963117, 29.2728779 40.9631223)",Miraç Caddesi,,
140375522,False,residential,False,11.213,"LINESTRING (29.2699328 40.9661803, 29.2699753 40.9662759)",Gün Caddesi,,
140375522,False,residential,True,30.345,"LINESTRING (29.2699328 40.9661803, 29.2698154 40.9659222)",Gün Caddesi,,
812989918,True,primary,False,130.131,"LINESTRING (29.2699328 40.9661803, 29.2713918 40.9657855)",Fatih Bulvarı,,
83010086,False,residential,True,54.041,"LINESTRING (29.2727228 40.9650685, 29.2729726 40.9655164)",,,
954695935,True,residential,False,105.966,"LINESTRING (29.2727228 40.9650685, 29.2722259 40.9641925)",,,
817531403,False,residential,False,79.40799999999999,"LINESTRING (29.2727228 40.9650685, 29.2725517 40.9651174, 29.2720104 40.9652721, 29.2719733 40.9654082)",,,
35128521,True,secondary,False,125.77600000000001,"LINESTRING (29.2620967 40.9700245, 29.2620772 40.9695452, 29.2620741 40.9692041, 29.2620564 40.9688939)",Bosna Bulvarı,,
140375529,False,secondary_link,True,90.61500000000001,"LINESTRING (29.2620967 40.9700245, 29.2618271 40.9700547, 29.2617561 40.9700701, 29.2616992 40.9701048, 29.2616665 40.9701549, 29.2616501 40.9702139, 29.2616499 40.9702896, 29.2616413 40.9704176, 29.2616423 40.9704684, 29.2616497 40.9705956)",,,
140375587,False,residential,True,127.664,"LINESTRING (29.2704137 40.9636871, 29.2718075 40.9632284)",Miraç Caddesi,,
236641830,True,residential,False,107.653,"LINESTRING (29.2704137 40.9636871, 29.2708334 40.9646019)",Ziya Ülhak Caddesi,,
140375587,False,residential,False,130.067,"LINESTRING (29.2704137 40.9636871, 29.2694399 40.9639861, 29.2689698 40.9641098)",Miraç Caddesi,,
693482467,False,tertiary,False,30.22,"LINESTRING (29.2620249 40.9708813, 29.2616697 40.9709253)",Atatürk Caddesi,,
693482467,False,tertiary,True,51.43000000000001,"LINESTRING (29.2620249 40.9708813, 29.2625496 40.9708036, 29.2626249 40.9707886)",Atatürk Caddesi,,
1234258514,False,tertiary,True,103.004,"LINESTRING (29.2661628 40.9649177, 29.2665423 40.9657986)",Kuran Kursu Caddesi,,
140375587,False,residential,True,126.02799999999999,"LINESTRING (29.2661628 40.9649177, 29.2665623 40.9648308, 29.2670306 40.9646773, 29.267566 40.9645196)",Miraç Caddesi,,
1234258514,False,tertiary,False,104.953,"LINESTRING (29.2661628 40.9649177, 29.265907 40.9643391, 29.2657597 40.9640243)",Kuran Kursu Caddesi,,
140375581,False,secondary_link,True,36.699,"LINESTRING (29.2616697 40.9709253, 29.2616497 40.9705956)",,,
693482467,False,tertiary,True,30.22,"LINESTRING (29.2616697 40.9709253, 29.2620249 40.9708813)",Atatürk Caddesi,,
140375522,False,residential,False,107.764,"LINESTRING (29.2689698 40.9641098, 29.2694149 40.9650188)",Gün Caddesi,,
140375522,False,residential,True,108.529,"LINESTRING (29.2689698 40.9641098, 29.2685847 40.9631781)",Gün Caddesi,,
140375587,False,residential,False,126.37200000000001,"LINESTRING (29.2689698 40.9641098, 29.2681035 40.9643613, 29.267566 40.9645196)",Miraç Caddesi,,
140375587,False,residential,True,130.067,"LINESTRING (29.2689698 40.9641098, 29.2694399 40.9639861, 29.2704137 40.9636871)",Miraç Caddesi,,
693482467,False,tertiary,False,25.689,"LINESTRING (29.2629207 40.9707295, 29.2626249 40.9707886)",Atatürk Caddesi,,
693482467,False,tertiary,True,8.831,"LINESTRING (29.2629207 40.9707295, 29.263022 40.9707081)",Atatürk Caddesi,,
693482468,True,secondary_link,False,28.048,"LINESTRING (29.2629207 40.9707295, 29.2628283 40.9704871)",,,
140375533,False,residential,False,121.044,"LINESTRING (29.2657597 40.9640243, 29.2671165 40.9636565)",Berat Caddesi,,
