osmid,highway,oneway,reversed,length,geometry,bridge,maxspeed,ref
210447829,residential,False,False,29.421,"LINESTRING (32.1426404 41.3034297, 32.1425404 41.3036834)",,,
210447986,residential,False,True,120.453,"LINESTRING (32.1441466 41.3035985, 32.145553 41.3038377)",,,
210447986,residential,False,False,54.727999999999994,"LINESTRING (32.1441466 41.3035985, 32.143952 41.3035653, 32.1438067 41.3038897)",,,
735053152,residential,False,True,251.095,"LINESTRING (32.1441466 41.3035985, 32.1439308 41.303393, 32.1438772 41.3033124, 32.1438504 41.3031915, 32.1438289 41.3028934, 32.143668 41.3025871, 32.1436626 41.3024098, 32.1437538 41.3021842, 32.1438289 41.3021036, 32.1441239 41.3019989, 32.144655 41.302015)",,,
210447829,residential,False,True,29.421,"LINESTRING (32.1425404 41.3036834, 32.1426404 41.3034297)",,,
210447814,residential,False,False,94.166,"LINESTRING (32.1425404 41.3036834, 32.1429683 41.3037878, 32.143637 41.3038691)",,,
210447829,residential,False,False,103.196,"LINESTRING (32.1425404 41.3036834, 32.1426404 41.3038291, 32.1433659 41.3043647)",,,
210447866,residential,False,False,72.938,"LINESTRING (32.145553 41.3038377, 32.1451209 41.3044077)",,,
210447986,residential,False,False,120.453,"LINESTRING (32.145553 41.3038377, 32.1441466 41.3035985)",,,
210447986,residential,False,True,162.43599999999998,"LINESTRING (32.145553 41.3038377, 32.1461544 41.3038443, 32.1465613 41.3038776, 32.1473838 41.3042098)",,,
210447814,residential,False,True,14.359,"LINESTRING (32.1438067 41.3038897, 32.143637 41.3038691)",,,
210447814,residential,False,False,126.15,"LINESTRING (32.1438067 41.3038897, 32.1441712 41.303934, 32.1446134 41.3041333, 32.1451209 41.3044077)",,,
210447986,residential,False,True,54.727999999999994,"LINESTRING (32.1438067 41.3038897, 32.143952 41.3035653, 32.1441466 41.3035985)",,,
210447986,residential,False,False,162.43599999999998,"LINESTRING (32.1473838 41.3042098, 32.1465613 41.3038776, 32.1461544 41.3038443, 32.145553 41.3038377)",,,
210447829,residential,False,False,272.395,"LINESTRING (32.1433659 41.3043647, 32.1438037 41.304562, 32.1458676 41.3050365, 32.1464266 41.3051831)",,,
210447829,residential,False,True,103.196,"LINESTRING (32.1433659 41.3043647, 32.1426404 41.3038291, 32.1425404 41.3036834)",,,
210447841,residential,False,False,59.982,"LINESTRING (32.1433659 41.3043647, 32.1434614 41.3042596, 32.143637 41.3038691)",,,
"[210447841, 210447861, 210447865]",residential,False,True,19.444000000000003,"LINESTRING (32.1433659 41.3043647, 32.1433371 41.3043854, 32.1432479 41.3044716, 32.1432161 41.3044982)",yes,,
210447836,residential,False,False,19.719,"LINESTRING (32.1421899 41.3043858, 32.1420895 41.3045463)",,,
210447836,residential,False,True,140.073,"LINESTRING (32.1421899 41.3043858, 32.1424022 41.3040071, 32.1425879 41.3039739, 32.1432161 41.3044982)",,,
