osmid,oneway,lanes,highway,reversed,length,geometry
"[242649491, 242649493]",True,2,tertiary,False,180.46,"LINESTRING (28.2879952 39.1329635, 28.2879646 39.1328511, 28.2880094 39.1327549, 28.2881264 39.1326428, 28.2883158 39.1324772, 28.2884603 39.1323277, 28.2885946 39.1321274, 28.2887047 39.1319806, 28.2888597 39.1318097, 28.2890035 39.1316597, 28.2890183 39.131631, 28.2890561 39.1316213)"
1240679725,False,2,tertiary,True,269.363,"LINESTRING (28.2879952 39.1329635, 28.2877693 39.1334092, 28.2873282 39.1336538, 28.2867756 39.1337488, 28.2854154 39.1339971)"
294238887,False,,residential,True,214.415,"LINESTRING (28.2881362 39.1277116, 28.287709 39.1277629, 28.287513 39.1278249, 28.2874519 39.127859, 28.2874283 39.1279478, 28.2874189 39.1281253, 28.287433 39.1282105, 28.28761 39.1284952, 28.2877186 39.1285458, 28.2878771 39.1286569, 28.2882462 39.128854, 28.2883135 39.1289254)"
294238895,False,,residential,False,147.598,"LINESTRING (28.2881362 39.1277116, 28.2883095 39.1278006, 28.2884035 39.1279064, 28.2884239 39.1280062, 28.2884474 39.1285267, 28.2884239 39.1287067, 28.2883135 39.1289254)"
294238887,False,,residential,False,214.41499999999996,"LINESTRING (28.2883135 39.1289254, 28.2882462 39.128854, 28.2878771 39.1286569, 28.2877186 39.1285458, 28.28761 39.1284952, 28.287433 39.1282105, 28.2874189 39.1281253, 28.2874283 39.1279478, 28.2874519 39.127859, 28.287513 39.1278249, 28.287709 39.1277629, 28.2881362 39.1277116)"
294238895,False,,residential,True,147.598,"LINESTRING (28.2883135 39.1289254, 28.2884239 39.1287067, 28.2884474 39.1285267, 28.2884239 39.1280062, 28.2884035 39.1279064, 28.2883095 39.1278006, 28.2881362 39.1277116)"
294238887,False,,residential,True,50.42700000000001,"LINESTRING (28.2883135 39.1289254, 28.2883765 39.1289921, 28.2884828 39.1292818, 28.2885031 39.1293496)"
294238891,False,,residential,True,165.83499999999998,"LINESTRING (28.2900302 39.1292469, 28.2899283 39.1297212, 28.2899236 39.1298344, 28.2896963 39.130277, 28.2896869 39.1306978)"
294238890,False,,residential,True,84.294,"LINESTRING (28.2901459 39.130285, 28.2900848 39.1304932, 28.2900981 39.1306188, 28.29022 39.130832, 28.2903098 39.1310037)"
"[673857139, 294238894]",False,,residential,False,182.02900000000002,"LINESTRING (28.2901459 39.130285, 28.2902419 39.1302406, 28.290292 39.1300423, 28.2904728 39.1299838, 28.2908118 39.1299487, 28.2910077 39.1298202, 28.2912413 39.1297792, 28.2913317 39.1296331, 28.2912187 39.1292591)"
294238894,False,,residential,True,61.506,"LINESTRING (28.2901459 39.130285, 28.2900788 39.130316, 28.2900318 39.1303561, 28.2899173 39.1305191, 28.2896869 39.1306978)"
294238886,False,,residential,False,44.091,"LINESTRING (28.2889461 39.1306126, 28.2893357 39.1308693)"
294238887,False,,residential,False,128.66,"LINESTRING (28.2889461 39.1306126, 28.288805 39.1303018, 28.2885803 39.1301553, 28.2885119 39.1300365, 28.2884937 39.1298999, 28.2885415 39.1296389, 28.2885406 39.1295701)"
294238887,False,,residential,True,95.412,"LINESTRING (28.2889461 39.1306126, 28.2889277 39.1310201, 28.2889407 39.131085, 28.2890775 39.1314547)"
294238892,False,,residential,True,19.193,"LINESTRING (28.2905592 39.1306824, 28.2906108 39.1308503)"
294238894,False,,residential,True,35.795,"LINESTRING (28.2896869 39.1306978, 28.2893357 39.1308693)"
294238891,False,,residential,False,165.83499999999998,"LINESTRING (28.2896869 39.1306978, 28.2896963 39.130277, 28.2899236 39.1298344, 28.2899283 39.1297212, 28.2900302 39.1292469)"
294238894,False,,residential,False,61.50599999999999,"LINESTRING (28.2896869 39.1306978, 28.2899173 39.1305191, 28.2900318 39.1303561, 28.2900788 39.130316, 28.2901459 39.130285)"
294238892,False,,residential,False,19.193,"LINESTRING (28.2906108 39.1308503, 28.2905592 39.1306824)"
294238892,False,,residential,True,8.091,"LINESTRING (28.2906108 39.1308503, 28.2906838 39.130896)"
294238893,False,,residential,True,31.065,"LINESTRING (28.2906108 39.1308503, 28.2903098 39.1310037)"
294238886,False,,residential,True,44.091,"LINESTRING (28.2893357 39.1308693, 28.2889461 39.1306126)"
294238894,False,,residential,False,35.795,"LINESTRING (28.2893357 39.1308693, 28.2896869 39.1306978)"
294238889,False,,residential,True,71.427,"LINESTRING (28.2893357 39.1308693, 28.2892824 39.1312244, 28.2892479 39.1312974, 28.2891789 39.1313813, 28.2890775 39.1314547)"
294238893,False,,residential,False,31.065,"LINESTRING (28.2903098 39.1310037, 28.2906108 39.1308503)"
294238890,False,,residential,False,84.294,"LINESTRING (28.2903098 39.1310037, 28.29022 39.130832, 28.2900981 39.1306188, 28.2900848 39.1304932, 28.2901459 39.130285)"
