osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,junction,bridge
172414348,True,2,Atatürk Bulvarı,secondary,30,False,18.907,"LINESTRING (28.6420408 41.0008842, 28.6422577 41.0008382)",,
1132034168,True,,,secondary,,False,25.406,"LINESTRING (28.6420408 41.0008842, 28.6420999 41.0008942, 28.6421514 41.0009183, 28.6421896 41.0009537, 28.6422104 41.0009967, 28.6422113 41.0010423)",,
1110216346,False,4,Anadolu Caddesi,secondary,30,True,9.325,"LINESTRING (28.6357949 41.0034145, 28.6356855 41.0034292)",,
689945653,True,,Kışla Caddesi,tertiary,,False,115.10799999999999,"LINESTRING (28.6357949 41.0034145, 28.6359545 41.0032932, 28.6360669 41.0031669, 28.6361077 41.0030653, 28.6363414 41.0026068, 28.6363515 41.0025892, 28.6363773 41.0024957)",,
689960276,True,,Anadolu Caddesi,secondary,,False,32.894,"LINESTRING (28.6357949 41.0034145, 28.635977 41.0033439, 28.6360994 41.0033601, 28.6361619 41.003366)",,
227456851,False,,,residential,,False,45.905,"LINESTRING (28.6379775 41.0035282, 28.6382574 41.0038829)",,
676942918,True,2,Atatürk Bulvarı,secondary,30,False,59.001999999999995,"LINESTRING (28.6379775 41.0035282, 28.6377451 41.0037508, 28.637678 41.0038256, 28.6376583 41.0038469, 28.6375323 41.0039369)",,
172374500,False,,,residential,,False,146.102,"LINESTRING (28.6425542 41.006308, 28.6426435 41.0049958)",,
227888669,False,,Derya Sokak,residential,,False,14.971,"LINESTRING (28.6425542 41.006308, 28.6423758 41.0063067)",,
172374501,False,,,residential,,False,140.593,"LINESTRING (28.6423758 41.0063067, 28.6422796 41.007569)",,
227888669,False,,Derya Sokak,residential,,False,107.711,"LINESTRING (28.6423758 41.0063067, 28.6410929 41.0063392)",,
227888669,False,,Derya Sokak,residential,,True,14.971,"LINESTRING (28.6423758 41.0063067, 28.6425542 41.006308)",,
218755212,False,,İstiklal Caddesi,residential,,True,169.63,"LINESTRING (28.6403908 41.0050186, 28.638519 41.0055947)",,
227456868,False,,,residential,,True,158.222,"LINESTRING (28.6403908 41.0050186, 28.6410929 41.0063392)",,
227888680,False,,,residential,,True,36.82,"LINESTRING (28.6403908 41.0050186, 28.6402088 41.0047173)",,
218755212,False,,İstiklal Caddesi,residential,,False,189.049,"LINESTRING (28.6403908 41.0050186, 28.6416367 41.005006, 28.6426435 41.0049958)",,
172374497,False,,Emek Sokağı,residential,,True,94.335,"LINESTRING (28.6411569 41.0076133, 28.6422796 41.007569)",,
172374504,False,,,residential,,False,22.051,"LINESTRING (28.6411569 41.0076133, 28.6410452 41.0074338)",,
172413925,False,,Söğüt Sokağı,residential,,True,158.601,"LINESTRING (28.6410929 41.0063392, 28.6393881 41.0069551)",,
227456868,False,,,residential,,False,158.222,"LINESTRING (28.6410929 41.0063392, 28.6403908 41.0050186)",,
227456868,False,,,residential,,True,121.78,"LINESTRING (28.6410929 41.0063392, 28.6410452 41.0074338)",,
227888669,False,,Derya Sokak,residential,,True,107.711,"LINESTRING (28.6410929 41.0063392, 28.6423758 41.0063067)",,
172374504,False,,,residential,,True,22.051,"LINESTRING (28.6410452 41.0074338, 28.6411569 41.0076133)",,
227456868,False,,,residential,,False,121.78,"LINESTRING (28.6410452 41.0074338, 28.6410929 41.0063392)",,
227456868,False,,,residential,,True,99.336,"LINESTRING (28.6410452 41.0074338, 28.6399765 41.0078181)",,
172374497,False,,Emek Sokağı,residential,,False,94.335,"LINESTRING (28.6422796 41.007569, 28.6411569 41.0076133)",,
172374501,False,,,residential,,True,140.593,"LINESTRING (28.6422796 41.007569, 28.6423758 41.0063067)",,
172374500,False,,,residential,,True,146.102,"LINESTRING (28.6426435 41.0049958, 28.6425542 41.006308)",,
218755212,False,,İstiklal Caddesi,residential,,False,4.133,"LINESTRING (28.6426435 41.0049958, 28.6426927 41.004994)",,
218755212,False,,İstiklal Caddesi,residential,,True,189.049,"LINESTRING (28.6426435 41.0049958, 28.6416367 41.005006, 28.6403908 41.0050186)",,
218755212,False,,İstiklal Caddesi,residential,,False,169.63,"LINESTRING (28.638519 41.0055947, 28.6403908 41.0050186)",,
171697512,True,,Atatürk Bulvarı,primary,,False,78.239,"LINESTRING (28.638519 41.0055947, 28.6387205 41.005843, 28.6387741 41.0059273, 28.6388408 41.0060322, 28.6389712 41.0062093)",,
227456868,False,,,residential,,False,99.336,"LINESTRING (28.6399765 41.0078181, 28.6410452 41.0074338)",,
28166474,True,2,Atatürk Bulvarı,secondary,30,False,54.66499999999999,"LINESTRING (28.6428089 41.000852, 28.6425723 41.0009186, 28.6424203 41.0009529, 28.6422113 41.0010423)",,
218755211,False,,,secondary_link,,False,8.57,"LINESTRING (28.6428019 41.0023866, 28.6427049 41.0024107)",,
172413842,False,,,residential,,False,217.309,"LINESTRING (28.6402088 41.0047173, 28.6425536 41.0038878)",,
227888680,False,,,residential,,False,36.82,"LINESTRING (28.6402088 41.0047173, 28.6403908 41.0050186)",,
227888680,False,,,residential,,True,311.488,"LINESTRING (28.6402088 41.0047173, 28.6397964 41.0040347, 28.6397962 41.0039881, 28.6398212 41.0039474, 28.6408406 41.0033645, 28.6419229 41.0027973)",,
171697512,True,,Atatürk Bulvarı,primary,,False,107.918,"LINESTRING (28.6393881 41.0069551, 28.6399765 41.0078181)",,
172413925,False,,Söğüt Sokağı,residential,,False,158.601,"LINESTRING (28.6393881 41.0069551, 28.6410929 41.0063392)",,
103383383,False,4,Anadolu Caddesi,secondary,30,False,217.837,"LINESTRING (28.6321741 41.0032487, 28.6323225 41.0032518, 28.6327371 41.0032748, 28.6337509 41.0033429, 28.6347618 41.0034019)",,
182854978,False,,Erenler Caddesi,residential,,True,247.739,"LINESTRING (28.6321741 41.0032487, 28.6321677 41.0033326, 28.6320799 41.0048462, 28.6320474 41.0054746)",,
227607371,False,,Erenler Caddesi,residential,,False,214.91899999999998,"LINESTRING (28.6321741 41.0032487, 28.6321773 41.0031964, 28.6321778 41.0031688, 28.6321784 41.0031359, 28.6322102 41.0023548, 28.6322469 41.001452, 28.632258 41.001317)",,
182854978,False,,Erenler Caddesi,residential,,False,89.533,"LINESTRING (28.6320141 41.0062794, 28.6320474 41.0054746)",,
227730518,False,,,residential,,False,78.257,"LINESTRING (28.6320141 41.0062794, 28.632526 41.0060428, 28.632789 41.0058895)",,
182854978,False,,Erenler Caddesi,residential,,True,89.533,"LINESTRING (28.6320474 41.0054746, 28.6320141 41.0062794)",,
182854978,False,,Erenler Caddesi,residential,,False,247.739,"LINESTRING (28.6320474 41.0054746, 28.6320799 41.0048462, 28.6321677 41.0033326, 28.6321741 41.0032487)",,
227607371,False,,Erenler Caddesi,residential,,True,214.91899999999995,"LINESTRING (28.632258 41.001317, 28.6322469 41.001452, 28.6322102 41.0023548, 28.6321784 41.0031359, 28.6321778 41.0031688, 28.6321773 41.0031964, 28.6321741 41.0032487)",,
635536289,False,,Uludağ Caddesi,residential,,True,331.26000000000005,"LINESTRING (28.632258 41.001317, 28.6330019 41.0013564, 28.6355963 41.0015665, 28.6361883 41.001583)",,
337072458,False,,,residential,,False,73.708,"LINESTRING (28.6328531 41.0065506, 28.632789 41.0058895)",,
215212573,False,,Seyran Sokağı,residential,,True,162.954,"LINESTRING (28.6328531 41.0065506, 28.6328998 41.0072455, 28.6329711 41.0080133)",,
337072575,False,,,residential,,False,200.735,"LINESTRING (28.6328531 41.0065506, 28.6340821 41.0057336, 28.6344319 41.0054733, 28.6345343 41.0054146, 28.6346606 41.0053797)",,
182854339,False,,Sayaca Caddesi,residential,,False,22.924,"LINESTRING (28.6329711 41.0080133, 28.6327016 41.0080471)",,
182854339,False,,Sayaca Caddesi,residential,,True,65.189,"LINESTRING (28.6329711 41.0080133, 28.6337476 41.008032)",,
215212573,False,,Seyran Sokağı,residential,,False,162.954,"LINESTRING (28.6329711 41.0080133, 28.6328998 41.0072455, 28.6328531 41.0065506)",,
182854339,False,,Sayaca Caddesi,residential,,True,22.924,"LINESTRING (28.6327016 41.0080471, 28.6329711 41.0080133)",,
215212572,False,,Derviş Eroğlu Caddesi,secondary,,True,18.149,"LINESTRING (28.6385581 41.0058821, 28.638379 41.0059736)",,
172413270,True,,Atatürk Bulvarı,primary,,False,123.045,"LINESTRING (28.6385581 41.0058821, 28.6384221 41.0056417, 28.637944 41.0048774)",,
215212572,False,,Derviş Eroğlu Caddesi,secondary,,False,18.149,"LINESTRING (28.638379 41.0059736, 28.6385581 41.0058821)",,
