osmid,oneway,highway,maxspeed,reversed,length,name,junction,geometry,tunnel
652418349,True,tertiary,50,False,34.471,,,"LINESTRING (34.6103325 36.8209235, 34.6100723 36.8211531)",
106486434,True,primary,30,False,17.503,Anıt Dönel Kavşağı,roundabout,"LINESTRING (34.6103325 36.8209235, 34.6102682 36.8208953, 34.6102233 36.8208693, 34.6101924 36.8208209)",
106486434,True,primary,30,False,7.854,Anıt Dönel Kavşağı,roundabout,"LINESTRING (34.6104114 36.8205327, 34.6104554 36.8205345, 34.6104984 36.8205426)",
106486434,True,primary,30,False,13.354,Anıt Dönel Kavşağı,roundabout,"LINESTRING (34.6106516 36.8206548, 34.6106705 36.8207129, 34.6106673 36.8207729)",
660963218,True,primary_link,50,False,12.05,,,"LINESTRING (34.6101761 36.8207851, 34.610116 36.820688)",
106486434,True,primary,30,False,40.036,Anıt Dönel Kavşağı,roundabout,"LINESTRING (34.6101761 36.8207851, 34.6101682 36.8207259, 34.6101822 36.8206674, 34.610217 36.8206147, 34.6102694 36.8205725, 34.6103366 36.8205439, 34.6104114 36.8205327)",
106486434,True,primary,30,False,18.988,Anıt Dönel Kavşağı,roundabout,"LINESTRING (34.6104984 36.8205426, 34.6105622 36.8205677, 34.6106146 36.8206062, 34.6106516 36.8206548)",
653565310,True,secondary,50,False,65.695,Kuvayi Milliye Caddesi,,"LINESTRING (34.6104984 36.8205426, 34.6105906 36.8204836, 34.6106588 36.8204157, 34.6107208 36.8203323, 34.6109055 36.8200574)",
106486434,True,primary,30,False,4.237,Anıt Dönel Kavşağı,roundabout,"LINESTRING (34.6101924 36.8208209, 34.6101761 36.8207851)",
106486434,True,primary,30,False,32.221000000000004,Anıt Dönel Kavşağı,roundabout,"LINESTRING (34.6106673 36.8207729, 34.6106433 36.8208276, 34.610601 36.8208746, 34.6105437 36.82091, 34.6104762 36.8209309, 34.610404 36.8209356)",
660963217,True,primary_link,50,False,17.401,,,"LINESTRING (34.6106673 36.8207729, 34.6107413 36.8208979, 34.6107562 36.8209116)",
112937905,False,residential,,False,66.275,,,"LINESTRING (34.6140621 36.8202253, 34.6144627 36.8197229)",
112937905,False,residential,,True,60.556,,,"LINESTRING (34.6140621 36.8202253, 34.6136626 36.8206661)",
112937910,False,residential,,False,56.101,87051 Sokak,,"LINESTRING (34.6140621 36.8202253, 34.6145208 36.8205713)",
112937910,False,residential,,True,125.827,87051 Sokak,,"LINESTRING (34.6140621 36.8202253, 34.6129559 36.8195208)",
112937897,False,residential,,True,38.203,,,"LINESTRING (34.614868 36.8201863, 34.6150608 36.8203219, 34.6152 36.8204035)",
112937902,False,residential,,False,52.806,,,"LINESTRING (34.614868 36.8201863, 34.6146974 36.8203693, 34.6145208 36.8205713)",
112937902,False,residential,,True,71.056,,,"LINESTRING (34.614868 36.8201863, 34.6149294 36.8200986, 34.6153207 36.8196606)",
112937910,False,residential,,False,96.482,87051 Sokak,,"LINESTRING (34.6145208 36.8205713, 34.6153237 36.8211542)",
