osmid,name,highway,oneway,reversed,length,maxspeed,geometry,junction,lanes
369243621,845. Sokak,residential,False,True,98.716,,"LINESTRING (27.2724586 37.373724, 27.2715119 37.3732527)",,
117635118,Atatürk Bulvarı,secondary,True,False,82.09,50,"LINESTRING (27.2660644 37.3738297, 27.2664526 37.373159)",,
689556020,Devekıran Caddesi,tertiary,False,False,6.877,,"LINESTRING (27.2660644 37.3738297, 27.2661336 37.373858)",,
689556020,Devekıran Caddesi,tertiary,False,True,54.410999999999994,,"LINESTRING (27.2660644 37.3738297, 27.2659291 37.3737854, 27.2654955 37.3736425)",,
496108255,Bülent Ecevit Caddesi,tertiary,False,True,91.811,50,"LINESTRING (27.2685733 37.3739516, 27.2681355 37.3747004)",,
678181194,,residential,False,False,76.359,,"LINESTRING (27.2685733 37.3739516, 27.2693405 37.3742676)",,
678181194,,residential,False,True,50.652,,"LINESTRING (27.2685733 37.3739516, 27.2680532 37.3737601)",,
496108255,Bülent Ecevit Caddesi,tertiary,False,False,125.88300000000001,50,"LINESTRING (27.2685733 37.3739516, 27.2688385 37.3734807, 27.2692071 37.3729386)",,
692499512,,residential,False,True,54.686,,"LINESTRING (27.2721096 37.3787388, 27.2723674 37.3782917)",,
117635241,,secondary_link,True,False,9.293,,"LINESTRING (27.2664526 37.373159, 27.2665548 37.3731393)",,
678181191,,secondary_link,True,False,33.905,,"LINESTRING (27.2668352 37.3733172, 27.2664517 37.3733078)",,
678181194,,residential,False,False,62.258,,"LINESTRING (27.2668352 37.3733172, 27.2674771 37.373548)",,
117635202,,residential,False,False,170.597,,"LINESTRING (27.2663991 37.3740298, 27.2681355 37.3747004)",,
117635202,,residential,False,True,170.597,,"LINESTRING (27.2681355 37.3747004, 27.2663991 37.3740298)",,
496108255,Bülent Ecevit Caddesi,tertiary,False,False,91.811,50,"LINESTRING (27.2681355 37.3747004, 27.2685733 37.3739516)",,
496108255,Bülent Ecevit Caddesi,tertiary,False,True,86.613,50,"LINESTRING (27.2681355 37.3747004, 27.2677155 37.3754042)",,
116433578,İnönü Bulvarı,secondary,True,False,88.275,50,"LINESTRING (27.271559 37.3750712, 27.2719836 37.3743526)",,
678181194,,residential,False,False,11.416,,"LINESTRING (27.271559 37.3750712, 27.271677 37.375113)",,
678181194,,residential,False,True,52.553000000000004,,"LINESTRING (27.271559 37.3750712, 27.2714407 37.3750348, 27.2710054 37.3748985)",,
496108255,Bülent Ecevit Caddesi,tertiary,False,False,86.613,50,"LINESTRING (27.2677155 37.3754042, 27.2681355 37.3747004)",,
