osmid,oneway,ref,name,highway,reversed,length,bridge,geometry
188215018,True,D140,Alparslan Türkeş Bulvarı,trunk,False,25.494,,"LINESTRING (31.9248996 40.1689979, 31.9247594 40.1687952)"
188215019,False,D140,,trunk,True,37.665,yes,"LINESTRING (31.9248996 40.1689979, 31.925134 40.1692854)"
188215348,True,06-84,,secondary,False,15.782,,"LINESTRING (31.9258637 40.1702154, 31.9260474 40.1702364)"
742453260,True,D140,,trunk,False,120.574,,"LINESTRING (31.9258637 40.1702154, 31.925134 40.1692854)"
188215069,False,,,unclassified,True,13.209,,"LINESTRING (31.9256625 40.170373, 31.9257966 40.1704331)"
188215348,True,06-84,,secondary,False,24.482,,"LINESTRING (31.9256625 40.170373, 31.9258637 40.1702154)"
"[188233457, 188233471, 62363575]",False,,,unclassified,False,78.195,yes,"LINESTRING (31.9256625 40.170373, 31.9255001 40.1703328, 31.9251696 40.1702511, 31.9248774 40.1700399)"
324941972,False,,,residential,False,40.318,,"LINESTRING (31.9242957 40.1687183, 31.9247594 40.1687952)"
324941972,False,,,residential,True,52.056,,"LINESTRING (31.9242957 40.1687183, 31.923709 40.1685835)"
188233471,False,,,unclassified,True,155.075,,"LINESTRING (31.9242957 40.1687183, 31.9245536 40.1692614, 31.9248774 40.1700399)"
188233471,False,,,unclassified,False,155.075,,"LINESTRING (31.9248774 40.1700399, 31.9245536 40.1692614, 31.9242957 40.1687183)"
"[188233457, 62363575, 188233471]",False,,,unclassified,True,78.195,yes,"LINESTRING (31.9248774 40.1700399, 31.9251696 40.1702511, 31.9255001 40.1703328, 31.9256625 40.170373)"
529536485,False,,,residential,False,89.177,,"LINESTRING (31.9248774 40.1700399, 31.9244902 40.1700922, 31.9241362 40.1701092, 31.9238458 40.1701715)"
188215348,True,06-84,,secondary,False,30.324,,"LINESTRING (31.9255465 40.1706309, 31.9256625 40.170373)"
126024194,False,,Milli Egemenlik Caddesi,tertiary,False,13.653,,"LINESTRING (31.9215499 40.1646396, 31.9216742 40.1645618)"
