osmid,oneway,highway,reversed,length,name,geometry,bridge
212005070,True,tertiary,False,84.377,,"LINESTRING (31.233097 38.5298191, 31.2338881 38.52938)",
424636760,False,residential,False,64.23,Işıklar Caddesi,"LINESTRING (31.233097 38.5298191, 31.2325705 38.5294141)",
212005078,True,tertiary,False,138.264,,"LINESTRING (31.2332022 38.5299377, 31.2319102 38.530662)",
346667896,False,tertiary,False,77.691,Yıldırım Caddesi,"LINESTRING (31.2332022 38.5299377, 31.2332373 38.5300655, 31.2332532 38.5301333, 31.2333651 38.5306246)",
212005096,False,tertiary,False,49.806,,"LINESTRING (31.2301683 38.5316468, 31.2306727 38.5318588)",
212005096,False,tertiary,True,9.277,,"LINESTRING (31.2301683 38.5316468, 31.2300716 38.5316116)",
212005078,True,tertiary,False,114.904,,"LINESTRING (31.2301683 38.5316468, 31.2296851 38.5319314, 31.2293079 38.5324076)",
212005096,False,tertiary,True,24.952,,"LINESTRING (31.2319344 38.5323891, 31.2316817 38.5322829)",
212005122,True,secondary,False,71.094,,"LINESTRING (31.2319344 38.5323891, 31.2326748 38.5326599)",
347029763,False,residential,True,66.72,Şahin Sokak,"LINESTRING (31.2319344 38.5323891, 31.2319706 38.5323133, 31.2320014 38.5322494, 31.232023 38.5321856, 31.2320507 38.5320879, 31.2320723 38.5319988, 31.2320923 38.5319168, 31.2321153 38.5318077)",
212005122,True,secondary,False,116.981,,"LINESTRING (31.2326748 38.5326599, 31.2338596 38.5331577)",
346769223,False,residential,True,59.57,Mevlana Sokak,"LINESTRING (31.2326748 38.5326599, 31.2329868 38.532183)",
346638817,False,residential,False,26.146,Kırtaş Sokak,"LINESTRING (31.2313018 38.5310079, 31.2314976 38.5311863)",
212005078,True,tertiary,False,121.533,,"LINESTRING (31.2313018 38.5310079, 31.2304072 38.5315061, 31.2301683 38.5316468)",
346638817,False,residential,True,26.146,Kırtaş Sokak,"LINESTRING (31.2314976 38.5311863, 31.2313018 38.5310079)",
347068136,False,residential,False,30.033,Kuçur Sokak,"LINESTRING (31.2314976 38.5311863, 31.2317767 38.5310273)",
