osmid,oneway,name,highway,reversed,length,junction,geometry,ref,bridge
4386683,True,Hürriyet Caddesi,residential,False,4.288,,"LINESTRING (28.3244921 37.9099139, 28.3244807 37.9099514)",,
4386684,True,,trunk,False,8.192,circular,"LINESTRING (28.3244921 37.9099139, 28.3244234 37.9099638)",,
4386684,True,,trunk,False,32.776,circular,"LINESTRING (28.3244234 37.9099638, 28.3243386 37.9099947, 28.3242459 37.9100038, 28.3241541 37.9099902, 28.324072 37.9099551)",,
4386684,True,,trunk,False,40.796,circular,"LINESTRING (28.3240843 37.9095681, 28.3241682 37.9095364, 28.3242603 37.9095263, 28.324352 37.9095388, 28.3244345 37.9095726, 28.3245001 37.9096246)",,
60105177,True,Denizli Aydın Yolu,trunk,False,56.107,,"LINESTRING (28.3210266 37.9095383, 28.3203966 37.9094515)",D320,
136722706,True,92 Sokak,residential,False,14.543,,"LINESTRING (28.3210266 37.9095383, 28.3210797 37.9094144)",,
60105192,True,,trunk,False,15.471,,"LINESTRING (28.3212012 37.9095578, 28.3210266 37.9095383)",D320,
136722713,True,92 Sokak,residential,False,62.991,,"LINESTRING (28.3212012 37.9095578, 28.3211579 37.9096631, 28.3211527 37.9097739, 28.3211618 37.9098599, 28.3213218 37.9100856)",,
89022545,False,,residential,True,121.752,,"LINESTRING (28.3188332 37.9132067, 28.3190992 37.9132687, 28.3196762 37.9133013, 28.3202075 37.9133231)",,
697082639,False,,residential,False,125.655,,"LINESTRING (28.3188332 37.9132067, 28.3191615 37.9133641, 28.3195907 37.9135038, 28.3201409 37.913658)",,
136722707,False,Ertuğrul Ünlüer Cd.,residential,False,129.914,,"LINESTRING (28.3201965 37.9085562, 28.3216556 37.9087555)",,
224249027,False,64 Sk.,residential,False,51.737,,"LINESTRING (28.3201965 37.9085562, 28.3199237 37.9089687)",,
224249027,False,64 Sk.,residential,True,78.214,,"LINESTRING (28.3201965 37.9085562, 28.3203491 37.9082802, 28.3205618 37.9080261, 28.3206467 37.9079549)",,
136722704,False,174 Sokak,residential,False,81.22,,"LINESTRING (28.3216556 37.9087555, 28.3214512 37.9094679)",,
136722707,False,Ertuğrul Ünlüer Cd.,residential,False,118.048,,"LINESTRING (28.3216556 37.9087555, 28.3229863 37.9089128)",,
136722707,False,Ertuğrul Ünlüer Cd.,residential,True,129.914,,"LINESTRING (28.3216556 37.9087555, 28.3201965 37.9085562)",,
136722707,False,Ertuğrul Ünlüer Cd.,residential,True,118.048,,"LINESTRING (28.3229863 37.9089128, 28.3216556 37.9087555)",,
224249024,False,Reşit Galip Cd.,residential,False,97.292,,"LINESTRING (28.3229863 37.9089128, 28.3227652 37.9080554)",,
697084183,False,,residential,True,48.434,,"LINESTRING (28.3229863 37.9089128, 28.323099 37.9093392)",,
224249027,False,64 Sk.,residential,False,28.471,,"LINESTRING (28.3199237 37.9089687, 28.3198103 37.9092086)",,
224249027,False,64 Sk.,residential,True,51.737,,"LINESTRING (28.3199237 37.9089687, 28.3201965 37.9085562)",,
696656272,False,273 Sk.,residential,True,64.187,,"LINESTRING (28.3199237 37.9089687, 28.3192296 37.9087862)",,
224249027,False,64 Sk.,residential,True,28.471,,"LINESTRING (28.3198103 37.9092086, 28.3199237 37.9089687)",,
"[60105186, 229155310]",True,Denizli Aydın Yolu,trunk,False,113.697,,"LINESTRING (28.3198103 37.9092086, 28.320881 37.9093787, 28.3210797 37.9094144)",D320,
60105177,True,Denizli Aydın Yolu,trunk,False,32.616,,"LINESTRING (28.3196881 37.9093397, 28.3193279 37.9092671)",D320,
136722715,False,28 Sokak,residential,False,26.455,,"LINESTRING (28.3196881 37.9093397, 28.3195535 37.9095526)",,
60105177,True,Denizli Aydın Yolu,trunk,False,63.39,,"LINESTRING (28.3203966 37.9094515, 28.3202576 37.9094278, 28.3196881 37.9093397)",D320,
136722705,False,,residential,False,49.608,,"LINESTRING (28.3203966 37.9094515, 28.3203073 37.9097684, 28.3202279 37.9098725)",,
136722704,False,174 Sokak,residential,True,81.22,,"LINESTRING (28.3214512 37.9094679, 28.3216556 37.9087555)",,
60105186,True,,trunk,False,225.778,,"LINESTRING (28.3214512 37.9094679, 28.322175 37.9095533, 28.3233871 37.9096571, 28.3236739 37.9096415, 28.3240006 37.9095831)",D320,
136722715,False,28 Sokak,residential,True,26.455,,"LINESTRING (28.3195535 37.9095526, 28.3196881 37.9093397)",,
136722716,False,34 Sokak,residential,False,27.032,,"LINESTRING (28.3195535 37.9095526, 28.3197351 37.909749)",,
