osmid,oneway,highway,reversed,length,name,geometry,lanes,maxspeed,bridge,junction
578325677,True,tertiary_link,False,17.282,,"LINESTRING (28.2707108 36.8554862, 28.270905 36.8554894)",,,,
117631438,True,secondary,False,67.708,Ulusal Egemenlik Caddesi,"LINESTRING (28.2707108 36.8554862, 28.2707695 36.8554084, 28.2708233 36.8549717, 28.2708667 36.8549005)",,,,
164609119,True,secondary,False,28.007,Ulusal Egemenlik Caddesi,"LINESTRING (28.2708667 36.8549005, 28.2709428 36.8551449)",,,,
122110541,True,residential,False,53.233000000000004,Kubilay Alpugan Sokak,"LINESTRING (28.2708667 36.8549005, 28.2709779 36.8550057, 28.2710731 36.8550446, 28.2713573 36.8551609)",,,,
122238049,False,secondary,True,146.007,Ulusal Egemenlik Caddesi,"LINESTRING (28.2708667 36.8549005, 28.2708663 36.8548363, 28.2708648 36.854607, 28.2708808 36.8542606, 28.2708821 36.8541436, 28.2708773 36.8537759, 28.2708344 36.8536189, 28.2708293 36.8535917)",,,,
122238049,False,secondary,False,146.007,Ulusal Egemenlik Caddesi,"LINESTRING (28.2708293 36.8535917, 28.2708344 36.8536189, 28.2708773 36.8537759, 28.2708821 36.8541436, 28.2708808 36.8542606, 28.2708648 36.854607, 28.2708663 36.8548363, 28.2708667 36.8549005)",,,,
122238049,False,secondary,True,28.468,Ulusal Egemenlik Caddesi,"LINESTRING (28.2708293 36.8535917, 28.2708631 36.8534277, 28.2708814 36.8533391)",,,,
164609121,True,secondary,False,28.136,Ulusal Egemenlik Caddesi,"LINESTRING (28.2708293 36.8535917, 28.2707533 36.8534438, 28.270709 36.8533577)",,,,
164609119,True,secondary,False,11.658,Ulusal Egemenlik Caddesi,"LINESTRING (28.270905 36.8554894, 28.270893 36.8555938)",,,,
164609119,True,secondary,False,62.802,Ulusal Egemenlik Caddesi,"LINESTRING (28.2708076 36.8561783, 28.2707781 36.8567426)",,,,
122183997,False,residential,True,83.75,63. Sokak,"LINESTRING (28.2708076 36.8561783, 28.2708418 36.856177, 28.2712202 36.8561627, 28.2715961 36.8561484, 28.2717477 36.8561405)",,,,
122184011,False,residential,False,55.042,33 Sokak,"LINESTRING (28.2735843 36.8534026, 28.2741966 36.8534732)",,,,
67803344,False,residential,True,32.396,20 Sokak,"LINESTRING (28.2777607 36.8553663, 28.2775334 36.8555939)",,,,
122110531,False,residential,False,90.638,25 Sokak,"LINESTRING (28.2777607 36.8553663, 28.2769788 36.8548438)",,,,
122110531,False,residential,True,65.953,25 Sokak,"LINESTRING (28.2777607 36.8553663, 28.2783626 36.8557125)",,,,
117631441,False,tertiary,True,41.787,Yeniyol Caddesi,"LINESTRING (28.2730446 36.8562459, 28.2730315 36.8565656, 28.2730292 36.8566215)",,,,
984961259,False,tertiary,True,17.96,Mustafa Kemal Caddesi,"LINESTRING (28.2730446 36.8562459, 28.2730845 36.8562489, 28.2732456 36.8562608)",,,,
122110538,False,residential,False,72.011,24 Sokak,"LINESTRING (28.2751067 36.8564965, 28.27547 36.8559178)",,,,
122184017,True,tertiary,False,104.616,Mustafa Kemal Caddesi,"LINESTRING (28.2751067 36.8564965, 28.2744172 36.8563633, 28.2739536 36.8563216)",,,,
67803339,False,tertiary,True,86.239,Eski Datça Yolu,"LINESTRING (28.2730292 36.8566215, 28.2729625 36.8566251, 28.2721189 36.8566702, 28.2720621 36.8566735)",2,,,
117631441,False,tertiary,False,41.787,Yeniyol Caddesi,"LINESTRING (28.2730292 36.8566215, 28.2730315 36.8565656, 28.2730446 36.8562459)",,,,
67803345,False,residential,False,28.483,18 Sokak,"LINESTRING (28.2783626 36.8557125, 28.2781685 36.8559162)",,,,
122110531,False,residential,False,65.953,25 Sokak,"LINESTRING (28.2783626 36.8557125, 28.2777607 36.8553663)",,,,
78711179,True,residential,False,47.69,58 Sokak,"LINESTRING (28.2697642 36.8537807, 28.2697164 36.8541869, 28.269714 36.8542077)",,,,
24936066,False,tertiary,True,8.713,Eski Datça Yolu,"LINESTRING (28.2706806 36.8567499, 28.2707781 36.8567426)",2,90,,
117631438,True,secondary,False,129.544,Ulusal Egemenlik Caddesi,"LINESTRING (28.2706806 36.8567499, 28.2707023 36.8559572, 28.2707069 36.855705, 28.270708 36.8556442, 28.270709 36.8555851)",,,,
24936066,False,tertiary,False,8.713,Eski Datça Yolu,"LINESTRING (28.2707781 36.8567426, 28.2706806 36.8567499)",2,90,,
67803339,False,tertiary,False,44.916,Eski Datça Yolu,"LINESTRING (28.2707781 36.8567426, 28.2712818 36.8567155)",2,,,
119630657,False,residential,True,46.628,91 Sokak,"LINESTRING (28.2697097 36.8560684, 28.269668 36.8560704, 28.2691857 36.8560701)",,,,
122239528,False,residential,False,63.345,68 Sokak,"LINESTRING (28.2697097 36.8560684, 28.269688 36.8559587, 28.2696854 36.8555001)",,,,
122110544,False,residential,False,29.61,34 Sokak,"LINESTRING (28.2747322 36.8533467, 28.2749557 36.8531494)",,,,
122110544,False,residential,True,8.25,34 Sokak,"LINESTRING (28.2747322 36.8533467, 28.2747053 36.8534177)",,,,
122184015,False,residential,False,51.58,,"LINESTRING (28.2747322 36.8533467, 28.2742891 36.8530476)",,,,
122110538,False,residential,True,26.986,24 Sokak,"LINESTRING (28.2770718 36.8546128, 28.2769788 36.8548438)",,,,
122213475,False,residential,False,36.951,,"LINESTRING (28.2770718 36.8546128, 28.2772596 36.8546661, 28.2773415 36.8546604, 28.2774449 36.8545924)",,,,
"[1107720434, 122184002, 122110549, 1107720438]",False,residential,"[False, True]",91.461,33 Sokak,"LINESTRING (28.2770718 36.8546128, 28.2770397 36.8545989, 28.2767347 36.8544668, 28.2766807 36.8544398, 28.2761416 36.8542665)",,,yes,
122110544,False,residential,False,8.25,34 Sokak,"LINESTRING (28.2747053 36.8534177, 28.2747322 36.8533467)",,,,
122110544,False,residential,True,11.195,34 Sokak,"LINESTRING (28.2747053 36.8534177, 28.2746089 36.8534824)",,,,
122110536,False,residential,False,39.584,32 Sokak,"LINESTRING (28.2750945 36.8546295, 28.2752429 36.8542939)",,,,
122110536,False,residential,True,33.103,32 Sokak,"LINESTRING (28.2750945 36.8546295, 28.2749943 36.8549162)",,,,
122110551,False,residential,True,72.53,29 Sokak,"LINESTRING (28.2750945 36.8546295, 28.275869 36.854833)",,,,
122110551,False,residential,False,99.985,29 Sokak,"LINESTRING (28.2750945 36.8546295, 28.2744663 36.8545246, 28.2740004 36.8544257)",,,,
122110552,False,residential,True,65.321,24 Sokak,"LINESTRING (28.2756488 36.8553934, 28.275869 36.854833)",,,,
122110533,False,residential,False,22.349,36 Sokak,"LINESTRING (28.2739924 36.8542286, 28.2741272 36.854059)",,,,
122183988,False,residential,False,55.774,,"LINESTRING (28.2739924 36.8542286, 28.2734225 36.8540197)",,,,
122110533,False,residential,True,22.012999999999998,36 Sokak,"LINESTRING (28.2739924 36.8542286, 28.2740078 36.8543458, 28.2740004 36.8544257)",,,,
122110558,False,residential,False,13.98,19 Sokak,"LINESTRING (28.2735618 36.8552342, 28.2737034 36.8552887)",,,,
122110533,False,residential,False,30.764,36 Sokak,"LINESTRING (28.2735618 36.8552342, 28.2737188 36.855092, 28.273766 36.8550137)",,,,
122110533,False,residential,True,96.19,36 Sokak,"LINESTRING (28.2735618 36.8552342, 28.2734567 36.8553294, 28.2733487 36.8554651, 28.2733339 36.8554838, 28.2733352 36.8556413, 28.2734384 36.8559125, 28.273475 36.8560227)",,,,
122184011,False,residential,False,36.699,33 Sokak,"LINESTRING (28.2741966 36.8534732, 28.2746089 36.8534824)",,,,
122184011,False,residential,True,55.042,33 Sokak,"LINESTRING (28.2741966 36.8534732, 28.2735843 36.8534026)",,,,
122110553,False,residential,False,48.056000000000004,36 Sokak,"LINESTRING (28.2741966 36.8534732, 28.274266 36.8531247, 28.2742891 36.8530476)",,,,
122110553,False,residential,True,65.72999999999999,36 Sokak,"LINESTRING (28.2741966 36.8534732, 28.2741157 36.8538833, 28.2741272 36.854059)",,,,
122184017,True,tertiary,False,11.797,Mustafa Kemal Caddesi,"LINESTRING (28.2752231 36.8565473, 28.2751067 36.8564965)",,,,
122110553,False,residential,True,33.493,36 Sokak,"LINESTRING (28.2744355 36.8527701, 28.2742891 36.8530476)",,,,
122213476,False,residential,False,62.619,35 Sokak,"LINESTRING (28.2744355 36.8527701, 28.2749557 36.8531494)",,,,
122110553,False,residential,False,66.049,36 Sokak,"LINESTRING (28.2744355 36.8527701, 28.2745511 36.8526344, 28.2746128 36.8524309, 28.2745642 36.852214)",,,,
122110558,False,residential,True,67.85,19 Sokak,"LINESTRING (28.2742421 36.8557202, 28.2741406 36.8556345, 28.273945 36.8554693, 28.2737034 36.8552887)",,,,
936108110,True,residential,False,24.593,Kubilay Alpugan Sokak,"LINESTRING (28.2713573 36.8551609, 28.2716317 36.8551875)",,,,
122110554,True,residential,False,37.0,Kubilay Alpugan Sokak,"LINESTRING (28.2713573 36.8551609, 28.2710718 36.8551399, 28.2709428 36.8551449)",,,,
122110540,False,residential,False,163.056,22 Sokak,"LINESTRING (28.2765406 36.8554297, 28.2756242 36.8566996)",,,,
122110538,False,residential,False,43.575,24 Sokak,"LINESTRING (28.2765406 36.8554297, 28.2767602 36.8552786, 28.276848 36.8551347)",,,,
122110538,False,residential,True,90.658,24 Sokak,"LINESTRING (28.2765406 36.8554297, 28.276082 36.8555006, 28.2756966 36.8556024, 28.2755867 36.8556793)",,,,
122110530,False,residential,False,19.74,31 Sokak,"LINESTRING (28.2750364 36.854229, 28.2752429 36.8542939)",,,,
122110530,False,residential,True,59.784,31 Sokak,"LINESTRING (28.2750364 36.854229, 28.2743816 36.8541084)",,,,
122184019,False,residential,False,49.635,32 Sokak,"LINESTRING (28.2750364 36.854229, 28.2754137 36.8539002)",,,,
984961259,False,tertiary,False,16.827,Mustafa Kemal Caddesi,"LINESTRING (28.2738278 36.8563039, 28.2736405 36.8562829)",,,,
122110551,False,residential,False,72.53,29 Sokak,"LINESTRING (28.275869 36.854833, 28.2750945 36.8546295)",,,,
122110551,False,residential,True,53.639,29 Sokak,"LINESTRING (28.275869 36.854833, 28.2764266 36.8550164)",,,,
122110552,False,residential,False,65.321,24 Sokak,"LINESTRING (28.275869 36.854833, 28.2756488 36.8553934)",,,,
122110552,False,residential,True,35.034,24 Sokak,"LINESTRING (28.275869 36.854833, 28.2760039 36.854537)",,,,
122110532,False,residential,False,86.516,19/1 Sokak,"LINESTRING (28.2744751 36.8556218, 28.2744667 36.8555264, 28.2744051 36.8554401, 28.2741677 36.8553735, 28.2738779 36.8553093, 28.2737034 36.8552887)",,,,
