osmid,oneway,name,highway,reversed,length,geometry,lanes,maxspeed,width
156890557,True,Rıhtım Caddesi,primary_link,False,73.55999999999999,"LINESTRING (29.02469 40.9913565, 29.024631 40.9913833, 29.0245901 40.9914127, 29.0245532 40.9914486, 29.0245244 40.9914886, 29.0244929 40.9915392, 29.0244748 40.9915949, 29.0244721 40.991646, 29.0244743 40.991661, 29.0244801 40.9916992, 29.0245123 40.9917953, 29.024572 40.9919477)",,,
"[678909307, 639447509]",True,Söğütlüçeşme Caddesi,primary,False,70.251,"LINESTRING (29.02469 40.9913565, 29.0245445 40.9913854, 29.0243795 40.9914143, 29.0242706 40.9914277, 29.0241426 40.991448, 29.0240465 40.991461, 29.0238696 40.9914784)",3,,
179197255,True,Söğütlüçeşme Caddesi,primary,False,60.888,"LINESTRING (29.0302642 40.991031, 29.0296218 40.9907766)",3,,
43942177,True,Rıhtım Caddesi,primary,False,12.299,"LINESTRING (29.0234276 40.9914894, 29.0232852 40.9914633)",2,30,
152447450,True,Albay Fak Sözdener Caddesi,tertiary,False,31.759,"LINESTRING (29.0216692 40.9894332, 29.0214358 40.9892084)",,,
236166947,True,Albay Fak Sözdener Caddesi,tertiary,False,13.455,"LINESTRING (29.0216692 40.9894332, 29.0217724 40.9895258)",,,
25549908,True,Rıhtım Caddesi,primary,False,78.842,"LINESTRING (29.0238696 40.9914784, 29.0239836 40.9915463, 29.0241482 40.991643, 29.0242716 40.991724, 29.0242982 40.9917429, 29.0243527 40.9917817, 29.0244453 40.9918525, 29.024572 40.9919477)",3,,
236166959,True,Rıhtım Caddesi,primary,False,37.146,"LINESTRING (29.0238696 40.9914784, 29.0237567 40.9914869, 29.0234276 40.9914894)",,,
659774207,True,Rıhtım Caddesi,primary,False,57.935,"LINESTRING (29.0246344 40.9920358, 29.0247476 40.9922829, 29.0248003 40.9925394)",3,,
"[694936875, 694936852, 183497374]",True,"['Mühürdar Fuat Sokağı', 'Başçavuş Sokağı']",residential,False,156.66000000000003,"LINESTRING (29.0246344 40.9920358, 29.0254396 40.9919348, 29.0255286 40.9919123, 29.0264841 40.9918801)",,,
237684226,True,Rıhtım Caddesi,primary,False,45.914,"LINESTRING (29.0248057 40.9943968, 29.0247408 40.9948068)",3,,
66318218,True,Karakolhane Caddesi,residential,False,15.38,"LINESTRING (29.0304236 40.9933241, 29.0303532 40.9934518)",1,40,
183614175,True,Misakı Milli Sokağı,residential,False,137.603,"LINESTRING (29.0304236 40.9933241, 29.0287855 40.9932725)",,,
694936855,False,Halitağa Caddesi,residential,False,24.641,"LINESTRING (29.0304236 40.9933241, 29.0306531 40.9934623)",,,
66318218,True,Karakolhane Caddesi,residential,False,35.228,"LINESTRING (29.0300222 40.9940473, 29.0298422 40.9943335)",1,40,
694936873,True,Uzun Hafız Sokağı,residential,False,162.73700000000002,"LINESTRING (29.0293522 40.9952608, 29.0312332 40.9954228, 29.0312556 40.995453)",1,40,
619570093,True,Bestekar Dilhayat Sokağı,residential,False,48.444,"LINESTRING (29.0281532 40.9902678, 29.028376 40.9906697)",,,
1025065814,False,Kırtasiyeci Sokağı,residential,False,63.822,"LINESTRING (29.0281532 40.9902678, 29.0288548 40.9900465)",,,
183614164,False,Talimhane Sokağı,residential,False,66.742,"LINESTRING (29.0282241 40.9923808, 29.0287099 40.992856)",,,
35325963,True,Reşitefendi Sokağı,residential,False,94.931,"LINESTRING (29.0287099 40.992856, 29.0275798 40.9928204)",,,
183614164,False,Talimhane Sokağı,residential,True,66.742,"LINESTRING (29.0287099 40.992856, 29.0282241 40.9923808)",,,
183614164,False,Talimhane Sokağı,residential,False,48.527,"LINESTRING (29.0287099 40.992856, 29.0288046 40.9929768, 29.0287855 40.9932725)",,,
183614164,False,Talimhane Sokağı,residential,False,38.091,"LINESTRING (29.0287855 40.9932725, 29.0287621 40.9936146)",,,
183614175,True,Misakı Milli Sokağı,residential,False,104.527,"LINESTRING (29.0287855 40.9932725, 29.027542 40.9932202)",,,
183614164,False,Talimhane Sokağı,residential,True,48.527,"LINESTRING (29.0287855 40.9932725, 29.0288046 40.9929768, 29.0287099 40.992856)",,,
35325969,True,Beydağı Sokağı,residential,False,105.403,"LINESTRING (29.0287621 40.9936146, 29.0275065 40.993595)",,,
183614164,False,Talimhane Sokağı,residential,False,51.313,"LINESTRING (29.0287621 40.9936146, 29.0287205 40.994075)",,,
183614164,False,Talimhane Sokağı,residential,True,38.091,"LINESTRING (29.0287621 40.9936146, 29.0287855 40.9932725)",,,
183614164,False,Talimhane Sokağı,residential,True,51.313,"LINESTRING (29.0287205 40.994075, 29.0287621 40.9936146)",,,
"[35325881, 694936874]",True,Recaizade Sokağı,residential,False,64.888,"LINESTRING (29.0287205 40.994075, 29.0293073 40.9940918, 29.0294926 40.9940803)",,,
35325881,True,Recaizade Sokağı,residential,False,44.599,"LINESTRING (29.0294926 40.9940803, 29.0300222 40.9940473)",,,
584984872,False,Talatbey Sokak,residential,False,51.528,"LINESTRING (29.0294926 40.9940803, 29.0295286 40.9936177)",,,
694936874,True,Recaizade Sokağı,residential,False,39.27,"LINESTRING (29.0276525 40.994045, 29.0281201 40.9940577)",,,
694936874,True,Recaizade Sokağı,residential,False,15.785,"LINESTRING (29.0274646 40.9940388, 29.0276525 40.994045)",,,
694936851,True,Nüzhet Efendi Sokağı,residential,False,90.325,"LINESTRING (29.0266391 40.9940155, 29.0266147 40.9932034)",,,
694936874,True,Recaizade Sokağı,residential,False,35.703,"LINESTRING (29.0266391 40.9940155, 29.0270642 40.9940275)",,,
694936874,True,Recaizade Sokağı,residential,False,33.146,"LINESTRING (29.0257448 40.9939884, 29.0261394 40.9940007)",,,
237684226,True,Rıhtım Caddesi,primary,False,46.397,"LINESTRING (29.0248369 40.9939802, 29.0248202 40.9942035, 29.0248057 40.9943968)",3,,
694936874,True,Recaizade Sokağı,residential,False,68.823,"LINESTRING (29.0248369 40.9939802, 29.0249662 40.9939811, 29.0256569 40.9939856)",,,
531321298,True,Tayyareci Sami Sokağı,residential,False,47.328,"LINESTRING (29.02563 40.9931914, 29.0255737 40.9927679)",,,
694936878,True,Misakı Milli Sokağı,residential,False,62.989000000000004,"LINESTRING (29.02563 40.9931914, 29.02495 40.99319, 29.0248795 40.9931898)",,,
35325900,True,Yoğurtçu Şükrü Sokağı,residential,False,67.084,"LINESTRING (29.0265222 40.9923526, 29.0273213 40.9923658)",,,
601682705,False,Yoğurtçu Şükrü Sokağı,residential,True,39.917,"LINESTRING (29.0265222 40.9923526, 29.0260467 40.99236)",,,
