osmid,oneway,ref,highway,reversed,length,bridge,geometry,junction,maxspeed,lanes
"[133537483, 181651572, 181651573]",True,D100;D750,trunk,False,391.805,yes,"LINESTRING (32.2035947 40.7954757, 32.2029807 40.7957386, 32.2025527 40.7958874, 32.202209 40.7960008, 32.2020198 40.7960471, 32.2015442 40.7961623, 32.201002 40.7962751, 32.2001495 40.7964079, 32.1991812 40.7964743)",,,
181651613,True,,trunk_link,False,169.477,,"LINESTRING (32.2035947 40.7954757, 32.203337 40.7957595, 32.2029981 40.7961196, 32.2028898 40.7962397, 32.2027214 40.796333, 32.2023559 40.7963939, 32.2023297 40.796394, 32.2021566 40.7963927)",,,
191207857,False,,residential,False,35.123,,"LINESTRING (32.2060333 40.7947016, 32.2064176 40.7948246)",,,
191207857,False,,residential,True,13.164,,"LINESTRING (32.2060333 40.7947016, 32.2058848 40.7946645)",,,
841482763,True,,secondary,False,145.028,,"LINESTRING (32.2060333 40.7947016, 32.2052787 40.7958741)",,,
181651629,True,,tertiary,False,8.617,,"LINESTRING (32.2045932 40.7968077, 32.2045974 40.7968463, 32.2045855 40.796884)",roundabout,,
191202479,False,,residential,False,63.411,,"LINESTRING (32.202108 40.7946225, 32.2013714 40.7947418)",,,
191202479,False,,residential,True,2.778,,"LINESTRING (32.202108 40.7946225, 32.2021403 40.7946174)",,,
191207857,False,,residential,False,13.164,,"LINESTRING (32.2058848 40.7946645, 32.2060333 40.7947016)",,,
1182775946,False,,trunk_link,False,48.454,,"LINESTRING (32.2016333 40.7951122, 32.2022089 40.7951134)",,,
181651608,True,,trunk_link,False,56.281,,"LINESTRING (32.2016333 40.7951122, 32.2018699 40.7950643, 32.2020444 40.7949908, 32.2021125 40.7949284, 32.2021594 40.7948472)",,,
181651619,False,,trunk_link,True,70.89399999999999,,"LINESTRING (32.2016333 40.7951122, 32.2015438 40.7951277, 32.2014264 40.7951548, 32.2013056 40.7952204, 32.2012355 40.7953152, 32.201193 40.795434, 32.2011984 40.7955648)",,,
181651627,False,,tertiary,False,29.892,,"LINESTRING (32.2022089 40.7951134, 32.2021594 40.7948472)",,,
181651627,False,,tertiary,True,37.799,,"LINESTRING (32.2022089 40.7951134, 32.2022364 40.7954527)",,,
1182775946,False,,trunk_link,True,48.454,,"LINESTRING (32.2022089 40.7951134, 32.2016333 40.7951122)",,,
181651616,True,,trunk_link,False,80.79599999999999,,"LINESTRING (32.2011984 40.7955648, 32.2012271 40.7957169, 32.2012979 40.7958354, 32.2014479 40.7959217, 32.2015813 40.7959848, 32.2018197 40.796001)",,,
181651619,False,,trunk_link,False,70.894,,"LINESTRING (32.2011984 40.7955648, 32.201193 40.795434, 32.2012355 40.7953152, 32.2013056 40.7952204, 32.2014264 40.7951548, 32.2015438 40.7951277, 32.2016333 40.7951122)",,,
181651627,False,,tertiary,False,37.799,,"LINESTRING (32.2022364 40.7954527, 32.2022089 40.7951134)",,,
181651609,True,,trunk_link,False,64.358,,"LINESTRING (32.2022364 40.7954527, 32.2020157 40.7952701, 32.2017928 40.7951604, 32.2016333 40.7951122)",,,
181651627,False,,tertiary,True,104.75800000000001,,"LINESTRING (32.2022364 40.7954527, 32.2022153 40.7957696, 32.2021863 40.7961649, 32.2021566 40.7963927)",,,
181651589,True,,secondary,False,103.688,,"LINESTRING (32.2051819 40.7958339, 32.2056615 40.794975)",,,
191207905,False,,residential,True,9.294,,"LINESTRING (32.2051819 40.7958339, 32.2052787 40.7958741)",,,
77513332,True,D100;D750,trunk,False,81.646,,"LINESTRING (32.2008857 40.7961977, 32.2012549 40.7961312, 32.2018197 40.796001)",,,
181651614,True,,trunk_link,False,79.85,,"LINESTRING (32.2008857 40.7961977, 32.200992 40.7961387, 32.2011343 40.7960147, 32.2011721 40.7958963, 32.2011921 40.7957262, 32.2011984 40.7955648)",,,
181651627,False,,tertiary,True,106.866,,"LINESTRING (32.2021566 40.7963927, 32.2017804 40.7973106)",,,
181651627,False,,tertiary,False,104.758,,"LINESTRING (32.2021566 40.7963927, 32.2021863 40.7961649, 32.2022153 40.7957696, 32.2022364 40.7954527)",,,
191202332,False,,residential,False,251.65300000000002,,"LINESTRING (32.2021566 40.7963927, 32.2015427 40.7963361, 32.2012724 40.7963466, 32.2008012 40.7964462, 32.1999345 40.796541, 32.1992002 40.7965729)",,,
191202422,False,,residential,False,11.08,,"LINESTRING (32.1991812 40.7964743, 32.1992002 40.7965729)",,,
181651573,True,D100;D750,trunk,False,223.25900000000001,,"LINESTRING (32.1991812 40.7964743, 32.1987322 40.796485, 32.1979253 40.7964584, 32.1969675 40.7963654, 32.1965418 40.7963213)",,,
181651589,True,,secondary,False,118.934,,"LINESTRING (32.2044219 40.7967148, 32.2046327 40.7966045, 32.2051819 40.7958339)",,,
181651629,True,,tertiary,False,19.248,,"LINESTRING (32.2044219 40.7967148, 32.2044676 40.7967167, 32.2045107 40.7967282, 32.2045479 40.7967484, 32.2045761 40.7967756, 32.2045932 40.7968077)",roundabout,,
181651629,True,,tertiary,False,19.235,,"LINESTRING (32.2042744 40.7968286, 32.2042839 40.7967948, 32.2043055 40.7967643, 32.2043375 40.7967396, 32.2043774 40.7967227, 32.2044219 40.7967148)",roundabout,,
181651583,True,,tertiary,False,75.048,,"LINESTRING (32.2045855 40.796884, 32.204587 40.7971369, 32.204631 40.7975576)",,,
181651629,True,,tertiary,False,18.090000000000003,,"LINESTRING (32.2045855 40.796884, 32.2045603 40.7969154, 32.204524 40.7969398, 32.2044797 40.796955, 32.2044315 40.7969595, 32.2044112 40.7969567)",roundabout,,
181651629,True,,tertiary,False,2.351,,"LINESTRING (32.2044112 40.7969567, 32.2043837 40.796953)",roundabout,,
181651594,True,,tertiary,False,35.008,,"LINESTRING (32.2039553 40.7970305, 32.2042744 40.7968286)",,,
812550217,False,,tertiary,True,100.37899999999999,,"LINESTRING (32.2039553 40.7970305, 32.2036289 40.7972073, 32.2033754 40.7973446, 32.2030595 40.7976176)",,,
181651627,False,,tertiary,False,106.866,,"LINESTRING (32.2017804 40.7973106, 32.2021566 40.7963927)",,,
181651626,True,,tertiary,False,8.363,,"LINESTRING (32.2017804 40.7973106, 32.20181 40.7973218, 32.2018342 40.797339, 32.2018509 40.7973606)",roundabout,,
181651607,True,,tertiary,False,25.429000000000002,,"LINESTRING (32.2018509 40.7973606, 32.2020445 40.797407, 32.20214 40.7974268)",,,
