osmid,highway,junction,oneway,reversed,length,geometry,ref,name
119897687,secondary,roundabout,True,False,19.055000000000003,"LINESTRING (28.1958072 37.8232792, 28.1958162 37.8233175, 28.1958097 37.8233404, 28.1957954 37.8233604, 28.1957747 37.8233759, 28.1957497 37.8233861, 28.1957225 37.8233903, 28.1956981 37.8233889)",,
119897691,secondary,,False,False,124.067,"LINESTRING (28.1958072 37.8232792, 28.1962993 37.8233393, 28.1964099 37.8233532, 28.1972025 37.8234529)",09-25,Atatürk Caddesi
225053878,residential,,False,True,77.776,"LINESTRING (28.1956206 37.8233287, 28.1951815 37.8239361)",,
119897687,secondary,roundabout,True,False,4.074999999999999,"LINESTRING (28.1956206 37.8233287, 28.1956187 37.823306, 28.1956216 37.8232923)",,
119897687,secondary,roundabout,True,False,10.072,"LINESTRING (28.1956981 37.8233889, 28.1956692 37.8233805, 28.1956472 37.8233674, 28.1956304 37.8233496, 28.1956206 37.8233287)",,
223214155,secondary,,False,True,100.40299999999999,"LINESTRING (28.1956981 37.8233889, 28.195734 37.8235445, 28.195757 37.8237485, 28.195889 37.8241229, 28.1959283 37.824271)",09-26,
187372070,secondary,,False,True,16.259,"LINESTRING (28.1957876 37.824662, 28.1956624 37.8247697)",09-26,
225052702,secondary,,True,False,29.321,"LINESTRING (28.1957876 37.824662, 28.195815 37.8243992)",09-26,
134931201,residential,,False,False,426.306,"LINESTRING (28.1978906 37.8203459, 28.1976717 37.8204316, 28.1975591 37.8205206, 28.1975001 37.8206456, 28.1974545 37.8207833, 28.1972989 37.8209677, 28.1971514 37.8211562, 28.1969722 37.8213997, 28.1967544 37.8216902, 28.1966101 37.8217705, 28.1965493 37.8217568, 28.1965081 37.8217475, 28.1963204 37.8217344, 28.1957513 37.8215397, 28.195644 37.8215037, 28.1955152 37.821544, 28.1953253 37.8216094, 28.1952958 37.8216751, 28.1953548 37.821726, 28.1954267 37.8217389, 28.1954407 37.8217747, 28.1953736 37.8218086, 28.1952738 37.8218363, 28.1952121 37.8218363, 28.1951636 37.8218414, 28.195144 37.8218683, 28.195147 37.8219041, 28.1952 37.8219475, 28.1953183 37.8219854, 28.1954139 37.8220819, 28.1955142 37.822186)",,
134931232,tertiary,,False,False,15.144,"LINESTRING (28.1978906 37.8203459, 28.1980181 37.8204234, 28.1980284 37.8204275)",,
134931208,tertiary,,False,False,41.363,"LINESTRING (28.198499 37.8206948, 28.1985092 37.8210667)",,
134931208,tertiary,,False,True,121.836,"LINESTRING (28.198499 37.8206948, 28.1985483 37.8195998)",,
225055094,residential,,False,True,10.396,"LINESTRING (28.198499 37.8206948, 28.1986173 37.820692)",,
134931232,tertiary,,False,True,51.466,"LINESTRING (28.198499 37.8206948, 28.198456 37.820651, 28.1983293 37.8205599, 28.1980284 37.8204275)",,
134931220,residential,,False,True,82.3,"LINESTRING (28.1909736 37.8207591, 28.1909004 37.820871, 28.1904942 37.8213947)",,
225052708,residential,,False,False,144.756,"LINESTRING (28.1909736 37.8207591, 28.191149 37.8208053, 28.1916225 37.8210721, 28.1919813 37.8212293, 28.1922353 37.8212817, 28.1924414 37.8213076)",,
"[225052698, 225052709]",residential,,False,True,289.252,"LINESTRING (28.1932198 37.8209653, 28.1931442 37.820796, 28.1931683 37.8206774, 28.1931844 37.8205693, 28.1933346 37.8200439, 28.1933941 37.8199356, 28.1934478 37.8199165, 28.1935653 37.8199358, 28.1936323 37.8199803, 28.1937208 37.8201265, 28.1938201 37.8202324, 28.1940186 37.8202939, 28.1942412 37.8203193, 28.1941983 37.8206626, 28.194172 37.8210027)",,
225052708,residential,,False,False,90.845,"LINESTRING (28.1932198 37.8209653, 28.1934613 37.8208615, 28.1936746 37.8208615, 28.1938723 37.8208625, 28.194172 37.8210027)",,
225052708,residential,,False,True,78.762,"LINESTRING (28.1932198 37.8209653, 28.1929073 37.8211262, 28.1926768 37.8212452, 28.1924414 37.8213076)",,
225052708,residential,,False,False,156.74,"LINESTRING (28.194172 37.8210027, 28.1944327 37.8212448, 28.194627 37.8214952, 28.1948696 37.8217763, 28.1950742 37.8219712, 28.1952359 37.8220689, 28.1952849 37.8220895)",,
225052708,residential,,False,True,90.845,"LINESTRING (28.194172 37.8210027, 28.1938723 37.8208625, 28.1936746 37.8208615, 28.1934613 37.8208615, 28.1932198 37.8209653)",,
"[225052698, 225052709]",residential,,False,False,289.252,"LINESTRING (28.194172 37.8210027, 28.1941983 37.8206626, 28.1942412 37.8203193, 28.1940186 37.8202939, 28.1938201 37.8202324, 28.1937208 37.8201265, 28.1936323 37.8199803, 28.1935653 37.8199358, 28.1934478 37.8199165, 28.1933941 37.8199356, 28.1933346 37.8200439, 28.1931844 37.8205693, 28.1931683 37.8206774, 28.1931442 37.820796, 28.1932198 37.8209653)",,
225052693,residential,,False,False,89.184,"LINESTRING (28.1924414 37.8213076, 28.1921729 37.8220811)",,
225052708,residential,,False,False,78.762,"LINESTRING (28.1924414 37.8213076, 28.1926768 37.8212452, 28.1929073 37.8211262, 28.1932198 37.8209653)",,
225052708,residential,,False,True,144.75600000000003,"LINESTRING (28.1924414 37.8213076, 28.1922353 37.8212817, 28.1919813 37.8212293, 28.1916225 37.8210721, 28.191149 37.8208053, 28.1909736 37.8207591)",,
134931220,residential,,False,False,82.3,"LINESTRING (28.1904942 37.8213947, 28.1909004 37.820871, 28.1909736 37.8207591)",,
238364788,secondary,,False,False,127.96000000000001,"LINESTRING (28.1904942 37.8213947, 28.1908177 37.8215369, 28.1915326 37.8218322, 28.1917837 37.8219298)",09-25,Yörük Ali Efe Caddesi
134931208,tertiary,,False,True,9.243,"LINESTRING (28.1985247 37.8216307, 28.1985224 37.8215476)",,
134931208,tertiary,,False,False,91.037,"LINESTRING (28.1985247 37.8216307, 28.1985947 37.8219137, 28.1986524 37.8224421)",,
225052708,residential,,False,True,111.76,"LINESTRING (28.1985247 37.8216307, 28.1984173 37.8218265, 28.198279 37.8219585, 28.197692 37.8223706)",,
134931205,residential,,False,False,84.73,"LINESTRING (28.197692 37.8223706, 28.1986524 37.8224421)",,
225052708,residential,,False,True,13.068,"LINESTRING (28.197692 37.8223706, 28.1975458 37.8223924)",,
225052708,residential,,False,False,111.75999999999999,"LINESTRING (28.197692 37.8223706, 28.198279 37.8219585, 28.1984173 37.8218265, 28.1985247 37.8216307)",,
225052708,residential,,False,False,13.068,"LINESTRING (28.1975458 37.8223924, 28.197692 37.8223706)",,
225052699,residential,,False,True,226.93400000000003,"LINESTRING (28.1975458 37.8223924, 28.1975375 37.8221436, 28.1975161 37.8220228, 28.197559 37.8219227, 28.1976877 37.8216753, 28.1976824 37.8213194, 28.1976797 37.8212367, 28.1977333 37.8210143, 28.1978245 37.8208596, 28.1980284 37.8204275)",,
225052708,residential,,False,True,100.535,"LINESTRING (28.1975458 37.8223924, 28.1971206 37.8225366, 28.1968209 37.8226413, 28.1964672 37.8226271)",,
225926628,residential,,False,False,58.144999999999996,"LINESTRING (28.1975458 37.8223924, 28.1974663 37.8226253, 28.1973956 37.8229014)",,Savranoğlu Caddesi
134931205,residential,,False,True,84.73,"LINESTRING (28.1986524 37.8224421, 28.197692 37.8223706)",,
134931205,residential,,False,False,81.01700000000001,"LINESTRING (28.1986524 37.8224421, 28.1994579 37.8224657, 28.199574 37.8224715)",,
134931208,tertiary,,False,False,92.101,"LINESTRING (28.1986524 37.8224421, 28.1987553 37.8229357, 28.1988004 37.8232618)",,
134931208,tertiary,,False,True,91.037,"LINESTRING (28.1986524 37.8224421, 28.1985947 37.8219137, 28.1985247 37.8216307)",,
134931223,residential,,False,False,92.935,"LINESTRING (28.1964672 37.8226271, 28.1964851 37.8227201, 28.1966075 37.8227445, 28.1973956 37.8229014)",,
