osmid,oneway,highway,reversed,length,geometry,lanes,ref,name,access
138299350,True,primary_link,False,58.405,"LINESTRING (30.4032998 40.7724167, 30.4036578 40.7724679, 30.4037974 40.7724665, 30.4039815 40.7724321)",,,,
367627512,True,primary,False,44.041,"LINESTRING (30.4032998 40.7724167, 30.403503 40.7725069, 30.4037752 40.7725769)",2,D650,Adnan Menderes Caddesi,
491330735,True,primary,False,86.05,"LINESTRING (30.4032738 40.7725339, 30.4030802 40.7723718, 30.4025602 40.7719803)",2,,Adnan Menderes Caddesi,
139962354,True,secondary,False,235.259,"LINESTRING (30.4010738 40.774736, 30.3984409 40.7740283)",,,Milli Egemenlik Caddesi,
138215425,False,residential,True,43.801,"LINESTRING (30.4071585 40.7732213, 30.4070522 40.7736069)",2,,Kol Sokak,
491330740,True,primary,False,254.599,"LINESTRING (30.4071585 40.7732213, 30.4050192 40.7728562, 30.4042935 40.7727108, 30.4042153 40.7726987)",2,,Yeni Cami Bulvarı,
139962355,True,primary,False,96.416,"LINESTRING (30.4012442 40.7765746, 30.40171 40.7757825)",2,,Atatürk Bulvarı,
155249843,True,primary,False,37.783,"LINESTRING (30.4012442 40.7765746, 30.4013371 40.776593, 30.4014729 40.776622, 30.4016765 40.7766656)",,,,
139962362,True,primary,False,79.335,"LINESTRING (30.40171 40.7757825, 30.402092 40.7751303)",2,,Atatürk Bulvarı,
138225041,True,secondary,False,442.254,"LINESTRING (30.40171 40.7757825, 30.4002818 40.7753636, 30.4002309 40.7753443, 30.399681 40.7751361, 30.3990694 40.7748436, 30.3980502 40.774543, 30.3968807 40.7742505)",2,,Kudüs Caddesi,
491330737,True,primary,False,4.902,"LINESTRING (30.4037681 40.7728688, 30.4037412 40.7729079)",2,,Atatürk Bulvarı,
1082399725,True,secondary,False,107.84,"LINESTRING (30.4051924 40.779335, 30.404003 40.7789753)",2,,Ankara Caddesi,yes
138212767,False,tertiary,False,38.486,"LINESTRING (30.4051924 40.779335, 30.4051328 40.77945, 30.4049955 40.7796468)",2,,Çeşme Meydanı Caddesi,
138215430,False,tertiary,False,53.756,"LINESTRING (30.4051924 40.779335, 30.4052645 40.7792213, 30.4053458 40.7790684, 30.4054262 40.7788858)",,,Turan Caddesi,
215597604,False,tertiary,False,137.716,"LINESTRING (30.4051924 40.779335, 30.4066395 40.7798053, 30.4066941 40.7798256)",2,,Ankara Caddesi,yes
215257833,True,secondary,False,11.681,"LINESTRING (30.4001016 40.7793215, 30.4001059 40.7792165)",,,Bankalar Caddesi,
138212774,True,tertiary,False,47.496,"LINESTRING (30.4001016 40.7793215, 30.3997185 40.7792756, 30.3995423 40.7792776)",,,Doktor Kamil Sokak,
138212771,True,secondary,False,31.414,"LINESTRING (30.4027172 40.7786856, 30.4025437 40.7789357)",2,,Soğan Pazarı Caddesi,
138215436,True,secondary,False,170.015,"LINESTRING (30.4027172 40.7786856, 30.4012367 40.7783372, 30.4010325 40.7782895, 30.4007879 40.7782346)",3,,,
138212774,True,tertiary,False,43.094,"LINESTRING (30.3993591 40.7792796, 30.3989903 40.7792542, 30.3988498 40.7792416)",,,Doktor Kamil Sokak,
"[441878705, 215257836]",False,living_street,False,88.086,"LINESTRING (30.3993591 40.7792796, 30.3992361 40.779706, 30.3987686 40.7797409)",,,Kiraz Sokak,
215257828,True,residential,False,26.239,"LINESTRING (30.3988498 40.7792416, 30.3985384 40.7792326)",,,Doktor Kamil Sokak,
551823505,True,tertiary,False,55.94200000000001,"LINESTRING (30.3988498 40.7792416, 30.3987856 40.7796526, 30.3987686 40.7797409)",,,Onat Sokak,
138212765,True,tertiary,False,36.648,"LINESTRING (30.3989496 40.7789208, 30.3988498 40.7792416)",,,Kayı Sokak,
138212769,True,tertiary,False,30.149,"LINESTRING (30.3989496 40.7789208, 30.3992786 40.7790278)",,,,
138212764,True,secondary,False,30.147,"LINESTRING (30.3992786 40.7790278, 30.3996217 40.7791053)",,,,
138212765,True,tertiary,False,24.467,"LINESTRING (30.3989871 40.7787026, 30.3989496 40.7789208)",,,Kayı Sokak,
138212782,True,secondary,False,44.010000000000005,"LINESTRING (30.3989871 40.7787026, 30.3991177 40.7788897, 30.3992786 40.7790278)",,,,
138215428,True,secondary,False,13.402000000000001,"LINESTRING (30.4011007 40.7746712, 30.4011471 40.7747245, 30.4010738 40.774736)",,,,
139962346,True,secondary,False,98.118,"LINESTRING (30.4011007 40.7746712, 30.4012388 40.7747057, 30.4014345 40.7747624, 30.4015301 40.7748006, 30.4021733 40.7750139)",2,,Milli Egemenlik Caddesi,
138215434,True,primary,False,169.802,"LINESTRING (30.4016765 40.7766656, 30.4022344 40.7768423, 30.4022747 40.7768593, 30.4025724 40.7769845, 30.4029211 40.7771632, 30.4033905 40.7774512)",2,,Kavaklar Caddesi,
139962349,True,secondary,False,6.976,"LINESTRING (30.4033905 40.7774512, 30.4034659 40.7774772)",2,,Kavaklar Caddesi,
138215433,True,secondary,False,68.73599999999999,"LINESTRING (30.4033905 40.7774512, 30.4035112 40.7775654, 30.4035434 40.7776994, 30.4034843 40.7778416, 30.4033758 40.7779642, 30.4033471 40.7779966)",2,,,
139962360,True,secondary,False,25.848,"LINESTRING (30.4054638 40.7776263, 30.4057696 40.777606)",2,,Kavaklar Caddesi,
215383134,False,residential,True,79.179,"LINESTRING (30.4054638 40.7776263, 30.4055556 40.777207, 30.4052057 40.7770966)",,,,
138215436,True,secondary,False,25.286,"LINESTRING (30.4007879 40.7782346, 30.4005008 40.7781679)",3,,,
138339271,True,secondary_link,False,41.152,"LINESTRING (30.4007879 40.7782346, 30.4007306 40.7782005, 30.4006663 40.7781452, 30.4006567 40.7780578, 30.4006789 40.7779052)",,,,
138215424,True,secondary,False,15.027,"LINESTRING (30.4023322 40.7750919, 30.4024521 40.775192)",,,,
138215427,False,tertiary,False,5.191,"LINESTRING (30.4057696 40.777606, 30.4057878 40.7775614)",2,,Turan Caddesi,
138215430,False,tertiary,True,110.24900000000001,"LINESTRING (30.4057696 40.777606, 30.4057374 40.7778294, 30.4056677 40.7781097, 30.4056314 40.7782747, 30.4055926 40.7784509, 30.4055467 40.778582)",,,Turan Caddesi,
138215423,True,secondary_link,False,34.397,"LINESTRING (30.4020951 40.7758373, 30.4019978 40.7758593, 30.4019004 40.7758457, 30.4018831 40.77584, 30.40171 40.7757825)",,,,
139962364,True,primary,False,98.66499999999999,"LINESTRING (30.4020951 40.7758373, 30.401779 40.776428, 30.4016765 40.7766656)",2,,Atatürk Bulvarı,
139962359,True,primary,False,47.751,"LINESTRING (30.4024521 40.775192, 30.4022244 40.7755853)",2,,Atatürk Bulvarı,
491330746,False,residential,False,89.694,"LINESTRING (30.4024521 40.775192, 30.4034716 40.7754257)",,,,
138215425,False,residential,False,6.427,"LINESTRING (30.4060791 40.776836, 30.4060939 40.7767793)",2,,Kol Sokak,
138215427,False,tertiary,True,84.31800000000001,"LINESTRING (30.4060791 40.776836, 30.4060239 40.7769739, 30.4059466 40.777151, 30.4058281 40.7774628, 30.4057878 40.7775614)",2,,Turan Caddesi,
1268662887,False,residential,False,66.667,"LINESTRING (30.4060791 40.776836, 30.4066976 40.7767611, 30.4068616 40.776745)",2,,Turan Caddesi,
"[138215435, 138215437]",True,secondary,False,175.24400000000003,"LINESTRING (30.4005008 40.7781679, 30.399882 40.7780294, 30.3998127 40.7780128, 30.3992074 40.7778677, 30.3991601 40.7780057, 30.3991127 40.7781573, 30.3990888 40.7782334, 30.3990351 40.7784036)",2,,Kayı Sokak,
139962355,True,primary,False,32.843999999999994,"LINESTRING (30.4005008 40.7781679, 30.4005655 40.7780793, 30.4006789 40.7779052)",2,,Atatürk Bulvarı,
138215424,True,secondary,False,15.945,"LINESTRING (30.4021733 40.7750139, 30.4023322 40.7750919)",,,,
491330736,True,primary,False,97.047,"LINESTRING (30.4021733 40.7750139, 30.4024864 40.7745409, 30.4026842 40.7742316)",2,,Atatürk Bulvarı,
139962348,True,secondary,False,14.642,"LINESTRING (30.402092 40.7751303, 30.4021733 40.7750139)",2,,Atatürk Bulvarı,
89795777,True,secondary,False,99.075,"LINESTRING (30.402092 40.7751303, 30.4020528 40.7750518, 30.4019296 40.7749955, 30.4010738 40.774736)",2,,Milli Egemenlik Caddesi,
551823503,True,secondary_link,False,20.991,"LINESTRING (30.402092 40.7751303, 30.4022099 40.7750947, 30.4023322 40.7750919)",,,,
138225022,True,primary_link,False,49.402,"LINESTRING (30.4035331 40.7729032, 30.4035252 40.7727645, 30.4034816 40.77268, 30.4032738 40.7725339)",,,,
491330736,True,primary,False,28.03,"LINESTRING (30.4035331 40.7729032, 30.4036231 40.7727561, 30.4036756 40.7726754)",2,,Atatürk Bulvarı,
491330739,True,primary,False,80.17499999999998,"LINESTRING (30.4045155 40.7726462, 30.4047668 40.7726968, 30.405303 40.7728028, 30.405438 40.7728241)",2,D650,Yeni Cami Bulvarı,
138299361,True,primary,False,77.91499999999999,"LINESTRING (30.4039815 40.7724321, 30.4043571 40.7721949, 30.4046819 40.7719744)",2,,Sakarya Caddesi,
138299351,True,primary_link,False,46.432,"LINESTRING (30.404455 40.7722899, 30.4043592 40.7724316, 30.4043792 40.772543, 30.4045155 40.7726462)",,,,
491330738,True,primary,False,48.510000000000005,"LINESTRING (30.404455 40.7722899, 30.4042143 40.7724469, 30.4041201 40.7725152, 30.4040309 40.7725847)",2,,Sakarya Caddesi,
139962355,True,primary,False,155.46200000000002,"LINESTRING (30.4006789 40.7779052, 30.4008663 40.7774196, 30.4010572 40.7770026, 30.4010999 40.77691, 30.4012121 40.7766518, 30.4012442 40.7765746)",2,,Atatürk Bulvarı,
138340945,True,primary_link,False,43.114999999999995,"LINESTRING (30.4042153 40.7726987, 30.4039589 40.7727504, 30.4037681 40.7728688)",,,,
491330740,True,primary,False,25.65,"LINESTRING (30.4042153 40.7726987, 30.4040069 40.7726945, 30.4039108 40.7726926)",2,,Yeni Cami Bulvarı,
140817684,False,residential,True,46.04,"LINESTRING (30.3990178 40.771957, 30.3990325 40.7723709)",,,Pabuççular Caddesi,
491330749,False,residential,False,75.32,"LINESTRING (30.3990178 40.771957, 30.3981234 40.7719633)",,,,
140817684,False,residential,False,57.677,"LINESTRING (30.3990178 40.771957, 30.3990267 40.7717276, 30.3991248 40.7714481)",,,Pabuççular Caddesi,
"[215255707, 491330749]",False,residential,True,91.507,"LINESTRING (30.3990178 40.771957, 30.3994305 40.7719298, 30.4001025 40.7719473)",,,,
140817829,False,residential,False,7.658,"LINESTRING (30.3973542 40.7728247, 30.397444 40.7728356)",,,Fabrika Caddesi,
215255500,False,residential,False,54.263,"LINESTRING (30.3973542 40.7728247, 30.397459 40.7723432)",,,,
140817684,False,residential,False,75.723,"LINESTRING (30.3988211 40.7730287, 30.3989829 40.7726805, 30.3990325 40.7723709)",,,Pabuççular Caddesi,
140817684,False,residential,True,106.69999999999999,"LINESTRING (30.3988211 40.7730287, 30.3986795 40.7732913, 30.3985186 40.7736161, 30.3983712 40.7739256)",,,Pabuççular Caddesi,
140817740,True,residential,False,30.183,"LINESTRING (30.3988211 40.7730287, 30.3990493 40.7730279, 30.3991795 40.7730297)",,,Çıracılar Caddesi,
140817829,False,residential,True,117.98499999999999,"LINESTRING (30.3988211 40.7730287, 30.3982876 40.7729385, 30.397444 40.7728356)",,,Fabrika Caddesi,
138225034,True,secondary,False,58.917,"LINESTRING (30.3983712 40.7739256, 30.3990303 40.7741034)",2,,Milli Egemenlik Caddesi,
140817684,False,residential,False,106.69999999999999,"LINESTRING (30.3983712 40.7739256, 30.3985186 40.7736161, 30.3986795 40.7732913, 30.3988211 40.7730287)",,,Pabuççular Caddesi,
140817684,False,residential,False,46.04,"LINESTRING (30.3990325 40.7723709, 30.3990178 40.771957)",,,Pabuççular Caddesi,
140817684,False,residential,True,75.723,"LINESTRING (30.3990325 40.7723709, 30.3989829 40.7726805, 30.3988211 40.7730287)",,,Pabuççular Caddesi,
215255753,False,residential,False,87.874,"LINESTRING (30.3990325 40.7723709, 30.3994348 40.772398, 30.4000736 40.7724228)",,,,
491330736,True,primary,False,72.745,"LINESTRING (30.4029711 40.7737914, 30.4033607 40.7732075)",2,,Atatürk Bulvarı,
215255714,False,residential,True,65.112,"LINESTRING (30.3991248 40.7714481, 30.3984057 40.7712329)",,,,
140817684,False,residential,True,57.677,"LINESTRING (30.3991248 40.7714481, 30.3990267 40.7717276, 30.3990178 40.771957)",,,Pabuççular Caddesi,
138215430,False,tertiary,False,7.28,"LINESTRING (30.4055246 40.7786453, 30.4055467 40.778582)",,,Turan Caddesi,
138215430,False,tertiary,True,28.009,"LINESTRING (30.4055246 40.7786453, 30.405496 40.7787272, 30.4054262 40.7788858)",,,Turan Caddesi,
215390570,False,residential,False,205.778,"LINESTRING (30.4055246 40.7786453, 30.4058712 40.778692, 30.4072343 40.7788905, 30.4077906 40.7789914, 30.4077539 40.7790872)",,,,
155249841,True,residential,False,13.181000000000001,"LINESTRING (30.3984409 40.7740283, 30.3984028 40.7739972, 30.3983865 40.7739748, 30.3983712 40.7739256)",,,,
215390549,False,residential,True,110.368,"LINESTRING (30.4066941 40.7798256, 30.406803 40.7796521, 30.4069496 40.7793784, 30.4076063 40.779467)",,,,
215597604,False,tertiary,True,137.716,"LINESTRING (30.4066941 40.7798256, 30.4066395 40.7798053, 30.4051924 40.779335)",2,,Ankara Caddesi,yes
215590876,False,living_street,False,68.152,"LINESTRING (30.3987192 40.7799978, 30.3981873 40.7799669, 30.3979131 40.7799434)",,,,
140833975,False,residential,False,69.485,"LINESTRING (30.4020494 40.7798417, 30.4022143 40.7798688, 30.4027722 40.7799744, 30.4028516 40.7799881)",2,,Altan Kutluata Sokak,
215255714,False,residential,False,47.634,"LINESTRING (30.3979071 40.7710306, 30.3984057 40.7712329)",,,,
215255396,False,residential,False,52.532,"LINESTRING (30.400581 40.7710589, 30.4007878 40.771287, 30.4009475 40.7714409)",,,690 Sokak,
215255735,False,residential,True,34.379,"LINESTRING (30.3976002 40.7710811, 30.3975244 40.7713849)",,,,
215255714,False,residential,False,65.112,"LINESTRING (30.3984057 40.7712329, 30.3991248 40.7714481)",,,,
