osmid,highway,oneway,reversed,length,ref,name,geometry,junction,bridge,lanes
503228305,living_street,False,False,48.026,,,"LINESTRING (44.2798403 37.5720018, 44.2802741 37.5717404)",,,
660709499,trunk,True,False,39.997,D400,İpek Yolu Caddesi,"LINESTRING (44.2798403 37.5720018, 44.2801233 37.572283)",,,
268571160,residential,False,True,73.704,,Alaattin Kesici Caddesi,"LINESTRING (44.2840272 37.5703804, 44.284631 37.570839)",,,
14329039,secondary,True,False,107.388,30-26,Cengiz Topel Caddesi,"LINESTRING (44.2840272 37.5703804, 44.2834857 37.5708402, 44.2832017 37.5710907)",,,
95527549,trunk,True,False,122.651,D400-37,İpek Yolu Caddesi,"LINESTRING (44.2823262 37.5746902, 44.2831428 37.5755834)",,,
268571403,residential,False,False,200.46499999999997,,106 Sokak,"LINESTRING (44.2823262 37.5746902, 44.2828537 37.5742638, 44.2834903 37.5737983, 44.2840003 37.5734725)",,,
141005564,tertiary,False,False,13.547,,Orman Caddesi,"LINESTRING (44.2861209 37.5686387, 44.2860052 37.5685585)",,,
14329039,secondary,True,False,57.788,30-26,Cengiz Topel Caddesi,"LINESTRING (44.2861209 37.5686387, 44.285807 37.5688911, 44.2856592 37.5690077)",,,
141005564,tertiary,False,True,110.844,,Orman Caddesi,"LINESTRING (44.2861209 37.5686387, 44.2863481 37.5687274, 44.2866627 37.5688837, 44.2869054 37.5689651, 44.2872715 37.5690051)",,,
422222872,trunk,True,False,13.475999999999999,D400,İpek Yolu Caddesi,"LINESTRING (44.2807318 37.5731344, 44.2806809 37.573132, 44.2806336 37.573117, 44.2805947 37.5730909)",roundabout,,
496703189,trunk,True,False,28.319,D400,İpek Yolu Caddesi,"LINESTRING (44.2805611 37.572977, 44.2803838 37.5727646)",,,
422222872,trunk,True,False,17.945999999999998,D400,İpek Yolu Caddesi,"LINESTRING (44.2805611 37.572977, 44.2805815 37.57294, 44.2806154 37.57291, 44.2806596 37.5728899, 44.2807095 37.5728819)",roundabout,,
422222872,trunk,True,False,26.306000000000004,D400,İpek Yolu Caddesi,"LINESTRING (44.2807095 37.5728819, 44.280759 37.5728866, 44.2808043 37.572903, 44.2808411 37.5729299, 44.2808656 37.5729644, 44.2808754 37.5730028, 44.2808699 37.5730417)",roundabout,,
496703188,secondary,True,False,182.325,30-26,Cengiz Topel Caddesi,"LINESTRING (44.2807095 37.5728819, 44.2815039 37.5722597, 44.2821839 37.5717317)",,,
486391809,secondary,True,False,111.346,30-26,Cengiz Topel Caddesi,"LINESTRING (44.2830853 37.5710647, 44.2839533 37.5703371)",,,
1260582329,tertiary,False,False,26.125,,Anafartalar Caddesi,"LINESTRING (44.2830853 37.5710647, 44.2828717 37.5709018)",,,
95527549,trunk,True,False,112.988,D400-37,İpek Yolu Caddesi,"LINESTRING (44.2808699 37.5730417, 44.2816157 37.5738682)",,,
422222872,trunk,True,False,16.894000000000002,D400,İpek Yolu Caddesi,"LINESTRING (44.2808699 37.5730417, 44.2808505 37.5730765, 44.280819 37.5731051, 44.2807782 37.573125, 44.2807318 37.5731344)",roundabout,,
226715640,tertiary,False,False,88.747,,23 Nisan Caddesi,"LINESTRING (44.284819 37.5677423, 44.2847951 37.5678087, 44.2847619 37.5680269, 44.2847693 37.5682564, 44.2848294 37.5684329, 44.284889 37.5685175)",,,
1260582321,tertiary_link,False,True,35.705,,23 Nisan 1 Sokak,"LINESTRING (44.284819 37.5677423, 44.2850334 37.5678013, 44.2851461 37.5678309, 44.2851993 37.5678519)",,,
141005564,tertiary,False,False,110.844,,Orman Caddesi,"LINESTRING (44.2872715 37.5690051, 44.2869054 37.5689651, 44.2866627 37.5688837, 44.2863481 37.5687274, 44.2861209 37.5686387)",,,
141005564,tertiary,False,True,57.402,,Orman Caddesi,"LINESTRING (44.2872715 37.5690051, 44.2874873 37.5689386, 44.2876443 37.5688701, 44.2877594 37.5687888, 44.2878057 37.568731)",,,
268571124,tertiary,False,False,77.69,,Kışla Caddesi,"LINESTRING (44.2872715 37.5690051, 44.28738 37.5690853, 44.2874855 37.5691402, 44.2875731 37.5692001, 44.2876355 37.5692662, 44.2876616 37.5693404, 44.2876482 37.5694297, 44.2876133 37.569485, 44.2875504 37.569545)",,,
226715640,tertiary,False,False,54.991,,23 Nisan Caddesi,"LINESTRING (44.2849949 37.5687021, 44.2854451 37.5690445)",,,
226715640,tertiary,False,True,22.628,,23 Nisan Caddesi,"LINESTRING (44.2849949 37.5687021, 44.2849523 37.5686073, 44.284889 37.5685175)",,,
422229968,tertiary,False,True,194.86999999999998,,Kültür Sanat Caddesi,"LINESTRING (44.2849949 37.5687021, 44.2846276 37.5689839, 44.2842386 37.5693206, 44.2838034 37.5696302, 44.2834232 37.5699331)",,,
690492531,tertiary,False,True,8.568,,Yeniyol Caddesi,"LINESTRING (44.2826456 37.5700874, 44.2826395 37.5700105)",,,
422229968,tertiary,False,False,71.896,,Kültür Sanat Caddesi,"LINESTRING (44.2826456 37.5700874, 44.2829986 37.570057, 44.2830512 37.5700514, 44.2831933 37.5700364, 44.2834232 37.5699331)",,,
422229968,tertiary,False,True,155.068,,Kültür Sanat Caddesi,"LINESTRING (44.2826456 37.5700874, 44.2821703 37.5700409, 44.2813311 37.5698682, 44.2809204 37.56983)",,,
1260582329,tertiary,False,True,93.25299999999999,,Anafartalar Caddesi,"LINESTRING (44.2826456 37.5700874, 44.2827124 37.5702516, 44.2828553 37.5706557, 44.2828717 37.5709018)",,,
436605160,residential,False,False,64.814,,Akasya Sk Sokak,"LINESTRING (44.2834232 37.5699331, 44.2839533 37.5703371)",,,
422229968,tertiary,False,False,194.87,,Kültür Sanat Caddesi,"LINESTRING (44.2834232 37.5699331, 44.2838034 37.5696302, 44.2842386 37.5693206, 44.2846276 37.5689839, 44.2849949 37.5687021)",,,
422229968,tertiary,False,True,71.896,,Kültür Sanat Caddesi,"LINESTRING (44.2834232 37.5699331, 44.2831933 37.5700364, 44.2830512 37.5700514, 44.2829986 37.570057, 44.2826456 37.5700874)",,,
14329039,secondary,True,False,70.612,30-26,Cengiz Topel Caddesi,"LINESTRING (44.2853217 37.5692841, 44.2847891 37.5697585)",,,
430221759,tertiary,True,False,111.74699999999999,,Santral Caddesi,"LINESTRING (44.2853217 37.5692841, 44.2853818 37.5695579, 44.2853635 37.5702848)",,,
226715640,tertiary,False,True,54.991,,23 Nisan Caddesi,"LINESTRING (44.2854451 37.5690445, 44.2849949 37.5687021)",,,
486387623,secondary,True,False,73.194,30-26,Cengiz Topel Caddesi,"LINESTRING (44.2854451 37.5690445, 44.2856761 37.5688441, 44.2860052 37.5685585)",,,
"[226715700, 430616453]",tertiary,False,False,17.852,,Millî Egemenlik Caddesi,"LINESTRING (44.2821839 37.5717317, 44.282194 37.5717557, 44.2822439 37.571807, 44.282296 37.5718641)",,,
226715700,tertiary,False,True,209.048,,Millî Egemenlik Caddesi,"LINESTRING (44.2821839 37.5717317, 44.2821078 37.571667, 44.2820211 37.5715974, 44.2814471 37.5712706, 44.2807196 37.5708126, 44.2803221 37.5705707)",,,
"[321702305, 496703188, 321702303]",secondary,True,False,108.834,30-26,Cengiz Topel Caddesi,"LINESTRING (44.2821839 37.5717317, 44.2824246 37.5715371, 44.2826089 37.5713841, 44.2828532 37.5712123, 44.2830853 37.5710647)",,yes,
226715700,tertiary,False,True,13.501,,Millî Egemenlik Caddesi,"LINESTRING (44.2778138 37.5704478, 44.2777329 37.5705509)",,,
226715700,tertiary,False,False,225.217,,Millî Egemenlik Caddesi,"LINESTRING (44.2778138 37.5704478, 44.2779164 37.5703761, 44.2781369 37.5702878, 44.2786556 37.5702149, 44.2792833 37.5701474, 44.2794356 37.5701446, 44.2795724 37.5701763, 44.2801654 37.570495)",,,
660709499,trunk,True,False,249.54000000000002,D400,İpek Yolu Caddesi,"LINESTRING (44.2778138 37.5704478, 44.2785792 37.5709115, 44.2792253 37.5714216, 44.2798403 37.5720018)",,,
226715700,tertiary,False,False,13.501,,Millî Egemenlik Caddesi,"LINESTRING (44.2777329 37.5705509, 44.2778138 37.5704478)",,,
268566361,tertiary,False,True,70.239,,Güngör Caddesi,"LINESTRING (44.2785786 37.5674228, 44.2791929 37.5678252)",,,
690492531,tertiary,False,False,8.568,,Yeniyol Caddesi,"LINESTRING (44.2826395 37.5700105, 44.2826456 37.5700874)",,,
268566361,tertiary,False,False,179.933,,Güngör Caddesi,"LINESTRING (44.2826395 37.5700105, 44.2821006 37.5696979, 44.2819292 37.5695703, 44.2812338 37.5690349, 44.2811032 37.5689497)",,,
690492532,residential,True,False,77.43900000000001,,Yeniyol Caddesi,"LINESTRING (44.2826395 37.5700105, 44.2826478 37.5699837, 44.2826769 37.5699522, 44.283168 37.5694571)",,,1
"[268567834, 268567835, 268567836]",residential,False,False,97.821,,"['Milli Egemenlik1 Caddesi', 'Kültür Sanat 3 Sokak']","LINESTRING (44.2809204 37.56983, 44.2808095 37.569961, 44.2806714 37.5701476, 44.2803221 37.5705707)",,yes,
422229968,tertiary,False,False,155.068,,Kültür Sanat Caddesi,"LINESTRING (44.2809204 37.56983, 44.2813311 37.5698682, 44.2821703 37.5700409, 44.2826456 37.5700874)",,,
422229968,tertiary,False,True,36.992,,Kültür Sanat Caddesi,"LINESTRING (44.2809204 37.56983, 44.2806809 37.5697524, 44.2805357 37.5696973)",,,
226715700,tertiary,False,True,16.174,,Millî Egemenlik Caddesi,"LINESTRING (44.2803221 37.5705707, 44.2801654 37.570495)",,,
226715700,tertiary,False,False,209.04800000000003,,Millî Egemenlik Caddesi,"LINESTRING (44.2803221 37.5705707, 44.2807196 37.5708126, 44.2814471 37.5712706, 44.2820211 37.5715974, 44.2821078 37.571667, 44.2821839 37.5717317)",,,
"[268567834, 268567835, 268567836]",residential,False,True,97.821,,"['Milli Egemenlik1 Caddesi', 'Kültür Sanat 3 Sokak']","LINESTRING (44.2803221 37.5705707, 44.2806714 37.5701476, 44.2808095 37.569961, 44.2809204 37.56983)",,yes,
268566361,tertiary,False,False,70.239,,Güngör Caddesi,"LINESTRING (44.2791929 37.5678252, 44.2785786 37.5674228)",,,
268566361,tertiary,False,True,212.237,,Güngör Caddesi,"LINESTRING (44.2791929 37.5678252, 44.2794444 37.5680859, 44.279637 37.5682427, 44.2798723 37.5683793, 44.2807641 37.5687779, 44.2811032 37.5689497)",,,
268571159,residential,False,True,21.586,,303 Sokak,"LINESTRING (44.286136 37.5718238, 44.2859541 37.5719538)",,,
268571122,residential,False,False,171.75,,403 Sokak,"LINESTRING (44.286136 37.5718238, 44.2863017 37.5717257, 44.2864002 37.5716076, 44.2864413 37.571385, 44.28657 37.5712197, 44.2867694 37.5709258, 44.2868387 37.5706444, 44.2869213 37.570456)",,,
430221759,tertiary,True,False,51.709,,Santral Caddesi,"LINESTRING (44.286136 37.5718238, 44.2862109 37.5719523, 44.2863591 37.5722537)",,,
268571123,residential,False,True,29.405,,404 Sokak,"LINESTRING (44.2872195 37.5695112, 44.2875504 37.569545)",,,
268571123,residential,False,False,108.721,,404 Sokak,"LINESTRING (44.2872195 37.5695112, 44.2870501 37.5694531, 44.2868625 37.5693733, 44.286418 37.5692539, 44.2860606 37.5691887)",,,
