osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,tunnel,junction
125716002,İnönü Caddesi,secondary,False,False,8.871,"LINESTRING (34.8499956 38.7197965, 34.8500873 38.7198318)",,,,
28653145,146. Sokak,residential,False,True,100.597,"LINESTRING (34.8499956 38.7197965, 34.8500635 38.7197036, 34.8501462 38.7195738, 34.8502278 38.7194477, 34.8503493 38.7191249, 34.8503871 38.7189523)",,,,
125716002,İnönü Caddesi,secondary,False,True,128.008,"LINESTRING (34.8499956 38.7197965, 34.8497824 38.7197309, 34.8486435 38.719336)",,,,
320505919,Zelve Caddesi,secondary,False,True,6.441,"LINESTRING (34.8434798 38.7169357, 34.8434888 38.7168782)",,,,
721889563,Atatürk Caddesi,secondary,True,False,11.913,"LINESTRING (34.8434798 38.7169357, 34.8435816 38.7170076)",,,,
"[677366624, 233596729]",,residential,False,True,126.06800000000001,"LINESTRING (34.8434798 38.7169357, 34.8432927 38.7169147, 34.8429844 38.7168777, 34.8425612 38.7168578, 34.8424558 38.7168121, 34.8422942 38.7167887, 34.8420551 38.716754)",,,,
23186736,803. Sokak,residential,False,False,48.912000000000006,"LINESTRING (34.8470926 38.7191739, 34.8469957 38.718923, 34.8469345 38.7187517)",,,,
23186736,803. Sokak,residential,False,True,36.058,"LINESTRING (34.8470926 38.7191739, 34.847086 38.71929, 34.8470791 38.7193765, 34.8470573 38.7194967)",,,,
28850753,,residential,False,False,46.581,"LINESTRING (34.8470926 38.7191739, 34.8472617 38.719286, 34.8473834 38.7193957, 34.8474102 38.7194942)",,,,
32668241,805. Sokak,residential,False,True,8.58,"LINESTRING (34.846079 38.7209338, 34.8460412 38.7208625)",,,,
32668241,805. Sokak,residential,False,False,61.341,"LINESTRING (34.846079 38.7209338, 34.8459801 38.7211985, 34.845989 38.7212601, 34.8459923 38.721428, 34.8459763 38.7214723)",,,,
775466372,,residential,False,True,40.448,"LINESTRING (34.846079 38.7209338, 34.846284 38.7210318, 34.846481 38.7211179)",,,,
"[30042834, 23285717]",311. Sokak,residential,False,False,616.649,"LINESTRING (34.8458415 38.7218789, 34.8454858 38.7224461, 34.845402 38.7226438, 34.8453022 38.7229325, 34.845246 38.7231894, 34.8452977 38.7237619, 34.8450745 38.7237558, 34.8444134 38.723682, 34.8437886 38.7235597, 34.8431321 38.7232768, 34.8425494 38.7230328, 34.8411312 38.7224022)",,,,
30743298,106. Sokak,residential,False,False,160.835,"LINESTRING (34.8458415 38.7218789, 34.845837 38.7219803, 34.8458313 38.7220286, 34.8458408 38.7221367, 34.8459139 38.7223464, 34.8460029 38.7224825, 34.8460543 38.7225534, 34.8461428 38.7226897, 34.8462572 38.7227882, 34.8463411 38.722816, 34.8464301 38.7227984, 34.8464735 38.7227692, 34.846487 38.7227171, 34.8464987 38.722627, 34.8465148 38.722508)",,,,
32668241,805. Sokak,residential,False,True,46.713,"LINESTRING (34.8458415 38.7218789, 34.8458807 38.7217777, 34.8459763 38.7214723)",,,,
