osmid,highway,oneway,reversed,length,geometry,name,maxspeed,junction,ref
678475121,secondary,False,False,14.487,"LINESTRING (34.8734862 37.4257964, 34.8735187 37.4256687)",,,,
266436935,secondary,True,False,40.148,"LINESTRING (34.8734862 37.4257964, 34.8734205 37.4256892, 34.8733359 37.4254933, 34.8733239 37.4254599)",,,,
266436935,secondary,True,False,5.918,"LINESTRING (34.8724571 37.4231591, 34.8724352 37.4231088)",,,,
678475150,residential,False,False,49.718999999999994,"LINESTRING (34.8724571 37.4231591, 34.8721907 37.4232736, 34.8719415 37.4233328)",,,,
53377811,secondary,True,False,277.02299999999997,"LINESTRING (34.8727825 37.4230793, 34.8729347 37.4235821, 34.8730658 37.4240326, 34.8733499 37.4248758, 34.8735626 37.4251779, 34.8737155 37.4254335, 34.8737206 37.4254425)",,,,
53377811,secondary,True,False,164.172,"LINESTRING (34.8743875 37.4269172, 34.874494 37.4274425, 34.8745375 37.4281607, 34.874557 37.4283855)",,,,
87237513,secondary,False,False,24.22,"LINESTRING (34.8743875 37.4269172, 34.8744661 37.4269265, 34.8745148 37.4269392, 34.8746552 37.426963)",,,,
87237513,secondary,False,False,12.959,"LINESTRING (34.8746552 37.426963, 34.8748018 37.4269576)",,,,
87237513,secondary,False,True,24.22,"LINESTRING (34.8746552 37.426963, 34.8745148 37.4269392, 34.8744661 37.4269265, 34.8743875 37.4269172)",,,,
87237499,residential,False,False,69.586,"LINESTRING (34.8693514 37.4238833, 34.8695364 37.4242255, 34.8696792 37.4244521)",,,,
87237499,residential,False,True,111.685,"LINESTRING (34.8693514 37.4238833, 34.8693592 37.4237855, 34.8694472 37.4236877, 34.8694756 37.4236549, 34.8694895 37.4235919, 34.8694256 37.4234702, 34.8695174 37.4233069, 34.8696549 37.423236, 34.8699335 37.4231391)",,,,
