osmid,name,highway,oneway,reversed,length,geometry,maxspeed,bridge,junction,ref,width
118665973,Berat Caddesi,tertiary,False,False,45.246,"LINESTRING (33.0339772 40.2381178, 33.0344887 40.2380033)",,,,,
118665973,Berat Caddesi,tertiary,False,True,105.213,"LINESTRING (33.0339772 40.2381178, 33.0328002 40.2384145)",,,,,
220699367,Ehl-i Beyt Sokak,unclassified,False,False,70.521,"LINESTRING (33.0339772 40.2381178, 33.0339455 40.2384272, 33.0339184 40.2387504)",,,,,
193450288,Şükrüpaşa Sokak,unclassified,False,False,164.786,"LINESTRING (33.0340909 40.2354668, 33.0342746 40.2369421)",,,,,
221323741,Fatih Sokak,unclassified,False,True,22.37,"LINESTRING (33.0340909 40.2354668, 33.0343508 40.2354335)",,,,,
221323741,Fatih Sokak,unclassified,False,False,85.789,"LINESTRING (33.0340909 40.2354668, 33.0339994 40.2354761, 33.0339092 40.235478, 33.0337724 40.235478, 33.0335274 40.2354765, 33.0330816 40.2354923)",,,,,
193450301,Deva Sokak,residential,False,False,30.265,"LINESTRING (33.0306081 40.2367035, 33.0302623 40.2367698)",,,,,
207553320,Santral Sokak,residential,False,False,68.472,"LINESTRING (33.0306081 40.2367035, 33.0306216 40.2360878)",,,,,
207553320,Santral Sokak,residential,False,True,80.095,"LINESTRING (33.0306081 40.2367035, 33.0306129 40.2374238)",,,,,
193450301,Deva Sokak,residential,False,False,52.51,"LINESTRING (33.0302623 40.2367698, 33.0297459 40.2370298)",,,,,
193450301,Deva Sokak,residential,False,True,30.265,"LINESTRING (33.0302623 40.2367698, 33.0306081 40.2367035)",,,,,
210191008,Arda Sokak,residential,False,True,75.647,"LINESTRING (33.0302623 40.2367698, 33.0298852 40.2361534)",,,,,
193450288,Şükrüpaşa Sokak,unclassified,False,False,119.391,"LINESTRING (33.0342746 40.2369421, 33.0344887 40.2380033)",,,,,
193450288,Şükrüpaşa Sokak,unclassified,False,True,164.786,"LINESTRING (33.0342746 40.2369421, 33.0340909 40.2354668)",,,,,
221321649,Meteoroloji Sokak,unclassified,False,False,115.40899999999999,"LINESTRING (33.0342746 40.2369421, 33.0336731 40.236942, 33.0329154 40.2369232)",,,,,
193450301,Deva Sokak,residential,False,True,52.51,"LINESTRING (33.0297459 40.2370298, 33.0302623 40.2367698)",,,,,
193450301,Deva Sokak,residential,False,False,117.503,"LINESTRING (33.0297459 40.2370298, 33.029123 40.2373331, 33.0289012 40.237423, 33.0287181 40.2374826, 33.028577 40.2375314, 33.0285402 40.2375441)",,,,,
210191908,Arı Sokak,residential,False,False,65.12,"LINESTRING (33.0297459 40.2370298, 33.0296713 40.23694, 33.029556 40.2367926, 33.0293791 40.2365162)",,,,,
210191908,Arı Sokak,residential,False,True,38.854,"LINESTRING (33.0297459 40.2370298, 33.0298618 40.2371529, 33.0299573 40.2373368)",,,,,
118665973,Berat Caddesi,tertiary,False,True,45.246,"LINESTRING (33.0344887 40.2380033, 33.0339772 40.2381178)",,,,,
193450288,Şükrüpaşa Sokak,unclassified,False,True,119.391,"LINESTRING (33.0344887 40.2380033, 33.0342746 40.2369421)",,,,,
207464062,Karagöl Caddesi,secondary,False,False,23.757,"LINESTRING (33.0263474 40.2392759, 33.0263879 40.2394873)",,,,,
481451285,Köprübaşı Kavşağı,secondary,False,False,17.164,"LINESTRING (33.0263474 40.2392759, 33.0263849 40.2392643, 33.0264154 40.2392441, 33.0264355 40.2392173, 33.0264431 40.239187, 33.0264372 40.2391564)",90,,,,
481451285,Köprübaşı Kavşağı,secondary,False,True,10.302,"LINESTRING (33.0263474 40.2392759, 33.026307 40.2392774, 33.0262682 40.2392687, 33.0262352 40.2392508)",90,,,,
481452974,Kurbantepe Caddesi,secondary,False,False,34.99,"LINESTRING (33.0267799 40.2390788, 33.0271751 40.2389893)",90,,,,
481452974,Kurbantepe Caddesi,secondary,False,True,30.342,"LINESTRING (33.0267799 40.2390788, 33.0264372 40.2391564)",90,,,,
213147087,Gazali Sokak,residential,False,True,84.06800000000001,"LINESTRING (33.0267799 40.2390788, 33.0266135 40.2386618, 33.0265894 40.2385779, 33.0265237 40.2383491)",,,,,
255285812,Ecdat Sokak,unclassified,False,True,40.122,"LINESTRING (33.0259227 40.2393423, 33.0260094 40.239697)",,,,,
481451911,Kurbantepe Caddesi,secondary,False,False,28.41,"LINESTRING (33.0259227 40.2393423, 33.0262352 40.2392508)",90,,,,
481451911,Kurbantepe Caddesi,secondary,False,True,41.28,"LINESTRING (33.0259227 40.2393423, 33.0254661 40.2394701)",90,,,,
