osmid,oneway,highway,reversed,length,name,geometry,tunnel,bridge,lanes,ref,junction
228779766,True,primary,False,46.612,,"LINESTRING (28.2514385 41.0728562, 28.2508882 41.0729163)",,,,,
516397106,True,secondary,False,42.745000000000005,Akgün Silivri Caddesi,"LINESTRING (28.2514385 41.0728562, 28.2514684 41.0729179, 28.2516275 41.0730451, 28.2517976 41.0731104)",,,,,
632813573,True,primary,False,41.846,Başkomutan Caddesi,"LINESTRING (28.246109 41.0740855, 28.2466033 41.0740329)",,,,,
319687347,False,residential,False,41.86,Havuzlu Kahve Sokağı,"LINESTRING (28.246109 41.0740855, 28.2462814 41.0739566, 28.2463512 41.073894, 28.2464186 41.0737946)",,,,,
632813573,True,primary,False,112.088,Başkomutan Caddesi,"LINESTRING (28.2466033 41.0740329, 28.2478619 41.0736925)",,,,,
807711804,False,residential,True,16.628,Hacı Pervane Çeşme Sokağı,"LINESTRING (28.2466033 41.0740329, 28.2466846 41.0741693)",,,,,
632813573,True,primary,False,24.522,Başkomutan Caddesi,"LINESTRING (28.2452517 41.0743992, 28.245511 41.0742971)",,,,,
807710515,False,residential,False,68.817,Küçükhasfırın Sokağı,"LINESTRING (28.2452517 41.0743992, 28.2447516 41.0739084)",,,,,
171556808,False,residential,False,77.63600000000001,,"LINESTRING (28.251744 41.0758998, 28.2517092 41.0758607, 28.2512282 41.0753199)",,,,,
632813576,True,primary,False,94.721,Albay Yunus Dirik Caddesi,"LINESTRING (28.251744 41.0758998, 28.2526825 41.0756964, 28.25283 41.0756644)",,,,,
171556421,False,residential,True,5.319,,"LINESTRING (28.2538235 41.0748516, 28.2537782 41.0748181)",,,,,
171556421,False,residential,False,41.161,,"LINESTRING (28.2520294 41.0731883, 28.2523382 41.0734761)",,,,,
171556422,False,secondary,False,21.274,Akgün Silivri Caddesi,"LINESTRING (28.2520294 41.0731883, 28.2517976 41.0731104)",,,,,
171556422,False,secondary,True,47.692,Akgün Silivri Caddesi,"LINESTRING (28.2520294 41.0731883, 28.2525606 41.0733419)",,,,,
171556423,False,residential,False,121.272,,"LINESTRING (28.2527291 41.0755691, 28.2537782 41.0748181)",,,,,
171556766,True,secondary,False,13.558,Karamustafa Sokak,"LINESTRING (28.2527291 41.0755691, 28.25283 41.0756644)",,,,,
171556421,False,residential,False,5.319,,"LINESTRING (28.2537782 41.0748181, 28.2538235 41.0748516)",,,,,
171556421,False,residential,True,96.138,,"LINESTRING (28.2537782 41.0748181, 28.2530451 41.0741532)",,,,,
171556423,False,residential,True,121.272,,"LINESTRING (28.2537782 41.0748181, 28.2527291 41.0755691)",,,,,
171556766,True,secondary,False,44.304,Karamustafa Sokak,"LINESTRING (28.2520774 41.0745612, 28.2522429 41.0749396)",,,,,
171556768,False,residential,False,92.942,,"LINESTRING (28.2520774 41.0745612, 28.2530451 41.0741532)",,,,,
171556768,False,residential,True,68.584,,"LINESTRING (28.2520774 41.0745612, 28.2513455 41.0748369)",,,,,
171556422,False,secondary,True,21.274,Akgün Silivri Caddesi,"LINESTRING (28.2517976 41.0731104, 28.2520294 41.0731883)",,,,,
171556766,True,secondary,False,64.201,Karamustafa Sokak,"LINESTRING (28.2517976 41.0731104, 28.251847 41.0734189, 28.2519002 41.0736825)",,,,,
171556422,False,secondary,False,115.483,Akgün Silivri Caddesi,"LINESTRING (28.2538494 41.0737087, 28.253512 41.0736171, 28.2525606 41.0733419)",,,,,
171556768,False,residential,True,83.666,,"LINESTRING (28.2538494 41.0737087, 28.2537185 41.0737953, 28.2530451 41.0741532)",,,,,
171556768,False,residential,False,35.084,,"LINESTRING (28.250978 41.0749879, 28.2513455 41.0748369)",,,,,
171556808,False,residential,False,20.339,,"LINESTRING (28.250978 41.0749879, 28.2508382 41.0748384)",,,,,
171556808,False,residential,True,42.458,,"LINESTRING (28.250978 41.0749879, 28.2512282 41.0753199)",,,,,
"[1185690248, 1185690249, 949131009]",False,primary_link,False,69.865,,"LINESTRING (28.25283 41.0756644, 28.2529491 41.0757355, 28.2529764 41.0757622, 28.2531084 41.0759072, 28.2531725 41.0760018, 28.2532218 41.0761068, 28.2532409 41.0761922)",yes,,,,
171556421,False,residential,False,96.138,,"LINESTRING (28.2530451 41.0741532, 28.2537782 41.0748181)",,,,,
171556421,False,residential,True,95.812,,"LINESTRING (28.2530451 41.0741532, 28.2523382 41.0734761)",,,,,
171556768,False,residential,True,92.942,,"LINESTRING (28.2530451 41.0741532, 28.2520774 41.0745612)",,,,,
171556768,False,residential,False,83.666,,"LINESTRING (28.2530451 41.0741532, 28.2537185 41.0737953, 28.2538494 41.0737087)",,,,,
171556808,False,residential,False,109.675,,"LINESTRING (28.2503342 41.0739931, 28.2503664 41.0736777, 28.2504093 41.0734229, 28.2503418 41.0730129)",,,,,
171556808,False,residential,True,53.838,,"LINESTRING (28.2503342 41.0739931, 28.2503879 41.0743571, 28.250478 41.0744535)",,,,,
1027608478,False,residential,True,91.739,,"LINESTRING (28.2503342 41.0739931, 28.2500836 41.0735535, 28.24986 41.0732507)",,,,,
228779766,True,primary,False,31.598,,"LINESTRING (28.2503418 41.0730129, 28.2500153 41.0731549)",,,,,
171556808,False,residential,True,109.675,,"LINESTRING (28.2503418 41.0730129, 28.2504093 41.0734229, 28.2503664 41.0736777, 28.2503342 41.0739931)",,,,,
171556809,False,residential,True,94.989,,"LINESTRING (28.2522429 41.0749396, 28.2512282 41.0753199)",,,,,
171556766,True,secondary,False,81.062,Karamustafa Sokak,"LINESTRING (28.2522429 41.0749396, 28.2524429 41.0752273, 28.2527291 41.0755691)",,,,,
171556808,False,residential,False,42.458,,"LINESTRING (28.2512282 41.0753199, 28.250978 41.0749879)",,,,,
171556809,False,residential,False,94.989,,"LINESTRING (28.2512282 41.0753199, 28.2522429 41.0749396)",,,,,
171556809,False,residential,True,38.334,,"LINESTRING (28.2512282 41.0753199, 28.250915 41.0755711)",,,,,
171556808,False,residential,True,77.63600000000001,,"LINESTRING (28.2512282 41.0753199, 28.2517092 41.0758607, 28.251744 41.0758998)",,,,,
172170131,True,primary,False,100.172,General Ali İhsan Türkkan Caddesi,"LINESTRING (28.250039 41.0768281, 28.2488845 41.0770608)",,,,,
172170134,False,residential,False,21.954,,"LINESTRING (28.2488845 41.0770608, 28.2490344 41.0772227)",,,,,
172162200,True,primary,False,191.00199999999998,General Ali İhsan Türkkan Caddesi,"LINESTRING (28.2488845 41.0770608, 28.2474565 41.0773733, 28.2471749 41.0774077, 28.2470037 41.0774106, 28.246905 41.0773898, 28.2467645 41.0773419, 28.2466965 41.0773123)",,,,,
319687299,False,residential,False,54.968,Süleyman Özer Sokağı,"LINESTRING (28.2454498 41.0772876, 28.245348 41.0771765, 28.2450059 41.0769263)",,,,,
"[1243742240, 953570162, 953570163]",True,primary,False,75.833,Albay Yunus Dirik Caddesi,"LINESTRING (28.2454498 41.0772876, 28.2456621 41.0772465, 28.2458629 41.0772066, 28.2462514 41.0771293, 28.2463251 41.0771152)",,yes,,,
