osmid,name,highway,oneway,reversed,length,geometry,ref,junction,bridge
176951974,Hacı Mustafa Caddesi,tertiary,False,False,8.039,"LINESTRING (35.6464115 40.8332376, 35.6464927 40.8332757)",,,
551330506,Atatürk Bulvarı,secondary,True,False,30.434,"LINESTRING (35.6464115 40.8332376, 35.646614 40.8330108)",,,
176951974,Hacı Mustafa Caddesi,tertiary,False,False,39.168,"LINESTRING (35.6464927 40.8332757, 35.6468752 40.8334765)",,,
176951974,Hacı Mustafa Caddesi,tertiary,False,True,8.039,"LINESTRING (35.6464927 40.8332757, 35.6464115 40.8332376)",,,
501469690,Atatürk Bulvarı,secondary,True,False,335.547,"LINESTRING (35.6464927 40.8332757, 35.6461719 40.8337236, 35.6455952 40.834655, 35.6455425 40.8347445, 35.6449676 40.8357332, 35.6448439 40.835946, 35.6448071 40.8360092)",,,
522921173,,residential,False,False,24.902,"LINESTRING (35.6511595 40.8359569, 35.6514536 40.8359316)",,,
501469688,,tertiary,True,False,5.356,"LINESTRING (35.6511595 40.8359569, 35.6511791 40.8359759, 35.6511904 40.8359984)",05-80,,
501469690,Atatürk Bulvarı,secondary,True,False,6.911,"LINESTRING (35.6435957 40.8375067, 35.6435297 40.8375437)",,,
169616302,Dere Caddesi,tertiary,False,False,34.557,"LINESTRING (35.6435957 40.8375067, 35.6437278 40.8375843, 35.6439171 40.8377002)",,,
169616309,Fevzi Çakmak Caddesi,tertiary,False,False,9.871,"LINESTRING (35.6427544 40.8379064, 35.6428292 40.8379748)",,,
551330506,Atatürk Bulvarı,secondary,True,False,275.886,"LINESTRING (35.6427544 40.8379064, 35.6435207 40.8374264, 35.6440412 40.8369357, 35.6442913 40.8366375, 35.6445848 40.8361988, 35.6447242 40.8359673)",,,
169616309,Fevzi Çakmak Caddesi,tertiary,False,False,39.899,"LINESTRING (35.6428292 40.8379748, 35.6431218 40.8382572)",,,
169616309,Fevzi Çakmak Caddesi,tertiary,False,True,9.871,"LINESTRING (35.6428292 40.8379748, 35.6427544 40.8379064)",,,
501469690,Atatürk Bulvarı,secondary,True,False,113.22,"LINESTRING (35.6428292 40.8379748, 35.6418203 40.8386487)",,,
169616349,Omurtak Caddesi,tertiary,False,False,10.474,"LINESTRING (35.6417391 40.8385773, 35.6418203 40.8386487)",,,
551330506,Atatürk Bulvarı,secondary,True,False,113.405,"LINESTRING (35.6417391 40.8385773, 35.6427544 40.8379064)",,,
169616349,Omurtak Caddesi,tertiary,False,False,39.596,"LINESTRING (35.6418203 40.8386487, 35.6421077 40.8389307)",,,
169616349,Omurtak Caddesi,tertiary,False,True,10.474,"LINESTRING (35.6418203 40.8386487, 35.6417391 40.8385773)",,,
501469690,Atatürk Bulvarı,secondary,True,False,104.18199999999999,"LINESTRING (35.6418203 40.8386487, 35.6412819 40.8389801, 35.6410601 40.8391519, 35.6409208 40.8392874)",,,
441633758,,tertiary,True,False,37.774,"LINESTRING (35.6399707 40.8391835, 35.6403542 40.8393602)",,,
551330504,,tertiary,True,False,20.893,"LINESTRING (35.6403542 40.8393602, 35.6405632 40.8394617)",,,
441633758,,tertiary,True,False,35.373,"LINESTRING (35.6403542 40.8393602, 35.6404474 40.8393617, 35.64054 40.8393574, 35.6407591 40.8392942)",,,
551330506,Atatürk Bulvarı,secondary,True,False,114.869,"LINESTRING (35.6407591 40.8392942, 35.6412046 40.8389271, 35.6417391 40.8385773)",,,
551330506,Atatürk Bulvarı,secondary,True,False,24.869,"LINESTRING (35.6405632 40.8394617, 35.6407591 40.8392942)",,,
525517685,Atatürk Bulvarı,secondary,True,False,12.731,"LINESTRING (35.6405632 40.8394617, 35.6406005 40.8394663, 35.6406338 40.8394799, 35.6406593 40.8395011, 35.6406742 40.8395274)",,,
525517685,Atatürk Bulvarı,secondary,True,False,17.111,"LINESTRING (35.6406742 40.8395274, 35.6406772 40.8395529, 35.64067 40.839578, 35.6406534 40.8396004, 35.6406288 40.839618, 35.6405984 40.8396293, 35.6405649 40.8396334)",,,
525517685,Atatürk Bulvarı,secondary,True,False,17.258000000000003,"LINESTRING (35.6404539 40.8395688, 35.6404506 40.839543, 35.6404575 40.8395177, 35.6404741 40.8394951, 35.6404988 40.8394772, 35.6405294 40.8394657, 35.6405632 40.8394617)",,,
551330505,,tertiary,True,False,59.230999999999995,"LINESTRING (35.6404539 40.8395688, 35.640317 40.8394852, 35.6399707 40.8391835)",,,
525517685,Atatürk Bulvarı,secondary,True,False,12.638,"LINESTRING (35.6405649 40.8396334, 35.6405278 40.839629, 35.6404947 40.8396156, 35.6404691 40.8395948, 35.6404539 40.8395688)",,,
841719591,Atatürk Bulvarı,secondary,True,False,105.416,"LINESTRING (35.6405649 40.8396334, 35.6404013 40.8398006, 35.6402486 40.8399626, 35.6400572 40.8401657, 35.6398334 40.8404031)",,,
504790736,Akdağ Caddesi,tertiary,False,False,58.469,"LINESTRING (35.6482276 40.8398243, 35.6487913 40.8401319)",,,
504791423,,residential,False,False,27.305,"LINESTRING (35.6482276 40.8398243, 35.648424 40.8396288)",,,
504790736,Akdağ Caddesi,tertiary,False,True,106.07799999999999,"LINESTRING (35.6482276 40.8398243, 35.6472201 40.8393643, 35.6471475 40.839332)",,,
