osmid,oneway,lanes,ref,name,highway,reversed,length,geometry,bridge,maxspeed
135783702,True,2,61-25,Trabzon Cad.,primary,False,12.832,"LINESTRING (40.0553034 40.9397461, 40.0551995 40.9398307)",,
503748279,False,,,,tertiary,True,9.971,"LINESTRING (40.0553034 40.9397461, 40.0552268 40.9396776)",,
503748266,True,,,,unclassified,False,59.480000000000004,"LINESTRING (40.0553034 40.9397461, 40.0554062 40.9398313, 40.0557806 40.9401413)",,
525854467,True,,61-26,,secondary,False,10.933,"LINESTRING (40.0600931 40.9359074, 40.0600009 40.935838)",,
135783702,True,2,61-25,Trabzon Cad.,primary,False,192.654,"LINESTRING (40.0600931 40.9359074, 40.0600008 40.9359897, 40.0594283 40.9365004, 40.0587408 40.9370524, 40.0585616 40.9371963)",,
230728261,False,,,Karadeniz Cad.,tertiary,True,69.719,"LINESTRING (40.0600931 40.9359074, 40.060168 40.9359124, 40.0602133 40.9359001, 40.0604197 40.9357333, 40.0605035 40.9356866, 40.0605914 40.9356907, 40.0607318 40.9358109)",,
135783692,True,2,61-25,Trabzon Cad.,primary,False,13.739,"LINESTRING (40.0600009 40.935838, 40.0601131 40.9357481)",,
525854467,True,,61-26,,secondary,False,391.625,"LINESTRING (40.0600009 40.935838, 40.0599522 40.9355847, 40.0599101 40.9353828, 40.0598009 40.9351738, 40.0597124 40.9350401, 40.0593301 40.9344653, 40.0590708 40.9339735, 40.0588869 40.9336666, 40.0588037 40.9335279, 40.0582709 40.9327176, 40.0582473 40.9326856, 40.0581931 40.932612)",,
448707114,False,,,Kanarya Sokak,residential,False,41.831,"LINESTRING (40.0576724 40.937732, 40.057344 40.9374492)",,
135783692,True,2,61-25,Trabzon Cad.,primary,False,69.887,"LINESTRING (40.0576724 40.937732, 40.0578608 40.9375833, 40.0582476 40.9372779)",,
645114967,False,,,Doğan Sokak,residential,True,57.644,"LINESTRING (40.057009 40.9382748, 40.0565234 40.9379085)",,
135783692,True,2,61-25,Trabzon Cad.,primary,False,44.778999999999996,"LINESTRING (40.057009 40.9382748, 40.0572112 40.9381071, 40.057368 40.9379771)",,
135783692,True,2,61-25,Trabzon Cad.,primary,False,27.729,"LINESTRING (40.0559273 40.9391483, 40.0561566 40.9389689)",,
480497286,False,,,,residential,False,55.949,"LINESTRING (40.0559273 40.9391483, 40.0557466 40.9389861, 40.0555144 40.9387537)",,
503748279,False,,,,tertiary,False,9.971,"LINESTRING (40.0552268 40.9396776, 40.0553034 40.9397461)",,
135783692,True,2,61-25,Trabzon Cad.,primary,False,83.23899999999999,"LINESTRING (40.0552268 40.9396776, 40.0555917 40.9394121, 40.0558603 40.9392011, 40.0559273 40.9391483)",,
503748279,False,,,,tertiary,True,55.611000000000004,"LINESTRING (40.0552268 40.9396776, 40.05501 40.939468, 40.0548197 40.9392832)",,
729845945,True,,61-26,,secondary,False,15.047,"LINESTRING (40.0601131 40.9357481, 40.0601208 40.9358833)",,
"[230728243, 135783692, 230728238]",True,2,61-25,Trabzon Cad.,primary,False,153.333,"LINESTRING (40.0601131 40.9357481, 40.0603392 40.9355442, 40.0612764 40.934807, 40.0613593 40.9347412)",yes,
135783702,True,2,61-25,Trabzon Cad.,primary,False,3.549,"LINESTRING (40.0601208 40.9358833, 40.0600931 40.9359074)",,
230740847,False,,,Eski Sürmene Cad.,tertiary,False,32.785,"LINESTRING (40.0550575 40.9313993, 40.0547751 40.9316028)",,
525854532,False,,,,residential,False,49.469,"LINESTRING (40.0550575 40.9313993, 40.0553987 40.9317619)",,
230740843,False,,,Cumhuriyet Sk.,residential,False,87.59,"LINESTRING (40.0622906 40.931662, 40.0627527 40.9315715, 40.0632804 40.9314184)",,
