osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,bridge,ref,access
23291855,True,1,Çağlayan Kavşağı,trunk_link,50,False,275.11199999999997,"LINESTRING (28.9845032 41.0673372, 28.9841865 41.0673787, 28.9839954 41.067399, 28.983732 41.0674205, 28.9834439 41.0674385, 28.9829709 41.067464, 28.9820726 41.0675091, 28.9815968 41.0675297, 28.9814173 41.0675394, 28.9812355 41.0675475)",,,
753363618,True,2,Büyükdere Caddesi,primary,30,False,95.34400000000001,"LINESTRING (28.9875414 41.0603163, 28.9875932 41.0604338, 28.987647 41.06055, 28.9877296 41.0607033, 28.9878875 41.0609351, 28.9880046 41.0610971)",,,
"[175681029, 175681022]",True,,"['Balçık Tarlası Sokağı', 'Teyyareci Cemal Sokağı']",residential,,False,94.481,"LINESTRING (28.9880046 41.0610971, 28.9885988 41.060871, 28.9884224 41.0605496)",,,
753363618,True,2,Büyükdere Caddesi,primary,30,False,102.38999999999999,"LINESTRING (28.9880046 41.0610971, 28.9882273 41.0614044, 28.9884193 41.0616402, 28.9884714 41.0616977, 28.9886096 41.0618238, 28.988646 41.0618543, 28.9886629 41.0618693)",,,
23291659,False,3,Darülacaze Caddesi,secondary,30,False,50.013,"LINESTRING (28.9773867 41.0655595, 28.9779157 41.0653516)",yes,,
217532439,False,,,residential,,False,68.978,"LINESTRING (28.9773867 41.0655595, 28.9774634 41.0656676, 28.9775111 41.065757, 28.977524 41.0660587, 28.9775265 41.0661582)",,,
227681152,True,1,Çağlayan Kavşağı,trunk_link,50,False,265.755,"LINESTRING (28.9786209 41.0672081, 28.9787512 41.0672107, 28.9789117 41.0672103, 28.9791955 41.0672034, 28.9795309 41.0672023, 28.97985 41.0671977, 28.980202 41.06719, 28.9808574 41.0671742, 28.9812044 41.0671636, 28.9814238 41.0671562, 28.9815943 41.0671474, 28.9817869 41.0671245)",,,
696853879,True,2,Çağlayan Kavşağı,trunk_link,50,False,68.3,"LINESTRING (28.9786209 41.0672081, 28.9787296 41.0671876, 28.9788518 41.0671729, 28.9790185 41.0671698, 28.9792222 41.0671668, 28.9793289 41.0671646, 28.97943 41.0671564)",,,
"[1225535851, 1225535852]",True,3,Piyalepaşa Bulvarı,primary,70,False,66.735,"LINESTRING (28.9783506 41.0674366, 28.9783266 41.0670628, 28.9783248 41.0670113, 28.9783055 41.0668375)",,,
1244063039,True,1,Çağlayan Kavşağı,trunk_link,50,False,151.63400000000001,"LINESTRING (28.9795209 41.0662979, 28.9796482 41.0663835, 28.979757 41.0664723, 28.9801728 41.0668205, 28.9802781 41.0669085, 28.9803792 41.0669607, 28.980499 41.0670247, 28.9806343 41.0670704, 28.9807584 41.0670966, 28.9809075 41.0671214)",,,
