osmid,highway,oneway,reversed,length,name,geometry,tunnel,bridge
84638869,residential,False,True,44.995,,"LINESTRING (29.1711119 40.6080749, 29.1712052 40.6076765)",,
124975745,tertiary,False,False,72.58,çınarcık-Termal yolu,"LINESTRING (29.1711119 40.6080749, 29.1705973 40.6085978)",,
124975758,tertiary,False,True,33.764,,"LINESTRING (29.1711119 40.6080749, 29.1713976 40.6078624)",,
84638869,residential,False,False,44.995,,"LINESTRING (29.1712052 40.6076765, 29.1711119 40.6080749)",,
84638869,residential,False,True,33.638,,"LINESTRING (29.1712052 40.6076765, 29.1713743 40.6075526, 29.1714996 40.6074729)",,
311068294,residential,False,False,26.655,,"LINESTRING (29.1712052 40.6076765, 29.1712664 40.6077673, 29.1713976 40.6078624)",,
84638874,tertiary,False,True,81.36,Atatürk Caddesi,"LINESTRING (29.1746903 40.6054762, 29.1745553 40.6057113, 29.1742763 40.6061367)",,
"[124975737, 124975742, 124975727]",tertiary,False,True,333.66399999999993,,"LINESTRING (29.1746903 40.6054762, 29.1748668 40.6053389, 29.1749546 40.6050528, 29.175032 40.6049746, 29.1754088 40.6048024, 29.1755721 40.6047311, 29.1756824 40.6045993, 29.1757811 40.6043924, 29.1758611 40.6039652, 29.1760416 40.6034073, 29.1761477 40.6032611, 29.1763204 40.6031074, 29.1765195 40.6029936)",yes,
437611805,residential,False,False,373.86199999999997,Adnan Kahveci sokak,"LINESTRING (29.1746903 40.6054762, 29.1747143 40.6053258, 29.174725 40.6052118, 29.1747197 40.6050733, 29.1746392 40.6049185, 29.1745051 40.6047556, 29.1743764 40.6045968, 29.1740169 40.6044542, 29.1736575 40.6043646, 29.1730889 40.6042995, 29.1726329 40.6043076, 29.1722467 40.6043361, 29.1720386 40.6043317, 29.1720887 40.60425, 29.1721524 40.6041962, 29.1723294 40.6041156, 29.1726006 40.6040417, 29.1726573 40.6040312)",,
84638869,residential,False,False,140.01999999999998,,"LINESTRING (29.1730416 40.6070312, 29.1729162 40.6070392, 29.1724324 40.6072008, 29.1718087 40.6074204, 29.1714996 40.6074729)",,
84638874,tertiary,False,False,145.12800000000001,Atatürk Caddesi,"LINESTRING (29.1730416 40.6070312, 29.1735021 40.6067869, 29.1739359 40.606451, 29.1741094 40.6063167, 29.1742763 40.6061367)",,
84638874,tertiary,False,True,46.441,Atatürk Caddesi,"LINESTRING (29.1730416 40.6070312, 29.1729232 40.607245, 29.1729938 40.6073302, 29.173062 40.6073977)",,
124975731,tertiary,False,False,94.438,Kaplıcalar Caddesi,"LINESTRING (29.1758141 40.6019384, 29.1759917 40.6021858, 29.1760817 40.602259, 29.1761347 40.6022669, 29.1763914 40.6023086, 29.1766863 40.6023465)",,
457424506,residential,False,False,80.73400000000001,,"LINESTRING (29.1758141 40.6019384, 29.175721 40.6019859, 29.175391 40.6022802, 29.175239 40.6025069)",,
124975727,tertiary,False,False,222.959,,"LINESTRING (29.1786798 40.6022235, 29.1787641 40.6022494, 29.1787683 40.6022735, 29.1787199 40.6022982, 29.1786398 40.6023075, 29.1779566 40.6023883, 29.1776315 40.6024336, 29.1774003 40.60247, 29.1770474 40.6026494, 29.1765195 40.6029936)",,
"[765238088, 124975731, 765238087]","['residential', 'tertiary']",False,True,171.398,Kaplıcalar Caddesi,"LINESTRING (29.1786798 40.6022235, 29.1782883 40.6021772, 29.177977 40.6021409, 29.177619 40.6021896, 29.177308 40.6022419, 29.1771527 40.6022681, 29.1766863 40.6023465)",,yes
"[437618672, 124975729, 438071832, 438071831]",residential,False,False,425.16700000000003,Kaplıcalar Caddesi,"LINESTRING (29.1766863 40.6023465, 29.1760855 40.6025175, 29.1756627 40.6026799, 29.1752846 40.6028958, 29.1746837 40.6030954, 29.1737664 40.6033622, 29.1728182 40.6035761, 29.1725836 40.603624, 29.1725299 40.6036677, 29.1725505 40.6038047, 29.1725907 40.6038969, 29.1726296 40.6039754, 29.1726573 40.6040312)",,yes
"[765238088, 124975731, 765238087]","['residential', 'tertiary']",False,False,171.398,Kaplıcalar Caddesi,"LINESTRING (29.1766863 40.6023465, 29.1771527 40.6022681, 29.177308 40.6022419, 29.177619 40.6021896, 29.177977 40.6021409, 29.1782883 40.6021772, 29.1786798 40.6022235)",,yes
124975731,tertiary,False,True,94.43799999999999,Kaplıcalar Caddesi,"LINESTRING (29.1766863 40.6023465, 29.1763914 40.6023086, 29.1761347 40.6022669, 29.1760817 40.602259, 29.1759917 40.6021858, 29.1758141 40.6019384)",,
457424506,residential,False,True,80.73400000000001,,"LINESTRING (29.175239 40.6025069, 29.175391 40.6022802, 29.175721 40.6019859, 29.1758141 40.6019384)",,
