osmid,lanes,highway,oneway,reversed,length,name,geometry,bridge,maxspeed
13758276,2,secondary,False,False,10.776,,"LINESTRING (42.77381 39.5361406, 42.7737833 39.5362353)",,
1118940567,,primary,True,False,25.371,Van-Ağrı yolu,"LINESTRING (42.77381 39.5361406, 42.7741047 39.5361607)",,
184724947,,secondary,False,False,97.047,,"LINESTRING (42.7730712 39.5384405, 42.7728434 39.5392954)",,
184724947,,secondary,False,True,49.691,,"LINESTRING (42.7730712 39.5384405, 42.7732285 39.5380104)",,
184724975,,residential,False,False,82.966,,"LINESTRING (42.7730712 39.5384405, 42.7721171 39.5383168)",,
184724978,,residential,False,False,103.702,,"LINESTRING (42.76827 39.5384833, 42.7685621 39.5393883)",,
184724975,,residential,False,True,104.571,,"LINESTRING (42.76827 39.5384833, 42.7692048 39.5384172, 42.7694809 39.5383781)",,
184724978,,residential,False,True,84.61500000000001,,"LINESTRING (42.76827 39.5384833, 42.7681261 39.5380821, 42.7680404 39.5377438)",,
184724978,,residential,False,True,103.702,,"LINESTRING (42.7685621 39.5393883, 42.76827 39.5384833)",,
184724978,,residential,False,False,176.06100000000004,,"LINESTRING (42.7685621 39.5393883, 42.7689709 39.5396787, 42.7692869 39.539935, 42.7693617 39.5399749, 42.7694343 39.5399981, 42.7702823 39.5401453)",,
184724982,,residential,False,False,19.178,,"LINESTRING (42.7702823 39.5401453, 42.7703746 39.5403024)",,
184724978,,residential,False,True,176.06100000000004,,"LINESTRING (42.7702823 39.5401453, 42.7694343 39.5399981, 42.7693617 39.5399749, 42.7692869 39.539935, 42.7689709 39.5396787, 42.7685621 39.5393883)",,
184724982,,residential,False,True,100.598,,"LINESTRING (42.7702823 39.5401453, 42.7701585 39.539325, 42.7701624 39.5392847, 42.7701734 39.5392472)",,
184724944,,secondary,False,False,61.572,,"LINESTRING (42.7704885 39.5404963, 42.769934 39.5408481)",,
184724947,,secondary,False,True,74.346,,"LINESTRING (42.7704885 39.5404963, 42.7712661 39.5402006)",,
184724982,,residential,False,True,23.67,,"LINESTRING (42.7704885 39.5404963, 42.7703746 39.5403024)",,
184724945,,secondary,False,True,69.368,,"LINESTRING (42.7671265 39.5408065, 42.7672408 39.5408005, 42.7673484 39.5408244, 42.7674232 39.5408961, 42.7675619 39.5411107, 42.7676152 39.5412206)",,
