osmid,ref,name,highway,oneway,reversed,length,geometry,maxspeed,access,junction
82719551,35-81,Şehit Sami Akbulut Caddesi,secondary,False,False,3.454,"LINESTRING (26.8880235 39.070312, 26.8880102 39.0702827)",,,
82719551,35-81,Şehit Sami Akbulut Caddesi,secondary,False,True,14.878,"LINESTRING (26.8880235 39.070312, 26.8880789 39.0704387)",,,
80666780,,,residential,True,False,42.56099999999999,"LINESTRING (26.8880235 39.070312, 26.8879323 39.0702724, 26.8877996 39.0702476, 26.8876759 39.0702686, 26.8876175 39.0702791, 26.887556 39.0702617)",,,
80666807,,3/1. Sokak,residential,False,False,59.832,"LINESTRING (26.8889741 39.0727378, 26.8882838 39.0727861)",,,
82719551,35-81,Şehit Sami Akbulut Caddesi,secondary,False,False,126.086,"LINESTRING (26.8889741 39.0727378, 26.8885164 39.071661)",,,
754205247,,3/1. Sokak,residential,False,True,35.207,"LINESTRING (26.8889741 39.0727378, 26.8893782 39.072695)",,,
82719551,35-81,Şehit Sami Akbulut Caddesi,secondary,False,True,141.27300000000002,"LINESTRING (26.8889741 39.0727378, 26.8890698 39.073037, 26.889222 39.0735566, 26.8893252 39.0739784)",,,
64080520,,Uğur Mumcu Caddesi,tertiary,False,True,8.558,"LINESTRING (26.8890013 39.0754418, 26.8889764 39.0755163)",,,
686642742,,Uğur Mumcu Caddesi,tertiary,True,False,46.931000000000004,"LINESTRING (26.8890013 39.0754418, 26.8890329 39.0752986, 26.8890584 39.0752174, 26.8890773 39.0751157, 26.8891304 39.0750352)",,,
81853355,,1/1. Sokak,residential,False,False,61.648,"LINESTRING (26.889883 39.0752886, 26.8902826 39.0748291)",,,
82719557,35-81,Atatürk Caddesi,secondary,True,False,262.6,"LINESTRING (26.889883 39.0752886, 26.8923632 39.0766561)",50,,
80893576,,304. Sokak,residential,False,True,40.476,"LINESTRING (26.8898342 39.0777711, 26.8900152 39.0774353)",,,
64080529,,313. Sokak,residential,False,False,99.37700000000001,"LINESTRING (26.8898342 39.0777711, 26.8903784 39.0779181, 26.8905596 39.0779716, 26.8909159 39.0780768)",,,
64080529,,313. Sokak,residential,False,True,70.68900000000001,"LINESTRING (26.8898342 39.0777711, 26.8896371 39.0777133, 26.8890679 39.0775469)",,,
64080529,,313. Sokak,residential,False,False,52.033,"LINESTRING (26.8909159 39.0780768, 26.891456 39.0782846)",,,
82723240,,310. Sokak,residential,False,True,74.862,"LINESTRING (26.8909159 39.0780768, 26.8912127 39.0774442)",,,
64080529,,313. Sokak,residential,False,True,99.37700000000001,"LINESTRING (26.8909159 39.0780768, 26.8905596 39.0779716, 26.8903784 39.0779181, 26.8898342 39.0777711)",,,
82717571,,3/3. Sokak,residential,False,False,31.307,"LINESTRING (26.8893252 39.0739784, 26.8896861 39.0740062)",,,
82719551,35-81,Şehit Sami Akbulut Caddesi,secondary,False,False,141.273,"LINESTRING (26.8893252 39.0739784, 26.889222 39.0735566, 26.8890698 39.073037, 26.8889741 39.0727378)",,,
82719551,35-81,Şehit Sami Akbulut Caddesi,secondary,False,True,59.548,"LINESTRING (26.8893252 39.0739784, 26.8893576 39.0741432, 26.8894084 39.0743502, 26.889418 39.0744138, 26.8894226 39.0745078)",,,
64080520,,Uğur Mumcu Caddesi,tertiary,False,False,39.782,"LINESTRING (26.8878202 39.0779335, 26.8879785 39.0775975)",,,
64080520,,Uğur Mumcu Caddesi,tertiary,False,True,40.094,"LINESTRING (26.8878202 39.0779335, 26.887653 39.0782699)",,,
82720636,,317. Sokak,residential,False,True,85.694,"LINESTRING (26.8878202 39.0779335, 26.8887416 39.0782204)",,,
64080529,,313. Sokak,residential,False,True,86.327,"LINESTRING (26.8890679 39.0775469, 26.8881314 39.0772745)",,,
64080533,,302. Sokak,residential,False,False,39.531,"LINESTRING (26.8890679 39.0775469, 26.889235 39.0772159)",,,
64080533,,302. Sokak,residential,False,True,40.263,"LINESTRING (26.8890679 39.0775469, 26.8888915 39.0778821)",,,
64080529,,313. Sokak,residential,False,False,70.68900000000001,"LINESTRING (26.8890679 39.0775469, 26.8896371 39.0777133, 26.8898342 39.0777711)",,,
64086520,,Adnan Menderes Caddesi,tertiary,True,False,17.166,"LINESTRING (26.8888085 39.0701022, 26.8889444 39.0702149)",,,
80666782,,17. Sokak,residential,False,True,71.85799999999999,"LINESTRING (26.8888085 39.0701022, 26.8880935 39.0702733, 26.8880102 39.0702827)",,,
82719559,,3/1. Sokak,residential,False,False,32.366,"LINESTRING (26.8897473 39.0726439, 26.8893782 39.072695)",,,
82719559,,3/1. Sokak,residential,False,True,39.089,"LINESTRING (26.8897473 39.0726439, 26.8901966 39.0726002)",,,
82719562,,4/1. Sokak,residential,False,False,134.291,"LINESTRING (26.8897473 39.0726439, 26.8893202 39.0714826)",,,
64086533,,,residential,False,True,18.14,"LINESTRING (26.887556 39.0702617, 26.8874369 39.0703961)",,,
80666780,,,residential,True,False,37.467,"LINESTRING (26.887556 39.0702617, 26.8879767 39.0701789)",,,
64086520,,Adnan Menderes Caddesi,tertiary,True,False,71.47,"LINESTRING (26.8894798 39.0707787, 26.889717 39.0713945)",,,
82719554,,9. Sokak,residential,False,False,103.076,"LINESTRING (26.8894798 39.0707787, 26.8883534 39.0710862)",,,
64086520,,Adnan Menderes Caddesi,tertiary,True,False,73.47,"LINESTRING (26.889717 39.0713945, 26.8899669 39.0720261)",,,
82719553,,7. Sokak,residential,False,False,35.628,"LINESTRING (26.889717 39.0713945, 26.8893202 39.0714826)",,,
82719553,,7. Sokak,residential,False,True,56.297,"LINESTRING (26.889717 39.0713945, 26.8897991 39.0713588, 26.8902859 39.071147)",,,
82719559,,3/1. Sokak,residential,False,False,39.089,"LINESTRING (26.8901966 39.0726002, 26.8897473 39.0726439)",,,
64086520,,Adnan Menderes Caddesi,tertiary,True,False,163.552,"LINESTRING (26.8901966 39.0726002, 26.8902671 39.0729639, 26.8902282 39.0733519, 26.8901186 39.0740607)",,,
80893578,,3/1. Sokak,residential,False,False,43.384,"LINESTRING (26.8901966 39.0726002, 26.8903869 39.0726311, 26.8906666 39.0727315)",,,
64086533,,,residential,False,False,18.14,"LINESTRING (26.8874369 39.0703961, 26.887556 39.0702617)",,,
738407073,35-81,Atatürk Caddesi,secondary,True,False,13.138,"LINESTRING (26.8924183 39.0767972, 26.8922933 39.0767298)",,,
64080520,,Uğur Mumcu Caddesi,tertiary,False,False,46.517,"LINESTRING (26.8884459 39.0766079, 26.8886313 39.0762151)",,,
64080520,,Uğur Mumcu Caddesi,tertiary,False,True,40.112,"LINESTRING (26.8884459 39.0766079, 26.8882808 39.0769451)",,,
80893596,,307. Sokak,residential,False,True,86.757,"LINESTRING (26.8884459 39.0766079, 26.8893867 39.0768824)",,,
80666789,,,residential,True,False,9.257,"LINESTRING (26.8924845 39.0767317, 26.8924183 39.0767972)",,,
82719557,35-81,Atatürk Caddesi,secondary,True,False,21.868,"LINESTRING (26.8924845 39.0767317, 26.8926853 39.0768516)",50,,
80666802,,,residential,False,True,38.773,"LINESTRING (26.8884714 39.0715145, 26.8880276 39.0715681)",,,
82719551,35-81,Şehit Sami Akbulut Caddesi,secondary,False,False,48.702,"LINESTRING (26.8884714 39.0715145, 26.8883534 39.0710862)",,,
82719551,35-81,Şehit Sami Akbulut Caddesi,secondary,False,True,16.747,"LINESTRING (26.8884714 39.0715145, 26.8885164 39.071661)",,,
80893596,,307. Sokak,residential,False,False,41.098,"LINESTRING (26.8927889 39.0777522, 26.8923519 39.0776055)",,,
80893596,,307. Sokak,residential,False,True,95.28,"LINESTRING (26.8927889 39.0777522, 26.8936675 39.0782709)",,,
82735040,,324 Sokak,residential,False,False,65.987,"LINESTRING (26.8927889 39.0777522, 26.8932274 39.0772661)",,,
82735040,,324 Sokak,residential,False,True,59.408,"LINESTRING (26.8927889 39.0777522, 26.8924038 39.078195)",,,
82719551,35-81,Şehit Sami Akbulut Caddesi,secondary,False,False,36.545,"LINESTRING (26.8879767 39.0701789, 26.8878645 39.069862)",,,
82719551,35-81,Şehit Sami Akbulut Caddesi,secondary,False,True,11.899,"LINESTRING (26.8879767 39.0701789, 26.8880102 39.0702827)",,,
82723240,,310. Sokak,residential,False,False,74.862,"LINESTRING (26.8912127 39.0774442, 26.8909159 39.0780768)",,,
80893596,,307. Sokak,residential,False,False,97.82600000000001,"LINESTRING (26.8912127 39.0774442, 26.8903284 39.0771787, 26.8901576 39.0771232)",,,
80893596,,307. Sokak,residential,False,True,87.99799999999999,"LINESTRING (26.8912127 39.0774442, 26.8912976 39.0773065, 26.8916123 39.0773729, 26.8920669 39.0775282)",,,
80666785,,102 Sokak,residential,False,False,137.23,"LINESTRING (26.8882838 39.0727861, 26.8880276 39.0715681)",,,
80666807,,3/1. Sokak,residential,False,True,59.832,"LINESTRING (26.8882838 39.0727861, 26.8889741 39.0727378)",,,
82719556,,,residential,False,False,45.176,"LINESTRING (26.8882838 39.0727861, 26.8880437 39.0728173, 26.8877694 39.0728605)",,,
80666785,,102 Sokak,residential,False,True,137.23,"LINESTRING (26.8880276 39.0715681, 26.8882838 39.0727861)",,,
80666802,,,residential,False,False,38.773,"LINESTRING (26.8880276 39.0715681, 26.8884714 39.0715145)",,,
