osmid,highway,oneway,reversed,length,geometry,lanes,ref,bridge,junction
17067104,tertiary,False,True,27.534,"LINESTRING (38.1160195 39.3681162, 38.1159919 39.3678695)",,,,
104788011,residential,False,True,71.0,"LINESTRING (38.1160195 39.3681162, 38.1152637 39.3683737)",,,,
17067104,tertiary,False,False,153.33800000000002,"LINESTRING (38.1160195 39.3681162, 38.1163686 39.3682965, 38.1170534 39.3687851, 38.1173568 39.3690229)",,,,
104787985,residential,False,False,327.341,"LINESTRING (38.1160195 39.3681162, 38.1160172 39.3684194, 38.1160657 39.368775, 38.1161573 39.3691834, 38.1162399 39.3694758, 38.1163969 39.3696949, 38.1169262 39.3703205, 38.1170128 39.3704647, 38.1170169 39.3705873, 38.1168754 39.3708555)",,,,
17067104,tertiary,False,True,9.822,"LINESTRING (38.1185848 39.3710941, 38.1185735 39.3710062)",,,,
17067104,tertiary,False,False,90.799,"LINESTRING (38.1185848 39.3710941, 38.1182493 39.3716652, 38.1180402 39.3717638)",,,,
104788025,residential,False,False,47.582,"LINESTRING (38.1185848 39.3710941, 38.1186642 39.3711173, 38.1187998 39.3714641)",,,,
104788007,tertiary,False,False,59.488,"LINESTRING (38.1177722 39.3725546, 38.1172906 39.3721704)",,,,
104788007,tertiary,False,True,124.625,"LINESTRING (38.1177722 39.3725546, 38.1185202 39.3735147)",,,,
104787961,residential,False,False,108.217,"LINESTRING (38.1177722 39.3725546, 38.1175633 39.3727215, 38.1174036 39.372919, 38.1171037 39.3733711)",,,,
104787961,residential,False,True,42.342,"LINESTRING (38.1177722 39.3725546, 38.1180644 39.3724196, 38.1182158 39.3724315)",,,,
104788053,residential,False,True,89.04,"LINESTRING (38.1145548 39.3675994, 38.1154555 39.367204)",,,,
104787969,residential,False,False,105.53099999999999,"LINESTRING (38.1145548 39.3675994, 38.1150186 39.3680819, 38.1152637 39.3683737)",,,,
104788053,residential,False,False,80.876,"LINESTRING (38.1145548 39.3675994, 38.1141901 39.3677566, 38.1137201 39.3679344)",,,,
464612322,residential,False,True,144.172,"LINESTRING (38.1165341 39.3729704, 38.1160682 39.3731604, 38.1158809 39.3731977, 38.1153199 39.3731597, 38.1149325 39.3732149)",,,,
781364617,secondary,True,False,207.923,"LINESTRING (38.1165341 39.3729704, 38.1162266 39.3724387, 38.1160477 39.3721386, 38.1156874 39.3715221, 38.1155266 39.3712706)",2,58-27,,
104788007,tertiary,False,False,124.625,"LINESTRING (38.1185202 39.3735147, 38.1177722 39.3725546)",,,,
104788007,tertiary,False,True,54.651,"LINESTRING (38.1185202 39.3735147, 38.118772 39.373966)",,,,
104788001,residential,False,True,73.246,"LINESTRING (38.1185202 39.3735147, 38.1187702 39.3733481, 38.1188913 39.3732674, 38.1190512 39.3730964, 38.1191052 39.3730415)",,,,
104788053,residential,False,False,89.04,"LINESTRING (38.1154555 39.367204, 38.1145548 39.3675994)",,,,
17067104,tertiary,False,False,80.066,"LINESTRING (38.1154555 39.367204, 38.115646 39.3674133, 38.1159389 39.3677222, 38.1159731 39.3677989)",,,,
104788007,tertiary,False,False,11.887,"LINESTRING (38.1187635 39.3740727, 38.118772 39.373966)",,,,
104788007,tertiary,False,True,76.578,"LINESTRING (38.1187635 39.3740727, 38.118668 39.3745582, 38.1186436 39.3747549)",,,,
17067104,tertiary,False,False,144.071,"LINESTRING (38.1173568 39.3690229, 38.1176198 39.369507, 38.1178118 39.3698989, 38.1180267 39.3702087)",,,,
17067104,tertiary,False,True,153.338,"LINESTRING (38.1173568 39.3690229, 38.1170534 39.3687851, 38.1163686 39.3682965, 38.1160195 39.3681162)",,,,
104788023,residential,False,True,119.779,"LINESTRING (38.1173568 39.3690229, 38.1173819 39.368669, 38.1173691 39.3679463)",,,,
781364617,secondary,True,False,55.865,"LINESTRING (38.1136291 39.3679782, 38.113358 39.3675216)",2,58-27,,
129286138,residential,False,True,107.075,"LINESTRING (38.1136291 39.3679782, 38.1130571 39.3681511, 38.112695 39.368195, 38.1124326 39.368223)",,,,
104787987,residential,False,True,21.557,"LINESTRING (38.1198149 39.3714471, 38.1196511 39.3713003)",,,,
104788001,residential,False,False,68.47,"LINESTRING (38.1198149 39.3714471, 38.1199555 39.3720532)",,,,
104788047,residential,False,False,91.781,"LINESTRING (38.1198149 39.3714471, 38.119481 39.3713322, 38.1187998 39.3714641)",,,,
17067104,tertiary,False,True,31.143,"LINESTRING (38.1172906 39.3721704, 38.1175673 39.3719896)",,,,
104788007,tertiary,False,True,59.488,"LINESTRING (38.1172906 39.3721704, 38.1177722 39.3725546)",,,,
104788007,tertiary,False,False,169.62499999999997,"LINESTRING (38.1172906 39.3721704, 38.116659 39.3716818, 38.1157929 39.3713572, 38.1156844 39.3713228)",,,,
104787993,residential,False,False,30.061,"LINESTRING (38.118682 39.3707492, 38.1185735 39.3710062)",,,,
104787987,residential,False,False,73.305,"LINESTRING (38.118682 39.3707492, 38.1191133 39.3710223, 38.1193479 39.3711609)",,,,
104787987,residential,False,True,34.510000000000005,"LINESTRING (38.118682 39.3707492, 38.1184877 39.3705997, 38.1183692 39.3705637)",,,,
104787993,residential,False,True,176.512,"LINESTRING (38.118682 39.3707492, 38.1188413 39.3702008, 38.1190345 39.3698065, 38.1193782 39.3692644)",,,,
17067104,tertiary,False,False,27.534,"LINESTRING (38.1159919 39.3678695, 38.1160195 39.3681162)",,,,
17067104,tertiary,False,True,8.015,"LINESTRING (38.1159919 39.3678695, 38.1159731 39.3677989)",,,,
464612310,residential,False,True,118.827,"LINESTRING (38.1159919 39.3678695, 38.1168871 39.3678955, 38.1173691 39.3679463)",,,,
104787961,residential,False,False,74.311,"LINESTRING (38.1190261 39.3721986, 38.1182158 39.3724315)",,,,
104788025,residential,False,True,41.128,"LINESTRING (38.1190261 39.3721986, 38.1189152 39.3718388)",,,,
104788025,residential,False,False,76.333,"LINESTRING (38.1190261 39.3721986, 38.1190229 39.372369, 38.1191229 39.3726646, 38.1193033 39.3728223)",,,,
17067104,tertiary,False,False,9.822,"LINESTRING (38.1185735 39.3710062, 38.1185848 39.3710941)",,,,
17067104,tertiary,False,True,53.383,"LINESTRING (38.1185735 39.3710062, 38.1182633 39.3705903)",,,,
104787993,residential,False,True,30.061,"LINESTRING (38.1185735 39.3710062, 38.118682 39.3707492)",,,,
17067104,tertiary,False,False,8.015,"LINESTRING (38.1159731 39.3677989, 38.1159919 39.3678695)",,,,
17067104,tertiary,False,True,80.066,"LINESTRING (38.1159731 39.3677989, 38.1159389 39.3677222, 38.115646 39.3674133, 38.1154555 39.367204)",,,,
104788001,residential,False,True,68.47,"LINESTRING (38.1199555 39.3720532, 38.1198149 39.3714471)",,,,
105146967,residential,False,True,6.808,"LINESTRING (38.1199555 39.3720532, 38.1200298 39.372032)",,,,
104788001,residential,False,False,89.03800000000001,"LINESTRING (38.1199555 39.3720532, 38.1197328 39.3724752, 38.119458 39.372747)",,,,
17067104,tertiary,False,False,53.383,"LINESTRING (38.1182633 39.3705903, 38.1185735 39.3710062)",,,,
17067104,tertiary,False,True,47.054,"LINESTRING (38.1182633 39.3705903, 38.1180267 39.3702087)",,,,
104787987,residential,False,False,9.572,"LINESTRING (38.1182633 39.3705903, 38.1183692 39.3705637)",,,,
104787997,residential,False,True,136.642,"LINESTRING (38.1182633 39.3705903, 38.1177436 39.3708087, 38.1175987 39.3709397, 38.1175162 39.3710951, 38.1173511 39.371507)",,,,
104787969,residential,False,False,83.67399999999999,"LINESTRING (38.1168754 39.3708555, 38.1169893 39.371089, 38.1173511 39.371507)",,,,
104787969,residential,False,True,312.479,"LINESTRING (38.1168754 39.3708555, 38.1167273 39.3706235, 38.1158875 39.3697565, 38.115688 39.3694412, 38.115481 39.3689813, 38.1152637 39.3683737)",,,,
104787985,residential,False,True,327.341,"LINESTRING (38.1168754 39.3708555, 38.1170169 39.3705873, 38.1170128 39.3704647, 38.1169262 39.3703205, 38.1163969 39.3696949, 38.1162399 39.3694758, 38.1161573 39.3691834, 38.1160657 39.368775, 38.1160172 39.3684194, 38.1160195 39.3681162)",,,,
104787961,residential,False,True,108.217,"LINESTRING (38.1171037 39.3733711, 38.1174036 39.372919, 38.1175633 39.3727215, 38.1177722 39.3725546)",,,,
781364618,secondary,True,False,201.306,"LINESTRING (38.1171037 39.3733711, 38.1174208 39.373607, 38.1179432 39.3739864, 38.1181055 39.3741134, 38.1182516 39.3742539, 38.1183811 39.374412, 38.1184736 39.3745452, 38.1185266 39.3746354, 38.118581 39.3747477)",2,,,
104787995,tertiary,False,True,13.679,"LINESTRING (38.1154105 39.3710893, 38.1155568 39.3711377)",,,,
781364617,secondary,True,False,199.269,"LINESTRING (38.1154105 39.3710893, 38.1144822 39.3694472)",2,58-27,,
104787995,tertiary,False,False,163.52100000000002,"LINESTRING (38.1154105 39.3710893, 38.1150623 39.3709729, 38.1143644 39.3707622, 38.1136267 39.3705819)",,,,
104788023,residential,False,False,119.779,"LINESTRING (38.1173691 39.3679463, 38.1173819 39.368669, 38.1173568 39.3690229)",,,,
464612310,residential,False,False,118.827,"LINESTRING (38.1173691 39.3679463, 38.1168871 39.3678955, 38.1159919 39.3678695)",,,,
464612310,residential,False,True,114.781,"LINESTRING (38.1173691 39.3679463, 38.1182905 39.3681314, 38.1185116 39.3682168, 38.1185814 39.3683071)",,,,
104788011,residential,False,False,71.0,"LINESTRING (38.1152637 39.3683737, 38.1160195 39.3681162)",,,,
104788011,residential,False,True,100.777,"LINESTRING (38.1152637 39.3683737, 38.1142077 39.3687673)",,,,
104787969,residential,False,False,312.47900000000004,"LINESTRING (38.1152637 39.3683737, 38.115481 39.3689813, 38.115688 39.3694412, 38.1158875 39.3697565, 38.1167273 39.3706235, 38.1168754 39.3708555)",,,,
104787969,residential,False,True,105.53099999999999,"LINESTRING (38.1152637 39.3683737, 38.1150186 39.3680819, 38.1145548 39.3675994)",,,,
104788001,residential,False,False,21.582,"LINESTRING (38.1193033 39.3728223, 38.1191595 39.3729814)",,,,
104788001,residential,False,True,15.714,"LINESTRING (38.1193033 39.3728223, 38.119458 39.372747)",,,,
104788025,residential,False,True,76.333,"LINESTRING (38.1193033 39.3728223, 38.1191229 39.3726646, 38.1190229 39.372369, 38.1190261 39.3721986)",,,,
104787987,residential,False,True,9.572,"LINESTRING (38.1183692 39.3705637, 38.1182633 39.3705903)",,,,
895519726,tertiary,False,True,49.244,"LINESTRING (38.1183692 39.3705637, 38.1180267 39.3702087)",,,,
104787987,residential,False,False,34.510000000000005,"LINESTRING (38.1183692 39.3705637, 38.1184877 39.3705997, 38.118682 39.3707492)",,,,
104788001,residential,False,False,15.714,"LINESTRING (38.119458 39.372747, 38.1193033 39.3728223)",,,,
104788001,residential,False,True,89.03800000000001,"LINESTRING (38.119458 39.372747, 38.1197328 39.3724752, 38.1199555 39.3720532)",,,,
105146938,residential,False,True,79.499,"LINESTRING (38.119458 39.372747, 38.120086 39.3729568, 38.1202843 39.3730623)",,,,
17067104,tertiary,False,False,47.054,"LINESTRING (38.1180267 39.3702087, 38.1182633 39.3705903)",,,,
895519726,tertiary,False,False,49.244,"LINESTRING (38.1180267 39.3702087, 38.1183692 39.3705637)",,,,
17067104,tertiary,False,True,144.071,"LINESTRING (38.1180267 39.3702087, 38.1178118 39.3698989, 38.1176198 39.369507, 38.1173568 39.3690229)",,,,
104787969,residential,False,False,33.74,"LINESTRING (38.1173511 39.371507, 38.1175612 39.3717633)",,,,
104787969,residential,False,True,83.67399999999999,"LINESTRING (38.1173511 39.371507, 38.1169893 39.371089, 38.1168754 39.3708555)",,,,
104787997,residential,False,False,136.642,"LINESTRING (38.1173511 39.371507, 38.1175162 39.3710951, 38.1175987 39.3709397, 38.1177436 39.3708087, 38.1182633 39.3705903)",,,,
104787987,residential,False,False,30.324,"LINESTRING (38.1193479 39.3711609, 38.1196511 39.3713003)",,,,
104787987,residential,False,True,73.305,"LINESTRING (38.1193479 39.3711609, 38.1191133 39.3710223, 38.118682 39.3707492)",,,,
104788041,residential,True,False,54.116,"LINESTRING (38.1193479 39.3711609, 38.1195202 39.3711454, 38.1199062 39.3709576)",,,,
