osmid,name,highway,oneway,reversed,length,geometry,lanes,bridge,tunnel,maxspeed,junction
32484653,Uçpalamar Sokak,residential,False,False,206.78199999999998,"LINESTRING (32.382071 41.7501359, 32.3823222 41.7501959, 32.383448 41.7504717, 32.3838051 41.7504997, 32.3839671 41.7505198, 32.3840512 41.7505302, 32.3842874 41.7505873, 32.3844688 41.7506215)",,,,,
32484653,Uçpalamar Sokak,residential,False,True,206.782,"LINESTRING (32.3844688 41.7506215, 32.3842874 41.7505873, 32.3840512 41.7505302, 32.3839671 41.7505198, 32.3838051 41.7504997, 32.383448 41.7504717, 32.3823222 41.7501959, 32.382071 41.7501359)",,,,,
"[512866152, 66042826, 108293255, 108293247]","['Kemere Köprüsü', 'Nöbethane Sokak']",residential,False,False,74.056,"LINESTRING (32.3844688 41.7506215, 32.3844808 41.7506031, 32.3845652 41.7504676, 32.3846656 41.7502381, 32.3845765 41.7500906, 32.3845997 41.7499993)","['1', '2']",yes,yes,20,
66042826,Nöbethane Sokak,residential,False,True,40.29,"LINESTRING (32.3844688 41.7506215, 32.3844984 41.7506797, 32.3844212 41.7508238, 32.3843429 41.7509564)",,,,,
62369793,Cumhuriyet Caddesi,secondary,False,True,24.527,"LINESTRING (32.3855447 41.7448828, 32.3856136 41.7450973)",,,,,
62369793,Cumhuriyet Caddesi,secondary,False,False,6.007,"LINESTRING (32.3856312 41.7451497, 32.3856136 41.7450973)",,,,,
62369793,Cumhuriyet Caddesi,secondary,False,True,30.234,"LINESTRING (32.3856312 41.7451497, 32.3856322 41.7454216)",,,,,
108293252,Kum Tabya Sokak,residential,False,True,113.86600000000001,"LINESTRING (32.3856312 41.7451497, 32.3858752 41.7451978, 32.3863863 41.7452013, 32.3869831 41.7451109)",,,,,
512866167,,residential,True,False,19.028,"LINESTRING (32.3855445 41.7487852, 32.385668 41.748641)",,,,,
512866145,,residential,True,False,16.060000000000002,"LINESTRING (32.3855445 41.7487852, 32.3855678 41.7487621, 32.3856011 41.7487474, 32.3856394 41.7487433, 32.385677 41.7487505, 32.3857079 41.7487678)",,,,,roundabout
66042826,Nöbethane Sokak,residential,False,False,68.845,"LINESTRING (32.3845747 41.7524613, 32.3845647 41.7523862, 32.3845907 41.7522501, 32.3845434 41.7521031, 32.3843903 41.7518751)",,,,,
66042826,Nöbethane Sokak,residential,False,True,81.588,"LINESTRING (32.3845747 41.7524613, 32.3846616 41.75255, 32.3847109 41.7528417, 32.3847696 41.7530412, 32.3846995 41.7531554)",,,,,
370930885,,living_street,False,True,28.519000000000002,"LINESTRING (32.3845747 41.7524613, 32.3844215 41.7526237, 32.3843969 41.7526786)",,,,,
370884920,Amiral Celal Eyiceoğlu Caddesi,residential,False,True,85.176,"LINESTRING (32.3865744 41.7471787, 32.3869343 41.7464613)",,,,,
370885476,Tahir Hoca Sokak,residential,True,False,51.667,"LINESTRING (32.3865744 41.7471787, 32.3871913 41.7472424)",,,,,
512866118,Amiral Celal Eyiceoğlu Caddesi,residential,True,False,51.695,"LINESTRING (32.3865744 41.7471787, 32.3863075 41.7475988)",,,,,
66042826,Nöbethane Sokak,residential,False,False,81.58800000000001,"LINESTRING (32.3846995 41.7531554, 32.3847696 41.7530412, 32.3847109 41.7528417, 32.3846616 41.75255, 32.3845747 41.7524613)",,,,,
62369793,Cumhuriyet Caddesi,secondary,False,False,25.953,"LINESTRING (32.385633 41.745655, 32.3856322 41.7454216)",,,,,
62369793,Cumhuriyet Caddesi,secondary,False,True,100.281,"LINESTRING (32.385633 41.745655, 32.3855905 41.7461595, 32.3855626 41.7465553)",,,,,
370884931,Tepe Sokak,residential,False,True,178.98000000000002,"LINESTRING (32.385633 41.745655, 32.385901 41.7457068, 32.3861157 41.7458986, 32.3862557 41.7461331, 32.3862048 41.7463332, 32.3861672 41.7465614, 32.3860542 41.7466004, 32.3857909 41.7465674, 32.3855626 41.7465553)",,,,,
62369793,Cumhuriyet Caddesi,secondary,False,False,24.527,"LINESTRING (32.3856136 41.7450973, 32.3855447 41.7448828)",,,,,
62369793,Cumhuriyet Caddesi,secondary,False,True,6.007,"LINESTRING (32.3856136 41.7450973, 32.3856312 41.7451497)",,,,,
253471876,,residential,False,False,30.576,"LINESTRING (32.3861034 41.7487145, 32.3859928 41.7484522)",,,,,
253471876,,residential,False,True,46.856,"LINESTRING (32.3861034 41.7487145, 32.3861958 41.7488789, 32.3863218 41.7491031)",,,,,
370884942,,residential,False,False,97.271,"LINESTRING (32.3861034 41.7487145, 32.3864596 41.7486506, 32.3868378 41.7485986, 32.3869933 41.7487446, 32.387159 41.7487112)",,,,,
370884936,,residential,False,False,60.671,"LINESTRING (32.3836406 41.75127, 32.3837049 41.75122, 32.3838525 41.75118, 32.3841258 41.7508843)",,,,,
370884920,Amiral Celal Eyiceoğlu Caddesi,residential,False,False,85.176,"LINESTRING (32.3869343 41.7464613, 32.3865744 41.7471787)",,,,,
370884920,Amiral Celal Eyiceoğlu Caddesi,residential,False,True,55.275,"LINESTRING (32.3869343 41.7464613, 32.3869477 41.7462612, 32.3869719 41.745965)",,,,,
375408987,,residential,False,False,77.576,"LINESTRING (32.3869343 41.7464613, 32.3870868 41.7462969, 32.3872135 41.7461602, 32.3874352 41.7458729)",,,,,
370884920,Amiral Celal Eyiceoğlu Caddesi,residential,False,False,55.275,"LINESTRING (32.3869719 41.745965, 32.3869477 41.7462612, 32.3869343 41.7464613)",,,,,
370884920,Amiral Celal Eyiceoğlu Caddesi,residential,False,True,95.625,"LINESTRING (32.3869719 41.745965, 32.3870389 41.7453306, 32.3869831 41.7451109)",,,,,
370884933,Kuyulu Sokak,residential,False,False,130.72500000000002,"LINESTRING (32.3869719 41.745965, 32.3865827 41.7459009, 32.3863297 41.7457758, 32.3862951 41.7457519, 32.3860775 41.7456015, 32.3858936 41.7454611, 32.3856322 41.7454216)",,,,,
108293252,Kum Tabya Sokak,residential,False,False,113.866,"LINESTRING (32.3869831 41.7451109, 32.3863863 41.7452013, 32.3858752 41.7451978, 32.3856312 41.7451497)",,,,,
108293252,Kum Tabya Sokak,residential,False,True,50.925,"LINESTRING (32.3869831 41.7451109, 32.3873935 41.7449853, 32.3875446 41.7449268)",,,,,
370884920,Amiral Celal Eyiceoğlu Caddesi,residential,False,False,95.625,"LINESTRING (32.3869831 41.7451109, 32.3870389 41.7453306, 32.3869719 41.745965)",,,,,
370884939,,residential,False,True,42.584,"LINESTRING (32.384893 41.7469164, 32.3849629 41.746537)",,,,,
512866127,Zübeyde Hanım Caddesi,secondary,False,False,55.171,"LINESTRING (32.384893 41.7469164, 32.3853651 41.7469834, 32.3855463 41.7470091)",,,,,
512866127,Zübeyde Hanım Caddesi,secondary,False,True,95.082,"LINESTRING (32.384893 41.7469164, 32.3846241 41.7468783, 32.383767 41.746757)",,,,,
370884929,,living_street,False,False,46.415,"LINESTRING (32.3844104 41.7464713, 32.3849629 41.746537)",,,,,
370884947,,residential,False,False,19.714,"LINESTRING (32.3841258 41.7508843, 32.3843429 41.7509564)",,,,,
370884936,,residential,False,True,60.671,"LINESTRING (32.3841258 41.7508843, 32.3838525 41.75118, 32.3837049 41.75122, 32.3836406 41.75127)",,,,,
370884947,,residential,False,True,108.12500000000001,"LINESTRING (32.3841258 41.7508843, 32.38382 41.7507923, 32.3835872 41.750726, 32.3833936 41.7507006, 32.3831941 41.7507305, 32.3830315 41.7507095, 32.3829297 41.750618)",,,,,
370884950,Kaledibi Sokak,residential,False,False,16.384,"LINESTRING (32.3887217 41.749291, 32.3885636 41.7492027)",,,,,
370884950,Kaledibi Sokak,residential,False,True,55.587999999999994,"LINESTRING (32.3887217 41.749291, 32.3889436 41.74944, 32.3891547 41.7495824, 32.3892146 41.7496294)",,,,,
512904075,Kurşuna Sokak,residential,False,True,96.405,"LINESTRING (32.3887217 41.749291, 32.3886413 41.7493205, 32.388158 41.7494467, 32.3878946 41.7495199, 32.38772 41.7495783, 32.3876384 41.7496029)",,,,,
370884940,Suphi Kalafatoğlu Sokak,residential,False,False,136.60899999999998,"LINESTRING (32.3834126 41.7452986, 32.3834451 41.7454488, 32.3834698 41.7455625, 32.3836754 41.7465114)",,,,,
370884950,Kaledibi Sokak,residential,False,True,16.384,"LINESTRING (32.3885636 41.7492027, 32.3887217 41.749291)",,,,,
370884945,Özdemirhan Sokak,residential,True,False,80.654,"LINESTRING (32.3863075 41.7475988, 32.3865841 41.7479218, 32.3868396 41.7482058)",,,,,
512866118,Amiral Celal Eyiceoğlu Caddesi,residential,True,False,23.459999999999997,"LINESTRING (32.3863075 41.7475988, 32.3862476 41.7476391, 32.3860975 41.7477401)",,,,,
370884929,,living_street,False,True,46.415,"LINESTRING (32.3849629 41.746537, 32.3844104 41.7464713)",,,,,
370884939,,residential,False,False,42.584,"LINESTRING (32.3849629 41.746537, 32.384893 41.7469164)",,,,,
370884939,,residential,False,True,91.286,"LINESTRING (32.3849629 41.746537, 32.3849495 41.7462612, 32.3848804 41.7459161, 32.3846197 41.7459406)",,,,,
370884930,,residential,True,False,29.767,"LINESTRING (32.3868396 41.7482058, 32.3868099 41.7482255, 32.3865083 41.7483032)",,,,,
108293252,Kum Tabya Sokak,residential,False,False,50.925,"LINESTRING (32.3875446 41.7449268, 32.3873935 41.7449853, 32.3869831 41.7451109)",,,,,
108293252,Kum Tabya Sokak,residential,False,True,104.775,"LINESTRING (32.3875446 41.7449268, 32.3876506 41.7448967, 32.3877249 41.7449234, 32.38777 41.7449786, 32.3876542 41.74522, 32.3875021 41.7456813)",,,,,
370884940,Suphi Kalafatoğlu Sokak,residential,False,False,28.347,"LINESTRING (32.3836754 41.7465114, 32.3837091 41.7466019, 32.383767 41.746757)",,,,,
370884940,Suphi Kalafatoğlu Sokak,residential,False,True,136.609,"LINESTRING (32.3836754 41.7465114, 32.3834698 41.7455625, 32.3834451 41.7454488, 32.3834126 41.7452986)",,,,,
"[512904076, 370884948]","['Hoşgörü Sokak', 'Seymenler Sokak']",residential,False,True,190.192,"LINESTRING (32.3836754 41.7465114, 32.3828967 41.7465615, 32.3827858 41.7456635, 32.3827393 41.7454407)",,,,,
370884935,Hamam Sokak,residential,True,False,69.949,"LINESTRING (32.3860975 41.7477401, 32.3864246 41.7483199)",,,,,
512866118,Amiral Celal Eyiceoğlu Caddesi,residential,True,False,31.01,"LINESTRING (32.3860975 41.7477401, 32.3857666 41.7478698)",,,,,
32484652,Cumhuriyet Caddesi,residential,True,False,97.83,"LINESTRING (32.3857666 41.7478698, 32.3857006 41.7477571, 32.3856184 41.7473444, 32.3855463 41.7470091)",,,,,
"[512904076, 370884948]","['Hoşgörü Sokak', 'Seymenler Sokak']",residential,False,False,190.192,"LINESTRING (32.3827393 41.7454407, 32.3827858 41.7456635, 32.3828967 41.7465615, 32.3836754 41.7465114)",,,,,
370884947,,residential,False,True,19.714,"LINESTRING (32.3843429 41.7509564, 32.3841258 41.7508843)",,,,,
66042826,Nöbethane Sokak,residential,False,False,40.28999999999999,"LINESTRING (32.3843429 41.7509564, 32.3844212 41.7508238, 32.3844984 41.7506797, 32.3844688 41.7506215)",,,,,
66042826,Nöbethane Sokak,residential,False,True,112.946,"LINESTRING (32.3843429 41.7509564, 32.3842635 41.7510973, 32.3841058 41.7513149, 32.3840838 41.7514184, 32.3843903 41.7518751)",,,,,
370884928,Kemere Sokak,residential,False,False,71.97999999999999,"LINESTRING (32.3859687 41.7498524, 32.3862477 41.7498106, 32.3864759 41.7497888, 32.3866517 41.7498267, 32.3868199 41.7498453)",,,,,
371497459,,living_street,False,False,85.75,"LINESTRING (32.3859687 41.7498524, 32.386005 41.7499549, 32.3861987 41.7499415, 32.3864908 41.7499611, 32.386607 41.7499568, 32.3867774 41.7499214, 32.3868199 41.7498453)",,,,,
370884928,Kemere Sokak,residential,False,True,116.64699999999999,"LINESTRING (32.3859687 41.7498524, 32.3857822 41.7498965, 32.3856358 41.7498857, 32.3855887 41.7498965, 32.3853805 41.7498983, 32.3851379 41.7498795, 32.38493 41.7499252, 32.3848071 41.7499582, 32.3845997 41.7499993)",,,,,
372762691,,residential,False,False,42.69,"LINESTRING (32.3863218 41.7491031, 32.3868021 41.7489653)",,,,,
253471876,,residential,False,False,46.856,"LINESTRING (32.3863218 41.7491031, 32.3861958 41.7488789, 32.3861034 41.7487145)",,,,,
253471876,,residential,False,True,43.823,"LINESTRING (32.3863218 41.7491031, 32.3864091 41.7492584, 32.3865193 41.7494686)",,,,,
370884947,,residential,False,False,108.125,"LINESTRING (32.3829297 41.750618, 32.3830315 41.7507095, 32.3831941 41.7507305, 32.3833936 41.7507006, 32.3835872 41.750726, 32.38382 41.7507923, 32.3841258 41.7508843)",,,,,
372762691,,residential,False,True,42.69,"LINESTRING (32.3868021 41.7489653, 32.3863218 41.7491031)",,,,,
32484649,Turgut Işık Caddesi,residential,True,False,153.966,"LINESTRING (32.3874352 41.7458729, 32.3872917 41.7463719, 32.387275 41.74643, 32.3872031 41.7470678, 32.3871913 41.7472424)",,,,,
375408987,,residential,False,True,77.576,"LINESTRING (32.3874352 41.7458729, 32.3872135 41.7461602, 32.3870868 41.7462969, 32.3869343 41.7464613)",,,,,
375408990,,living_street,False,False,82.425,"LINESTRING (32.3876384 41.7496029, 32.3877025 41.7496929, 32.3876604 41.7497355, 32.387537 41.7497997, 32.3874907 41.7498819, 32.3874863 41.7499575, 32.387548 41.7500594, 32.3876185 41.7501219, 32.3877728 41.750135)",,,,,
512904075,Kurşuna Sokak,residential,False,False,96.405,"LINESTRING (32.3876384 41.7496029, 32.38772 41.7495783, 32.3878946 41.7495199, 32.388158 41.7494467, 32.3886413 41.7493205, 32.3887217 41.749291)",,,,,
512904075,Kurşuna Sokak,residential,False,True,74.191,"LINESTRING (32.3876384 41.7496029, 32.3872951 41.7496881, 32.3870308 41.7498083, 32.3869011 41.7498505, 32.3868199 41.7498453)",,,,,
370884928,Kemere Sokak,residential,False,True,71.97999999999999,"LINESTRING (32.3868199 41.7498453, 32.3866517 41.7498267, 32.3864759 41.7497888, 32.3862477 41.7498106, 32.3859687 41.7498524)",,,,,
371497459,,living_street,False,True,85.75,"LINESTRING (32.3868199 41.7498453, 32.3867774 41.7499214, 32.386607 41.7499568, 32.3864908 41.7499611, 32.3861987 41.7499415, 32.386005 41.7499549, 32.3859687 41.7498524)",,,,,
512904075,Kurşuna Sokak,residential,False,False,74.191,"LINESTRING (32.3868199 41.7498453, 32.3869011 41.7498505, 32.3870308 41.7498083, 32.3872951 41.7496881, 32.3876384 41.7496029)",,,,,
512866124,Turgut Işık Caddesi,unclassified,False,False,152.921,"LINESTRING (32.3885064 41.744529, 32.3878087 41.7452906, 32.3875021 41.7456813)",,,,,
62369793,Cumhuriyet Caddesi,secondary,False,False,30.234,"LINESTRING (32.3856322 41.7454216, 32.3856312 41.7451497)",,,,,
62369793,Cumhuriyet Caddesi,secondary,False,True,25.953,"LINESTRING (32.3856322 41.7454216, 32.385633 41.745655)",,,,,
370884933,Kuyulu Sokak,residential,False,True,130.725,"LINESTRING (32.3856322 41.7454216, 32.3858936 41.7454611, 32.3860775 41.7456015, 32.3862951 41.7457519, 32.3863297 41.7457758, 32.3865827 41.7459009, 32.3869719 41.745965)",,,,,
370884939,,residential,False,False,91.286,"LINESTRING (32.3846197 41.7459406, 32.3848804 41.7459161, 32.3849495 41.7462612, 32.3849629 41.746537)",,,,,
62369793,Cumhuriyet Caddesi,secondary,False,True,50.478,"LINESTRING (32.3855626 41.7465553, 32.3855463 41.7470091)",,,,,
62369793,Cumhuriyet Caddesi,secondary,False,False,100.281,"LINESTRING (32.3855626 41.7465553, 32.3855905 41.7461595, 32.385633 41.745655)",,,,,
370884931,Tepe Sokak,residential,False,False,178.98000000000002,"LINESTRING (32.3855626 41.7465553, 32.3857909 41.7465674, 32.3860542 41.7466004, 32.3861672 41.7465614, 32.3862048 41.7463332, 32.3862557 41.7461331, 32.3861157 41.7458986, 32.385901 41.7457068, 32.385633 41.745655)",,,,,
512866158,,residential,True,False,14.733,"LINESTRING (32.385668 41.748641, 32.3856716 41.7487056, 32.3857079 41.7487678)",,,,,
512866163,,residential,False,False,34.259,"LINESTRING (32.385668 41.748641, 32.38574 41.7485862, 32.3859928 41.7484522)",2,,,,
512866145,,residential,True,False,19.282,"LINESTRING (32.3857079 41.7487678, 32.3857277 41.7487927, 32.3857305 41.7488078, 32.3857331 41.7488213, 32.3857235 41.7488493, 32.3857003 41.7488724, 32.3856669 41.7488871, 32.3856286 41.7488912)",,,,,roundabout
512866145,,residential,True,False,16.066,"LINESTRING (32.3856286 41.7488912, 32.3855911 41.748884, 32.3855601 41.7488667, 32.3855404 41.7488418, 32.3855349 41.7488132, 32.3855445 41.7487852)",,,,,roundabout
512866160,,residential,True,False,11.357,"LINESTRING (32.3856286 41.7488912, 32.3855656 41.7489196, 32.3855359 41.7489613)",,,,,
"[512866162, 108293255]",,residential,False,True,170.633,"LINESTRING (32.3855359 41.7489613, 32.3855602 41.7493609, 32.3855698 41.749472, 32.3855565 41.7495651, 32.3851625 41.7496875, 32.3848353 41.7496967, 32.3847111 41.7497566, 32.3845997 41.7499993)",2,,,,
512866167,,residential,True,False,20.127000000000002,"LINESTRING (32.3855359 41.7489613, 32.3855133 41.7488696, 32.385528 41.7488185, 32.3855445 41.7487852)",,,,,
253471876,,residential,False,False,43.823,"LINESTRING (32.3865193 41.7494686, 32.3864091 41.7492584, 32.3863218 41.7491031)",,,,,
370884950,Kaledibi Sokak,residential,False,False,55.587999999999994,"LINESTRING (32.3892146 41.7496294, 32.3891547 41.7495824, 32.3889436 41.74944, 32.3887217 41.749291)",,,,,
375408990,,living_street,False,True,82.42500000000001,"LINESTRING (32.3877728 41.750135, 32.3876185 41.7501219, 32.387548 41.7500594, 32.3874863 41.7499575, 32.3874907 41.7498819, 32.387537 41.7497997, 32.3876604 41.7497355, 32.3877025 41.7496929, 32.3876384 41.7496029)",,,,,
66042826,Nöbethane Sokak,residential,False,False,112.946,"LINESTRING (32.3843903 41.7518751, 32.3840838 41.7514184, 32.3841058 41.7513149, 32.3842635 41.7510973, 32.3843429 41.7509564)",,,,,
66042826,Nöbethane Sokak,residential,False,True,68.845,"LINESTRING (32.3843903 41.7518751, 32.3845434 41.7521031, 32.3845907 41.7522501, 32.3845647 41.7523862, 32.3845747 41.7524613)",,,,,
512904077,,living_street,False,False,61.242,"LINESTRING (32.3843903 41.7518751, 32.3842415 41.7520008, 32.3841967 41.7520855, 32.3839965 41.7522238, 32.3838978 41.7522728)",,,,,
512904077,,living_street,False,True,61.242000000000004,"LINESTRING (32.3838978 41.7522728, 32.3839965 41.7522238, 32.3841967 41.7520855, 32.3842415 41.7520008, 32.3843903 41.7518751)",,,,,
370930885,,living_street,False,False,28.519000000000002,"LINESTRING (32.3843969 41.7526786, 32.3844215 41.7526237, 32.3845747 41.7524613)",,,,,
