osmid,oneway,ref,name,highway,reversed,length,bridge,geometry
"[307108224, 71390729, 1053045332]",True,D010,Trabzon-Giresun yolu,trunk,False,477.314,yes,"LINESTRING (38.7127616 40.9501183, 38.7133951 40.9501821, 38.714007 40.9502489, 38.7143759 40.9503156, 38.7148685 40.9504157, 38.7153909 40.9505446, 38.7158295 40.9506684, 38.7163508 40.9508312, 38.7168036 40.9510047, 38.7176872 40.951345, 38.7180827 40.9515152)"
307099156,False,,,secondary,False,128.392,,"LINESTRING (38.7104108 40.949859, 38.7119356 40.9499422)"
307108232,False,,,tertiary,False,21.961,,"LINESTRING (38.7104108 40.949859, 38.710563 40.9496984)"
51985341,False,,,tertiary,False,58.691,,"LINESTRING (38.7087857 40.9474479, 38.7088552 40.9479731)"
816597093,False,,,residential,False,31.311,,"LINESTRING (38.7087857 40.9474479, 38.7091585 40.9474494)"
816597093,False,,,residential,True,57.567,,"LINESTRING (38.7087857 40.9474479, 38.7081075 40.9473729)"
307099145,False,28-07,,secondary,True,211.91,,"LINESTRING (38.7136411 40.9500695, 38.7158138 40.9491005)"
307099164,False,,,secondary,True,15.669,,"LINESTRING (38.7136411 40.9500695, 38.713456 40.9500518)"
"[307099170, 307099164, 307099166]",False,,,secondary,False,205.41600000000003,yes,"LINESTRING (38.7136411 40.9500695, 38.7138396 40.9500942, 38.7144845 40.9502253, 38.7152101 40.9503986, 38.715448 40.9504623, 38.715979 40.9506047)"
307099170,False,,,secondary,False,205.31699999999998,,"LINESTRING (38.715979 40.9506047, 38.7170236 40.9509729, 38.7174233 40.9511248, 38.7176607 40.951221, 38.7178435 40.9513327, 38.7180827 40.9515152)"
"[307099170, 307099164, 307099166]",False,,,secondary,True,205.416,yes,"LINESTRING (38.715979 40.9506047, 38.715448 40.9504623, 38.7152101 40.9503986, 38.7144845 40.9502253, 38.7138396 40.9500942, 38.7136411 40.9500695)"
307108236,False,,,tertiary,True,193.43,,"LINESTRING (38.715979 40.9506047, 38.7162166 40.95039, 38.7166815 40.9501514, 38.717858 40.9496203)"
307099170,False,,,secondary,True,205.317,,"LINESTRING (38.7180827 40.9515152, 38.7178435 40.9513327, 38.7176607 40.951221, 38.7174233 40.9511248, 38.7170236 40.9509729, 38.715979 40.9506047)"
307108248,False,,,tertiary,True,18.944,,"LINESTRING (38.7142919 40.9466751, 38.714109 40.9465754)"
816597085,False,,,residential,False,44.767,,"LINESTRING (38.7142919 40.9466751, 38.7143976 40.9470697)"
307108232,False,,,tertiary,True,44.321,,"LINESTRING (38.7142919 40.9466751, 38.7141515 40.9468143, 38.7139035 40.9469364)"
