osmid,lanes,highway,oneway,reversed,length,geometry,name,maxspeed,bridge
189162662,2,tertiary,False,True,16.079,"LINESTRING (29.3608134 36.6483698, 29.3608147 36.6482252)",,,
59063533,,residential,False,True,93.195,"LINESTRING (29.3608134 36.6483698, 29.3607314 36.6484807, 29.3606603 36.6487719, 29.3606131 36.6491826)",,,
189162662,2,tertiary,False,False,96.565,"LINESTRING (29.3608134 36.6483698, 29.3611236 36.6490289, 29.3612284 36.6491696)",,,
907269301,,tertiary,False,True,9.217,"LINESTRING (29.3603147 36.6460607, 29.3603259 36.6459783)",,,
1172725584,,tertiary,False,False,76.231,"LINESTRING (29.3603147 36.6460607, 29.3602218 36.6467422)",,,
835455422,,residential,False,True,65.321,"LINESTRING (29.3603147 36.6460607, 29.3598605 36.6459991, 29.3596592 36.6461453)",,,
1172725584,,tertiary,False,False,16.493,"LINESTRING (29.3602218 36.6467422, 29.3602731 36.6468847)",,,
1172725584,,tertiary,False,True,76.231,"LINESTRING (29.3602218 36.6467422, 29.3603147 36.6460607)",,,
835455412,,residential,False,False,67.892,"LINESTRING (29.3602218 36.6467422, 29.3598719 36.6466638, 29.3597052 36.6465331, 29.3595794 36.6464479)",,,
58659377,,secondary,True,False,35.621,"LINESTRING (29.3637806 36.6458039, 29.3635833 36.6460824)",İnönü Bulvarı,50,
58682273,,residential,False,True,62.274,"LINESTRING (29.3637806 36.6458039, 29.3644062 36.6460523)",,,
703491060,,secondary,True,False,7.369,"LINESTRING (29.3623142 36.6481006, 29.3623296 36.6481314, 29.3623325 36.6481644)",,30,
189162662,2,tertiary,False,False,7.706,"LINESTRING (29.360819 36.6480893, 29.3608188 36.6481586)",,,
"[82254231, 703491061, 82254247]",,secondary,False,True,114.387,"LINESTRING (29.360819 36.6480893, 29.3609998 36.6481146, 29.3617136 36.6482324, 29.361822 36.648235, 29.361935 36.6482268, 29.3620668 36.6481728)",Kadıköy Caddesi,50,yes
1172725585,,tertiary,False,True,133.15800000000002,"LINESTRING (29.360819 36.6480893, 29.3608084 36.6477893, 29.3607657 36.6474853, 29.3607031 36.647329, 29.3606235 36.6472228, 29.3603836 36.6469883)",,,
58664523,,secondary_link,False,False,6.38,"LINESTRING (29.3641126 36.6451579, 29.3641757 36.6451849)",,30,
58664528,,secondary,True,False,36.061,"LINESTRING (29.3641126 36.6451579, 29.3642905 36.6448667)",İnönü Bulvarı,50,
58659377,,secondary,True,False,77.331,"LINESTRING (29.3641757 36.6451849, 29.3637806 36.6458039)",İnönü Bulvarı,50,
