osmid,highway,oneway,reversed,length,bridge,geometry,ref,name
"[480401154, 480401151, 277263807]",tertiary,False,False,72.456,yes,"LINESTRING (38.9175327 40.8050917, 38.9174695 40.8049792, 38.9171384 40.8046305, 38.9170498 40.8045564)",,
277263807,tertiary,False,True,400.039,,"LINESTRING (38.9175327 40.8050917, 38.917606 40.8053342, 38.9176202 40.8059625, 38.9176979 40.8064049, 38.9177232 40.8069038, 38.9177251 40.8072601, 38.9172698 40.8084349, 38.917213 40.8086244)",,
550563036,primary,True,False,352.1,,"LINESTRING (38.9175327 40.8050917, 38.9173737 40.8053466, 38.9172994 40.8054913, 38.9169525 40.805928, 38.9165738 40.8064048, 38.9164287 40.8066995, 38.9163615 40.8068388, 38.9162093 40.8072674, 38.916004 40.807905, 38.9159769 40.8080035)",D877,
"[277263808, 277263809, 277263807]",tertiary,False,False,200.64599999999996,yes,"LINESTRING (38.9161549 40.8101262, 38.9162346 40.8100961, 38.9163655 40.8100465, 38.916545 40.8099786, 38.9168593 40.809697, 38.9170645 40.8091194, 38.917213 40.8086244)",,
480401146,tertiary,False,False,58.009,,"LINESTRING (38.9161549 40.8101262, 38.9161528 40.8101866, 38.9161154 40.8102856, 38.9161388 40.8104058, 38.9161388 40.8106426)",,
480401146,tertiary,False,True,58.009,,"LINESTRING (38.9161388 40.8106426, 38.9161388 40.8104058, 38.9161154 40.8102856, 38.9161528 40.8101866, 38.9161549 40.8101262)",,
480401151,tertiary,False,True,194.572,,"LINESTRING (38.9153255 40.8034497, 38.9156292 40.8035017, 38.9158185 40.8035848, 38.9161286 40.8038476, 38.9165791 40.804152, 38.9167934 40.804342, 38.9170498 40.8045564)",,
"[490885313, 490885308, 490885317]",unclassified,False,False,90.08500000000001,yes,"LINESTRING (38.9153255 40.8034497, 38.9152054 40.8034695, 38.9151521 40.8035536, 38.9150765 40.8038126, 38.9150143 40.8039808, 38.9148723 40.8040704, 38.9148277 40.8040986)",,
"[490885313, 490885308, 490885317]",unclassified,False,True,90.08500000000001,yes,"LINESTRING (38.9148277 40.8040986, 38.9148723 40.8040704, 38.9150143 40.8039808, 38.9150765 40.8038126, 38.9151521 40.8035536, 38.9152054 40.8034695, 38.9153255 40.8034497)",,
480401151,tertiary,False,False,194.572,,"LINESTRING (38.9170498 40.8045564, 38.9167934 40.804342, 38.9165791 40.804152, 38.9161286 40.8038476, 38.9158185 40.8035848, 38.9156292 40.8035017, 38.9153255 40.8034497)",,
"[277263807, 480401154, 480401151]",tertiary,False,True,72.456,yes,"LINESTRING (38.9170498 40.8045564, 38.9171384 40.8046305, 38.9174695 40.8049792, 38.9175327 40.8050917)",,
"[490885307, 490885309, 490885326]",residential,False,True,350.63999999999993,yes,"LINESTRING (38.9170498 40.8045564, 38.916392 40.8050304, 38.9161031 40.8052356, 38.9157121 40.8054812, 38.9156143 40.805572, 38.9155654 40.80572, 38.915601 40.8059656, 38.9155654 40.80609, 38.9154543 40.8061876, 38.9143388 40.8067392)",,
"[490885307, 490885309, 490885326]",residential,False,False,350.64,yes,"LINESTRING (38.9143388 40.8067392, 38.9154543 40.8061876, 38.9155654 40.80609, 38.915601 40.8059656, 38.9155654 40.80572, 38.9156143 40.805572, 38.9157121 40.8054812, 38.9161031 40.8052356, 38.916392 40.8050304, 38.9170498 40.8045564)",,
277263807,tertiary,False,False,400.03899999999993,,"LINESTRING (38.917213 40.8086244, 38.9172698 40.8084349, 38.9177251 40.8072601, 38.9177232 40.8069038, 38.9176979 40.8064049, 38.9176202 40.8059625, 38.917606 40.8053342, 38.9175327 40.8050917)",,
"[277263808, 277263809, 277263807]",tertiary,False,True,200.64600000000002,yes,"LINESTRING (38.917213 40.8086244, 38.9170645 40.8091194, 38.9168593 40.809697, 38.916545 40.8099786, 38.9163655 40.8100465, 38.9162346 40.8100961, 38.9161549 40.8101262)",,
550563031,residential,False,False,125.027,,"LINESTRING (38.917213 40.8086244, 38.9168611 40.8084167, 38.9164329 40.8082092, 38.9159769 40.8080035)",,
550563031,residential,False,True,125.027,,"LINESTRING (38.9159769 40.8080035, 38.9164329 40.8082092, 38.9168611 40.8084167, 38.917213 40.8086244)",,
"[277263801, 71054867, 277263806]",primary,True,False,604.371,yes,"LINESTRING (38.9144969 40.8099555, 38.9146838 40.809696, 38.9150134 40.8093023, 38.9151699 40.8091379, 38.9156672 40.8084973, 38.9157612 40.8083348, 38.9158644 40.808023, 38.9159399 40.8078154, 38.916043 40.8074656, 38.9162556 40.8068313, 38.9164054 40.8065145, 38.9165582 40.806277, 38.9167144 40.8060988, 38.9169846 40.8057597, 38.9173292 40.8052695, 38.9175327 40.8050917)",D877,Tirebolu - Doğankent Yolu
