osmid,ref,highway,oneway,reversed,length,geometry,lanes,bridge,junction
59779752,67-51,secondary,False,False,120.339,"LINESTRING (31.3815217 41.1777159, 31.381704 41.1777996, 31.3817773 41.1778443, 31.3818227 41.1778811, 31.381866 41.177918, 31.3819196 41.1779561, 31.3819836 41.1779827, 31.3820604 41.1780046, 31.3824403 41.1780984, 31.3826249 41.178124, 31.3828062 41.1781276)",,,
710997593,D010,trunk,True,False,47.82599999999999,"LINESTRING (31.3815217 41.1777159, 31.3816694 41.1778459, 31.3817754 41.1779738, 31.3818242 41.1780757)",2,,
59779770,D010,trunk,True,False,46.101,"LINESTRING (31.3855267 41.1839879, 31.385586 41.184336, 31.3855772 41.1843993)",,,
211935590,,tertiary,False,True,129.845,"LINESTRING (31.3855267 41.1839879, 31.3853771 41.1835828, 31.3851336 41.1832821, 31.3849839 41.1830519, 31.3849694 41.1829135)",,,
59779752,67-51,secondary,False,False,78.565,"LINESTRING (31.3839171 41.1767198, 31.3838508 41.176548, 31.383747 41.1763081, 31.3835824 41.1760622)",,,
59779752,67-51,secondary,False,True,56.343,"LINESTRING (31.3839171 41.1767198, 31.3839944 41.1770392, 31.3840238 41.1772199)",,,
1211544650,,residential,False,True,116.304,"LINESTRING (31.3839171 41.1767198, 31.3833931 41.1767825, 31.383259 41.1767926, 31.3825348 41.1768007)",,,
59779752,67-51,secondary,False,False,162.602,"LINESTRING (31.3828062 41.1781276, 31.38326 41.17806, 31.38371 41.17787, 31.38391 41.1777, 31.38402 41.17752, 31.3840311 41.1772651, 31.3840238 41.1772199)",,,
59779752,67-51,secondary,False,True,120.33900000000001,"LINESTRING (31.3828062 41.1781276, 31.3826249 41.178124, 31.3824403 41.1780984, 31.3820604 41.1780046, 31.3819836 41.1779827, 31.3819196 41.1779561, 31.381866 41.177918, 31.3818227 41.1778811, 31.3817773 41.1778443, 31.381704 41.1777996, 31.3815217 41.1777159)",,,
133448117,,tertiary,False,True,91.71000000000001,"LINESTRING (31.3828062 41.1781276, 31.382616 41.1777849, 31.3825253 41.1776641, 31.3821852 41.1774812)",,,
"[59779761, 195746366]",D010,trunk,True,False,237.836,"LINESTRING (31.3853088 41.1843782, 31.3852829 41.1840327, 31.3852386 41.1838214, 31.3851233 41.183662, 31.384917 41.1834172, 31.3843568 41.1825112, 31.3843129 41.1824081)",,,
211935657,67-50,secondary,True,False,23.147,"LINESTRING (31.3853088 41.1843782, 31.3854313 41.184365, 31.3855772 41.1843993)",,,
195746366,D010,trunk,True,False,24.744,"LINESTRING (31.3853133 41.1846007, 31.3853088 41.1843782)",,,
211935634,,residential,False,False,159.581,"LINESTRING (31.3919839 41.1760349, 31.3911335 41.1773194)",,,
211935584,,residential,False,False,50.66,"LINESTRING (31.3906752 41.1770491, 31.3905669 41.1771766, 31.3904733 41.1774726)",,,
211935620,,residential,False,False,49.379999999999995,"LINESTRING (31.3906752 41.1770491, 31.3909602 41.1771719, 31.3911335 41.1773194)",,,
211935634,,residential,False,True,159.581,"LINESTRING (31.3911335 41.1773194, 31.3919839 41.1760349)",,,
211935620,,residential,False,False,54.843,"LINESTRING (31.3911335 41.1773194, 31.391316 41.1774867, 31.3915599 41.1776938)",,,
211935620,,residential,False,True,49.379999999999995,"LINESTRING (31.3911335 41.1773194, 31.3909602 41.1771719, 31.3906752 41.1770491)",,,
211935634,,residential,False,False,71.27199999999999,"LINESTRING (31.3911335 41.1773194, 31.39106 41.1774303, 31.3909227 41.1775478, 31.3907916 41.1775713, 31.3904733 41.1774726)",,,
211935584,,residential,False,False,62.760000000000005,"LINESTRING (31.3904733 41.1774726, 31.3903672 41.1777028, 31.3902736 41.1777921, 31.3900755 41.1779357)",,,
211935584,,residential,False,True,50.66,"LINESTRING (31.3904733 41.1774726, 31.3905669 41.1771766, 31.3906752 41.1770491)",,,
211935634,,residential,False,True,71.272,"LINESTRING (31.3904733 41.1774726, 31.3907916 41.1775713, 31.3909227 41.1775478, 31.39106 41.1774303, 31.3911335 41.1773194)",,,
211935587,,tertiary,False,False,107.208,"LINESTRING (31.3915599 41.1776938, 31.3912566 41.1779221, 31.3907198 41.1784201)",,,
211935620,,residential,False,True,54.843,"LINESTRING (31.3915599 41.1776938, 31.391316 41.1774867, 31.3911335 41.1773194)",,,
211935584,,residential,False,False,57.814,"LINESTRING (31.3900755 41.1779357, 31.389701 41.1783726)",,,
211935584,,residential,False,True,62.76,"LINESTRING (31.3900755 41.1779357, 31.3902736 41.1777921, 31.3903672 41.1777028, 31.3904733 41.1774726)",,,
1262542094,,residential,False,True,204.65099999999998,"LINESTRING (31.3900755 41.1779357, 31.3899186 41.1777773, 31.3895028 41.1775859, 31.3885744 41.1773429, 31.3878747 41.1772421)",,,
211935564,,residential,False,False,83.355,"LINESTRING (31.3915784 41.1780402, 31.3907198 41.1784201)",,,
211935569,,residential,False,False,52.809,"LINESTRING (31.3915784 41.1780402, 31.3918918 41.1784524)",,,
211935584,,residential,False,True,57.814,"LINESTRING (31.389701 41.1783726, 31.3900755 41.1779357)",,,
211935584,,residential,False,False,203.24200000000002,"LINESTRING (31.389701 41.1783726, 31.3892079 41.1788001, 31.3881856 41.1798)",,,
1180368746,,residential,False,False,434.714,"LINESTRING (31.389701 41.1783726, 31.3894782 41.1782816, 31.3891564 41.1781726, 31.3890149 41.1781435, 31.3887736 41.1781338, 31.3886191 41.1781823, 31.3884003 41.1783179, 31.3882362 41.1785746, 31.3879949 41.1790323, 31.3876603 41.1794221, 31.3869332 41.1800687, 31.386634 41.1803617, 31.3865439 41.1804223, 31.3864313 41.180461, 31.3861947 41.1804824)",,,
1180368746,,residential,False,True,85.68199999999999,"LINESTRING (31.389701 41.1783726, 31.3900085 41.178414, 31.3903116 41.1784196, 31.3907198 41.1784201)",,,
211935564,,residential,False,True,83.355,"LINESTRING (31.3907198 41.1784201, 31.3915784 41.1780402)",,,
211935587,,tertiary,False,True,107.208,"LINESTRING (31.3907198 41.1784201, 31.3912566 41.1779221, 31.3915599 41.1776938)",,,
211935590,,tertiary,False,False,240.91499999999996,"LINESTRING (31.3907198 41.1784201, 31.3897212 41.1790402, 31.3895027 41.1793033, 31.3893841 41.17951, 31.3894403 41.17982, 31.3895839 41.1800596, 31.3896547 41.1801207)",,,
