osmid,highway,junction,oneway,reversed,length,geometry,ref,bridge,lanes
170955647,secondary,roundabout,True,False,6.710000000000001,"LINESTRING (28.174974 39.2388562, 28.1749295 39.2388667, 28.1748981 39.2388668)",,,
170955649,secondary,,False,False,52.131,"LINESTRING (28.1697585 39.2396147, 28.1703413 39.2397414)",10-32,,
170955649,secondary,,False,True,19.626,"LINESTRING (28.1697585 39.2396147, 28.169553 39.2395384)",10-32,,
310755503,residential,,False,True,39.397,"LINESTRING (28.1697585 39.2396147, 28.1696005 39.2399472)",,,
170955650,secondary,,False,True,45.046,"LINESTRING (28.1750459 39.2407468, 28.1750128 39.2403425)",,,
361365019,residential,,False,False,42.684,"LINESTRING (28.1750459 39.2407468, 28.1755412 39.240761)",,,
"[170955650, 310755311, 310755367]",secondary,,False,False,198.16400000000002,"LINESTRING (28.1750459 39.2407468, 28.1751606 39.2423931, 28.1751692 39.2424886, 28.1751728 39.2425262)",,yes,
170955649,secondary,,False,True,52.131,"LINESTRING (28.1703413 39.2397414, 28.1697585 39.2396147)",10-32,,
674597114,tertiary,,False,True,50.643,"LINESTRING (28.1703413 39.2397414, 28.1700893 39.2401529)",,,2
170955649,secondary,,False,False,209.807,"LINESTRING (28.1703413 39.2397414, 28.1713299 39.2397627, 28.1720471 39.2397165, 28.1725226 39.2395324, 28.1726541 39.2394199)",10-32,,
310755334,tertiary,,False,True,150.724,"LINESTRING (28.1703413 39.2397414, 28.1704247 39.239544, 28.1710939 39.2385199)",,,
170955647,secondary,roundabout,True,False,17.277,"LINESTRING (28.1748981 39.2388668, 28.1748535 39.2388566, 28.1748161 39.2388352, 28.1747853 39.2387944, 28.1747795 39.2387586)",,,
170955650,secondary,,False,False,106.55499999999999,"LINESTRING (28.1748981 39.2388668, 28.1749053 39.238958, 28.1749733 39.2398233)",,,
170955649,secondary,,False,True,12.497,"LINESTRING (28.1747795 39.2387586, 28.1746389 39.2387864)",10-32,,
170955647,secondary,roundabout,True,False,15.783999999999999,"LINESTRING (28.1747795 39.2387586, 28.1747873 39.2387285, 28.1748105 39.2386973, 28.1748498 39.2386725, 28.1748939 39.2386612)",,,
180565633,tertiary,,False,True,37.972,"LINESTRING (28.1748939 39.2386612, 28.1748429 39.238322)",,,
170955647,secondary,roundabout,True,False,15.249,"LINESTRING (28.1748939 39.2386612, 28.1749289 39.2386608, 28.1749734 39.2386712, 28.1750125 39.2386942, 28.1750372 39.2387247)",,,
310755425,tertiary,,True,False,18.372,"LINESTRING (28.1750372 39.2387247, 28.1752043 39.2388274)",,,
170955647,secondary,roundabout,True,False,17.034999999999997,"LINESTRING (28.1750372 39.2387247, 28.175047 39.2387662, 28.1750379 39.2388016, 28.1750111 39.2388345, 28.174974 39.2388562)",,,
180565633,tertiary,,False,False,94.612,"LINESTRING (28.1770107 39.2354464, 28.1760849 39.2359044)",,,
180565633,tertiary,,False,True,91.105,"LINESTRING (28.1770107 39.2354464, 28.1779149 39.2350212)",,,
360697373,tertiary,,False,True,46.267,"LINESTRING (28.1770107 39.2354464, 28.1772631 39.2358137)",,,
180565633,tertiary,,False,True,34.635,"LINESTRING (28.1757481 39.2360746, 28.1760849 39.2359044)",,,
180565633,tertiary,,False,False,47.841,"LINESTRING (28.1757481 39.2360746, 28.1754723 39.2362696, 28.1753826 39.2363923)",,,
243349566,residential,,False,False,63.775,"LINESTRING (28.1757481 39.2360746, 28.1756738 39.2359259, 28.1756637 39.2356782, 28.1756891 39.2355131)",,,
