osmid,ref,name,highway,junction,oneway,reversed,length,geometry
192245218,42-25,İstiklal Caddesi,secondary,roundabout,True,False,3.108,"LINESTRING (32.776341 37.5698229, 32.7763647 37.5698436)"
192245246,42-25,Menekşe Caddesi,secondary,,False,True,72.69,"LINESTRING (32.7801696 37.567166, 32.7795505 37.5675979)"
666907072,,Adem Yavuz Caddesi,tertiary,,False,True,53.962,"LINESTRING (32.7801696 37.567166, 32.7805941 37.5675157)"
192245045,,İstiklal Caddesi,tertiary,,True,False,51.708,"LINESTRING (32.7758581 37.5695588, 32.776341 37.5698229)"
192245059,,İstiklal Caddesi,tertiary,,False,False,16.747,"LINESTRING (32.7758581 37.5695588, 32.7757271 37.5694497)"
256442863,,,residential,,False,True,125.96199999999999,"LINESTRING (32.7758581 37.5695588, 32.7760663 37.5694108, 32.7769178 37.5687987)"
664249234,,Gazi Caddesi,tertiary,,False,False,52.796,"LINESTRING (32.7831247 37.5696168, 32.7826825 37.5699371)"
664249234,,Gazi Caddesi,tertiary,,False,True,85.958,"LINESTRING (32.7831247 37.5696168, 32.7838474 37.5690977)"
666907071,,72432. Sokak,residential,,False,True,64.966,"LINESTRING (32.7831247 37.5696168, 32.7836419 37.5700331)"
666907072,,Adem Yavuz Caddesi,tertiary,,False,False,64.253,"LINESTRING (32.7831247 37.5696168, 32.7826279 37.5691939)"
192245044,,İstiklal Caddesi,tertiary,,True,False,10.82,"LINESTRING (32.7761737 37.5699316, 32.7761053 37.5698508)"
192245218,42-25,İstiklal Caddesi,secondary,roundabout,True,False,16.633,"LINESTRING (32.7761737 37.5699316, 32.7761623 37.5699031, 32.7761638 37.5698732, 32.7761778 37.5698454, 32.7762028 37.569823, 32.7762359 37.5698086)"
192245246,42-25,Menekşe Caddesi,secondary,,False,False,0.685,"LINESTRING (32.776379 37.5698691, 32.7763848 37.569865)"
192245218,42-25,İstiklal Caddesi,secondary,roundabout,True,False,15.519999999999998,"LINESTRING (32.776379 37.5698691, 32.7763824 37.5698969, 32.7763747 37.5699241, 32.7763565 37.569948, 32.7763298 37.5699662, 32.7762972 37.5699768)"
192245218,42-25,İstiklal Caddesi,secondary,roundabout,True,False,6.655,"LINESTRING (32.776228 37.5699719, 32.7761964 37.5699555, 32.7761737 37.5699316)"
192245101,,İstiklal Caddesi,tertiary,,True,False,18.226,"LINESTRING (32.7767472 37.5702516, 32.7765794 37.5701558)"
192245112,,İstiklal Caddesi,tertiary,,False,False,33.693,"LINESTRING (32.7767472 37.5702516, 32.7770086 37.5704727)"
666890424,,72448. Sokak,residential,,False,True,185.143,"LINESTRING (32.7767472 37.5702516, 32.7783106 37.5691395)"
192245112,,İstiklal Caddesi,tertiary,,False,False,18.455,"LINESTRING (32.7792984 37.5724098, 32.7794416 37.5725309)"
192245112,,İstiklal Caddesi,tertiary,,False,True,32.925,"LINESTRING (32.7792984 37.5724098, 32.779043 37.5721937)"
664249234,,Gazi Caddesi,tertiary,,False,True,97.315,"LINESTRING (32.7792984 37.5724098, 32.7801151 37.5718208)"
192245083,,Recep Konuk Caddesi,tertiary,,False,False,179.294,"LINESTRING (32.7810981 37.5739322, 32.7825712 37.5728201)"
192245083,,Recep Konuk Caddesi,tertiary,,False,True,126.821,"LINESTRING (32.7810981 37.5739322, 32.7800568 37.5747194)"
192245112,,İstiklal Caddesi,tertiary,,False,True,103.377,"LINESTRING (32.7810981 37.5739322, 32.780325 37.573233)"
192245079,,72134. Sokak,residential,,False,False,51.894,"LINESTRING (32.779113 37.5740913, 32.7795189 37.5744294)"
256417580,,Çanakkale Caddesi,tertiary,,False,False,143.24,"LINESTRING (32.779113 37.5740913, 32.780325 37.573233)"
256417580,,Çanakkale Caddesi,tertiary,,False,True,157.205,"LINESTRING (32.779113 37.5740913, 32.7778372 37.5750794)"
666192051,,72137. Sokak,residential,,False,False,52.961,"LINESTRING (32.779113 37.5740913, 32.7786983 37.5737466)"
192245079,,72134. Sokak,residential,,False,False,44.697,"LINESTRING (32.7799607 37.5747917, 32.780323 37.575073)"
192245079,,72134. Sokak,residential,,False,True,56.026,"LINESTRING (32.7799607 37.5747917, 32.7795189 37.5744294)"
192245083,,Recep Konuk Caddesi,tertiary,,False,False,11.677,"LINESTRING (32.7799607 37.5747917, 32.7800568 37.5747194)"
192245083,,Recep Konuk Caddesi,tertiary,,False,True,158.005,"LINESTRING (32.7799607 37.5747917, 32.7786443 37.5757564)"
192245079,,72134. Sokak,residential,,False,True,44.697,"LINESTRING (32.780323 37.575073, 32.7799607 37.5747917)"
192245112,,İstiklal Caddesi,tertiary,,False,False,18.345,"LINESTRING (32.7770086 37.5704727, 32.7771509 37.5705931)"
192245112,,İstiklal Caddesi,tertiary,,False,True,33.693,"LINESTRING (32.7770086 37.5704727, 32.7767472 37.5702516)"
256437048,,72130. Sokak,residential,,False,True,89.141,"LINESTRING (32.7770086 37.5704727, 32.7762743 37.571024)"
256437054,,,residential,,False,True,59.95,"LINESTRING (32.7758961 37.5675765, 32.7764246 37.5672371)"
256437074,,,residential,,False,False,85.14,"LINESTRING (32.7758961 37.5675765, 32.776338 37.5680857, 32.7764389 37.5682098)"
256437074,,,residential,,False,True,77.907,"LINESTRING (32.7769178 37.5687987, 32.7764389 37.5682098)"
256442863,,,residential,,False,True,58.077,"LINESTRING (32.7769178 37.5687987, 32.777406 37.5684479)"
256442863,,,residential,,False,False,125.96199999999999,"LINESTRING (32.7769178 37.5687987, 32.7760663 37.5694108, 32.7758581 37.5695588)"
