osmid,highway,oneway,reversed,length,ref,name,geometry
216719189,residential,False,False,66.48,,,"LINESTRING (35.2502925 39.191538, 35.2500463 39.1909714)"
1236340403,secondary,False,False,12.799,66-38,Kuddusi Sezer Caddesi,"LINESTRING (35.2502925 39.191538, 35.2501524 39.1915762)"
1236340403,secondary,False,True,132.569,66-38,Kuddusi Sezer Caddesi,"LINESTRING (35.2502925 39.191538, 35.2517452 39.1911459)"
216719209,tertiary,False,False,74.289,,Rıfat Kozan Caddesi,"LINESTRING (35.2493384 39.1917816, 35.2496637 39.1924003)"
216719209,tertiary,False,True,76.462,,Rıfat Kozan Caddesi,"LINESTRING (35.2493384 39.1917816, 35.2490199 39.1911398)"
1236340403,secondary,False,False,115.027,66-38,Kuddusi Sezer Caddesi,"LINESTRING (35.2493384 39.1917816, 35.2481214 39.1922064)"
1236340403,secondary,False,True,73.775,66-38,Kuddusi Sezer Caddesi,"LINESTRING (35.2493384 39.1917816, 35.2501524 39.1915762)"
1236340403,secondary,False,False,68.793,66-38,Kuddusi Sezer Caddesi,"LINESTRING (35.2472083 39.1925055, 35.246486 39.1927689)"
1236340403,secondary,False,True,7.516,66-38,Kuddusi Sezer Caddesi,"LINESTRING (35.2472083 39.1925055, 35.2472887 39.1924793)"
1012896764,residential,False,False,103.703,,,"LINESTRING (35.2472083 39.1925055, 35.2469316 39.1919722, 35.2467643 39.1916387)"
216719205,residential,False,False,53.784,,,"LINESTRING (35.2517452 39.1911459, 35.2516141 39.190673)"
1236340403,secondary,False,False,132.569,66-38,Kuddusi Sezer Caddesi,"LINESTRING (35.2517452 39.1911459, 35.2502925 39.191538)"
171637767,secondary,False,True,9.045,66-34,Şevket Hokkaömeroğlu Bulvarı,"LINESTRING (35.245025 39.1898286, 35.2450346 39.1899096)"
171637747,secondary,True,False,86.923,66-34,,"LINESTRING (35.245025 39.1898286, 35.2449013 39.1891077, 35.244884 39.1890549)"
216719150,residential,False,False,83.148,,,"LINESTRING (35.245025 39.1898286, 35.2452644 39.1898008, 35.245972 39.1896868)"
171637759,secondary,False,False,5.72,66-34,,"LINESTRING (35.2475069 39.1943866, 35.2474697 39.194344)"
171637759,secondary,False,True,108.955,66-34,,"LINESTRING (35.2475069 39.1943866, 35.2481733 39.1952193)"
216719169,residential,False,False,69.728,,,"LINESTRING (35.2475069 39.1943866, 35.24818 39.1940386)"
171637567,residential,False,False,54.955,,,"LINESTRING (35.2422296 39.1939173, 35.2424554 39.1943795)"
171637632,tertiary,False,False,91.903,,Ali İhsan Kadıoğlu Caddesi,"LINESTRING (35.2422296 39.1939173, 35.2411698 39.1940094)"
216719183,residential,False,False,111.913,,,"LINESTRING (35.2422296 39.1939173, 35.2420558 39.1929199)"
171637632,tertiary,False,True,105.09299999999999,,Ali İhsan Kadıoğlu Caddesi,"LINESTRING (35.2422296 39.1939173, 35.2424968 39.1938949, 35.2427267 39.1938692, 35.24297 39.19384, 35.2434329 39.1937675)"
171637632,tertiary,False,False,51.395,,Ali İhsan Kadıoğlu Caddesi,"LINESTRING (35.2444291 39.1935806, 35.2438544 39.1937041)"
560980378,residential,False,True,104.506,,,"LINESTRING (35.2444291 39.1935806, 35.2441325 39.1926693)"
171637632,tertiary,False,True,67.53999999999999,,Ali İhsan Kadıoğlu Caddesi,"LINESTRING (35.2444291 39.1935806, 35.2445683 39.1935374, 35.24499 39.1933857, 35.2451422 39.193329)"
171637638,tertiary,False,False,80.587,,,"LINESTRING (35.2444291 39.1935806, 35.2445447 39.193823, 35.2449986 39.1941291)"
171637759,secondary,False,False,47.485,66-34,,"LINESTRING (35.2467372 39.1935036, 35.2464378 39.1931451)"
171637759,secondary,False,True,15.501,66-34,,"LINESTRING (35.2467372 39.1935036, 35.2468381 39.193619)"
171637545,residential,False,True,139.639,,,"LINESTRING (35.2467372 39.1935036, 35.2464867 39.19347, 35.2462496 39.193529, 35.2460887 39.193634, 35.2455929 39.1942224)"
171647789,secondary,False,True,157.20100000000002,,,"LINESTRING (35.2467372 39.1935036, 35.246611 39.1938098, 35.2464416 39.1941717, 35.2459328 39.1947589)"
216719180,residential,False,True,76.066,,,"LINESTRING (35.2492558 39.1867754, 35.2493815 39.1869349, 35.2494057 39.1870665, 35.2491693 39.1873813)"
685851070,residential,False,True,59.377,,,"LINESTRING (35.2448277 39.1868547, 35.2455057 39.1869495)"
316719216,tertiary,False,True,105.624,,Şehit Uğur Karasu Caddesi,"LINESTRING (35.2448277 39.1868547, 35.2445159 39.1873352, 35.2442573 39.1876952)"
316993080,residential,False,True,95.25699999999999,,,"LINESTRING (35.2448277 39.1868547, 35.2447247 39.1868799, 35.2446512 39.1869064, 35.2445624 39.1869385, 35.2438474 39.1872468)"
171637498,tertiary,False,True,11.661,,Bağ Yolu Caddesi,"LINESTRING (35.2460836 39.1871309, 35.2462097 39.1871689)"
685851070,residential,False,False,53.781,,,"LINESTRING (35.2460836 39.1871309, 35.2455552 39.1869592, 35.2455057 39.1869495)"
171637498,tertiary,False,False,11.661,,Bağ Yolu Caddesi,"LINESTRING (35.2462097 39.1871689, 35.2460836 39.1871309)"
171637498,tertiary,False,True,106.808,,Bağ Yolu Caddesi,"LINESTRING (35.2462097 39.1871689, 35.2473716 39.187503)"
171637635,secondary,True,False,82.24,,Yusuf Başer Bulvarı,"LINESTRING (35.2462097 39.1871689, 35.2458483 39.1878534)"
216719158,residential,False,False,97.773,,,"LINESTRING (35.2435722 39.1872004, 35.2427619 39.1878158)"
171637524,residential,False,True,124.581,,,"LINESTRING (35.2406722 39.1873398, 35.2405633 39.188457)"
171637498,tertiary,False,False,106.808,,Bağ Yolu Caddesi,"LINESTRING (35.2473716 39.187503, 35.2462097 39.1871689)"
171637498,tertiary,False,True,12.573,,Bağ Yolu Caddesi,"LINESTRING (35.2473716 39.187503, 35.2475071 39.1875449)"
216719211,residential,False,True,69.354,,,"LINESTRING (35.2473716 39.187503, 35.2476695 39.1869236)"
216719205,residential,False,True,67.781,,,"LINESTRING (35.250234 39.1875882, 35.2504899 39.1881646)"
171637498,tertiary,False,False,80.491,,Bağ Yolu Caddesi,"LINESTRING (35.250234 39.1875882, 35.2498436 39.1877033, 35.2493564 39.1878356)"
171637498,tertiary,False,True,112.101,,Bağ Yolu Caddesi,"LINESTRING (35.250234 39.1875882, 35.2507031 39.1874181, 35.250853 39.1873565, 35.2510968 39.1872494, 35.2513836 39.1871184)"
171637502,residential,False,True,98.635,,,"LINESTRING (35.246419 39.1879699, 35.2463721 39.1888562)"
216719153,residential,False,False,68.067,,,"LINESTRING (35.246419 39.1879699, 35.2472037 39.1879006)"
216719153,residential,False,True,50.863,,,"LINESTRING (35.246419 39.1879699, 35.2458483 39.1878534)"
171637502,residential,False,False,83.753,,,"LINESTRING (35.2463763 39.1896094, 35.2463721 39.1888562)"
171637502,residential,False,True,47.596,,,"LINESTRING (35.2463763 39.1896094, 35.2464109 39.1900366)"
216719150,residential,False,False,154.127,,,"LINESTRING (35.2463763 39.1896094, 35.247987 39.1890071)"
216719150,residential,False,True,35.891,,,"LINESTRING (35.2463763 39.1896094, 35.245972 39.1896868)"
171637477,residential,False,False,146.932,,,"LINESTRING (35.2514169 39.1901347, 35.24973 39.1903262)"
216719205,residential,False,True,62.222,,,"LINESTRING (35.2514169 39.1901347, 35.2516141 39.190673)"
216719205,residential,False,False,127.78399999999999,,,"LINESTRING (35.2514169 39.1901347, 35.2509749 39.1892433, 35.2508924 39.1890599)"
171637477,residential,False,False,89.679,,,"LINESTRING (35.24973 39.1903262, 35.2487379 39.1905695)"
171637477,residential,False,True,146.932,,,"LINESTRING (35.24973 39.1903262, 35.2514169 39.1901347)"
216719189,residential,False,False,76.791,,,"LINESTRING (35.24973 39.1903262, 35.2494212 39.1896784)"
216719189,residential,False,True,76.747,,,"LINESTRING (35.24973 39.1903262, 35.2500463 39.1909714)"
171637477,residential,False,False,50.941,,,"LINESTRING (35.2487379 39.1905695, 35.248155 39.1906455)"
171637477,residential,False,True,89.679,,,"LINESTRING (35.2487379 39.1905695, 35.24973 39.1903262)"
216719209,tertiary,False,False,67.912,,Rıfat Kozan Caddesi,"LINESTRING (35.2487379 39.1905695, 35.2490199 39.1911398)"
216719209,tertiary,False,True,134.134,,Rıfat Kozan Caddesi,"LINESTRING (35.2487379 39.1905695, 35.2481799 39.1894434)"
171637477,residential,False,False,122.617,,,"LINESTRING (35.246546 39.1908578, 35.2451508 39.1910739)"
171637502,residential,False,False,92.053,,,"LINESTRING (35.246546 39.1908578, 35.2464109 39.1900366)"
171637477,residential,False,True,140.78,,,"LINESTRING (35.246546 39.1908578, 35.2476299 39.1907397, 35.248155 39.1906455)"
1012896764,residential,False,True,88.852,,,"LINESTRING (35.246546 39.1908578, 35.2466698 39.1913215, 35.2467643 39.1916387)"
171637538,tertiary,False,False,49.733,,,"LINESTRING (35.2438762 39.1910384, 35.2433038 39.1910952)"
171637538,tertiary,False,True,52.836,,,"LINESTRING (35.2438762 39.1910384, 35.2444864 39.1910844)"
171637551,residential,False,False,93.395,,,"LINESTRING (35.2438762 39.1910384, 35.2437161 39.1918691)"
171637477,residential,False,True,122.617,,,"LINESTRING (35.2451508 39.1910739, 35.246546 39.1908578)"
171637538,tertiary,False,False,57.271,,,"LINESTRING (35.2451508 39.1910739, 35.2444864 39.1910844)"
171637767,secondary,False,False,49.596,66-34,Şevket Hokkaömeroğlu Bulvarı,"LINESTRING (35.2451508 39.1910739, 35.2451137 39.1906288)"
171637767,secondary,False,True,84.08999999999999,66-34,Şevket Hokkaömeroğlu Bulvarı,"LINESTRING (35.2451508 39.1910739, 35.2451706 39.1913144, 35.2451893 39.1914268, 35.2452095 39.1915371, 35.2452383 39.1916359, 35.2452725 39.1917305, 35.2453108 39.1918165)"
171637538,tertiary,False,False,52.836,,,"LINESTRING (35.2444864 39.1910844, 35.2438762 39.1910384)"
171637538,tertiary,False,True,57.271,,,"LINESTRING (35.2444864 39.1910844, 35.2451508 39.1910739)"
560980378,residential,False,False,98.572,,,"LINESTRING (35.2444864 39.1910844, 35.2442914 39.1919579)"
560980378,residential,False,True,53.424,,,"LINESTRING (35.2444864 39.1910844, 35.2445218 39.1908434, 35.2445222 39.1906055)"
171637490,tertiary,False,True,50.687,,,"LINESTRING (35.240542 39.1912588, 35.2406629 39.1917049)"
171637490,tertiary,False,False,50.687,,,"LINESTRING (35.2406629 39.1917049, 35.240542 39.1912588)"
171637511,residential,False,False,21.263,,,"LINESTRING (35.2406629 39.1917049, 35.2406969 39.1918943)"
171637538,tertiary,False,True,36.825,,,"LINESTRING (35.2406629 39.1917049, 35.2410682 39.1916)"
171637767,secondary,False,True,27.345,66-34,Şevket Hokkaömeroğlu Bulvarı,"LINESTRING (35.245774 39.1924088, 35.2459597 39.1926082)"
171637476,residential,False,True,88.654,,,"LINESTRING (35.245774 39.1924088, 35.2452927 39.1925905, 35.2449624 39.1926364, 35.2448048 39.1926423)"
171637767,secondary,False,False,77.145,66-34,Şevket Hokkaömeroğlu Bulvarı,"LINESTRING (35.245774 39.1924088, 35.2455147 39.1921063, 35.2454237 39.1919931, 35.2453572 39.1918976, 35.2453108 39.1918165)"
171637476,residential,False,False,48.849,,,"LINESTRING (35.2435821 39.1925643, 35.2441325 39.1926693)"
171637551,residential,False,False,32.381,,,"LINESTRING (35.2435821 39.1925643, 35.2436574 39.1928496)"
171637551,residential,False,True,78.161,,,"LINESTRING (35.2435821 39.1925643, 35.2437161 39.1918691)"
171637476,residential,False,True,64.788,,,"LINESTRING (35.2435821 39.1925643, 35.2430655 39.192538, 35.2428344 39.1925668)"
171637476,residential,False,False,20.376,,,"LINESTRING (35.2441325 39.1926693, 35.2443686 39.1926595)"
171637476,residential,False,True,48.849,,,"LINESTRING (35.2441325 39.1926693, 35.2435821 39.1925643)"
560980378,residential,False,False,104.506,,,"LINESTRING (35.2441325 39.1926693, 35.2444291 39.1935806)"
560980378,residential,False,True,80.281,,,"LINESTRING (35.2441325 39.1926693, 35.2442914 39.1919579)"
1236000158,secondary,True,False,20.22,66-38,Kuddusi Sezer Caddesi,"LINESTRING (35.246486 39.1927689, 35.2462929 39.1928722)"
1236340403,secondary,False,True,68.793,66-38,Kuddusi Sezer Caddesi,"LINESTRING (35.246486 39.1927689, 35.2472083 39.1925055)"
171637476,residential,False,False,61.113,,,"LINESTRING (35.2408807 39.1929121, 35.2415658 39.1927702)"
171637511,residential,False,False,124.532,,,"LINESTRING (35.2408807 39.1929121, 35.2411698 39.1940094)"
171637511,residential,False,True,114.277,,,"LINESTRING (35.2408807 39.1929121, 35.2406969 39.1918943)"
171637512,residential,False,False,107.128,,,"LINESTRING (35.2451422 39.193329, 35.2455129 39.1941394, 35.2455929 39.1942224)"
171637632,tertiary,False,False,67.53999999999999,,Ali İhsan Kadıoğlu Caddesi,"LINESTRING (35.2451422 39.193329, 35.24499 39.1933857, 35.2445683 39.1935374, 35.2444291 39.1935806)"
171637632,tertiary,False,True,71.674,,Ali İhsan Kadıoğlu Caddesi,"LINESTRING (35.2451422 39.193329, 35.2452853 39.1932676, 35.2458628 39.1930072)"
171637551,residential,False,False,72.762,,,"LINESTRING (35.2438544 39.1937041, 35.2440947 39.1943314)"
171637551,residential,False,True,96.521,,,"LINESTRING (35.2438544 39.1937041, 35.2436574 39.1928496)"
171637632,tertiary,False,False,37.002,,Ali İhsan Kadıoğlu Caddesi,"LINESTRING (35.2438544 39.1937041, 35.2434329 39.1937675)"
171637632,tertiary,False,True,51.395,,Ali İhsan Kadıoğlu Caddesi,"LINESTRING (35.2438544 39.1937041, 35.2444291 39.1935806)"
171637511,residential,False,True,124.532,,,"LINESTRING (35.2411698 39.1940094, 35.2408807 39.1929121)"
171637632,tertiary,False,False,38.932,,Ali İhsan Kadıoğlu Caddesi,"LINESTRING (35.2411698 39.1940094, 35.2407203 39.1940444)"
171637632,tertiary,False,True,91.903,,Ali İhsan Kadıoğlu Caddesi,"LINESTRING (35.2411698 39.1940094, 35.2422296 39.1939173)"
171637545,residential,False,True,26.032,,,"LINESTRING (35.2455929 39.1942224, 35.2454277 39.1944184)"
171637512,residential,False,True,107.128,,,"LINESTRING (35.2455929 39.1942224, 35.2455129 39.1941394, 35.2451422 39.193329)"
171637545,residential,False,False,139.63899999999998,,,"LINESTRING (35.2455929 39.1942224, 35.2460887 39.193634, 35.2462496 39.193529, 35.2464867 39.19347, 35.2467372 39.1935036)"
171637545,residential,False,False,26.032,,,"LINESTRING (35.2454277 39.1944184, 35.2455929 39.1942224)"
171637638,tertiary,False,False,57.691,,,"LINESTRING (35.2454277 39.1944184, 35.2459328 39.1947589)"
171637638,tertiary,False,True,49.013,,,"LINESTRING (35.2454277 39.1944184, 35.2449986 39.1941291)"
171637638,tertiary,False,False,45.42,,,"LINESTRING (35.2459328 39.1947589, 35.2463411 39.1950172)"
171637638,tertiary,False,True,57.691,,,"LINESTRING (35.2459328 39.1947589, 35.2454277 39.1944184)"
171647789,secondary,False,True,43.408,,,"LINESTRING (35.2459328 39.1947589, 35.2456029 39.1950539)"
171647789,secondary,False,False,157.201,,,"LINESTRING (35.2459328 39.1947589, 35.2464416 39.1941717, 35.246611 39.1938098, 35.2467372 39.1935036)"
171637759,secondary,False,False,108.955,66-34,,"LINESTRING (35.2481733 39.1952193, 35.2475069 39.1943866)"
216719130,residential,False,False,47.1,,Ayhan Bingöl Sk.,"LINESTRING (35.2481733 39.1952193, 35.2485926 39.1949476)"
216719130,residential,False,True,79.107,,Ayhan Bingöl Sk.,"LINESTRING (35.2481733 39.1952193, 35.2476899 39.1955297, 35.247476 39.1956817)"
171637567,residential,False,False,19.848,,,"LINESTRING (35.2431374 39.1954738, 35.2432408 39.1956333)"
171637567,residential,False,True,86.656,,,"LINESTRING (35.2431374 39.1954738, 35.2426617 39.1947872)"
216719171,residential,False,True,138.92,,,"LINESTRING (35.2476695 39.1869236, 35.2491693 39.1873813)"
216719211,residential,False,False,69.354,,,"LINESTRING (35.2476695 39.1869236, 35.2473716 39.187503)"
216719171,residential,False,False,138.92,,,"LINESTRING (35.2491693 39.1873813, 35.2476695 39.1869236)"
216719171,residential,False,True,53.027,,,"LINESTRING (35.2491693 39.1873813, 35.2493564 39.1878356)"
216719180,residential,False,False,76.066,,,"LINESTRING (35.2491693 39.1873813, 35.2494057 39.1870665, 35.2493815 39.1869349, 35.2492558 39.1867754)"
171637498,tertiary,False,False,12.573,,Bağ Yolu Caddesi,"LINESTRING (35.2475071 39.1875449, 35.2473716 39.187503)"
216719209,tertiary,False,False,37.951,,Rıfat Kozan Caddesi,"LINESTRING (35.2475071 39.1875449, 35.247616 39.1878756)"
171637498,tertiary,False,True,168.67600000000004,,Bağ Yolu Caddesi,"LINESTRING (35.2475071 39.1875449, 35.2482 39.1877592, 35.2485697 39.1878714, 35.2486683 39.1878977, 35.2487607 39.1879168, 35.2488562 39.1879264, 35.2489456 39.1879264, 35.2490349 39.1879168, 35.2491366 39.1878953, 35.2493564 39.1878356)"
216719171,residential,False,False,53.027,,,"LINESTRING (35.2493564 39.1878356, 35.2491693 39.1873813)"
216719171,residential,False,True,65.441,,,"LINESTRING (35.2493564 39.1878356, 35.2496057 39.1883915)"
