osmid,oneway,highway,reversed,length,name,geometry,lanes,junction
693038338,True,primary,False,31.667,,"LINESTRING (30.4152909 40.750129, 30.4151173 40.7498764)",,
"[491330769, 1262711546]",True,primary,False,196.37,Sakarya Caddesi,"LINESTRING (30.4152909 40.750129, 30.4152272 40.7501715, 30.415086 40.7503313, 30.4151064 40.7508299, 30.4151352 40.7513309, 30.415181 40.7518388)",,
215400800,False,residential,False,41.382,,"LINESTRING (30.4050924 40.7547316, 30.4051259 40.7547708, 30.4052769 40.7550755)",,
578852924,False,secondary,False,10.16,,"LINESTRING (30.4104949 40.7540132, 30.4105516 40.754029, 30.4105987 40.7540574)",,
578852924,False,secondary,True,10.559000000000001,,"LINESTRING (30.4104949 40.7540132, 30.4104347 40.7540117, 30.4103725 40.7540263)",,
140096743,True,secondary,False,112.18099999999998,Erenler Caddesi,"LINESTRING (30.4075534 40.7564985, 30.4080602 40.7565142, 30.4085608 40.7565102, 30.4088846 40.7565016)",2,
215400801,False,residential,True,59.761,,"LINESTRING (30.4075534 40.7564985, 30.4075738 40.7562938, 30.4075615 40.756142, 30.407506 40.7559669)",,
578852924,False,secondary,False,15.234,,"LINESTRING (30.4106211 40.7542278, 30.4105823 40.7542627, 30.4105309 40.7542866, 30.4104722 40.7542971)",,
578852924,False,secondary,True,20.319000000000003,,"LINESTRING (30.4106211 40.7542278, 30.4106435 40.7541854, 30.4106472 40.7541398, 30.4106317 40.7540956, 30.4105987 40.7540574)",,
140096729,True,secondary,False,146.283,Yavuz Selim Caddesi,"LINESTRING (30.4085867 40.7539985, 30.4093972 40.7540418, 30.4099593 40.7540633, 30.4103205 40.754056)",2,
215407476,False,residential,True,117.856,,"LINESTRING (30.4085867 40.7539985, 30.4089451 40.7538749, 30.409199 40.7536719, 30.4094352 40.7533774, 30.4094949 40.7532477)",,
491330768,True,primary,False,42.055,Sakarya Caddesi,"LINESTRING (30.4153461 40.7554389, 30.4153018 40.7551373, 30.4152982 40.7550626)",2,
491330768,True,primary,False,460.92999999999995,Sakarya Caddesi,"LINESTRING (30.4152361 40.7540044, 30.4151825 40.7530535, 30.4151763 40.7529758, 30.4151529 40.7526823, 30.4151256 40.7523394, 30.4151007 40.7520274, 30.4150698 40.7516393, 30.4150549 40.7513904, 30.4150216 40.7508333, 30.4149798 40.7503957, 30.4150126 40.7501831, 30.4150425 40.7500692, 30.4151173 40.7498764)",2,
215400834,False,residential,False,52.522,,"LINESTRING (30.4104722 40.7542971, 30.4105716 40.7547634)",,
