osmid,highway,oneway,reversed,length,geometry,ref,bridge,junction
932293907,tertiary,False,True,160.987,"LINESTRING (41.8695684 40.3408167, 41.8696122 40.3422641)",,,
183763476,residential,False,True,61.456,"LINESTRING (41.8695684 40.3408167, 41.8694147 40.3407797, 41.869294 40.3407928, 41.8688906 40.3409305)",,,
183763497,residential,False,False,150.604,"LINESTRING (41.8688906 40.3409305, 41.8689132 40.3422848)",,,
183763476,residential,False,False,61.456,"LINESTRING (41.8688906 40.3409305, 41.869294 40.3407928, 41.8694147 40.3407797, 41.8695684 40.3408167)",,,
183763476,residential,False,True,57.495,"LINESTRING (41.8688906 40.3409305, 41.8687166 40.3409899, 41.868303 40.3411869)",,,
183763476,residential,False,False,106.402,"LINESTRING (41.8671051 40.3410424, 41.8677354 40.3411564, 41.8680099 40.3412526, 41.868303 40.3411869)",,,
183763476,residential,False,True,239.40200000000002,"LINESTRING (41.8671051 40.3410424, 41.8667259 40.3409308, 41.8663467 40.3409308, 41.8661398 40.3409899, 41.865933 40.3412198, 41.8657003 40.3419555, 41.8656712 40.342305)",,,
183763505,residential,False,False,141.943,"LINESTRING (41.8671051 40.3410424, 41.8670447 40.3412461, 41.8670704 40.3423136)",,,
183763493,residential,False,True,124.191,"LINESTRING (41.868303 40.3411869, 41.8682771 40.3423036)",,,
183763476,residential,False,False,57.495,"LINESTRING (41.868303 40.3411869, 41.8687166 40.3409899, 41.8688906 40.3409305)",,,
183763476,residential,False,True,106.402,"LINESTRING (41.868303 40.3411869, 41.8680099 40.3412526, 41.8677354 40.3411564, 41.8671051 40.3410424)",,,
183763494,residential,False,False,112.728,"LINESTRING (41.866407 40.3413052, 41.866424 40.3423189)",,,
183763559,secondary,True,False,208.40699999999998,"LINESTRING (41.875713 40.3420516, 41.8743714 40.3424605, 41.8734208 40.3427298)",25-03,,
183763517,residential,False,True,59.286,"LINESTRING (41.8696122 40.3422641, 41.8689132 40.3422848)",,,
932293907,tertiary,False,False,160.987,"LINESTRING (41.8696122 40.3422641, 41.8695684 40.3408167)",,,
932293907,tertiary,False,True,38.762,"LINESTRING (41.8696122 40.3422641, 41.8696201 40.3425245, 41.8696368 40.3426117)",,,
183763497,residential,False,False,93.881,"LINESTRING (41.8689132 40.3422848, 41.8689424 40.3431288)",,,
183763497,residential,False,True,150.604,"LINESTRING (41.8689132 40.3422848, 41.8688906 40.3409305)",,,
183763517,residential,False,False,59.286,"LINESTRING (41.8689132 40.3422848, 41.8696122 40.3422641)",,,
183763517,residential,False,True,53.951,"LINESTRING (41.8689132 40.3422848, 41.8682771 40.3423036)",,,
183763493,residential,False,False,124.191,"LINESTRING (41.8682771 40.3423036, 41.868303 40.3411869)",,,
183763493,residential,False,True,139.885,"LINESTRING (41.8682771 40.3423036, 41.8683772 40.3435593)",,,
183763517,residential,False,False,53.951,"LINESTRING (41.8682771 40.3423036, 41.8689132 40.3422848)",,,
183763517,residential,False,True,51.134,"LINESTRING (41.8682771 40.3423036, 41.8676738 40.3423086)",,,
183763479,residential,False,False,151.59,"LINESTRING (41.8676738 40.3423086, 41.8677258 40.3436713)",,,
183763517,residential,False,False,51.134,"LINESTRING (41.8676738 40.3423086, 41.8682771 40.3423036)",,,
183763517,residential,False,True,51.142,"LINESTRING (41.8676738 40.3423086, 41.8670704 40.3423136)",,,
183763505,residential,False,False,151.548,"LINESTRING (41.8670704 40.3423136, 41.8671138 40.3436761)",,,
183763517,residential,False,False,51.142,"LINESTRING (41.8670704 40.3423136, 41.8676738 40.3423086)",,,
183763517,residential,False,True,54.787,"LINESTRING (41.8670704 40.3423136, 41.866424 40.3423189)",,,
183763505,residential,False,True,141.943,"LINESTRING (41.8670704 40.3423136, 41.8670447 40.3412461, 41.8671051 40.3410424)",,,
183763494,residential,False,False,151.562,"LINESTRING (41.866424 40.3423189, 41.8664934 40.3436809)",,,
183763494,residential,False,True,112.728,"LINESTRING (41.866424 40.3423189, 41.866407 40.3413052)",,,
183763517,residential,False,False,54.787,"LINESTRING (41.866424 40.3423189, 41.8670704 40.3423136)",,,
183763517,residential,False,True,25.95,"LINESTRING (41.866424 40.3423189, 41.8661179 40.3423133)",,,
183763517,residential,False,False,37.87,"LINESTRING (41.8656712 40.342305, 41.8661179 40.3423133)",,,
183763476,residential,False,False,239.40200000000002,"LINESTRING (41.8656712 40.342305, 41.8657003 40.3419555, 41.865933 40.3412198, 41.8661398 40.3409899, 41.8663467 40.3409308, 41.8667259 40.3409308, 41.8671051 40.3410424)",,,
183763476,residential,False,True,225.221,"LINESTRING (41.8656712 40.342305, 41.8656659 40.3423693, 41.8655155 40.3426066, 41.8653381 40.3434288, 41.865198 40.3439627, 41.865184 40.3441087, 41.8652522 40.3442741)",,,
183763470,residential,False,True,83.751,"LINESTRING (41.8696368 40.3426117, 41.8694061 40.3426977, 41.8691734 40.3429145, 41.8689424 40.3431288)",,,
932293907,tertiary,False,False,38.762,"LINESTRING (41.8696368 40.3426117, 41.8696201 40.3425245, 41.8696122 40.3422641)",,,
"[932293907, 183763478, 183763487]",tertiary,False,True,123.18299999999999,"LINESTRING (41.8696368 40.3426117, 41.8696804 40.3428398, 41.8697838 40.34305, 41.8699217 40.3433521, 41.8700613 40.3436676)",,yes,
183763497,residential,False,True,93.881,"LINESTRING (41.8689424 40.3431288, 41.8689132 40.3422848)",,,
183763470,residential,False,False,83.751,"LINESTRING (41.8689424 40.3431288, 41.8691734 40.3429145, 41.8694061 40.3426977, 41.8696368 40.3426117)",,,
183763470,residential,False,True,67.876,"LINESTRING (41.8689424 40.3431288, 41.8687769 40.3432823, 41.8683772 40.3435593)",,,
183763470,residential,False,True,8.498,"LINESTRING (41.8683772 40.3435593, 41.868303 40.3436107)",,,
183763493,residential,False,False,139.885,"LINESTRING (41.8683772 40.3435593, 41.8682771 40.3423036)",,,
183763470,residential,False,False,67.876,"LINESTRING (41.8683772 40.3435593, 41.8687769 40.3432823, 41.8689424 40.3431288)",,,
183763470,residential,False,False,8.498,"LINESTRING (41.868303 40.3436107, 41.8683772 40.3435593)",,,
183763470,residential,False,True,34.24,"LINESTRING (41.868303 40.3436107, 41.8679065 40.3436698)",,,
183763477,residential,False,True,28.691,"LINESTRING (41.868303 40.3436107, 41.8680464 40.343779)",,,
799761271,tertiary,False,True,12.566,"LINESTRING (41.8700613 40.3436676, 41.870122 40.3437707)",,,
"[932293907, 183763478, 183763487]",tertiary,False,False,123.183,"LINESTRING (41.8700613 40.3436676, 41.8699217 40.3433521, 41.8697838 40.34305, 41.8696804 40.3428398, 41.8696368 40.3426117)",,yes,
183763558,secondary,True,False,512.799,"LINESTRING (41.8700613 40.3436676, 41.8705853 40.3434309, 41.871404 40.3431813, 41.8743255 40.3423537, 41.875713 40.3420516)",25-03,,
183763470,residential,False,False,34.24,"LINESTRING (41.8679065 40.3436698, 41.868303 40.3436107)",,,
183763470,residential,False,True,15.315,"LINESTRING (41.8679065 40.3436698, 41.8677258 40.3436713)",,,
183763496,residential,False,False,16.971,"LINESTRING (41.8679065 40.3436698, 41.8680464 40.343779)",,,
183763470,residential,False,False,15.315,"LINESTRING (41.8677258 40.3436713, 41.8679065 40.3436698)",,,
