osmid,highway,oneway,reversed,length,geometry,bridge,name,lanes,access,junction,maxspeed
200896937,residential,False,False,52.006,"LINESTRING (29.8260097 40.753682, 29.8253984 40.7536164)",,,,,,
200896687,residential,False,True,150.493,"LINESTRING (29.8260097 40.753682, 29.825943 40.7537446, 29.8258155 40.7540609, 29.8252031 40.754462, 29.8248307 40.7546313)",,,,,,
"[89234251, 200896695]",residential,False,True,34.155,"LINESTRING (29.8260097 40.753682, 29.8262314 40.7537453, 29.8263739 40.7538135)",yes,,,,,
89234255,residential,False,False,31.818,"LINESTRING (29.8263739 40.7538135, 29.8262153 40.7540732)",,,,,,
1152522094,residential,False,False,44.448,"LINESTRING (29.8263739 40.7538135, 29.8266105 40.7534562)",,,,,,
"[89234251, 200896695]",residential,False,False,34.155,"LINESTRING (29.8263739 40.7538135, 29.8262314 40.7537453, 29.8260097 40.753682)",yes,,,,,
89234251,residential,False,True,151.991,"LINESTRING (29.8263739 40.7538135, 29.8278652 40.7542896, 29.8280366 40.7543445)",,,,,,
89234254,tertiary,False,False,23.64,"LINESTRING (29.828353 40.7558088, 29.8284192 40.7556022)",,Fevzi Çakmak Caddesi,,,,
89234254,tertiary,False,True,13.21,"LINESTRING (29.828353 40.7558088, 29.828321 40.7559251)",,Fevzi Çakmak Caddesi,,,,
89234253,residential,False,True,156.369,"LINESTRING (29.828353 40.7558088, 29.8275682 40.7555642, 29.8266477 40.7552534)",,,,,,
89234249,residential,False,False,16.752,"LINESTRING (29.8267181 40.7550632, 29.8269022 40.7551202)",,,,,,
89234249,residential,False,True,87.368,"LINESTRING (29.8267181 40.7550632, 29.8257793 40.7547291)",,,,,,
89234252,residential,False,False,21.965,"LINESTRING (29.8267181 40.7550632, 29.8266477 40.7552534)",,,,,,
89234251,residential,False,False,61.533,"LINESTRING (29.8287287 40.7545216, 29.8280366 40.7543445)",,,,,,
89234254,tertiary,False,False,10.174,"LINESTRING (29.8287287 40.7545216, 29.828755 40.7544323)",,Fevzi Çakmak Caddesi,,,,
89234254,tertiary,False,True,38.121,"LINESTRING (29.8287287 40.7545216, 29.8286278 40.7548558)",,Fevzi Çakmak Caddesi,,,,
89234249,residential,False,False,87.368,"LINESTRING (29.8257793 40.7547291, 29.8267181 40.7550632)",,,,,,
89234255,residential,False,True,46.785,"LINESTRING (29.8257793 40.7547291, 29.8260304 40.7543538)",,,,,,
1228705091,residential,False,True,29.466,"LINESTRING (29.8257793 40.7547291, 29.8257126 40.7547373, 29.8256437 40.7547502, 29.8256042 40.7547617, 29.8255694 40.754784, 29.8255043 40.7548634)",,,,,,
89234253,residential,False,False,53.598,"LINESTRING (29.8255043 40.7548634, 29.8260802 40.7550684)",,,,,,
200896978,residential,False,True,69.216,"LINESTRING (29.8255043 40.7548634, 29.8250755 40.7553944)",,,,,,
1228705091,residential,False,False,29.466,"LINESTRING (29.8255043 40.7548634, 29.8255694 40.754784, 29.8256042 40.7547617, 29.8256437 40.7547502, 29.8257126 40.7547373, 29.8257793 40.7547291)",,,,,,
89234252,residential,False,True,21.965,"LINESTRING (29.8266477 40.7552534, 29.8267181 40.7550632)",,,,,,
89234253,residential,False,True,52.04,"LINESTRING (29.8266477 40.7552534, 29.8260802 40.7550684)",,,,,,
89234253,residential,False,False,156.369,"LINESTRING (29.8266477 40.7552534, 29.8275682 40.7555642, 29.828353 40.7558088)",,,,,,
89240572,residential,False,True,88.09,"LINESTRING (29.8330074 40.7581003, 29.831971 40.757994)",,Kırım Sokak,,,,
